wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	8.6819225550e-01	7.2921729088e-01
3.8015682983e+02	8.6589813232e-01	7.2714841366e-01
3.8057653809e+02	8.6354404688e-01	7.2541600466e-01
3.8099624634e+02	8.6112803221e-01	7.2322243452e-01
3.8141595459e+02	8.5864794254e-01	7.2103452682e-01
3.8183566284e+02	8.5610163212e-01	7.1989512444e-01
3.8225537109e+02	8.5348683596e-01	7.1657609940e-01
3.8267507935e+02	8.5080122948e-01	7.1680867672e-01
3.8309478760e+02	8.4804230928e-01	7.1248614788e-01
3.8351449585e+02	8.4520757198e-01	7.0889598131e-01
3.8393420410e+02	8.4229427576e-01	7.0856946707e-01
3.8435391235e+02	8.3929985762e-01	7.0673590899e-01
3.8477362061e+02	8.3622127771e-01	7.0460963249e-01
3.8519332886e+02	8.3305561543e-01	7.0048105717e-01
3.8561303711e+02	8.2979977131e-01	7.0015317202e-01
3.8603274536e+02	8.2645058632e-01	6.9896024466e-01
3.8645245361e+02	8.2300460339e-01	6.9995200634e-01
3.8687216187e+02	8.1945842505e-01	6.9503140450e-01
3.8729187012e+02	8.1580829620e-01	6.9504994154e-01
3.8771157837e+02	8.1205058098e-01	6.9201546907e-01
3.8813131714e+02	8.0818104744e-01	6.8893563747e-01
3.8855102539e+02	8.0419605970e-01	6.8846714497e-01
3.8897073364e+02	8.0009120703e-01	6.8492001295e-01
3.8939044189e+02	7.9586201906e-01	6.8245679140e-01
3.8981015015e+02	7.9150396585e-01	6.8490362167e-01
3.9022985840e+02	7.8701221943e-01	6.7778044939e-01
3.9064956665e+02	7.8238189220e-01	6.7774844170e-01
3.9106927490e+02	7.7760779858e-01	6.7629283667e-01
3.9148898315e+02	7.7268457413e-01	6.7551159859e-01
3.9190869141e+02	7.6760667562e-01	6.7399340868e-01
3.9232839966e+02	7.6236838102e-01	6.7130410671e-01
3.9274810791e+02	7.5696378946e-01	6.6822397709e-01
3.9316781616e+02	7.5138658285e-01	6.6730517149e-01
3.9358752441e+02	7.4563050270e-01	6.6555535793e-01
3.9400723267e+02	7.3968887329e-01	6.6100519896e-01
3.9442694092e+02	7.3355489969e-01	6.6146373749e-01
3.9484664917e+02	7.2722142935e-01	6.5800493956e-01
3.9526635742e+02	7.2068130970e-01	6.5572237968e-01
3.9568606567e+02	7.1392691135e-01	6.5329927206e-01
