candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1356113311e+00	4.2159313924e+00	4.0449997050e+02	5.8623415854e+02	-5.0002950253e-01	6.2341585371e+00	6.2341585371e+00	6.7341880396e+00	3.3670940198e+00	5.8360439539e-01	4.5741960406e-01	5.8360439539e-01	1.1013650234e+01	1.1936739416e+01	1.1936739416e+01	2.8373551369e-01	3.2925638556e-01	2.8373551369e-01	1.2618479133e-01	4.7864695132e-01	4.1795431421e-01	0.0000000000e+00	2.9180219769e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.5553207723e+00	4.6356408336e+00	4.0449997050e+02	5.8707357742e+02	-5.0002950253e-01	7.0735774195e+00	7.0735774195e+00	7.5736069220e+00	3.7868034610e+00	2.8344824910e-01	1.3411521912e-01	2.8344824910e-01	1.2287536437e+01	1.7666557887e+01	1.7666557887e+01	5.9335789084e-01	6.2594157457e-01	5.9335789084e-01	1.4933302999e-01	5.3400931845e-01	6.1857881191e-01	0.0000000000e+00	1.4933302999e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.6782869341e+00	4.7586069955e+00	4.0575909882e+02	5.7322316586e+02	7.5909882107e-01	-6.7768341401e+00	6.7768341401e+00	7.5359329612e+00	3.7679664806e+00	2.7984073386e-02	5.3631025366e-03	2.7984073386e-02	2.4041346290e+01	4.5922082655e+01	4.5922082655e+01	7.9676259495e-01	7.3497993173e-01	7.3497993173e-01	2.2620970849e-02	1.0448231842e+00	1.6079208814e+00	0.0000000000e+00	1.7369168040e+00	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1356113311e+00	4.2159313924e+00	4.0449997050e+02	5.8623415854e+02	-5.0002950253e-01	6.2341585371e+00	6.2341585371e+00	6.7341880396e+00	3.3670940198e+00	5.0170803070e-01	3.5548815131e-01	5.0170803070e-01	1.1008020399e+01	1.3093346829e+01	1.3093346829e+01	3.6929732561e-01	4.2356589437e-01	3.6929732561e-01	1.4621987939e-01	4.7840228193e-01	4.5845189410e-01	0.0000000000e+00	2.5085401535e+00	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.0735774195e+00	7.1538974808e+00	4.0449997050e+02	5.8707357742e+02	-5.0002950253e-01	7.0735774195e+00	7.0735774195e+00	7.5736069220e+00	3.7868034610e+00	1.7583209276e-01	6.2293171883e-02	1.7583209276e-01	1.4746090672e+01	2.2873628770e+01	2.2873628770e+01	7.1184736490e-01	6.8423235416e-01	6.8423235416e-01	1.1353892088e-01	6.4085668187e-01	8.0089976775e-01	0.0000000000e+00	1.1353892088e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.0735774195e+00	7.1538974808e+00	4.0449997050e+02	5.8707357742e+02	-5.0002950253e-01	7.0735774195e+00	7.0735774195e+00	7.5736069220e+00	3.7868034610e+00	2.4655070901e-01	1.0479499400e-01	2.4655070901e-01	1.2961128288e+01	1.9091037125e+01	1.9091037125e+01	6.3312408328e-01	6.5179769695e-01	6.3312408328e-01	1.4175571501e-01	5.6328323570e-01	6.6845568552e-01	0.0000000000e+00	1.4175571501e+00	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.9750302135e+00	5.4750597160e+00	4.0449997050e+02	5.8623415854e+02	-5.0002950253e-01	6.2341585371e+00	6.2341585371e+00	6.7341880396e+00	3.3670940198e+00	5.4899412394e-01	4.2139679193e-01	5.4899412394e-01	1.1294789464e+01	1.2529563410e+01	1.2529563410e+01	3.2186824083e-01	3.6448311806e-01	3.2186824083e-01	1.2759733200e-01	4.9086510176e-01	4.3871151909e-01	0.0000000000e+00	2.7449706197e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.1965435813e+00	7.6965730839e+00	4.0449997050e+02	5.7070490921e+02	-5.0002950253e-01	-9.2950907873e+00	9.2950907873e+00	9.7951202899e+00	4.8975601449e+00	9.0197592974e-02	3.1173331663e-02	9.0197592974e-02	1.8473353800e+01	3.0764712139e+01	3.0764712139e+01	8.0728527904e-01	7.3447634466e-01	7.3447634466e-01	5.9024261311e-02	8.0284140947e-01	1.0771990336e+00	1.0000000000e+00	6.8075711850e-01	0.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.1965435813e+00	7.2768636427e+00	4.0491967994e+02	5.7154432810e+02	-8.0320061333e-02	-8.4556719049e+00	8.4556719049e+00	8.5359919663e+00	4.2679959831e+00	6.7066103220e-02	1.9515087828e-02	6.7066103220e-02	1.9769809020e+01	3.4120884779e+01	3.4120884779e+01	8.1082704663e-01	7.3880613782e-01	7.3880613782e-01	4.7551015392e-02	8.5918461313e-01	1.1947124337e+00	1.0000000000e+00	6.7676752318e-01	0.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.1965435813e+00	7.2768636427e+00	4.0491967994e+02	5.7280345642e+02	-8.0320061333e-02	-7.1965435813e+00	7.1965435813e+00	7.2768636427e+00	3.6384318213e+00	3.8664013147e-02	8.8016726077e-03	3.8664013147e-02	2.2384222422e+01	4.1289173127e+01	4.1289173127e+01	8.0006787181e-01	7.3679706082e-01	7.3679706082e-01	2.9862340540e-02	9.7280552698e-01	1.4457036748e+00	1.0000000000e+00	1.2734390707e+00	0.0000000000e+00	0.0000000000e+00
