wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973711347e+02	7.3560231924e-01	7.2747290134e-01	7.2971302271e-01
3.8015682291e+02	7.2911179066e-01	7.2414332628e-01	7.2608214617e-01
3.8057653235e+02	7.2240662575e-01	7.2056311369e-01	7.2366219759e-01
3.8099624179e+02	7.1547907591e-01	7.1696376801e-01	7.1950596571e-01
3.8141595123e+02	7.0832115412e-01	7.1312701702e-01	7.1520060301e-01
3.8183566067e+02	7.0092463493e-01	7.0938414335e-01	7.1229338646e-01
3.8225537011e+02	6.9328111410e-01	7.0543247461e-01	7.0779502392e-01
3.8267507956e+02	6.8538200855e-01	7.0158928633e-01	7.0342648029e-01
3.8309478900e+02	6.7721849680e-01	6.9759839773e-01	6.9964385033e-01
3.8351449844e+02	6.6878175735e-01	6.9348186255e-01	6.9527864456e-01
3.8393420788e+02	6.6006278992e-01	6.8929624557e-01	6.9020932913e-01
3.8435391732e+02	6.5105241537e-01	6.8536996841e-01	6.8599224091e-01
3.8477362676e+02	6.4174157381e-01	6.8094754219e-01	6.8186664581e-01
3.8519333620e+02	6.3212108612e-01	6.7662519217e-01	6.7754203081e-01
3.8561304564e+02	6.2218183279e-01	6.7225480080e-01	6.7264866829e-01
3.8603275508e+02	6.1191493273e-01	6.6778957844e-01	6.6838514805e-01
3.8645246453e+02	6.0131162405e-01	6.6294848919e-01	6.6345202923e-01
3.8687217397e+02	5.9036332369e-01	6.5831333399e-01	6.5888017416e-01
3.8729188341e+02	5.7906198502e-01	6.5351754427e-01	6.5389919281e-01
3.8771159285e+02	5.6739991903e-01	6.4861971140e-01	6.4986610413e-01
3.8813130229e+02	5.5537009239e-01	6.4352566004e-01	6.4387804270e-01
3.8855101173e+02	5.4296624660e-01	6.3833087683e-01	6.3853293657e-01
3.8897072117e+02	5.3018295765e-01	6.3286584616e-01	6.3306945562e-01
3.8939043061e+02	5.1701587439e-01	6.2727981806e-01	6.2739729881e-01
3.8981014006e+02	5.0346201658e-01	6.2136495113e-01	6.2152916193e-01
3.9022984950e+02	4.8951977491e-01	6.1552560329e-01	6.1556583643e-01
3.9064955894e+02	4.7518929839e-01	6.0904985666e-01	6.0925060511e-01
3.9106926838e+02	4.6047273278e-01	6.0271012783e-01	6.0292482376e-01
3.9148897782e+02	4.4537445903e-01	5.9582197666e-01	5.9624654055e-01
3.9190868726e+02	4.2990139127e-01	5.8847910166e-01	5.8846414089e-01
3.9232839670e+02	4.1406336427e-01	5.8106166124e-01	5.8125644922e-01
3.9274810614e+02	3.9787337184e-01	5.7297462225e-01	5.7382732630e-01
3.9316781559e+02	3.8134795427e-01	5.6456595659e-01	5.6453639269e-01
3.9358752503e+02	3.6450761557e-01	5.5599272251e-01	5.5599373579e-01
3.9400723447e+02	3.4737709165e-01	5.4651623964e-01	5.4649072886e-01
3.9442694391e+02	3.2998579741e-01	5.3648674488e-01	5.3672468662e-01
3.9484665335e+02	3.1236806512e-01	5.2597594261e-01	5.2600204945e-01
3.9526636279e+02	2.9456362128e-01	5.1464444399e-01	5.1419734955e-01
3.9568607223e+02	2.7661773562e-01	5.0278407335e-01	5.0253880024e-01
3.9610578167e+02	2.5858154893e-01	4.8995673656e-01	4.8920023441e-01
3.9652549111e+02	2.4051225185e-01	4.7696399689e-01	4.7544285655e-01
3.9694520056e+02	2.2247312963e-01	4.6221852303e-01	4.6077451110e-01
3.9736491000e+02	2.0453362167e-01	4.4695752859e-01	4.4353783131e-01
3.9778461944e+02	1.8676917255e-01	4.3153503537e-01	4.2818748951e-01
3.9820432888e+02	1.6926100850e-01	4.1442918777e-01	4.1055965424e-01
3.9862403832e+02	1.5209572017e-01	3.9614284039e-01	3.9085319638e-01
3.9904374776e+02	1.3536466658e-01	3.7793329358e-01	3.7250405550e-01
3.9946345720e+02	1.1916332692e-01	3.5775616765e-01	3.5193517804e-01
3.9988316664e+02	1.0359026492e-01	3.3763691783e-01	3.3162212372e-01
4.0030287609e+02	8.8746115565e-02	3.1786066294e-01	3.0991524458e-01
4.0072258553e+02	7.4732273817e-02	2.9666644335e-01	2.8842526674e-01
4.0114229497e+02	6.1649493873e-02	2.7570289373e-01	2.6698195934e-01
4.0156200441e+02	4.9596313387e-02	2.5515401363e-01	2.4602857232e-01
4.0198171385e+02	3.8667432964e-02	2.3569263518e-01	2.2485375404e-01
4.0240142329e+02	2.8952011839e-02	2.1636132896e-01	2.0631548762e-01
4.0282113273e+02	2.0531974733e-02	1.9718635082e-01	1.8789999187e-01
4.0324084217e+02	1.3480374590e-02	1.8031999469e-01	1.7106223106e-01
4.0366055162e+02	7.8598642722e-03	1.6578713059e-01	1.5614946187e-01
4.0408026106e+02	3.7213379983e-03	1.5363867581e-01	1.4492981136e-01
4.0449997050e+02	1.1027978035e-03	1.4248706400e-01	1.3425369561e-01
4.0491967994e+02	2.8484577342e-05	1.3430285454e-01	1.2733486295e-01
4.0533938938e+02	5.0831801491e-04	1.2972636521e-01	1.2275937945e-01
4.0575909882e+02	2.5376640260e-03	1.2860953808e-01	1.2198605388e-01
4.0617880826e+02	6.0974410735e-03	1.2851542234e-01	1.2205974758e-01
4.0659851770e+02	1.1154564098e-02	1.3340988755e-01	1.2814110518e-01
4.0701822714e+02	1.7662698403e-02	1.4111255109e-01	1.3651368022e-01
4.0743793659e+02	2.5563303381e-02	1.5046207607e-01	1.4878077805e-01
4.0785764603e+02	3.4786913544e-02	1.6363760829e-01	1.6423104703e-01
4.0827735547e+02	4.5254614204e-02	1.7976872623e-01	1.8237704039e-01
4.0869706491e+02	5.6879635900e-02	1.9917017221e-01	2.0423838496e-01
4.0911677435e+02	6.9569051266e-02	2.2319090366e-01	2.2869820893e-01
4.0953648379e+02	8.3225451410e-02	2.4646204710e-01	2.5481054187e-01
4.0995619323e+02	9.7748644650e-02	2.7486026287e-01	2.8212910891e-01
4.1037590267e+02	1.1303722113e-01	3.0122306943e-01	3.1128287315e-01
4.1079561212e+02	1.2899005413e-01	3.3056020737e-01	3.4107482433e-01
4.1121532156e+02	1.4550758898e-01	3.5684379935e-01	3.6890843511e-01
4.1163503100e+02	1.6249305010e-01	3.8635563850e-01	3.9674055576e-01
4.1205474044e+02	1.7985342443e-01	4.1417691112e-01	4.2254871130e-01
4.1247444988e+02	1.9750019908e-01	4.4023013115e-01	4.4907838106e-01
4.1289415932e+02	2.1535012126e-01	4.6650603414e-01	4.7416099906e-01
4.1331386876e+02	2.3332552612e-01	4.8986244202e-01	4.9677500129e-01
4.1373357820e+02	2.5135472417e-01	5.1078033447e-01	5.1924496889e-01
