candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.2706718315e+00	2.4494800937e+00	4.0575909882e+02	5.9043125295e+02	7.5909882107e-01	4.3125294907e-01	7.5909882107e-01	1.1903517701e+00	5.9517588507e-01	2.3414766788e-01	7.4519999325e-02	2.3414766788e-01	1.2829186340e+01	2.7175994619e+01	2.7175994619e+01	5.5520558357e-01	7.3552178591e-01	5.5520558357e-01	1.5962766856e-01	5.5766799626e-01	9.4680519975e-01	0.0000000000e+00	1.5962766856e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.5096239027e-01	1.6100612113e+00	4.0617880826e+02	5.9085096239e+02	1.1788082623e+00	8.5096239027e-01	1.1788082623e+00	2.0297706525e+00	1.0148853263e+00	1.2820965052e-01	2.4032926187e-02	1.2820965052e-01	1.4614744848e+01	3.4154413861e+01	3.4154413861e+01	6.0740554333e-01	7.7373560704e-01	6.0740554333e-01	1.0417672433e-01	6.3528389557e-01	1.1899316692e+00	0.0000000000e+00	1.0420460127e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.5096239027e-01	1.6100612113e+00	4.0617880826e+02	5.9085096239e+02	1.1788082623e+00	8.5096239027e-01	1.1788082623e+00	2.0297706525e+00	1.0148853263e+00	9.2944823205e-02	1.4657303691e-02	9.2944823205e-02	1.5478388618e+01	3.7650243557e+01	3.7650243557e+01	6.1497906595e-01	7.7588821948e-01	6.1497906595e-01	7.8287519515e-02	6.7282536376e-01	1.3117255457e+00	1.0000000000e+00	9.3478467496e-01	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.5096239027e-01	1.6100612113e+00	4.0617880826e+02	5.9085096239e+02	1.1788082623e+00	8.5096239027e-01	1.1788082623e+00	2.0297706525e+00	1.0148853263e+00	8.2817532122e-02	1.2442590669e-02	8.2817532122e-02	1.5914019149e+01	3.9387150531e+01	3.9387150531e+01	6.1426576227e-01	7.7543371730e-01	6.1426576227e-01	7.0374941453e-02	6.9176165469e-01	1.3722389723e+00	1.0000000000e+00	1.0635399208e+00	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.1788082623e+00	1.1903517701e+00	4.0659851770e+02	5.9001154351e+02	1.5985177035e+00	1.1543507867e-02	1.5985177035e+00	1.6100612113e+00	8.0503060567e-01	4.7838973999e-01	2.8214702010e-01	4.7838973999e-01	9.7966137891e+00	2.2625535406e+01	2.2625535406e+01	3.3238250017e-01	5.3916051984e-01	3.3238250017e-01	1.9624271989e-01	4.2584602305e-01	7.8826828127e-01	0.0000000000e+00	2.3919487000e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.0249697865e+00	6.2037780488e+00	4.1163503100e+02	5.9085096239e+02	6.6350309979e+00	8.5096239027e-01	6.6350309979e+00	7.4859933881e+00	3.7429966941e+00	7.5325018167e-01	7.2399247438e-04	7.5325018167e-01	3.2093714054e+01	9.8027119728e+01	9.8027119728e+01	6.3385546207e-02	8.6945506465e-01	6.3385546207e-02	7.5252618920e-01	1.3950718880e+00	3.4152415754e+00	0.0000000000e+00	7.8882336734e+00	0.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.2706718315e+00	2.0297706525e+00	4.0617880826e+02	5.9085096239e+02	1.1788082623e+00	8.5096239027e-01	1.1788082623e+00	2.0297706525e+00	1.0148853263e+00	1.1426457018e-01	2.0812500268e-02	1.1426457018e-01	1.4881387870e+01	3.5215380459e+01	3.5215380459e+01	6.1188838631e-01	7.7399123833e-01	6.1188838631e-01	9.3452069908e-02	6.4687451996e-01	1.2268954935e+00	1.0000000000e+00	1.0089299430e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.1788082623e+00	1.1903517701e+00	4.0617880826e+02	5.9169038127e+02	1.1788082623e+00	1.6903812727e+00	1.6903812727e+00	2.8691895349e+00	1.4345947675e+00	5.6021995842e-02	7.1896174923e-03	5.6021995842e-02	1.7243538954e+01	4.5612717826e+01	4.5612717826e+01	5.9188055247e-01	7.7335442510e-01	5.9188055247e-01	4.8832378350e-02	7.4955414644e-01	1.5891362586e+00	0.0000000000e+00	1.6832464532e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.1788082623e+00	1.1903517701e+00	4.0575909882e+02	5.9085096239e+02	7.5909882107e-01	8.5096239027e-01	8.5096239027e-01	1.6100612113e+00	8.0503060567e-01	2.9788768291e-01	1.2344934046e-01	2.9788768291e-01	1.1325867877e+01	2.4479891255e+01	2.4479891255e+01	4.9951756001e-01	6.8056468666e-01	4.9951756001e-01	1.7443834245e-01	4.9232070353e-01	8.5287359874e-01	0.0000000000e+00	1.7443834245e+00	1.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.1788082623e+00	2.0297706525e+00	4.0617880826e+02	5.9001154351e+02	1.1788082623e+00	1.1543507867e-02	1.1788082623e+00	1.1903517701e+00	5.9517588507e-01	4.4668659568e-01	2.5427913666e-01	4.4668659568e-01	1.0080113264e+01	2.3443015105e+01	2.3443015105e+01	3.6459383368e-01	5.6486296654e-01	3.6459383368e-01	1.9240745902e-01	4.3816937545e-01	8.1674907988e-01	0.0000000000e+00	2.2334329784e+00	1.0000000000e+00	0.0000000000e+00
