wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	8.4154880047e-01	9.8362559080e-01
3.8015682291e+02	8.3841234446e-01	9.8255985975e-01
3.8057653235e+02	8.3518552780e-01	9.8114061356e-01
3.8099624179e+02	8.3186519146e-01	9.7906094790e-01
3.8141595123e+02	8.2844787836e-01	9.7655230761e-01
3.8183566067e+02	8.2493013144e-01	9.7356706858e-01
3.8225537011e+02	8.2130825520e-01	9.7002190351e-01
3.8267507956e+02	8.1757849455e-01	9.6627843380e-01
3.8309478900e+02	8.1373685598e-01	9.6183639765e-01
3.8351449844e+02	8.0977922678e-01	9.5705348253e-01
3.8393420788e+02	8.0570131540e-01	9.5182144642e-01
3.8435391732e+02	8.0149877071e-01	9.4613033533e-01
3.8477362676e+02	7.9716682434e-01	9.4009554386e-01
3.8519333620e+02	7.9270082712e-01	9.3365812302e-01
3.8561304564e+02	7.8809565306e-01	9.2677986622e-01
3.8603275508e+02	7.8334617615e-01	9.1985040903e-01
3.8645246453e+02	7.7844697237e-01	9.1251885891e-01
3.8687217397e+02	7.7339249849e-01	9.0522319078e-01
3.8729188341e+02	7.6817691326e-01	8.9775234461e-01
3.8771159285e+02	7.6279419661e-01	8.9004433155e-01
3.8813130229e+02	7.5723814964e-01	8.8247120380e-01
3.8855101173e+02	7.5150233507e-01	8.7445485592e-01
3.8897072117e+02	7.4558001757e-01	8.6691415310e-01
3.8939043061e+02	7.3946434259e-01	8.5909122229e-01
3.8981014006e+02	7.3314815760e-01	8.5139054060e-01
3.9022984950e+02	7.2662407160e-01	8.4335488081e-01
3.9064955894e+02	7.1988457441e-01	8.3572191000e-01
3.9106926838e+02	7.1292179823e-01	8.2770997286e-01
3.9148897782e+02	7.0572769642e-01	8.1990909576e-01
3.9190868726e+02	6.9829416275e-01	8.1216257811e-01
3.9232839670e+02	6.9061273336e-01	8.0417364836e-01
3.9274810614e+02	6.8267476559e-01	7.9672819376e-01
3.9316781559e+02	6.7447155714e-01	7.8933709860e-01
