wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	8.2824158669e-01	9.1541135311e-01
3.8015682291e+02	8.2502508163e-01	9.1437041759e-01
3.8057653235e+02	8.2171899080e-01	9.1358125210e-01
3.8099624179e+02	8.1832009554e-01	9.1122174263e-01
3.8141595123e+02	8.1482517719e-01	9.0813201666e-01
3.8183566067e+02	8.1123071909e-01	9.0422761440e-01
3.8225537011e+02	8.0753326416e-01	8.9961868525e-01
3.8267507956e+02	8.0372905731e-01	8.9485079050e-01
3.8309478900e+02	7.9981434345e-01	8.8811784983e-01
3.8351449844e+02	7.9578500986e-01	8.8129544258e-01
3.8393420788e+02	7.9163700342e-01	8.7413942814e-01
3.8435391732e+02	7.8736597300e-01	8.6687266827e-01
3.8477362676e+02	7.8296744823e-01	8.5862064362e-01
3.8519333620e+02	7.7843677998e-01	8.5057502985e-01
3.8561304564e+02	7.7376914024e-01	8.4209495783e-01
3.8603275508e+02	7.6895952225e-01	8.3362084627e-01
3.8645246453e+02	7.6400268078e-01	8.2460683584e-01
3.8687217397e+02	7.5889325142e-01	8.1508308649e-01
3.8729188341e+02	7.5362563133e-01	8.0587649345e-01
3.8771159285e+02	7.4819397926e-01	7.9681473970e-01
3.8813130229e+02	7.4259233475e-01	7.8734499216e-01
3.8855101173e+02	7.3681449890e-01	7.7768093348e-01
3.8897072117e+02	7.3085397482e-01	7.6824396849e-01
3.8939043061e+02	7.2470420599e-01	7.5855433941e-01
3.8981014006e+02	7.1835827827e-01	7.4878978729e-01
3.9022984950e+02	7.1180915833e-01	7.3883754015e-01
3.9064955894e+02	7.0504951477e-01	7.2864156961e-01
3.9106926838e+02	6.9807195663e-01	7.1893179417e-01
3.9148897782e+02	6.9086879492e-01	7.0862686634e-01
3.9190868726e+02	6.8343216181e-01	6.9792085886e-01
3.9232839670e+02	6.7575395107e-01	6.8726617098e-01
3.9274810614e+02	6.6782599688e-01	6.7748802900e-01
3.9316781559e+02	6.5964001417e-01	6.6735953093e-01
3.9358752503e+02	6.5118747950e-01	6.5714681149e-01
3.9400723447e+02	6.4245986938e-01	6.4579552412e-01
3.9442694391e+02	6.3344860077e-01	6.3427388668e-01
3.9484665335e+02	6.2414497137e-01	6.2313795090e-01
3.9526636279e+02	6.1454039812e-01	6.1151689291e-01
3.9568607223e+02	6.0462641716e-01	6.0054671764e-01
3.9610578167e+02	5.9439468384e-01	5.8909928799e-01
3.9652549111e+02	5.8383697271e-01	5.7734751701e-01
3.9694520056e+02	5.7294541597e-01	5.6516623497e-01
3.9736491000e+02	5.6171268225e-01	5.5296790600e-01
3.9778461944e+02	5.5013179779e-01	5.4026263952e-01
3.9820432888e+02	5.3819644451e-01	5.2763760090e-01
3.9862403832e+02	5.2590107918e-01	5.1491576433e-01
3.9904374776e+02	5.1324111223e-01	5.0268262625e-01
3.9946345720e+02	5.0021302700e-01	4.9008715153e-01
3.9988316664e+02	4.8681458831e-01	4.7706419230e-01
4.0030287609e+02	4.7304508090e-01	4.6360993385e-01
4.0072258553e+02	4.5890554786e-01	4.5003160834e-01
4.0114229497e+02	4.4439890981e-01	4.3813192844e-01
4.0156200441e+02	4.2953044176e-01	4.2460685968e-01
4.0198171385e+02	4.1430792212e-01	4.1040638089e-01
4.0240142329e+02	3.9874193072e-01	3.9718323946e-01
4.0282113273e+02	3.8284626603e-01	3.8397541642e-01
4.0324084217e+02	3.6663824320e-01	3.7404724956e-01
4.0366055162e+02	3.5013896227e-01	3.6199617386e-01
4.0408026106e+02	3.3337375522e-01	3.4911733866e-01
4.0449997050e+02	3.1637248397e-01	3.4072932601e-01
4.0491967994e+02	2.9916980863e-01	3.2584512234e-01
4.0533938938e+02	2.8180560470e-01	3.0779367685e-01
4.0575909882e+02	2.6432511210e-01	3.0074858665e-01
4.0617880826e+02	2.4677926302e-01	2.8865456581e-01
4.0659851770e+02	2.2922469676e-01	2.7671235800e-01
4.0701822714e+02	2.1172390878e-01	2.6366999745e-01
4.0743793659e+02	1.9434523582e-01	2.5132229924e-01
4.0785764603e+02	1.7716261744e-01	2.3945468664e-01
4.0827735547e+02	1.6025541723e-01	2.2717048228e-01
4.0869706491e+02	1.4370790124e-01	2.1447302401e-01
4.0911677435e+02	1.2760871649e-01	2.0223967731e-01
4.0953648379e+02	1.1205006391e-01	1.8999169767e-01
4.0995619323e+02	9.7126841545e-02	1.7712086439e-01
4.1037590267e+02	8.2935467362e-02	1.6605284810e-01
4.1079561212e+02	6.9572672248e-02	1.5399365127e-01
4.1121532156e+02	5.7134065777e-02	1.4264990389e-01
