Epoch 0 | Train Loss: 0.052806 | Val Loss: 0.046101
Epoch 1 | Train Loss: 0.044996 | Val Loss: 0.043979
Epoch 2 | Train Loss: 0.041924 | Val Loss: 0.036814
Epoch 3 | Train Loss: 0.036159 | Val Loss: 0.031322
Epoch 4 | Train Loss: 0.030653 | Val Loss: 0.027083
Epoch 5 | Train Loss: 0.024738 | Val Loss: 0.020327
Epoch 6 | Train Loss: 0.021898 | Val Loss: 0.020367
Epoch 7 | Train Loss: 0.019373 | Val Loss: 0.021963
Epoch 8 | Train Loss: 0.018182 | Val Loss: 0.014249
Epoch 9 | Train Loss: 0.014500 | Val Loss: 0.016504
Epoch 10 | Train Loss: 0.013213 | Val Loss: 0.013575
Epoch 11 | Train Loss: 0.010164 | Val Loss: 0.010419
Epoch 12 | Train Loss: 0.008273 | Val Loss: 0.006131
Epoch 13 | Train Loss: 0.007883 | Val Loss: 0.008364
Epoch 14 | Train Loss: 0.008046 | Val Loss: 0.007224
Epoch 15 | Train Loss: 0.005707 | Val Loss: 0.005201
Epoch 16 | Train Loss: 0.006085 | Val Loss: 0.004547
Epoch 17 | Train Loss: 0.004691 | Val Loss: 0.009486
Epoch 18 | Train Loss: 0.004867 | Val Loss: 0.003672
Epoch 19 | Train Loss: 0.004382 | Val Loss: 0.002824
Epoch 20 | Train Loss: 0.003759 | Val Loss: 0.002352
Epoch 21 | Train Loss: 0.003094 | Val Loss: 0.003276
Epoch 22 | Train Loss: 0.003650 | Val Loss: 0.002433
Epoch 23 | Train Loss: 0.004136 | Val Loss: 0.005586
Epoch 24 | Train Loss: 0.003166 | Val Loss: 0.004432
Epoch 25 | Train Loss: 0.003346 | Val Loss: 0.003913
Epoch 26 | Train Loss: 0.001810 | Val Loss: 0.001167
Epoch 27 | Train Loss: 0.001338 | Val Loss: 0.001029
Epoch 28 | Train Loss: 0.001253 | Val Loss: 0.001056
Epoch 29 | Train Loss: 0.000869 | Val Loss: 0.001561
Epoch 30 | Train Loss: 0.008653 | Val Loss: 0.004936
Epoch 31 | Train Loss: 0.002460 | Val Loss: 0.001093
Epoch 32 | Train Loss: 0.001113 | Val Loss: 0.001214
Epoch 33 | Train Loss: 0.000783 | Val Loss: 0.000628
Epoch 34 | Train Loss: 0.001950 | Val Loss: 0.002956
