wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.8013597727e-01	8.8824623823e-01
3.8015682983e+02	9.8001337051e-01	8.8832825422e-01
3.8057653809e+02	9.7988957167e-01	8.9022672176e-01
3.8099624634e+02	9.7976452112e-01	8.8932257891e-01
3.8141595459e+02	9.7963833809e-01	8.9038872719e-01
3.8183566284e+02	9.7951084375e-01	8.9073431492e-01
3.8225537109e+02	9.7938215733e-01	8.9012730122e-01
3.8267507935e+02	9.7925215960e-01	8.8919585943e-01
3.8309478760e+02	9.7912091017e-01	8.8907945156e-01
3.8351449585e+02	9.7898834944e-01	8.8867783546e-01
3.8393420410e+02	9.7885447741e-01	8.8870835304e-01
3.8435391235e+02	9.7871929407e-01	8.8599056005e-01
3.8477362061e+02	9.7858273983e-01	8.8580632210e-01
3.8519332886e+02	9.7844475508e-01	8.8573914766e-01
3.8561303711e+02	9.7830545902e-01	8.8556981087e-01
3.8603274536e+02	9.7816473246e-01	8.8342928886e-01
3.8645245361e+02	9.7802257538e-01	8.8122951984e-01
3.8687216187e+02	9.7787892818e-01	8.8203692436e-01
3.8729187012e+02	9.7773385048e-01	8.8133347034e-01
3.8771157837e+02	9.7758728266e-01	8.7839746475e-01
3.8813131714e+02	9.7743916512e-01	8.7782460451e-01
3.8855102539e+02	9.7728955746e-01	8.7568968534e-01
3.8897073364e+02	9.7713840008e-01	8.7474739552e-01
3.8939044189e+02	9.7698563337e-01	8.7435972691e-01
3.8981015015e+02	9.7683131695e-01	8.7235552073e-01
3.9022985840e+02	9.7667533159e-01	8.7110751867e-01
3.9064956665e+02	9.7651773691e-01	8.6978298426e-01
3.9106927490e+02	9.7635841370e-01	8.6829066277e-01
3.9148898315e+02	9.7619748116e-01	8.6740660667e-01
3.9190869141e+02	9.7603476048e-01	8.6632353067e-01
3.9232839966e+02	9.7587031126e-01	8.6517667770e-01
3.9274810791e+02	9.7570413351e-01	8.6470848322e-01
3.9316781616e+02	9.7553610802e-01	8.6300170422e-01
