wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.1445785761e-01	9.5043212175e-01
3.8015682291e+02	9.1336768866e-01	9.4929838181e-01
3.8057653235e+02	9.1225612164e-01	9.4789248705e-01
3.8099624179e+02	9.1112256050e-01	9.4578737020e-01
3.8141595123e+02	9.0996640921e-01	9.4338959455e-01
3.8183566067e+02	9.0878713131e-01	9.4023483992e-01
3.8225537011e+02	9.0758401155e-01	9.3767976761e-01
3.8267507956e+02	9.0635645390e-01	9.3463510275e-01
3.8309478900e+02	9.0510380268e-01	9.3157166243e-01
3.8351449844e+02	9.0382534266e-01	9.2824423313e-01
3.8393420788e+02	9.0252041817e-01	9.2437684536e-01
3.8435391732e+02	9.0118825436e-01	9.2066693306e-01
3.8477362676e+02	8.9982807636e-01	9.1721802950e-01
3.8519333620e+02	8.9843910933e-01	9.1402757168e-01
3.8561304564e+02	8.9702057838e-01	9.0982306004e-01
3.8603275508e+02	8.9557164907e-01	9.0503937006e-01
3.8645246453e+02	8.9409136772e-01	9.0163964033e-01
3.8687217397e+02	8.9257889986e-01	8.9771211147e-01
3.8729188341e+02	8.9103335142e-01	8.9368498325e-01
3.8771159285e+02	8.8945364952e-01	8.8900101185e-01
3.8813130229e+02	8.8783890009e-01	8.8609105349e-01
3.8855101173e+02	8.8618803024e-01	8.8113260269e-01
3.8897072117e+02	8.8449990749e-01	8.7709724903e-01
3.8939043061e+02	8.8277351856e-01	8.7309646606e-01
3.8981014006e+02	8.8100767136e-01	8.6844938993e-01
3.9022984950e+02	8.7920117378e-01	8.6428231001e-01
3.9064955894e+02	8.7735283375e-01	8.5992193222e-01
3.9106926838e+02	8.7546128035e-01	8.5556066036e-01
3.9148897782e+02	8.7352526188e-01	8.5120153427e-01
3.9190868726e+02	8.7154334784e-01	8.4590286016e-01
3.9232839670e+02	8.6951416731e-01	8.4219211340e-01
3.9274810614e+02	8.6743617058e-01	8.3702147007e-01
3.9316781559e+02	8.6530786753e-01	8.3128815889e-01
3.9358752503e+02	8.6312764883e-01	8.2616382837e-01
3.9400723447e+02	8.6089390516e-01	8.2118397951e-01
3.9442694391e+02	8.5860484838e-01	8.1597292423e-01
3.9484665335e+02	8.5625869036e-01	8.1001722813e-01
3.9526636279e+02	8.5385364294e-01	8.0338400602e-01
3.9568607223e+02	8.5138767958e-01	7.9908430576e-01
3.9610578167e+02	8.4885889292e-01	7.9427468777e-01
3.9652549111e+02	8.4626519680e-01	7.9010134935e-01
3.9694520056e+02	8.4360438585e-01	7.8301644325e-01
3.9736491000e+02	8.4087425470e-01	7.7826523781e-01
3.9778461944e+02	8.3807241917e-01	7.7296882868e-01
3.9820432888e+02	8.3519655466e-01	7.6830416918e-01
3.9862403832e+02	8.3224403858e-01	7.6133614779e-01
3.9904374776e+02	8.2921230793e-01	7.5490224361e-01
3.9946345720e+02	8.2609862089e-01	7.4975752831e-01
3.9988316664e+02	8.2290023565e-01	7.4379038811e-01
4.0030287609e+02	8.1961411238e-01	7.3805862665e-01
4.0072258553e+02	8.1623721123e-01	7.3325473070e-01
4.0114229497e+02	8.1276637316e-01	7.2691392899e-01
4.0156200441e+02	8.0919831991e-01	7.2166121006e-01
4.0198171385e+02	8.0552953482e-01	7.1547120810e-01
4.0240142329e+02	8.0175656080e-01	7.0848315954e-01
4.0282113273e+02	7.9787564278e-01	7.0510244370e-01
4.0324084217e+02	7.9388296604e-01	6.9818598032e-01
4.0366055162e+02	7.8977441788e-01	6.9420403242e-01
4.0408026106e+02	7.8554594517e-01	6.8828082085e-01
4.0449997050e+02	7.8119319677e-01	6.8240982294e-01
4.0491967994e+02	7.7671164274e-01	6.7570221424e-01
4.0533938938e+02	7.7209663391e-01	6.7370086908e-01
4.0575909882e+02	7.6734340191e-01	6.6679227352e-01
4.0617880826e+02	7.6244688034e-01	6.6026377678e-01
4.0659851770e+02	7.5740182400e-01	6.5486884117e-01
4.0701822714e+02	7.5220286846e-01	6.5005731583e-01
4.0743793659e+02	7.4684447050e-01	6.4270937443e-01
4.0785764603e+02	7.4132078886e-01	6.3874679804e-01
4.0827735547e+02	7.3562580347e-01	6.3250786066e-01
4.0869706491e+02	7.2975337505e-01	6.2835198641e-01
4.0911677435e+02	7.2369700670e-01	6.2315267324e-01
4.0953648379e+02	7.1745020151e-01	6.1836880445e-01
4.0995619323e+02	7.1100610495e-01	6.1369353533e-01
4.1037590267e+02	7.0435768366e-01	6.0858428478e-01
4.1079561212e+02	6.9749772549e-01	6.0350644588e-01
4.1121532156e+02	6.9041877985e-01	5.9866863489e-01
4.1163503100e+02	6.8311327696e-01	5.9392529726e-01
4.1205474044e+02	6.7557346821e-01	5.8789509535e-01
4.1247444988e+02	6.6779136658e-01	5.8391392231e-01
4.1289415932e+02	6.5975886583e-01	5.7838946581e-01
4.1331386876e+02	6.5146785975e-01	5.7346928120e-01
4.1373357820e+02	6.4290988445e-01	5.6714409590e-01
4.1415328765e+02	6.3407665491e-01	5.6309187412e-01
4.1457299709e+02	6.2495976686e-01	5.5569851398e-01
4.1499270653e+02	6.1555075645e-01	5.5197548866e-01
4.1541241597e+02	6.0584127903e-01	5.4573601484e-01
4.1583212541e+02	5.9582310915e-01	5.4001820087e-01
4.1625183485e+02	5.8548820019e-01	5.3443688154e-01
4.1667154429e+02	5.7482868433e-01	5.2952140570e-01
4.1709125373e+02	5.6383723021e-01	5.2488082647e-01
4.1751096317e+02	5.5250668526e-01	5.1924932003e-01
4.1793067262e+02	5.4083073139e-01	5.1257199049e-01
4.1835038206e+02	5.2880346775e-01	5.0532364845e-01
4.1877009150e+02	5.1642006636e-01	4.9977859855e-01
4.1918980094e+02	5.0367653370e-01	4.9354645610e-01
4.1960951038e+02	4.9057000875e-01	4.8659184575e-01
4.2002921982e+02	4.7709915042e-01	4.8131123185e-01
4.2044892926e+02	4.6326404810e-01	4.7330275178e-01
4.2086863870e+02	4.4906663895e-01	4.6285030246e-01
4.2128834815e+02	4.3451094627e-01	4.5527058840e-01
4.2170805759e+02	4.1960331798e-01	4.4753023982e-01
4.2212776703e+02	4.0435266495e-01	4.3924114108e-01
4.2254747647e+02	3.8877093792e-01	4.3067109585e-01
4.2296718591e+02	3.7287321687e-01	4.2005282640e-01
4.2338689535e+02	3.5667824745e-01	4.0948680043e-01
4.2380660479e+02	3.4020867944e-01	4.0103492141e-01
4.2422631423e+02	3.2349139452e-01	3.9097797871e-01
4.2464602368e+02	3.0655780435e-01	3.8076397777e-01
4.2506573312e+02	2.8944432735e-01	3.6892071366e-01
4.2548544256e+02	2.7219244838e-01	3.5894998908e-01
4.2590515200e+02	2.5484904647e-01	3.4995940328e-01
4.2632486144e+02	2.3746664822e-01	3.3841401339e-01
4.2674457088e+02	2.2010341287e-01	3.2847711444e-01
4.2716428032e+02	2.0282325149e-01	3.1903442740e-01
4.2758398976e+02	1.8569567800e-01	3.0637681484e-01
4.2800369920e+02	1.6879566014e-01	2.9507988691e-01
4.2842340865e+02	1.5220323205e-01	2.8482085466e-01
4.2884311809e+02	1.3600306213e-01	2.7337086201e-01
4.2926282753e+02	1.2028371543e-01	2.6007017493e-01
4.2968253697e+02	1.0513692349e-01	2.4874943495e-01
4.3010224641e+02	9.0656563640e-02	2.3834501207e-01
4.3052195585e+02	7.6937466860e-02	2.3013322055e-01
4.3094166529e+02	6.4074181020e-02	2.2276253998e-01
4.3136137473e+02	5.2159506828e-02	2.1874396503e-01
4.3178108418e+02	4.1282966733e-02	2.1295440197e-01
4.3220079362e+02	3.1529247761e-02	2.1031828225e-01
4.3262050306e+02	2.2976566106e-02	2.0814740658e-01
4.3304021250e+02	1.5695123002e-02	2.0657949150e-01
4.3345992194e+02	9.7456192598e-03	2.0636060834e-01
4.3387963138e+02	5.1779206842e-03	2.0834667981e-01
4.3429934082e+02	2.0299197640e-03	2.0937663317e-01
4.3471905026e+02	3.2664000173e-04	2.1070030332e-01
4.3513875971e+02	7.9615354480e-05	2.1298529208e-01
4.3555846915e+02	1.2865797617e-03	2.1448667347e-01
4.3597817859e+02	3.9314753376e-03	2.1670228243e-01
4.3639788803e+02	7.9847807065e-03	2.1677264571e-01
4.3681759747e+02	1.3404150493e-02	2.1650846303e-01
4.3723730691e+02	2.0135328174e-02	2.1729330719e-01
4.3765701635e+02	2.8113309294e-02	2.1592165530e-01
4.3807672579e+02	3.7263695151e-02	2.1363608539e-01
4.3849643523e+02	4.7504197806e-02	2.1183644235e-01
4.3891614468e+02	5.8746218681e-02	2.0618356764e-01
4.3933585412e+02	7.0896498859e-02	2.0139670372e-01
4.3975556356e+02	8.3858683705e-02	1.9393901527e-01
4.4017527300e+02	9.7534932196e-02	1.8864437938e-01
4.4059498244e+02	1.1182729900e-01	1.8031759560e-01
4.4101469188e+02	1.2663908303e-01	1.7158348858e-01
4.4143440132e+02	1.4187598228e-01	1.6366256773e-01
4.4185411076e+02	1.5744708478e-01	1.5530556440e-01
4.4227382021e+02	1.7326569557e-01	1.4570254087e-01
4.4269352965e+02	1.8924996257e-01	1.3712680340e-01
4.4311323909e+02	2.0532336831e-01	1.2975107133e-01
4.4353294853e+02	2.2141505778e-01	1.2243196368e-01
4.4395265797e+02	2.3746003211e-01	1.1597274989e-01
4.4437236741e+02	2.5339922309e-01	1.0895299166e-01
4.4479207685e+02	2.6917937398e-01	1.0528586060e-01
4.4521178629e+02	2.8475302458e-01	1.0109609365e-01
4.4563149574e+02	3.0007815361e-01	9.9322527647e-02
4.4605120518e+02	3.1511813402e-01	9.7389645875e-02
4.4647091462e+02	3.2984116673e-01	9.6778862178e-02
4.4689062406e+02	3.4422016144e-01	9.8676659167e-02
4.4731033350e+02	3.5823231936e-01	1.0143566132e-01
4.4773004294e+02	3.7185868621e-01	1.0590682924e-01
4.4814975238e+02	3.8508400321e-01	1.1094737053e-01
4.4856946182e+02	3.9789614081e-01	1.2000203878e-01
4.4898917126e+02	4.1028586030e-01	1.2879236042e-01
4.4940888071e+02	4.2224651575e-01	1.4112839103e-01
4.4982859015e+02	4.3377372622e-01	1.5572595596e-01
4.5024829959e+02	4.4486504793e-01	1.7180809379e-01
4.5066800903e+02	4.5551979542e-01	1.8903777003e-01
4.5108771847e+02	4.6573868394e-01	2.0879431069e-01
4.5150742791e+02	4.7552374005e-01	2.2873760760e-01
4.5192713735e+02	4.8487794399e-01	2.4950660765e-01
4.5234684679e+02	4.9380525947e-01	2.7168568969e-01
4.5276655624e+02	5.0231015682e-01	2.9264053702e-01
4.5318626568e+02	5.1039791107e-01	3.1505784392e-01
4.5360597512e+02	5.1807385683e-01	3.3402776718e-01
4.5402568456e+02	5.2534401417e-01	3.5699170828e-01
4.5444539400e+02	5.3221422434e-01	3.7510189414e-01
4.5486510344e+02	5.3869068623e-01	3.9171388745e-01
4.5528481288e+02	5.4477953911e-01	4.0596488118e-01
4.5570452232e+02	5.5048680305e-01	4.2182001472e-01
4.5612423177e+02	5.5581849813e-01	4.3457156420e-01
4.5654394121e+02	5.6078034639e-01	4.4519895315e-01
4.5696365065e+02	5.6537801027e-01	4.5588168502e-01
4.5738336009e+02	5.6961679459e-01	4.6491438150e-01
4.5780306953e+02	5.7350170612e-01	4.7349575162e-01
4.5822277897e+02	5.7703751326e-01	4.7938925028e-01
4.5864248841e+02	5.8022868633e-01	4.8402163386e-01
4.5906219785e+02	5.8307909966e-01	4.9049383402e-01
4.5948190729e+02	5.8559256792e-01	4.9366554618e-01
4.5990161674e+02	5.8777230978e-01	4.9743273854e-01
4.6032132618e+02	5.8962118626e-01	4.9832135439e-01
4.6074103562e+02	5.9114164114e-01	4.9878987670e-01
4.6116074506e+02	5.9233570099e-01	4.9654880166e-01
4.6158045450e+02	5.9320503473e-01	4.9940806627e-01
4.6200016394e+02	5.9375071526e-01	4.9781352282e-01
4.6241987338e+02	5.9397357702e-01	4.9497601390e-01
4.6283958282e+02	5.9387391806e-01	4.9437800050e-01
4.6325929227e+02	5.9345149994e-01	4.9367931485e-01
4.6367900171e+02	5.9270590544e-01	4.8946627975e-01
4.6409871115e+02	5.9163600206e-01	4.8785787821e-01
4.6451842059e+02	5.9024035931e-01	4.8508399725e-01
4.6493813003e+02	5.8851712942e-01	4.8092061281e-01
4.6535783947e+02	5.8646404743e-01	4.7872400284e-01
4.6577754891e+02	5.8407837152e-01	4.7438421845e-01
4.6619725835e+02	5.8135700226e-01	4.7136110067e-01
4.6661696780e+02	5.7829642296e-01	4.6868094802e-01
4.6703667724e+02	5.7489269972e-01	4.6227404475e-01
4.6745638668e+02	5.7114160061e-01	4.5764350891e-01
4.6787609612e+02	5.6703853607e-01	4.5186236501e-01
4.6829580556e+02	5.6257849932e-01	4.4790056348e-01
4.6871551500e+02	5.5775636435e-01	4.4039633870e-01
4.6913522444e+02	5.5256652832e-01	4.3571519852e-01
4.6955493388e+02	5.4700338840e-01	4.2793041468e-01
4.6997464332e+02	5.4106092453e-01	4.2263165116e-01
4.7039435277e+02	5.3473317623e-01	4.1440311074e-01
4.7081406221e+02	5.2801406384e-01	4.0706023574e-01
4.7123377165e+02	5.2089732885e-01	3.9963710308e-01
4.7165348109e+02	5.1337701082e-01	3.8965699077e-01
4.7207319053e+02	5.0544714928e-01	3.8073861599e-01
4.7249289997e+02	4.9710217118e-01	3.7112092972e-01
4.7291260941e+02	4.8833671212e-01	3.5875022411e-01
4.7333231885e+02	4.7914600372e-01	3.5220640898e-01
4.7375202830e+02	4.6952587366e-01	3.3997935057e-01
4.7417173774e+02	4.5947292447e-01	3.3135864139e-01
4.7459144718e+02	4.4898474216e-01	3.2076910138e-01
4.7501115662e+02	4.3806010485e-01	3.0926793814e-01
4.7543086606e+02	4.2669916153e-01	2.9783245921e-01
4.7585057550e+02	4.1490358114e-01	2.8717574477e-01
4.7627028494e+02	4.0267702937e-01	2.7616092563e-01
4.7668999438e+02	3.9002525806e-01	2.6257953048e-01
4.7710970383e+02	3.7695643306e-01	2.5286746025e-01
4.7752941327e+02	3.6348155141e-01	2.4018964171e-01
4.7794912271e+02	3.4961467981e-01	2.2734683752e-01
4.7836883215e+02	3.3537328243e-01	2.1545235813e-01
4.7878854159e+02	3.2077863812e-01	2.0382262766e-01
4.7920825103e+02	3.0585619807e-01	1.9372074306e-01
4.7962796047e+02	2.9063588381e-01	1.8228290975e-01
4.8004766991e+02	2.7515247464e-01	1.7271798849e-01
4.8046737935e+02	2.5944587588e-01	1.6149197519e-01
4.8088708880e+02	2.4356143177e-01	1.5127821267e-01
