Epoch 0 | Train Loss: 198.643468 | Val Loss: 129.720901
Epoch 1 | Train Loss: 93.630754 | Val Loss: 84.141434
Epoch 2 | Train Loss: 70.242194 | Val Loss: 94.152222
Epoch 3 | Train Loss: 58.936879 | Val Loss: 77.609879
Epoch 4 | Train Loss: 56.181409 | Val Loss: 65.017006
Epoch 5 | Train Loss: 51.364848 | Val Loss: 55.680252
Epoch 6 | Train Loss: 47.245711 | Val Loss: 51.839561
Epoch 7 | Train Loss: 48.825602 | Val Loss: 49.846046
Epoch 8 | Train Loss: 47.860690 | Val Loss: 52.331722
Epoch 9 | Train Loss: 45.086598 | Val Loss: 54.027828
Epoch 10 | Train Loss: 45.023548 | Val Loss: 47.790436
Epoch 11 | Train Loss: 42.799310 | Val Loss: 49.412338
Epoch 12 | Train Loss: 43.321195 | Val Loss: 48.494583
Epoch 13 | Train Loss: 42.191094 | Val Loss: 43.077950
Epoch 14 | Train Loss: 40.714289 | Val Loss: 43.074203
Epoch 15 | Train Loss: 41.580220 | Val Loss: 41.805984
Epoch 16 | Train Loss: 42.225410 | Val Loss: 41.811142
Epoch 17 | Train Loss: 40.799381 | Val Loss: 45.162827
Epoch 18 | Train Loss: 40.191904 | Val Loss: 44.013725
Epoch 19 | Train Loss: 36.655167 | Val Loss: 39.059788
Epoch 20 | Train Loss: 38.377627 | Val Loss: 36.108143
Epoch 21 | Train Loss: 37.182981 | Val Loss: 35.481762
Epoch 22 | Train Loss: 36.502600 | Val Loss: 36.400093
Epoch 23 | Train Loss: 36.280008 | Val Loss: 35.911560
Epoch 24 | Train Loss: 36.239945 | Val Loss: 34.083340
Epoch 25 | Train Loss: 35.452451 | Val Loss: 30.563364
Epoch 26 | Train Loss: 36.096677 | Val Loss: 36.519417
Epoch 27 | Train Loss: 35.977718 | Val Loss: 32.999744
Epoch 28 | Train Loss: 34.896934 | Val Loss: 37.013592
Epoch 29 | Train Loss: 35.174487 | Val Loss: 32.228374
Epoch 30 | Train Loss: 34.167342 | Val Loss: 35.291012
Epoch 31 | Train Loss: 33.357597 | Val Loss: 37.553902
Epoch 32 | Train Loss: 33.655324 | Val Loss: 36.949131
Epoch 33 | Train Loss: 33.040786 | Val Loss: 32.696255
Epoch 34 | Train Loss: 35.168904 | Val Loss: 32.734833
Epoch 35 | Train Loss: 33.479838 | Val Loss: 32.672340
Epoch 36 | Train Loss: 33.107055 | Val Loss: 33.690624
Epoch 37 | Train Loss: 32.290623 | Val Loss: 28.549816
Epoch 38 | Train Loss: 32.449010 | Val Loss: 29.970406
Epoch 39 | Train Loss: 32.118905 | Val Loss: 30.261139
Epoch 40 | Train Loss: 31.267832 | Val Loss: 29.410717
Epoch 41 | Train Loss: 30.678005 | Val Loss: 29.409931
Epoch 42 | Train Loss: 31.695757 | Val Loss: 32.112885
Epoch 43 | Train Loss: 29.891803 | Val Loss: 28.441759
Epoch 44 | Train Loss: 31.064338 | Val Loss: 29.553402
Epoch 45 | Train Loss: 30.496169 | Val Loss: 30.016823
Epoch 46 | Train Loss: 30.675567 | Val Loss: 28.731079
Epoch 47 | Train Loss: 30.346469 | Val Loss: 29.335480
Epoch 48 | Train Loss: 30.980401 | Val Loss: 28.139498
Epoch 49 | Train Loss: 30.003219 | Val Loss: 30.796473
Epoch 50 | Train Loss: 31.535122 | Val Loss: 32.629112
Epoch 51 | Train Loss: 31.099095 | Val Loss: 34.118889
Epoch 52 | Train Loss: 31.682396 | Val Loss: 30.246418
Epoch 53 | Train Loss: 30.172689 | Val Loss: 29.534430
Epoch 54 | Train Loss: 30.310272 | Val Loss: 31.407288
Epoch 55 | Train Loss: 30.178219 | Val Loss: 27.315975
Epoch 56 | Train Loss: 30.474319 | Val Loss: 27.011841
Epoch 57 | Train Loss: 29.134129 | Val Loss: 29.296154
Epoch 58 | Train Loss: 28.687453 | Val Loss: 28.790234
Epoch 59 | Train Loss: 29.833932 | Val Loss: 31.133108
Epoch 60 | Train Loss: 28.855128 | Val Loss: 28.328587
Epoch 61 | Train Loss: 29.598891 | Val Loss: 30.119881
Epoch 62 | Train Loss: 29.025019 | Val Loss: 29.289368
Epoch 63 | Train Loss: 28.735951 | Val Loss: 29.706390
Epoch 64 | Train Loss: 28.917326 | Val Loss: 29.816975
Epoch 65 | Train Loss: 28.457863 | Val Loss: 27.643074
Epoch 66 | Train Loss: 28.153389 | Val Loss: 28.715885
Epoch 67 | Train Loss: 29.075424 | Val Loss: 32.772301
Epoch 68 | Train Loss: 27.316256 | Val Loss: 27.767651
Epoch 69 | Train Loss: 26.822894 | Val Loss: 26.472055
Epoch 70 | Train Loss: 28.324255 | Val Loss: 25.532598
Epoch 71 | Train Loss: 27.778563 | Val Loss: 27.820412
Epoch 72 | Train Loss: 27.350588 | Val Loss: 26.198875
Epoch 73 | Train Loss: 28.185921 | Val Loss: 27.197197
Epoch 74 | Train Loss: 26.487624 | Val Loss: 27.444258
Epoch 75 | Train Loss: 27.384447 | Val Loss: 27.832767
Epoch 76 | Train Loss: 27.956688 | Val Loss: 25.419605
Epoch 77 | Train Loss: 27.732346 | Val Loss: 25.733055
Epoch 78 | Train Loss: 25.668595 | Val Loss: 26.282866
Epoch 79 | Train Loss: 26.338558 | Val Loss: 25.199080
Epoch 80 | Train Loss: 25.929387 | Val Loss: 24.428303
Epoch 81 | Train Loss: 25.319562 | Val Loss: 22.161800
