Epoch 0 | Train Loss: 0.076997 | Val Loss: 0.066777
Epoch 1 | Train Loss: 0.066290 | Val Loss: 0.065086
Epoch 2 | Train Loss: 0.064907 | Val Loss: 0.064498
Epoch 3 | Train Loss: 0.064341 | Val Loss: 0.063682
Epoch 4 | Train Loss: 0.063478 | Val Loss: 0.063309
Epoch 5 | Train Loss: 0.062809 | Val Loss: 0.062939
Epoch 6 | Train Loss: 0.062803 | Val Loss: 0.062594
Epoch 7 | Train Loss: 0.062222 | Val Loss: 0.062094
Epoch 8 | Train Loss: 0.060668 | Val Loss: 0.056682
Epoch 9 | Train Loss: 0.051721 | Val Loss: 0.046072
Epoch 10 | Train Loss: 0.046521 | Val Loss: 0.044444
Epoch 11 | Train Loss: 0.042488 | Val Loss: 0.039775
Epoch 12 | Train Loss: 0.040006 | Val Loss: 0.042600
Epoch 13 | Train Loss: 0.038853 | Val Loss: 0.036813
Epoch 14 | Train Loss: 0.036380 | Val Loss: 0.033763
Epoch 15 | Train Loss: 0.035111 | Val Loss: 0.032755
Epoch 16 | Train Loss: 0.034997 | Val Loss: 0.033450
Epoch 17 | Train Loss: 0.033971 | Val Loss: 0.031470
Epoch 18 | Train Loss: 0.033497 | Val Loss: 0.033226
Epoch 19 | Train Loss: 0.032465 | Val Loss: 0.029893
Epoch 20 | Train Loss: 0.030327 | Val Loss: 0.027026
Epoch 21 | Train Loss: 0.030169 | Val Loss: 0.027043
Epoch 22 | Train Loss: 0.028701 | Val Loss: 0.026550
Epoch 23 | Train Loss: 0.029204 | Val Loss: 0.024693
Epoch 24 | Train Loss: 0.032095 | Val Loss: 0.028811
Epoch 25 | Train Loss: 0.030390 | Val Loss: 0.026077
Epoch 26 | Train Loss: 0.038559 | Val Loss: 0.046657
Epoch 27 | Train Loss: 0.037773 | Val Loss: 0.029565
Epoch 28 | Train Loss: 0.031665 | Val Loss: 0.027271
Epoch 29 | Train Loss: 0.029411 | Val Loss: 0.026535
Epoch 30 | Train Loss: 0.028213 | Val Loss: 0.024405
Epoch 31 | Train Loss: 0.029817 | Val Loss: 0.026852
Epoch 32 | Train Loss: 0.028524 | Val Loss: 0.021273
Epoch 33 | Train Loss: 0.025055 | Val Loss: 0.020463
Epoch 34 | Train Loss: 0.021581 | Val Loss: 0.019004
Epoch 35 | Train Loss: 0.019029 | Val Loss: 0.016679
Epoch 36 | Train Loss: 0.017272 | Val Loss: 0.013538
Epoch 37 | Train Loss: 0.027566 | Val Loss: 0.023991
Epoch 38 | Train Loss: 0.026888 | Val Loss: 0.020773
Epoch 39 | Train Loss: 0.020757 | Val Loss: 0.018444
Epoch 40 | Train Loss: 0.021429 | Val Loss: 0.020579
Epoch 41 | Train Loss: 0.018905 | Val Loss: 0.014810
Epoch 42 | Train Loss: 0.016764 | Val Loss: 0.014168
Epoch 43 | Train Loss: 0.013780 | Val Loss: 0.012829
Epoch 44 | Train Loss: 0.012578 | Val Loss: 0.011865
Epoch 45 | Train Loss: 0.010118 | Val Loss: 0.006460
Epoch 46 | Train Loss: 0.006725 | Val Loss: 0.004634
Epoch 47 | Train Loss: 0.005358 | Val Loss: 0.007476
Epoch 48 | Train Loss: 0.005994 | Val Loss: 0.004182
Epoch 49 | Train Loss: 0.004658 | Val Loss: 0.003063
Epoch 50 | Train Loss: 0.004562 | Val Loss: 0.004834
Epoch 51 | Train Loss: 0.003830 | Val Loss: 0.003396
Epoch 52 | Train Loss: 0.003246 | Val Loss: 0.001288
Epoch 53 | Train Loss: 0.002131 | Val Loss: 0.001886
Epoch 54 | Train Loss: 0.002428 | Val Loss: 0.001669
Epoch 55 | Train Loss: 0.001898 | Val Loss: 0.002510
Epoch 56 | Train Loss: 0.001858 | Val Loss: 0.000844
Epoch 57 | Train Loss: 0.001382 | Val Loss: 0.001833
Epoch 58 | Train Loss: 0.002196 | Val Loss: 0.001673
Epoch 59 | Train Loss: 0.003164 | Val Loss: 0.004896
Epoch 60 | Train Loss: 0.003249 | Val Loss: 0.001762
Epoch 61 | Train Loss: 0.002759 | Val Loss: 0.003870
Epoch 62 | Train Loss: 0.002734 | Val Loss: 0.003858
Epoch 63 | Train Loss: 0.002405 | Val Loss: 0.001363
Epoch 64 | Train Loss: 0.001707 | Val Loss: 0.001309
Epoch 65 | Train Loss: 0.002004 | Val Loss: 0.002982
Epoch 66 | Train Loss: 0.002471 | Val Loss: 0.003117
Epoch 67 | Train Loss: 0.002501 | Val Loss: 0.002225
Epoch 68 | Train Loss: 0.002000 | Val Loss: 0.001037
Epoch 69 | Train Loss: 0.001815 | Val Loss: 0.001272
Epoch 70 | Train Loss: 0.001582 | Val Loss: 0.001841
Epoch 71 | Train Loss: 0.001201 | Val Loss: 0.000569
Epoch 72 | Train Loss: 0.000815 | Val Loss: 0.000661
Epoch 73 | Train Loss: 0.000626 | Val Loss: 0.000516
Epoch 74 | Train Loss: 0.000574 | Val Loss: 0.000472
Epoch 75 | Train Loss: 0.000459 | Val Loss: 0.000478
Epoch 76 | Train Loss: 0.000437 | Val Loss: 0.000403
Epoch 77 | Train Loss: 0.000446 | Val Loss: 0.000569
Epoch 78 | Train Loss: 0.000482 | Val Loss: 0.000536
Epoch 79 | Train Loss: 0.000422 | Val Loss: 0.000351
Epoch 80 | Train Loss: 0.000337 | Val Loss: 0.000329
Epoch 81 | Train Loss: 0.000318 | Val Loss: 0.000303
Epoch 82 | Train Loss: 0.000308 | Val Loss: 0.000275
Epoch 83 | Train Loss: 0.000291 | Val Loss: 0.000267
Epoch 84 | Train Loss: 0.000270 | Val Loss: 0.000264
Epoch 85 | Train Loss: 0.000255 | Val Loss: 0.000259
Epoch 86 | Train Loss: 0.000247 | Val Loss: 0.000250
Epoch 87 | Train Loss: 0.000246 | Val Loss: 0.000247
Epoch 88 | Train Loss: 0.000239 | Val Loss: 0.000234
Epoch 89 | Train Loss: 0.000239 | Val Loss: 0.000238
Epoch 90 | Train Loss: 0.000262 | Val Loss: 0.000282
Epoch 91 | Train Loss: 0.000255 | Val Loss: 0.000274
Epoch 92 | Train Loss: 0.000242 | Val Loss: 0.000255
Epoch 93 | Train Loss: 0.000242 | Val Loss: 0.000225
Epoch 94 | Train Loss: 0.000214 | Val Loss: 0.000218
Epoch 95 | Train Loss: 0.000202 | Val Loss: 0.000208
Epoch 96 | Train Loss: 0.000196 | Val Loss: 0.000209
Epoch 97 | Train Loss: 0.000201 | Val Loss: 0.000226
Epoch 98 | Train Loss: 0.000197 | Val Loss: 0.000213
Epoch 99 | Train Loss: 0.000200 | Val Loss: 0.000204
Epoch 100 | Train Loss: 0.000186 | Val Loss: 0.000206
Epoch 101 | Train Loss: 0.000182 | Val Loss: 0.000191
Epoch 102 | Train Loss: 0.000178 | Val Loss: 0.000187
Epoch 103 | Train Loss: 0.000183 | Val Loss: 0.000214
Epoch 104 | Train Loss: 0.000178 | Val Loss: 0.000175
Epoch 105 | Train Loss: 0.000173 | Val Loss: 0.000192
Epoch 106 | Train Loss: 0.000164 | Val Loss: 0.000175
Epoch 107 | Train Loss: 0.000161 | Val Loss: 0.000189
Epoch 108 | Train Loss: 0.000165 | Val Loss: 0.000181
Epoch 109 | Train Loss: 0.000158 | Val Loss: 0.000161
Epoch 110 | Train Loss: 0.000144 | Val Loss: 0.000160
Epoch 111 | Train Loss: 0.000142 | Val Loss: 0.000156
Epoch 112 | Train Loss: 0.000138 | Val Loss: 0.000154
Epoch 113 | Train Loss: 0.000142 | Val Loss: 0.000173
Epoch 114 | Train Loss: 0.000154 | Val Loss: 0.000205
Epoch 115 | Train Loss: 0.000156 | Val Loss: 0.000241
Epoch 116 | Train Loss: 0.000179 | Val Loss: 0.000477
Epoch 117 | Train Loss: 0.000519 | Val Loss: 0.001123
Epoch 118 | Train Loss: 0.000886 | Val Loss: 0.000465
Epoch 119 | Train Loss: 0.001248 | Val Loss: 0.001096
Epoch 120 | Train Loss: 0.001745 | Val Loss: 0.000620
Epoch 121 | Train Loss: 0.001049 | Val Loss: 0.000856
Epoch 122 | Train Loss: 0.000731 | Val Loss: 0.000711
Epoch 123 | Train Loss: 0.000946 | Val Loss: 0.000708
Epoch 124 | Train Loss: 0.000552 | Val Loss: 0.000504
Epoch 125 | Train Loss: 0.000485 | Val Loss: 0.000579
Epoch 126 | Train Loss: 0.000330 | Val Loss: 0.000244
Epoch 127 | Train Loss: 0.000371 | Val Loss: 0.000385
Epoch 128 | Train Loss: 0.000279 | Val Loss: 0.000259
Epoch 129 | Train Loss: 0.000276 | Val Loss: 0.000232
Epoch 130 | Train Loss: 0.000159 | Val Loss: 0.000165
Epoch 131 | Train Loss: 0.000121 | Val Loss: 0.000153
Epoch 132 | Train Loss: 0.000121 | Val Loss: 0.000126
Epoch 133 | Train Loss: 0.000109 | Val Loss: 0.000135
Epoch 134 | Train Loss: 0.000108 | Val Loss: 0.000109
Epoch 135 | Train Loss: 0.000110 | Val Loss: 0.000128
Epoch 136 | Train Loss: 0.000090 | Val Loss: 0.000106
Epoch 137 | Train Loss: 0.000077 | Val Loss: 0.000099
Epoch 138 | Train Loss: 0.000081 | Val Loss: 0.000123
Epoch 139 | Train Loss: 0.000091 | Val Loss: 0.000127
Epoch 140 | Train Loss: 0.000094 | Val Loss: 0.000109
Epoch 141 | Train Loss: 0.000083 | Val Loss: 0.000090
Epoch 142 | Train Loss: 0.000150 | Val Loss: 0.000221
Epoch 143 | Train Loss: 0.000152 | Val Loss: 0.000097
Epoch 144 | Train Loss: 0.000181 | Val Loss: 0.000283
Epoch 145 | Train Loss: 0.000312 | Val Loss: 0.000380
Epoch 146 | Train Loss: 0.000245 | Val Loss: 0.000202
Epoch 147 | Train Loss: 0.000173 | Val Loss: 0.000199
Epoch 148 | Train Loss: 0.000166 | Val Loss: 0.000176
Epoch 149 | Train Loss: 0.000167 | Val Loss: 0.000222
Epoch 150 | Train Loss: 0.000124 | Val Loss: 0.000160
Epoch 151 | Train Loss: 0.000194 | Val Loss: 0.000270
Epoch 152 | Train Loss: 0.000524 | Val Loss: 0.001227
Epoch 153 | Train Loss: 0.001066 | Val Loss: 0.000356
Epoch 154 | Train Loss: 0.000509 | Val Loss: 0.000329
Epoch 155 | Train Loss: 0.000513 | Val Loss: 0.000260
Epoch 156 | Train Loss: 0.000241 | Val Loss: 0.000384
Epoch 157 | Train Loss: 0.000220 | Val Loss: 0.000192
Epoch 158 | Train Loss: 0.000117 | Val Loss: 0.000156
Epoch 159 | Train Loss: 0.000100 | Val Loss: 0.000100
Epoch 160 | Train Loss: 0.000085 | Val Loss: 0.000115
Epoch 161 | Train Loss: 0.000095 | Val Loss: 0.000165
Epoch 162 | Train Loss: 0.000080 | Val Loss: 0.000090
Epoch 163 | Train Loss: 0.000060 | Val Loss: 0.000073
Epoch 164 | Train Loss: 0.000050 | Val Loss: 0.000076
Epoch 165 | Train Loss: 0.000050 | Val Loss: 0.000058
Epoch 166 | Train Loss: 0.000046 | Val Loss: 0.000067
Epoch 167 | Train Loss: 0.000045 | Val Loss: 0.000062
Epoch 168 | Train Loss: 0.000042 | Val Loss: 0.000060
Epoch 169 | Train Loss: 0.000043 | Val Loss: 0.000068
Epoch 170 | Train Loss: 0.000051 | Val Loss: 0.000095
Epoch 171 | Train Loss: 0.000058 | Val Loss: 0.000074
Epoch 172 | Train Loss: 0.000068 | Val Loss: 0.000085
Epoch 173 | Train Loss: 0.000072 | Val Loss: 0.000063
Epoch 174 | Train Loss: 0.000081 | Val Loss: 0.000083
Epoch 175 | Train Loss: 0.000053 | Val Loss: 0.000060
