candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	5.2325134277e+00	4.9389807129e+02	6.4961029053e+02	-6.1019287109e+00	-3.8970947266e-01	6.1019287109e+00	6.4916381836e+00	3.2458190918e+00	1.8799781799e-01	9.3585275114e-02	1.8799781799e-01	2.1629309711e+01	2.9898704327e+01	2.9898704327e+01	6.0831797123e-01	8.0690781027e-01	6.0831797123e-01	9.4412542880e-02	7.7004534775e-01	1.0047612948e+00	1.0000000000e+00	9.4412542880e-01	1.0000000000e+00	1.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6822204590e+00	6.0719299316e+00	4.9347836304e+02	6.4961029053e+02	-6.5216369629e+00	-3.8970947266e-01	6.5216369629e+00	6.9113464355e+00	3.4556732178e+00	2.1064460278e-01	1.1196402460e-01	2.1064460278e-01	2.0122263845e+01	2.8410640083e+01	2.8410640083e+01	5.8420670033e-01	7.8799375147e-01	5.8420670033e-01	9.8680578172e-02	7.1639159395e-01	9.5475413258e-01	1.0000000000e+00	1.0532230139e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.1019287109e+00	6.9113769531e+00	4.9389807129e+02	6.4877087402e+02	-6.1019287109e+00	-1.2291259766e+00	6.1019287109e+00	7.3310546875e+00	3.6655273438e+00	1.2116045505e-01	5.9435684234e-02	1.2116045505e-01	2.4344690476e+01	3.4380067333e+01	3.4380067333e+01	6.8190138787e-01	8.3601902053e-01	6.8190138787e-01	6.1724770814e-02	8.6671816595e-01	1.1553597972e+00	1.0000000000e+00	7.3324385152e-01	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6822204590e+00	6.9113464355e+00	4.9431777954e+02	6.4373437500e+02	-5.6822204590e+00	-6.2656250000e+00	6.2656250000e+00	1.1947845459e+01	5.9739227295e+00	8.8725499809e-02	3.6427263170e-02	8.8725499809e-02	2.6768021282e+01	3.7373399979e+01	3.7373399979e+01	7.2467566282e-01	8.6199712381e-01	7.2467566282e-01	5.2298236638e-02	9.5299343956e-01	1.2559522761e+00	1.0000000000e+00	7.3129221751e-01	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	5.2325134277e+00	4.9473748779e+02	6.4919055176e+02	-5.2625122070e+00	-8.0944824219e-01	5.2625122070e+00	6.0719604492e+00	3.0359802246e+00	3.2220676541e-01	2.1418803930e-01	3.2220676541e-01	1.6398175029e+01	2.4390279124e+01	2.4390279124e+01	4.6473309398e-01	6.8950581551e-01	4.6473309398e-01	1.0801872611e-01	5.8380681404e-01	8.1964784041e-01	0.0000000000e+00	1.6110338271e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.0685424805e+00	3.5536499023e+00	4.9431777954e+02	6.4541320801e+02	-5.6822204590e+00	-4.5867919922e+00	5.6822204590e+00	1.0269012451e+01	5.1345062256e+00	1.8281899393e-02	5.4794666357e-03	1.8281899393e-02	3.9746686816e+01	5.7228646935e+01	5.7228646935e+01	8.0171332508e-01	8.7814782886e-01	8.0171332508e-01	1.2802432757e-02	1.4150590879e+00	1.9231980344e+00	0.0000000000e+00	2.6377086697e+00	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.1019287109e+00	6.9113769531e+00	4.9347836304e+02	6.4877087402e+02	-6.5216369629e+00	-1.2291259766e+00	6.5216369629e+00	7.7507629395e+00	3.8753814697e+00	1.5313747525e-01	8.1291712821e-02	1.5313747525e-01	2.2368370276e+01	3.1824206646e+01	3.1824206646e+01	6.4398321509e-01	8.1556006521e-01	6.4398321509e-01	7.1845762432e-02	7.9635733632e-01	1.0694687878e+00	1.0000000000e+00	7.7641775171e-01	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2625122070e+00	8.1704711914e+00	4.9431777954e+02	6.4541320801e+02	-5.6822204590e+00	-4.5867919922e+00	5.6822204590e+00	1.0269012451e+01	5.1345062256e+00	2.0569704473e-02	7.3881233111e-03	2.0569704473e-02	3.7880359964e+01	5.4230227166e+01	5.4230227166e+01	8.0081287771e-01	8.7565838452e-01	8.0081287771e-01	1.3181581162e-02	1.3486142346e+00	1.8224346001e+00	0.0000000000e+00	2.3498131432e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	5.2325134277e+00	4.9473748779e+02	6.4499346924e+02	-5.2625122070e+00	-5.0065307617e+00	5.2625122070e+00	1.0269042969e+01	5.1345214844e+00	2.4401281774e-01	1.3420812786e-01	2.4401281774e-01	2.5452860080e+01	3.1727097367e+01	3.1727097367e+01	5.5046375096e-01	7.6393015683e-01	5.5046375096e-01	1.0980468988e-01	9.0617115170e-01	1.0662053807e+00	0.0000000000e+00	1.2200640887e+00	1.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.0033569336e+00	4.3930664062e+00	4.9473748779e+02	6.4961029053e+02	-5.2625122070e+00	-3.8970947266e-01	5.2625122070e+00	5.6522216797e+00	2.8261108398e+00	3.0010613799e-01	1.8139822781e-01	3.0010613799e-01	1.7708053869e+01	2.5132051785e+01	2.5132051785e+01	4.8764726520e-01	7.1884821355e-01	4.8764726520e-01	1.1870791018e-01	6.3044103956e-01	8.4457549116e-01	0.0000000000e+00	1.5005306900e+00	1.0000000000e+00	0.0000000000e+00
