candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	2.7321474627e-03	8.9405783452e+01	6.2820507812e+02	-1.7949218750e+00	1.7949218750e+00	1.6235529911e-03	8.6215215921e-01	8.6052860622e-01	8.7675281392e+01	inf	inf	inf	9.1545539831e-02	1.3793478138e-04	5.4872922897e+00	2.9156208038e+00
1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.2904449463e+02	9.5550537109e-01	2.7515542507e-01	3.7113442917e+01	6.2610656738e+02	-3.8934326172e+00	3.8934326172e+00	2.7302500606e-01	9.6026474237e-01	6.8723973632e-01	3.7288864965e+01	inf	inf	inf	3.0407782868e-02	1.6188455629e-04	2.5844759941e+00	2.9239110947e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	3.6423080601e-03	9.9351803992e+01	6.2820507812e+02	-1.7949218750e+00	1.7949218750e+00	1.1198128341e-03	8.4003943205e-01	8.3891961921e-01	9.8241705050e+01	inf	inf	inf	1.0887317118e-01	5.9800171584e-05	5.8760676384e+00	2.9033012390e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.3156280518e+02	1.5628051758e+00	4.8847001046e-02	5.0196130301e+01	6.2904449463e+02	-9.5550537109e-01	9.5550537109e-01	4.4229939580e-02	9.2332762480e-01	8.7909768522e-01	4.8239208812e+01	4.4229939580e-01	1.6079736271e+00	1.0251365114e+00	3.9763383807e-02	8.7158667156e-05	3.7463784218e+00	2.9289906025e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.3156280518e+02	1.5628051758e+00	2.3083359003e-02	5.9436028236e+01	6.2820507812e+02	-1.7949218750e+00	1.7949218750e+00	1.3924138620e-02	9.0670824051e-01	8.9278410189e-01	5.7592461840e+01	1.3924138620e-01	1.9197487280e+00	1.0294950571e+00	5.0361003188e-02	9.7751035355e-05	4.3070836067e+00	2.9234063625e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	4.7557190992e-03	9.2372217134e+01	6.2820507812e+02	-1.7949218750e+00	1.7949218750e+00	1.4476231299e-03	8.5772764683e-01	8.5628002370e-01	9.0868022558e+01	inf	inf	inf	9.6321979931e-02	9.6732277598e-05	5.6014375687e+00	2.9136545658e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	5.9173628688e-03	7.2767871216e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	3.2304418273e-03	8.8193482161e-01	8.7870437978e-01	7.2300401941e+01	inf	inf	inf	6.8659374674e-02	2.1090338123e-04	4.9740219116e+00	2.9162340164e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	1.1724411510e-02	6.7195444036e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	5.6285541505e-03	8.8975721598e-01	8.8412866183e-01	6.7465332392e+01	inf	inf	inf	6.2401988313e-02	5.6266249885e-05	4.7198624611e+00	2.9184393883e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	7.9857464880e-03	8.9405730874e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	1.6442466294e-03	8.6257249117e-01	8.6092824454e-01	8.7322589908e+01	inf	inf	inf	9.0987305598e-02	1.2207169493e-04	5.4844417572e+00	2.9125757217e+00
9.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.3156280518e+02	1.5628051758e+00	4.3648507446e-02	4.8457943718e+01	6.2988391113e+02	-1.1608886719e-01	1.1608886719e-01	4.0473159403e-02	9.2056506872e-01	8.8009190932e-01	4.6630673747e+01	4.0473159403e-01	1.5543557916e+00	9.7954369280e-01	4.0626325603e-02	1.2658852211e-04	3.7265307903e+00	2.9341804981e+00
1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	4.5686960220e-03	9.5332034759e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	1.2639228953e-03	8.5222661495e-01	8.5096269206e-01	9.3384577604e+01	inf	inf	inf	1.0059857525e-01	7.4486189988e-05	5.7240200043e+00	2.9045786858e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	2.5679802056e-03	9.8023213860e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	1.1668079533e-03	8.4395891428e-01	8.4279210633e-01	9.6909624789e+01	inf	inf	inf	1.0653232317e-01	5.0248767366e-05	5.8330335617e+00	2.9030785561e+00
1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	3.0094604008e-03	9.9669266631e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	1.1069034226e-03	8.3940523863e-01	8.3829833521e-01	9.8348181782e+01	inf	inf	inf	1.0934527651e-01	6.2776955019e-05	5.8936882019e+00	2.8998730183e+00
1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	1.2428987771e-02	6.6089627264e+01	6.2526715088e+02	-4.7328491211e+00	4.7328491211e+00	6.1450302601e-03	8.9407408237e-01	8.8792905211e-01	6.5970964936e+01	inf	inf	inf	6.0228111998e-02	7.2871931479e-05	4.6598281860e+00	2.9182887077e+00
1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.3156280518e+02	1.5628051758e+00	8.2557000220e-02	4.4173179617e+01	6.2778540039e+02	-2.2145996094e+00	2.2145996094e+00	8.3238691092e-02	9.3640834093e-01	8.5316964984e-01	4.3758896041e+01	inf	inf	inf	3.4605224871e-02	4.7753735998e-05	3.4006121159e+00	2.9340491295e+00
1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.2526715088e+02	4.7328491211e+00	1.2204184895e-03	1.0826678143e+02	6.2820507812e+02	-1.7949218750e+00	1.7949218750e+00	9.1630103998e-04	8.1152570248e-01	8.1060940144e-01	1.0704180846e+02	inf	inf	inf	1.2536126095e-01	4.5349992433e-05	6.2000627518e+00	2.9007759094e+00
