wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.4904518127e-01	8.9623576403e-01
3.8015682983e+02	9.4851064682e-01	8.9481365681e-01
3.8057653809e+02	9.4796729088e-01	8.9359951019e-01
3.8099624634e+02	9.4741505384e-01	8.9237499237e-01
3.8141595459e+02	9.4685363770e-01	8.9032608271e-01
3.8183566284e+02	9.4628286362e-01	8.8885772228e-01
3.8225537109e+02	9.4570249319e-01	8.8721084595e-01
3.8267507935e+02	9.4511240721e-01	8.8598644733e-01
3.8309478760e+02	9.4451224804e-01	8.8352811337e-01
3.8351449585e+02	9.4390189648e-01	8.8301116228e-01
3.8393420410e+02	9.4328111410e-01	8.8074684143e-01
3.8435391235e+02	9.4264960289e-01	8.7942564487e-01
3.8477362061e+02	9.4200712442e-01	8.7718003988e-01
3.8519332886e+02	9.4135338068e-01	8.7596160173e-01
3.8561303711e+02	9.4068825245e-01	8.7466859818e-01
3.8603274536e+02	9.4001132250e-01	8.7261277437e-01
3.8645245361e+02	9.3932235241e-01	8.6929571629e-01
3.8687216187e+02	9.3862110376e-01	8.6936056614e-01
3.8729187012e+02	9.3790727854e-01	8.6739522219e-01
3.8771157837e+02	9.3718045950e-01	8.6461800337e-01
3.8813131714e+02	9.3644040823e-01	8.6318653822e-01
3.8855102539e+02	9.3568688631e-01	8.6128318310e-01
3.8897073364e+02	9.3491941690e-01	8.6030715704e-01
3.8939044189e+02	9.3413776159e-01	8.5858517885e-01
3.8981015015e+02	9.3334156275e-01	8.5666352510e-01
3.9022985840e+02	9.3253034353e-01	8.5503035784e-01
3.9064956665e+02	9.3170386553e-01	8.5426378250e-01
3.9106927490e+02	9.3086165190e-01	8.5157454014e-01
3.9148898315e+02	9.3000334501e-01	8.5016918182e-01
3.9190869141e+02	9.2912852764e-01	8.4915786982e-01
3.9232839966e+02	9.2823672295e-01	8.4753060341e-01
3.9274810791e+02	9.2732757330e-01	8.4540730715e-01
3.9316781616e+02	9.2640060186e-01	8.4404438734e-01
3.9358752441e+02	9.2545533180e-01	8.4273570776e-01
3.9400723267e+02	9.2449128628e-01	8.4286361933e-01
3.9442694092e+02	9.2350792885e-01	8.4151840210e-01
3.9484664917e+02	9.2250478268e-01	8.3892071247e-01
3.9526635742e+02	9.2148131132e-01	8.3859789371e-01
3.9568606567e+02	9.2043697834e-01	8.3772349358e-01
3.9610577393e+02	9.1937124729e-01	8.3591336012e-01
3.9652548218e+02	9.1828346252e-01	8.3496636152e-01
3.9694519043e+02	9.1717302799e-01	8.3386808634e-01
3.9736489868e+02	9.1603934765e-01	8.3262050152e-01
3.9778460693e+02	9.1488176584e-01	8.3165585995e-01
3.9820431519e+02	9.1369962692e-01	8.3014935255e-01
3.9862402344e+02	9.1249221563e-01	8.2937341928e-01
3.9904376221e+02	9.1125875711e-01	8.2821387053e-01
