wavelength_nm	final_network_transmittance	cst_average_transmittance
5.7322316586e+02	4.2880168557e-01	4.8760144009e-01
5.7364287530e+02	4.3835642934e-01	4.9459004133e-01
5.7406258474e+02	4.4745677710e-01	5.0126699826e-01
5.7448229418e+02	4.5771595836e-01	5.0764982927e-01
5.7490200362e+02	4.6799713373e-01	5.1375516935e-01
5.7532171307e+02	4.7277322412e-01	5.1959877796e-01
5.7574142251e+02	4.8293799162e-01	5.2519556808e-01
5.7616113195e+02	4.9206694961e-01	5.3055965251e-01
5.7658084139e+02	4.9895203114e-01	5.3570440396e-01
5.7700055083e+02	5.0411540270e-01	5.4064252605e-01
5.7742026027e+02	5.0815910101e-01	5.4538613290e-01
5.7783996971e+02	5.1878434420e-01	5.4994683465e-01
5.7825967915e+02	5.2216351032e-01	5.5432116365e-01
5.7867938860e+02	5.2790600061e-01	5.5853364549e-01
5.7909909804e+02	5.3235393763e-01	5.6259831484e-01
5.7951880748e+02	5.3713691235e-01	5.6652574999e-01
5.7993851692e+02	5.4141932726e-01	5.7032647704e-01
5.8035822636e+02	5.4457080364e-01	5.7401099647e-01
5.8077793580e+02	5.4850023985e-01	5.7758976962e-01
5.8119764524e+02	5.5196899176e-01	5.8107315118e-01
5.8161735468e+02	5.5587387085e-01	5.8447125277e-01
5.8203706413e+02	5.5917322636e-01	5.8779372295e-01
5.8245677357e+02	5.6206810474e-01	5.9104486701e-01
5.8287648301e+02	5.6246787310e-01	5.9423480452e-01
5.8329619245e+02	5.6636810303e-01	5.9737168932e-01
5.8371590189e+02	5.7015734911e-01	6.0045768191e-01
5.8413561133e+02	5.7268607616e-01	6.0349270611e-01
5.8455532077e+02	5.7343387604e-01	6.0647520615e-01
5.8497503021e+02	5.7448256016e-01	6.0940329960e-01
5.8539473965e+02	5.7832437754e-01	6.1227603748e-01
5.8581444910e+02	5.8083850145e-01	6.1509444907e-01
5.8623415854e+02	5.8329224586e-01	6.1785851079e-01
5.8665386798e+02	5.8568477631e-01	6.2057517503e-01
5.8707357742e+02	5.8840692043e-01	6.2325321371e-01
5.8749328686e+02	5.9135115147e-01	6.2589615071e-01
5.8791299630e+02	5.9223967791e-01	6.2850571677e-01
5.8833270574e+02	5.9606051445e-01	6.3108208972e-01
5.8875241518e+02	5.9987968206e-01	6.3362435285e-01
5.8917212463e+02	6.0313212872e-01	6.3613103280e-01
5.8959183407e+02	6.0722219944e-01	6.3859884549e-01
5.9001154351e+02	6.0937279463e-01	6.4102332867e-01
5.9043125295e+02	6.1426585913e-01	6.4340868452e-01
5.9085096239e+02	6.1614120007e-01	6.4575500996e-01
5.9127067183e+02	6.1915308237e-01	6.4806278677e-01
5.9169038127e+02	6.2104070187e-01	6.5033279768e-01
5.9211009071e+02	6.2306702137e-01	6.5256604808e-01
5.9252980016e+02	6.2606841326e-01	6.5476369624e-01
5.9294950960e+02	6.2826263905e-01	6.5692309081e-01
5.9336921904e+02	6.3148111105e-01	6.5904763349e-01
5.9378892848e+02	6.3298803568e-01	6.6114092475e-01
5.9420863792e+02	6.3418340683e-01	6.6320423492e-01
5.9462834736e+02	6.3701063395e-01	6.6523879276e-01
5.9504805680e+02	6.3736122847e-01	6.6724577966e-01
5.9546776624e+02	6.4085882902e-01	6.6922632610e-01
5.9588747568e+02	6.4140099287e-01	6.7117905208e-01
5.9630718513e+02	6.4410829544e-01	6.7310530005e-01
5.9672689457e+02	6.4593458176e-01	6.7500855246e-01
5.9714660401e+02	6.4757001400e-01	6.7688969450e-01
5.9756631345e+02	6.4750939608e-01	6.7874956397e-01
5.9798602289e+02	6.5000176430e-01	6.8058895348e-01
5.9840573233e+02	6.5092808008e-01	6.8240861268e-01
5.9882544177e+02	6.5348774195e-01	6.8420618887e-01
5.9924515121e+02	6.5638482571e-01	6.8598472902e-01
5.9966486066e+02	6.5805202723e-01	6.8774580474e-01
6.0008457010e+02	6.6000592709e-01	6.8948998921e-01
6.0050427954e+02	6.6326165199e-01	6.9121782512e-01
6.0092398898e+02	6.6465711594e-01	6.9292982631e-01
6.0134369842e+02	6.6564196348e-01	6.9462519768e-01
6.0176340786e+02	6.6729480028e-01	6.9630362238e-01
6.0218311730e+02	6.6889274120e-01	6.9796778335e-01
6.0260282674e+02	6.7078620195e-01	6.9961807523e-01
6.0302253619e+02	6.7194163799e-01	7.0125487289e-01
6.0344224563e+02	6.7420315742e-01	7.0287853254e-01
6.0386195507e+02	6.7541664839e-01	7.0448859292e-01
6.0428166451e+02	6.7733365297e-01	7.0608395348e-01
6.0470137395e+02	6.8029606342e-01	7.0766728042e-01
6.0512108339e+02	6.8031293154e-01	7.0923885248e-01
6.0554079283e+02	6.8215030432e-01	7.1079893612e-01
6.0596050227e+02	6.8386977911e-01	7.1234778624e-01
6.0638021171e+02	6.8564277887e-01	7.1388452318e-01
6.0679992116e+02	6.8661749363e-01	7.1540885194e-01
6.0721963060e+02	6.8862634897e-01	7.1692275486e-01
6.0763934004e+02	6.9080668688e-01	7.1842643998e-01
6.0805904948e+02	6.9189751148e-01	7.1992010825e-01
6.0847875892e+02	6.9391566515e-01	7.2140395398e-01
6.0889846836e+02	6.9493031502e-01	7.2287617799e-01
6.0931817780e+02	6.9739210606e-01	7.2433836401e-01
6.0973788724e+02	6.9928377867e-01	7.2579136530e-01
6.1015759669e+02	6.9991821051e-01	7.2723535109e-01
6.1057730613e+02	7.0217967033e-01	7.2867048681e-01
6.1099701557e+02	7.0388489962e-01	7.3009618642e-01
6.1141672501e+02	7.0685040951e-01	7.3151163909e-01
6.1183643445e+02	7.0686858892e-01	7.3291880714e-01
6.1225614389e+02	7.0977818966e-01	7.3431784297e-01
6.1267585333e+02	7.1121037006e-01	7.3570889679e-01
6.1309556277e+02	7.1295148134e-01	7.3709207622e-01
6.1351527222e+02	7.1553176641e-01	7.3846526649e-01
6.1393498166e+02	7.1690720320e-01	7.3983100589e-01
6.1435469110e+02	7.1849453449e-01	7.4118943758e-01
6.1477440054e+02	7.2037333250e-01	7.4254070300e-01
6.1519410998e+02	7.2276395559e-01	7.4388494193e-01
6.1561381942e+02	7.2348725796e-01	7.4522033257e-01
6.1603352886e+02	7.2666519880e-01	7.4654882777e-01
6.1645323830e+02	7.2898530960e-01	7.4787080188e-01
6.1687294774e+02	7.2918224335e-01	7.4918638763e-01
6.1729265719e+02	7.3111313581e-01	7.5049571573e-01
6.1771236663e+02	7.3242032528e-01	7.5179705975e-01
6.1813207607e+02	7.3305803537e-01	7.5309230979e-01
6.1855178551e+02	7.3520600796e-01	7.5438177461e-01
6.1897149495e+02	7.3824125528e-01	7.5566557366e-01
6.1939120439e+02	7.3942351341e-01	7.5694371432e-01
6.1981091383e+02	7.4054712057e-01	7.5821464682e-01
6.2023062327e+02	7.4089813232e-01	7.5948034089e-01
6.2065033272e+02	7.4269920588e-01	7.6074089961e-01
6.2107004216e+02	7.4444115162e-01	7.6199642290e-01
6.2148975160e+02	7.4526274204e-01	7.6324643148e-01
6.2190946104e+02	7.4668908119e-01	7.6449042377e-01
6.2232917048e+02	7.4621438980e-01	7.6572972500e-01
6.2274887992e+02	7.5007420778e-01	7.6696441362e-01
6.2316858936e+02	7.4972236156e-01	7.6819456486e-01
6.2358829880e+02	7.5063365698e-01	7.6941907013e-01
6.2400800825e+02	7.5263875723e-01	7.7063869528e-01
6.2442771769e+02	7.5312614441e-01	7.7185402137e-01
6.2484742713e+02	7.5503975153e-01	7.7306509976e-01
6.2526713657e+02	7.5483077765e-01	7.7427169643e-01
6.2568684601e+02	7.5675374269e-01	7.7547275781e-01
6.2610655545e+02	7.5806033611e-01	7.7666971566e-01
6.2652626489e+02	7.5887840986e-01	7.7786259785e-01
6.2694597433e+02	7.6016545296e-01	7.7905143006e-01
6.2736568377e+02	7.6124364138e-01	7.8023498998e-01
6.2778539322e+02	7.6092869043e-01	7.8141408320e-01
6.2820510266e+02	7.6182436943e-01	7.8258916070e-01
6.2862481210e+02	7.6313805580e-01	7.8376022839e-01
6.2904452154e+02	7.6512759924e-01	7.8492660308e-01
6.2946423098e+02	7.6489371061e-01	7.8608787895e-01
6.2988394042e+02	7.6595312357e-01	7.8724510301e-01
6.3030364986e+02	7.6655614376e-01	7.8839826612e-01
6.3072335930e+02	7.6736789942e-01	7.8954711978e-01
6.3114306875e+02	7.6900929213e-01	7.9069024358e-01
6.3156277819e+02	7.6891607046e-01	7.9182920674e-01
6.3198248763e+02	7.7014523745e-01	7.9296399061e-01
6.3240219707e+02	7.7195721865e-01	7.9409457677e-01
6.3282190651e+02	7.7289748192e-01	7.9521904605e-01
6.3324161595e+02	7.7339071035e-01	7.9633908613e-01
6.3366132539e+02	7.7476561069e-01	7.9745478780e-01
6.3408103483e+02	7.7494633198e-01	7.9856612895e-01
6.3450074428e+02	7.7624320984e-01	7.9967129484e-01
6.3492045372e+02	7.7662956715e-01	8.0077160539e-01
6.3534016316e+02	7.7763855457e-01	8.0186740294e-01
6.3575987260e+02	7.7928382158e-01	8.0295866597e-01
6.3617958204e+02	7.7985435724e-01	8.0404355996e-01
6.3659929148e+02	7.8138989210e-01	8.0512329374e-01
6.3701900092e+02	7.8234583139e-01	8.0619834591e-01
6.3743871036e+02	7.8381830454e-01	8.0726869873e-01
6.3785841980e+02	7.8412091732e-01	8.0833235811e-01
6.3827812925e+02	7.8666752577e-01	8.0939071392e-01
6.3869783869e+02	7.8811472654e-01	8.1044424181e-01
6.3911754813e+02	7.8901553154e-01	8.1149292983e-01
6.3953725757e+02	7.8839898109e-01	8.1253446934e-01
6.3995696701e+02	7.9018324614e-01	8.1357075733e-01
6.4037667645e+02	7.9255414009e-01	8.1460210419e-01
6.4079638589e+02	7.9357409477e-01	8.1562846828e-01
6.4121609533e+02	7.9357302189e-01	8.1664716985e-01
6.4163580478e+02	7.9549568892e-01	8.1766085432e-01
6.4205551422e+02	7.9717475176e-01	8.1866952324e-01
6.4247522366e+02	7.9788362980e-01	8.1967260049e-01
6.4289493310e+02	7.9919713736e-01	8.2066837985e-01
6.4331464254e+02	8.0085951090e-01	8.2165910139e-01
6.4373435198e+02	8.0160039663e-01	8.2264477325e-01
6.4415406142e+02	8.0323427916e-01	8.2362409510e-01
6.4457377086e+02	8.0376696587e-01	8.2459673458e-01
6.4499348031e+02	8.0387842655e-01	8.2556431506e-01
6.4541318975e+02	8.0642801523e-01	8.2652685032e-01
6.4583289919e+02	8.0734962225e-01	8.2748213339e-01
6.4625260863e+02	8.0759257078e-01	8.2843159215e-01
6.4667231807e+02	8.0925291777e-01	8.2937602658e-01
6.4709202751e+02	8.0991774797e-01	8.3031521538e-01
6.4751173695e+02	8.1089526415e-01	8.3124659509e-01
6.4793144639e+02	8.1172353029e-01	8.3217299331e-01
6.4835115583e+02	8.1245237589e-01	8.3309443269e-01
6.4877086528e+02	8.1261742115e-01	8.3400950100e-01
6.4919057472e+02	8.1434828043e-01	8.3491799120e-01
6.4961028416e+02	8.1491839886e-01	8.3582158796e-01
6.5002999360e+02	8.1603974104e-01	8.3672031639e-01
6.5044970304e+02	8.1668692827e-01	8.3761142019e-01
6.5086941248e+02	8.1724709272e-01	8.3849737322e-01
6.5128912192e+02	8.1792700291e-01	8.3937854098e-01
6.5170883136e+02	8.1974762678e-01	8.4025381726e-01
6.5212854081e+02	8.2029747963e-01	8.4112236893e-01
6.5254825025e+02	8.2037407160e-01	8.4198622974e-01
6.5296795969e+02	8.2252383232e-01	8.4284542781e-01
6.5338766913e+02	8.2226258516e-01	8.4369726023e-01
6.5380737857e+02	8.2367473841e-01	8.4454409927e-01
6.5422708801e+02	8.2284456491e-01	8.4538637902e-01
6.5464679745e+02	8.2427078485e-01	8.4622281327e-01
6.5506650689e+02	8.2475662231e-01	8.4705293841e-01
6.5548621634e+02	8.2645750046e-01	8.4787861244e-01
6.5590592578e+02	8.2624942064e-01	8.4869985200e-01
6.5632563522e+02	8.2663774490e-01	8.4951358544e-01
6.5674534466e+02	8.2732534409e-01	8.5032297802e-01
6.5716505410e+02	8.2859015465e-01	8.5112805771e-01
6.5758476354e+02	8.2981127501e-01	8.5192690628e-01
6.5800447298e+02	8.2987868786e-01	8.5272034570e-01
6.5842418242e+02	8.3129221201e-01	8.5350958139e-01
6.5884389186e+02	8.3209621906e-01	8.5429377414e-01
6.5926360131e+02	8.3256149292e-01	8.5507158568e-01
6.5968331075e+02	8.3281224966e-01	8.5584529989e-01
6.6010302019e+02	8.3360606432e-01	8.5661494265e-01
6.6052272963e+02	8.3489394188e-01	8.5737755028e-01
6.6094243907e+02	8.3564746380e-01	8.5813605448e-01
6.6136214851e+02	8.3678829670e-01	8.5889058790e-01
6.6178185795e+02	8.3710992336e-01	8.5963905777e-01
6.6220156739e+02	8.3737939596e-01	8.6038264709e-01
6.6262127684e+02	8.3895367384e-01	8.6112236020e-01
6.6304098628e+02	8.3922320604e-01	8.6185687801e-01
6.6346069572e+02	8.4125846624e-01	8.6258582674e-01
6.6388040516e+02	8.3996576071e-01	8.6331098672e-01
6.6430011460e+02	8.4074467421e-01	8.6403172023e-01
6.6471982404e+02	8.4082174301e-01	8.6474627819e-01
6.6513953348e+02	8.4328138828e-01	8.6545712692e-01
6.6555924292e+02	8.4281241894e-01	8.6616422291e-01
6.6597895237e+02	8.4415668249e-01	8.6686461260e-01
6.6639866181e+02	8.4532535076e-01	8.6756136411e-01
6.6681837125e+02	8.4515297413e-01	8.6825449751e-01
6.6723808069e+02	8.4509062767e-01	8.6894136040e-01
6.6765779013e+02	8.4662449360e-01	8.6962419918e-01
6.6807749957e+02	8.4748619795e-01	8.7030348125e-01
6.6849720901e+02	8.4669452906e-01	8.7097696645e-01
6.6891691845e+02	8.4845143557e-01	8.7164604651e-01
6.6933662789e+02	8.4839195013e-01	8.7231162279e-01
6.6975633734e+02	8.5028773546e-01	8.7297178747e-01
6.7017604678e+02	8.4982544184e-01	8.7362723224e-01
6.7059575622e+02	8.5045713186e-01	8.7427921805e-01
6.7101546566e+02	8.5158139467e-01	8.7492609174e-01
6.7143517510e+02	8.5206985474e-01	8.7556799487e-01
6.7185488454e+02	8.5368901491e-01	8.7620647628e-01
6.7227459398e+02	8.5375386477e-01	8.7684006126e-01
6.7269430342e+02	8.5570406914e-01	8.7746848822e-01
6.7311401287e+02	8.5571539402e-01	8.7809352387e-01
6.7353372231e+02	8.5661786795e-01	8.7871379633e-01
6.7395343175e+02	8.5734128952e-01	8.7932878682e-01
6.7437314119e+02	8.5814219713e-01	8.7994041058e-01
6.7479285063e+02	8.5871988535e-01	8.8054732262e-01
6.7521256007e+02	8.5975426435e-01	8.8114889384e-01
6.7563226951e+02	8.6073338985e-01	8.8174711822e-01
6.7605197895e+02	8.6193203926e-01	8.8234060078e-01
6.7647168840e+02	8.6137366295e-01	8.8292875153e-01
6.7689139784e+02	8.6292368174e-01	8.8351357197e-01
6.7731110728e+02	8.6420303583e-01	8.8409353870e-01
6.7773081672e+02	8.6389106512e-01	8.8466825429e-01
6.7815052616e+02	8.6467647552e-01	8.8523965418e-01
6.7857023560e+02	8.6581695080e-01	8.8580600641e-01
6.7898994504e+02	8.6659282446e-01	8.8636726437e-01
6.7940965448e+02	8.6725616455e-01	8.8692522091e-01
6.7982936392e+02	8.6697918177e-01	8.8747785365e-01
6.8024907337e+02	8.6831259727e-01	8.8802563022e-01
6.8066878281e+02	8.6871767044e-01	8.8857012094e-01
6.8108849225e+02	8.6956864595e-01	8.8910893017e-01
6.8150820169e+02	8.7059223652e-01	8.8964320753e-01
6.8192791113e+02	8.7092566490e-01	8.9017421752e-01
6.8234762057e+02	8.7109273672e-01	8.9069910865e-01
6.8276733001e+02	8.7161070108e-01	8.9121988272e-01
6.8318703945e+02	8.7245738506e-01	8.9173741251e-01
6.8360674890e+02	8.7358784676e-01	8.9224831010e-01
6.8402645834e+02	8.7326437235e-01	8.9275559902e-01
6.8444616778e+02	8.7478435040e-01	8.9325948049e-01
6.8486587722e+02	8.7522023916e-01	8.9375653162e-01
6.8528558666e+02	8.7561428547e-01	8.9425038458e-01
6.8570529610e+02	8.7611842155e-01	8.9474021960e-01
6.8612500554e+02	8.7671434879e-01	8.9522387610e-01
6.8654471498e+02	8.7754970789e-01	8.9570438236e-01
6.8696442443e+02	8.7797969580e-01	8.9618019397e-01
6.8738413387e+02	8.7831652164e-01	8.9665058332e-01
6.8780384331e+02	8.7896764278e-01	8.9711788132e-01
6.8822355275e+02	8.7997812033e-01	8.9757975495e-01
6.8864326219e+02	8.8070392609e-01	8.9803706171e-01
6.8906297163e+02	8.8094520569e-01	8.9849134781e-01
6.8948268107e+02	8.8132357597e-01	8.9893944545e-01
6.8990239051e+02	8.8172459602e-01	8.9938391986e-01
6.9032209995e+02	8.8191860914e-01	8.9982521808e-01
6.9074180940e+02	8.8333106041e-01	9.0026003087e-01
6.9116151884e+02	8.8333809376e-01	9.0069199633e-01
6.9158122828e+02	8.8428789377e-01	9.0111993605e-01
6.9200093772e+02	8.8500326872e-01	9.0154252713e-01
6.9242064716e+02	8.8502466679e-01	9.0196238617e-01
6.9284035660e+02	8.8601619005e-01	9.0237738116e-01
6.9326006604e+02	8.8647592068e-01	9.0278822396e-01
6.9367977548e+02	8.8612586260e-01	9.0319646221e-01
6.9409948493e+02	8.8678234816e-01	9.0359904719e-01
6.9451919437e+02	8.8761633635e-01	9.0399870120e-01
6.9493890381e+02	8.8843119144e-01	9.0439532145e-01
6.9535861325e+02	8.8826274872e-01	9.0478672601e-01
6.9577832269e+02	8.8897073269e-01	9.0517583544e-01
6.9619803213e+02	8.8944041729e-01	9.0556108759e-01
6.9661774157e+02	8.8918924332e-01	9.0594250571e-01
6.9703745101e+02	8.9020848274e-01	9.0632179439e-01
6.9745716046e+02	8.9104539156e-01	9.0669653190e-01
6.9787686990e+02	8.9101272821e-01	9.0706875389e-01
6.9829657934e+02	8.9157402515e-01	9.0743859093e-01
6.9871628878e+02	8.9195317030e-01	9.0780420795e-01
6.9913599822e+02	8.9277976751e-01	9.0816808385e-01
6.9955570766e+02	8.9259541035e-01	9.0852889667e-01
6.9997541710e+02	8.9415019751e-01	9.0888688008e-01
7.0039512654e+02	8.9405882359e-01	9.0924330133e-01
7.0081483598e+02	8.9513939619e-01	9.0959618765e-01
7.0123454543e+02	8.9543527365e-01	9.0994745389e-01
7.0165425487e+02	8.9546155930e-01	9.1029680237e-01
7.0207396431e+02	8.9562898874e-01	9.1064342639e-01
7.0249367375e+02	8.9611858130e-01	9.1098888598e-01
7.0291338319e+02	8.9702749252e-01	9.1133200890e-01
7.0333309263e+02	8.9688593149e-01	9.1167354685e-01
7.0375280207e+02	8.9733862877e-01	9.1201397018e-01
7.0417251151e+02	8.9822119474e-01	9.1235205854e-01
7.0459222096e+02	8.9776784182e-01	9.1268933059e-01
7.0501193040e+02	8.9869076014e-01	9.1302511798e-01
7.0543163984e+02	8.9860230684e-01	9.1335954622e-01
7.0585134928e+02	8.9943927526e-01	9.1369327137e-01
7.0627105872e+02	8.9976161718e-01	9.1402529965e-01
7.0669076816e+02	9.0015351772e-01	9.1435666976e-01
7.0711047760e+02	9.0008050203e-01	9.1468707550e-01
7.0753018704e+02	9.0038025379e-01	9.1501634197e-01
7.0794989649e+02	9.0107476711e-01	9.1534509123e-01
7.0836960593e+02	9.0150493383e-01	9.1567257880e-01
7.0878931537e+02	9.0169900656e-01	9.1599943204e-01
7.0920902481e+02	9.0232133865e-01	9.1632553550e-01
7.0962873425e+02	9.0295684338e-01	9.1665051551e-01
7.1004844369e+02	9.0288221836e-01	9.1697500819e-01
7.1046815313e+02	9.0284681320e-01	9.1729824412e-01
7.1088786257e+02	9.0384256840e-01	9.1762071339e-01
7.1130757201e+02	9.0342807770e-01	9.1794235799e-01
7.1172728146e+02	9.0419435501e-01	9.1826255692e-01
7.1214699090e+02	9.0465253592e-01	9.1858213430e-01
7.1256670034e+02	9.0475434065e-01	9.1890000182e-01
7.1298640978e+02	9.0476983786e-01	9.1921677640e-01
7.1340611922e+02	9.0538299084e-01	9.1953234702e-01
7.1382582866e+02	9.0546178818e-01	9.1984580381e-01
7.1424553810e+02	9.0579205751e-01	9.2015836390e-01
7.1466524754e+02	9.0613162518e-01	9.2046826108e-01
7.1508495699e+02	9.0648138523e-01	9.2077663029e-01
7.1550466643e+02	9.0662318468e-01	9.2108305643e-01
7.1592437587e+02	9.0739077330e-01	9.2138650134e-01
7.1634408531e+02	9.0687549114e-01	9.2168868239e-01
7.1676379475e+02	9.0753269196e-01	9.2198670049e-01
7.1718350419e+02	9.0799152851e-01	9.2228284666e-01
7.1760321363e+02	9.0821522474e-01	9.2257586792e-01
7.1802292307e+02	9.0805613995e-01	9.2286511635e-01
7.1844263252e+02	9.0856492519e-01	9.2315258439e-01
7.1886234196e+02	9.0893012285e-01	9.2343404914e-01
7.1928205140e+02	9.0932750702e-01	9.2371353052e-01
7.1970176084e+02	9.0913373232e-01	9.2398818592e-01
7.2012147028e+02	9.0968400240e-01	9.2425867893e-01
7.2054117972e+02	9.0917879343e-01	9.2452607595e-01
7.2096088916e+02	9.0937983990e-01	9.2478671703e-01
7.2138059860e+02	9.1047680378e-01	9.2504502755e-01
7.2180030804e+02	9.1045773029e-01	9.2529626277e-01
7.2222001749e+02	9.1000390053e-01	9.2554362707e-01
7.2263972693e+02	9.1114354134e-01	9.2578600322e-01
7.2305943637e+02	9.1088879108e-01	9.2602167517e-01
7.2347914581e+02	9.1102617979e-01	9.2625471308e-01
7.2389885525e+02	9.1141402721e-01	9.2647801387e-01
7.2431856469e+02	9.1133481264e-01	9.2669852499e-01
7.2473827413e+02	9.1146695614e-01	9.2691159714e-01
7.2515798357e+02	9.1170036793e-01	9.2711897327e-01
7.2557769302e+02	9.1206330061e-01	9.2732150132e-01
7.2599740246e+02	9.1204941273e-01	9.2751526268e-01
7.2641711190e+02	9.1214144230e-01	9.2770614189e-01
7.2683682134e+02	9.1235959530e-01	9.2788668635e-01
7.2725653078e+02	9.1239011288e-01	9.2806347275e-01
7.2767624022e+02	9.1245394945e-01	9.2823267244e-01
7.2809594966e+02	9.1267096996e-01	9.2839510087e-01
7.2851565910e+02	9.1302192211e-01	9.2855278392e-01
7.2893536855e+02	9.1292691231e-01	9.2870067474e-01
7.2935507799e+02	9.1336649656e-01	9.2884565189e-01
7.2977478743e+02	9.1362214088e-01	9.2897997209e-01
7.3019449687e+02	9.1330832243e-01	9.2911033111e-01
7.3061420631e+02	9.1329914331e-01	9.2923289433e-01
7.3103391575e+02	9.1338497400e-01	9.2934864766e-01
7.3145362519e+02	9.1361635923e-01	9.2945945965e-01
7.3187333463e+02	9.1364920139e-01	9.2956068955e-01
7.3229304407e+02	9.1394871473e-01	9.2965916740e-01
7.3271275352e+02	9.1348195076e-01	9.2974664768e-01
7.3313246296e+02	9.1413694620e-01	9.2983083730e-01
7.3355217240e+02	9.1409683228e-01	9.2990680697e-01
7.3397188184e+02	9.1455632448e-01	9.2997693284e-01
7.3439159128e+02	9.1421228647e-01	9.3004153717e-01
7.3481130072e+02	9.1486245394e-01	9.3009787168e-01
7.3523101016e+02	9.1512161493e-01	9.3015128361e-01
7.3565071960e+02	9.1445273161e-01	9.3019414094e-01
7.3607042905e+02	9.1535890102e-01	9.3023464621e-01
7.3649013849e+02	9.1451996565e-01	9.3026628829e-01
7.3690984793e+02	9.1418570280e-01	9.3029380772e-01
7.3732955737e+02	9.1474294662e-01	9.3031491346e-01
7.3774926681e+02	9.1487014294e-01	9.3032983545e-01
7.3816897625e+02	9.1519540548e-01	9.3034066023e-01
7.3858868569e+02	9.1449630260e-01	9.3034339553e-01
7.3900839513e+02	9.1504538059e-01	9.3034410278e-01
7.3942810458e+02	9.1515010595e-01	9.3033518590e-01
7.3984781402e+02	9.1539466381e-01	9.3032428584e-01
7.4026752346e+02	9.1480559111e-01	9.3030592978e-01
7.4068723290e+02	9.1500467062e-01	9.3028386619e-01
7.4110694234e+02	9.1478544474e-01	9.3025636963e-01
7.4152665178e+02	9.1529518366e-01	9.3022359422e-01
7.4194636122e+02	9.1478264332e-01	9.3018726177e-01
7.4236607066e+02	9.1476935148e-01	9.3014423098e-01
7.4278578010e+02	9.1526961327e-01	9.3009937147e-01
7.4320548955e+02	9.1499894857e-01	9.3004654358e-01
7.4362519899e+02	9.1517835855e-01	9.2999227867e-01
7.4404490843e+02	9.1471159458e-01	9.2993130123e-01
7.4446461787e+02	9.1525673866e-01	9.2986783842e-01
7.4488432731e+02	9.1542053223e-01	9.2979927170e-01
7.4530403675e+02	9.1502559185e-01	9.2972706186e-01
7.4572374619e+02	9.1505736113e-01	9.2965121818e-01
7.4614345563e+02	9.1516995430e-01	9.2957070676e-01
7.4656316508e+02	9.1467851400e-01	9.2948789655e-01
7.4698287452e+02	9.1493856907e-01	9.2939952206e-01
7.4740258396e+02	9.1535508633e-01	9.2931005305e-01
7.4782229340e+02	9.1508418322e-01	9.2921424576e-01
7.4824200284e+02	9.1504108906e-01	9.2911748103e-01
7.4866171228e+02	9.1508626938e-01	9.2901560305e-01
7.4908142172e+02	9.1448414326e-01	9.2891194179e-01
7.4950113116e+02	9.1460478306e-01	9.2880430476e-01
7.4992084061e+02	9.1444206238e-01	9.2869415192e-01
7.5034055005e+02	9.1445970535e-01	9.2858104597e-01
7.5076025949e+02	9.1444540024e-01	9.2846479534e-01
7.5117996893e+02	9.1521340609e-01	9.2834650487e-01
7.5159967837e+02	9.1450661421e-01	9.2822453849e-01
7.5201938781e+02	9.1380786896e-01	9.2810134180e-01
7.5243909725e+02	9.1427236795e-01	9.2797402952e-01
7.5285880669e+02	9.1389775276e-01	9.2784609795e-01
7.5327851613e+02	9.1422575712e-01	9.2771389753e-01
7.5369822558e+02	9.1391259432e-01	9.2758106374e-01
7.5411793502e+02	9.1406995058e-01	9.2744475200e-01
7.5453764446e+02	9.1427803040e-01	9.2730735461e-01
7.5495735390e+02	9.1407567263e-01	9.2716718229e-01
7.5537706334e+02	9.1429477930e-01	9.2702554688e-01
7.5579677278e+02	9.1401034594e-01	9.2688175721e-01
7.5621648222e+02	9.1407567263e-01	9.2673619621e-01
7.5663619166e+02	9.1384369135e-01	9.2658902478e-01
7.5705590111e+02	9.1400390863e-01	9.2643983734e-01
7.5747561055e+02	9.1324287653e-01	9.2628951187e-01
7.5789531999e+02	9.1379809380e-01	9.2613698386e-01
7.5831502943e+02	9.1327381134e-01	9.2598372411e-01
7.5873473887e+02	9.1355067492e-01	9.2582812804e-01
7.5915444831e+02	9.1349834204e-01	9.2567214565e-01
7.5957415775e+02	9.1313314438e-01	9.2551374074e-01
7.5999386719e+02	9.1272735596e-01	9.2535509704e-01
7.6041357664e+02	9.1292822361e-01	9.2519427131e-01
7.6083328608e+02	9.1303545237e-01	9.2503311073e-01
7.6125299552e+02	9.1269546747e-01	9.2487014757e-01
7.6167270496e+02	9.1243302822e-01	9.2470669816e-01
7.6209241440e+02	9.1236305237e-01	9.2454177575e-01
7.6251212384e+02	9.1195243597e-01	9.2437625261e-01
7.6293183328e+02	9.1232436895e-01	9.2420954057e-01
7.6335154272e+02	9.1246277094e-01	9.2404214591e-01
7.6377125216e+02	9.1161197424e-01	9.2387380522e-01
7.6419096161e+02	9.1188907623e-01	9.2370472850e-01
7.6461067105e+02	9.1125965118e-01	9.2353491145e-01
7.6503038049e+02	9.1152364016e-01	9.2336432951e-01
7.6545008993e+02	9.1167193651e-01	9.2319317964e-01
7.6586979937e+02	9.1163158417e-01	9.2302125682e-01
7.6628950881e+02	9.1171604395e-01	9.2284890889e-01
7.6670921825e+02	9.1134101152e-01	9.2267579722e-01
7.6712892769e+02	9.1108316183e-01	9.2250237716e-01
7.6754863714e+02	9.1057813168e-01	9.2232821651e-01
7.6796834658e+02	9.1109019518e-01	9.2215384139e-01
