wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.8165762424e-01	8.7499165535e-01
3.8015682983e+02	9.8154276609e-01	8.7755107880e-01
3.8057653809e+02	9.8142671585e-01	8.7998431921e-01
3.8099624634e+02	9.8130953312e-01	8.8120073080e-01
3.8141595459e+02	9.8119121790e-01	8.8293457031e-01
3.8183566284e+02	9.8107171059e-01	8.8456410170e-01
3.8225537109e+02	9.8095101118e-01	8.8579517603e-01
3.8267507935e+02	9.8082911968e-01	8.8666105270e-01
3.8309478760e+02	9.8070597649e-01	8.8828742504e-01
3.8351449585e+02	9.8058158159e-01	8.8942354918e-01
3.8393420410e+02	9.8045593500e-01	8.9023226500e-01
3.8435391235e+02	9.8032897711e-01	8.9027225971e-01
3.8477362061e+02	9.8020076752e-01	8.9112132788e-01
3.8519332886e+02	9.8007118702e-01	8.9162576199e-01
3.8561303711e+02	9.7994035482e-01	8.9223170280e-01
3.8603274536e+02	9.7980809212e-01	8.9245760441e-01
3.8645245361e+02	9.7967451811e-01	8.9252722263e-01
3.8687216187e+02	9.7953951359e-01	8.9348137379e-01
3.8729187012e+02	9.7940307856e-01	8.9380502701e-01
3.8771157837e+02	9.7926527262e-01	8.9304113388e-01
3.8813131714e+02	9.7912597656e-01	8.9251619577e-01
3.8855102539e+02	9.7898519039e-01	8.9230829477e-01
3.8897073364e+02	9.7884291410e-01	8.9195543528e-01
3.8939044189e+02	9.7869914770e-01	8.9163506031e-01
3.8981015015e+02	9.7855383158e-01	8.9079672098e-01
3.9022985840e+02	9.7840696573e-01	8.9023274183e-01
3.9064956665e+02	9.7825855017e-01	8.8948297501e-01
3.9106927490e+02	9.7810846567e-01	8.8883012533e-01
3.9148898315e+02	9.7795677185e-01	8.8814741373e-01
3.9190869141e+02	9.7780346870e-01	8.8679367304e-01
3.9232839966e+02	9.7764843702e-01	8.8654083014e-01
3.9274810791e+02	9.7749173641e-01	8.8562452793e-01
3.9316781616e+02	9.7733324766e-01	8.8462042809e-01
3.9358752441e+02	9.7717308998e-01	8.8372272253e-01
3.9400723267e+02	9.7701108456e-01	8.8253045082e-01
3.9442694092e+02	9.7684729099e-01	8.8213598728e-01
3.9484664917e+02	9.7668164968e-01	8.8080352545e-01
3.9526635742e+02	9.7651416063e-01	8.7972933054e-01
3.9568606567e+02	9.7634482384e-01	8.7889450788e-01
3.9610577393e+02	9.7617352009e-01	8.7886154652e-01
3.9652548218e+02	9.7600024939e-01	8.7727952003e-01
3.9694519043e+02	9.7582501173e-01	8.7634050846e-01
3.9736489868e+02	9.7564774752e-01	8.7490850687e-01
3.9778460693e+02	9.7546845675e-01	8.7435513735e-01
3.9820431519e+02	9.7528713942e-01	8.7364214659e-01
3.9862402344e+02	9.7510361671e-01	8.7281179428e-01
3.9904376221e+02	9.7491800785e-01	8.7180536985e-01
3.9946347046e+02	9.7473025322e-01	8.7126123905e-01
3.9988317871e+02	9.7454023361e-01	8.6986261606e-01
4.0030288696e+02	9.7434800863e-01	8.6919277906e-01
4.0072259521e+02	9.7415345907e-01	8.6945205927e-01
4.0114230347e+02	9.7395664454e-01	8.6849391460e-01
4.0156201172e+02	9.7375744581e-01	8.6742436886e-01
