candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.7371724717e+00	6.0361854107e+00	4.2926282753e+02	4.8928127762e+02	-5.7371724717e+00	-7.1872238013e-01	5.7371724717e+00	6.4558948519e+00	3.2279474259e+00	3.3947122097e-01	3.5395506024e-01	3.5395506024e-01	1.6579799548e+01	1.4660355897e+01	1.6579799548e+01	6.2795007229e-01	5.8345869184e-01	5.8345869184e-01	1.4483839273e-02	8.0219096871e-01	4.8685868991e-01	0.0000000000e+00	1.7697753012e+00	0.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.7371724717e+00	6.0361854107e+00	4.2926282753e+02	4.8928127762e+02	-5.7371724717e+00	-7.1872238013e-01	5.7371724717e+00	6.4558948519e+00	3.2279474259e+00	5.5566340685e-01	5.8773595095e-01	5.8773595095e-01	2.3014700215e+01	1.2992744163e+01	2.3014700215e+01	4.1211986542e-01	3.7168049812e-01	3.7168049812e-01	3.2072544098e-02	1.1135348534e+00	4.3147863845e-01	0.0000000000e+00	2.9386797547e+00	0.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4780441481e+00	5.1967665283e+00	4.3010224641e+02	4.8928127762e+02	-4.8977535893e+00	-7.1872238013e-01	4.8977535893e+00	5.6164759695e+00	2.8082379847e+00	2.8830343485e-01	2.1462416649e-01	2.8830343485e-01	1.6574504670e+01	1.8200374557e+01	1.8200374557e+01	5.9939092398e-01	7.4344593287e-01	5.9939092398e-01	7.3679268360e-02	8.0193478325e-01	6.0441987731e-01	1.0000000000e+00	1.4415171742e+00	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.7371724717e+00	6.4558948519e+00	4.2968253697e+02	4.8928127762e+02	-5.3174630305e+00	-7.1872238013e-01	5.3174630305e+00	6.0361854107e+00	3.0180927053e+00	4.0945500135e-01	4.5475101471e-01	4.5475101471e-01	1.6148964714e+01	1.3817766926e+01	1.6148964714e+01	5.5870467424e-01	4.9289572239e-01	4.9289572239e-01	4.5296013355e-02	7.8134561337e-01	4.5887698431e-01	0.0000000000e+00	2.2737550735e+00	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4780441481e+00	4.7770570871e+00	4.4437236741e+02	4.9054040594e+02	9.3723674115e+00	5.4040594347e-01	9.3723674115e+00	9.9127733549e+00	4.9563866775e+00	1.7686374485e-01	4.5034743845e-02	1.7686374485e-01	2.4588768178e+01	2.9187161545e+01	2.9187161545e+01	5.0067912042e-01	9.1265245527e-01	5.0067912042e-01	1.3182900101e-01	1.1896939831e+00	9.6928228290e-01	0.0000000000e+00	1.3182900101e+00	0.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.7371724717e+00	6.4558948519e+00	4.3010224641e+02	4.8928127762e+02	-4.8977535893e+00	-7.1872238013e-01	4.8977535893e+00	5.6164759695e+00	2.8082379847e+00	4.3309137225e-01	2.0678436756e-01	4.3309137225e-01	2.8292680805e+01	1.8415226814e+01	2.8292680805e+01	4.3529835343e-01	7.5063097477e-01	4.3529835343e-01	2.2630700469e-01	1.3689027395e+00	6.1155494888e-01	0.0000000000e+00	2.2630700469e+00	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.7992063833e+00	3.0982193223e+00	4.3220079362e+02	4.9221924371e+02	-2.7992063833e+00	2.2192437083e+00	2.7992063833e+00	5.0184500916e+00	2.5092250458e+00	3.9627738297e-02	1.3584732078e-02	3.9627738297e-02	2.0379354776e+01	4.8092919241e+01	4.8092919241e+01	4.4749256223e-01	9.2785972450e-01	4.4749256223e-01	2.6043006219e-02	9.8602726177e-01	1.5971273699e+00	0.0000000000e+00	1.7060781998e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4780441481e+00	5.1967665283e+00	4.3010224641e+02	4.8928127762e+02	-4.8977535893e+00	-7.1872238013e-01	4.8977535893e+00	5.6164759695e+00	2.8082379847e+00	9.9593810737e-02	8.2331150770e-02	9.9593810737e-02	1.9120073584e+01	2.5032294250e+01	2.5032294250e+01	7.1526975185e-01	8.7334927917e-01	7.1526975185e-01	1.7262659967e-02	9.2509866028e-01	8.3130246426e-01	1.0000000000e+00	6.9903696991e-01	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.3174630305e+00	6.4558948519e+00	4.2926282753e+02	4.8928127762e+02	-5.7371724717e+00	-7.1872238013e-01	5.7371724717e+00	6.4558948519e+00	3.2279474259e+00	3.8878223300e-01	4.2945918441e-01	4.2945918441e-01	1.6101377003e+01	1.3993316530e+01	1.6101377003e+01	5.7945927978e-01	5.1525613666e-01	5.1525613666e-01	4.0676951408e-02	7.7904314693e-01	4.6470684622e-01	0.0000000000e+00	2.1472959220e+00	0.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4780441481e+00	5.1967665283e+00	4.3010224641e+02	4.8928127762e+02	-4.8977535893e+00	-7.1872238013e-01	4.8977535893e+00	5.6164759695e+00	2.8082379847e+00	1.3917820156e-01	1.2369005382e-01	1.3917820156e-01	1.7935252263e+01	2.2006147878e+01	2.2006147878e+01	7.1872116625e-01	8.3462883532e-01	7.1872116625e-01	1.5488147736e-02	8.6777269805e-01	7.3080656439e-01	1.0000000000e+00	7.6912410173e-01	1.0000000000e+00	0.0000000000e+00
