wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.8013597727e-01	9.8637133837e-01	9.8763394356e-01
3.8015682291e+02	9.8001337051e-01	9.8613297939e-01	9.8716807365e-01
3.8057653235e+02	9.7988957167e-01	9.8559755087e-01	9.8625355959e-01
3.8099624179e+02	9.7976452112e-01	9.8464983702e-01	9.8484796286e-01
3.8141595123e+02	9.7963833809e-01	9.8322486877e-01	9.8300534487e-01
3.8183566067e+02	9.7951084375e-01	9.8162853718e-01	9.8078066111e-01
3.8225537011e+02	9.7938215733e-01	9.7949665785e-01	9.7797811031e-01
3.8267507956e+02	9.7925215960e-01	9.7694325447e-01	9.7479408979e-01
3.8309478900e+02	9.7912091017e-01	9.7397679090e-01	9.7105866671e-01
3.8351449844e+02	9.7898834944e-01	9.7062993050e-01	9.6684432030e-01
3.8393420788e+02	9.7885447741e-01	9.6684932709e-01	9.6213048697e-01
3.8435391732e+02	9.7871929407e-01	9.6282786131e-01	9.5710879564e-01
3.8477362676e+02	9.7858273983e-01	9.5817440748e-01	9.5171993971e-01
3.8519333620e+02	9.7844475508e-01	9.5324993134e-01	9.4596374035e-01
3.8561304564e+02	9.7830545902e-01	9.4808471203e-01	9.4002306461e-01
3.8603275508e+02	9.7816473246e-01	9.4260311127e-01	9.3366640806e-01
3.8645246453e+02	9.7802257538e-01	9.3678706884e-01	9.2741233110e-01
3.8687217397e+02	9.7787892818e-01	9.3084836006e-01	9.2087775469e-01
3.8729188341e+02	9.7773385048e-01	9.2461436987e-01	9.1421794891e-01
3.8771159285e+02	9.7758728266e-01	9.1818612814e-01	9.0744239092e-01
3.8813130229e+02	9.7743916512e-01	9.1188216209e-01	9.0052717924e-01
3.8855101173e+02	9.7728955746e-01	9.0518605709e-01	8.9367365837e-01
3.8897072117e+02	9.7713840008e-01	8.9865899086e-01	8.8660293818e-01
3.8939043061e+02	9.7698563337e-01	8.9187484980e-01	8.7964832783e-01
3.8981014006e+02	9.7683131695e-01	8.8503110409e-01	8.7263429165e-01
3.9022984950e+02	9.7667533159e-01	8.7818634510e-01	8.6538028717e-01
3.9064955894e+02	9.7651773691e-01	8.7146002054e-01	8.5842341185e-01
3.9106926838e+02	9.7635841370e-01	8.6467087269e-01	8.5124731064e-01
3.9148897782e+02	9.7619748116e-01	8.5800957680e-01	8.4417146444e-01
3.9190868726e+02	9.7603476048e-01	8.5127657652e-01	8.3726733923e-01
3.9232839670e+02	9.7587031126e-01	8.4449481964e-01	8.3036601543e-01
3.9274810614e+02	9.7570413351e-01	8.3785706758e-01	8.2328522205e-01
3.9316781559e+02	9.7553610802e-01	8.3144676685e-01	8.1656980515e-01
3.9358752503e+02	9.7536629438e-01	8.2504224777e-01	8.0986660719e-01
3.9400723447e+02	9.7519463301e-01	8.1863641739e-01	8.0332309008e-01
3.9442694391e+02	9.7502106428e-01	8.1249660254e-01	7.9636651278e-01
3.9484665335e+02	9.7484564781e-01	8.0624473095e-01	7.8995895386e-01
