candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.1423645020e+00	3.8280944824e+00	4.0575909424e+02	5.2747485352e+02	-4.2409057617e+00	-2.5251464844e+00	4.2409057617e+00	6.7660522461e+00	3.3830261230e+00	2.9641193151e-01	1.6812695563e-01	2.9641193151e-01	1.0399634139e+01	2.0991124327e+01	2.0991124327e+01	4.1982996464e-01	6.2340925634e-01	4.1982996464e-01	1.2828497589e-01	4.2114717702e-01	7.7332205278e-01	0.0000000000e+00	1.6538652085e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	7.0981445312e+00	4.1835037231e+02	5.3922668457e+02	8.3503723145e+00	9.2266845703e+00	9.2266845703e+00	1.7577056885e+01	8.7885284424e+00	1.9301073253e-01	1.5698012710e-01	1.9301073253e-01	1.4167247553e+01	2.4800136278e+01	2.4800136278e+01	6.0847760737e-01	6.6513589025e-01	6.0847760737e-01	3.6030605435e-02	5.7372175146e-01	9.1364769206e-01	1.0000000000e+00	1.2179378530e+00	0.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	1.1281433105e+01	4.1709124756e+02	5.3964642334e+02	7.0912475586e+00	9.6464233398e+00	9.6464233398e+00	1.6737670898e+01	8.3688354492e+00	3.2861965895e-01	8.8746801019e-02	3.2861965895e-01	2.0972245662e+01	2.5429650463e+01	2.5429650463e+01	4.1076374054e-01	6.9982551038e-01	4.1076374054e-01	2.3987285793e-01	8.4929930593e-01	9.3683926553e-01	0.0000000000e+00	2.3987285793e+00	0.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	1.0861755371e+01	4.0701821899e+02	5.3796759033e+02	-2.9817810059e+00	7.9675903320e+00	7.9675903320e+00	1.0949371338e+01	5.4746856689e+00	2.9796519876e-01	5.9553872794e-02	2.9796519876e-01	2.1083004483e+01	2.5239210147e+01	2.5239210147e+01	4.1370823979e-01	7.2155808285e-01	4.1370823979e-01	2.3841132596e-01	8.5378463343e-01	9.2982336235e-01	0.0000000000e+00	2.3841132596e+00	0.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	9.1967163086e+00	4.0617880249e+02	5.2663543701e+02	-3.8211975098e+00	-3.3645629883e+00	3.8211975098e+00	7.1857604980e+00	3.5928802490e+00	5.1633018255e-01	4.2925804853e-01	5.1633018255e-01	9.3056291444e+00	1.9806664189e+01	1.9806664189e+01	2.4484276772e-01	3.4973490238e-01	2.4484276772e-01	8.7072134018e-02	3.7684397279e-01	7.2968603160e-01	0.0000000000e+00	2.5816509128e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	8.7700805664e+00	1.1281433105e+01	4.0324084473e+02	5.2411718750e+02	-6.7591552734e+00	-5.8828125000e+00	6.7591552734e+00	1.2641967773e+01	6.3209838867e+00	8.3072525263e-01	3.7120394409e-02	8.3072525263e-01	2.7505256552e+01	4.4809670819e+01	4.4809670819e+01	3.1059741974e-02	8.7767649442e-01	3.1059741974e-02	7.9360485822e-01	1.1138623720e+00	1.6508075547e+00	0.0000000000e+00	1.6098008812e+01	0.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	9.6026000977e+00	4.1793066406e+02	5.3922668457e+02	7.9306640625e+00	9.2266845703e+00	9.2266845703e+00	1.7157348633e+01	8.5786743164e+00	2.2420585155e-01	1.4253935218e-01	2.2420585155e-01	1.4357575947e+01	2.4359877554e+01	2.4359877554e+01	5.5488866568e-01	6.5757426620e-01	5.5488866568e-01	8.1666499376e-02	5.8142935589e-01	8.9742837125e-01	1.0000000000e+00	1.1959161260e+00	0.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.1423645020e+00	4.2478332520e+00	4.0617880249e+02	5.2453686523e+02	-3.8211975098e+00	-5.4631347656e+00	5.4631347656e+00	9.2843322754e+00	4.6421661377e+00	7.7652461827e-02	2.2659540176e-02	7.7652461827e-02	1.4840505623e+01	3.5460167899e+01	3.5460167899e+01	5.1982670277e-01	8.0600088835e-01	5.1982670277e-01	5.4992921650e-02	6.0098624291e-01	1.3063678440e+00	1.0000000000e+00	1.1400393060e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	7.9375610352e+00	4.1793066406e+02	5.2663543701e+02	7.9306640625e+00	-3.3645629883e+00	7.9306640625e+00	1.1295227051e+01	5.6476135254e+00	3.6683344841e-01	1.8345727026e-01	3.6683344841e-01	1.3951985338e+01	1.7621699704e+01	1.7621699704e+01	4.0562289953e-01	6.0747884214e-01	4.0562289953e-01	1.8337617815e-01	5.6500441844e-01	6.4919099979e-01	0.0000000000e+00	1.8341672421e+00	0.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.2518310547e+00	9.1967163086e+00	4.0617880249e+02	5.2663543701e+02	-3.8211975098e+00	-3.3645629883e+00	3.8211975098e+00	7.1857604980e+00	3.5928802490e+00	5.7089644670e-01	3.6072123051e-01	5.7089644670e-01	1.7935994624e+01	1.6486124085e+01	1.7935994624e+01	2.0195126534e-01	4.1577303410e-01	2.0195126534e-01	2.1017521620e-01	7.2634223493e-01	6.0735590533e-01	0.0000000000e+00	2.8544822335e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.9448852539e+00	5.0872497559e+00	4.0659851074e+02	5.2747485352e+02	-3.4014892578e+00	-2.5251464844e+00	3.4014892578e+00	5.9266357422e+00	2.9633178711e+00	1.7386016250e-01	8.1794895232e-02	1.7386016250e-01	1.4703303825e+01	3.2518751009e+01	3.2518751009e+01	4.7915360332e-01	7.2272565216e-01	4.7915360332e-01	9.2065267265e-02	5.9543007147e-01	1.1980047801e+00	1.0000000000e+00	1.1559140815e+00	1.0000000000e+00	1.0000000000e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	7.5109558105e+00	1.2540557861e+01	4.0240142822e+02	5.2747485352e+02	-7.5985717773e+00	-2.5251464844e+00	7.5985717773e+00	1.0123718262e+01	5.0618591309e+00	8.2896333933e-01	1.0272485018e-01	8.2896333933e-01	3.0622188763e+01	2.6737550795e+01	3.0622188763e+01	3.0398070812e-02	8.2361936569e-01	3.0398070812e-02	7.2623848915e-01	1.2400867357e+00	9.8502287656e-01	0.0000000000e+00	1.6448412239e+01	0.0000000000e+00	0.0000000000e+00
