wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.7231352329e-01	9.6147370338e-01	9.6533513069e-01
3.8015682291e+02	9.7209322453e-01	9.6163892746e-01	9.6563786268e-01
3.8057653235e+02	9.7187012434e-01	9.6159613132e-01	9.6529060602e-01
3.8099624179e+02	9.7164428234e-01	9.6109640598e-01	9.6438008547e-01
3.8141595123e+02	9.7141557932e-01	9.6007728577e-01	9.6328139305e-01
3.8183566067e+02	9.7118395567e-01	9.5862311125e-01	9.6183520555e-01
3.8225537011e+02	9.7094941139e-01	9.5659530163e-01	9.6019101143e-01
3.8267507956e+02	9.7071188688e-01	9.5418125391e-01	9.5825111866e-01
3.8309478900e+02	9.7047132254e-01	9.5105463266e-01	9.5601803064e-01
3.8351449844e+02	9.7022759914e-01	9.4749474525e-01	9.5361024141e-01
3.8393420788e+02	9.6998077631e-01	9.4361126423e-01	9.5078641176e-01
3.8435391732e+02	9.6973073483e-01	9.3916851282e-01	9.4794070721e-01
3.8477362676e+02	9.6947747469e-01	9.3440151215e-01	9.4457912445e-01
3.8519333620e+02	9.6922081709e-01	9.2916208506e-01	9.4121176004e-01
3.8561304564e+02	9.6896082163e-01	9.2381298542e-01	9.3740618229e-01
3.8603275508e+02	9.6869736910e-01	9.1806983948e-01	9.3341791630e-01
3.8645246453e+02	9.6843045950e-01	9.1235917807e-01	9.2972165346e-01
3.8687217397e+02	9.6815991402e-01	9.0646654367e-01	9.2524868250e-01
3.8729188341e+02	9.6788579226e-01	9.0055620670e-01	9.2097604275e-01
3.8771159285e+02	9.6760797501e-01	8.9472693205e-01	9.1662704945e-01
3.8813130229e+02	9.6732640266e-01	8.8858813047e-01	9.1177570820e-01
3.8855101173e+02	9.6704095602e-01	8.8257026672e-01	9.0710973740e-01
3.8897072117e+02	9.6675163507e-01	8.7691175938e-01	9.0220576525e-01
3.8939043061e+02	9.6645832062e-01	8.7101584673e-01	8.9778578281e-01
3.8981014006e+02	9.6616095304e-01	8.6513763666e-01	8.9248341322e-01
3.9022984950e+02	9.6585953236e-01	8.5951298475e-01	8.8751554489e-01
3.9064955894e+02	9.6555382013e-01	8.5371720791e-01	8.8270139694e-01
3.9106926838e+02	9.6524387598e-01	8.4826803207e-01	8.7750607729e-01
3.9148897782e+02	9.6492958069e-01	8.4299212694e-01	8.7309312820e-01
3.9190868726e+02	9.6461081505e-01	8.3754611015e-01	8.6815190315e-01
3.9232839670e+02	9.6428757906e-01	8.3249968290e-01	8.6341530085e-01
3.9274810614e+02	9.6395969391e-01	8.2745015621e-01	8.5888439417e-01
3.9316781559e+02	9.6362709999e-01	8.2266443968e-01	8.5441267490e-01
3.9358752503e+02	9.6328967810e-01	8.1784260273e-01	8.4976273775e-01
3.9400723447e+02	9.6294742823e-01	8.1311774254e-01	8.4520524740e-01
3.9442694391e+02	9.6260017157e-01	8.0875569582e-01	8.4136670828e-01
3.9484665335e+02	9.6224784851e-01	8.0423778296e-01	8.3704817295e-01
3.9526636279e+02	9.6189033985e-01	7.9988253117e-01	8.3210593462e-01
3.9568607223e+02	9.6152752638e-01	7.9587858915e-01	8.2825517654e-01
3.9610578167e+02	9.6115934849e-01	7.9190987349e-01	8.2496392727e-01
3.9652549111e+02	9.6078568697e-01	7.8814738989e-01	8.2054489851e-01
3.9694520056e+02	9.6040642262e-01	7.8450244665e-01	8.1675982475e-01
3.9736491000e+02	9.6002143621e-01	7.8096187115e-01	8.1281024218e-01
3.9778461944e+02	9.5963060856e-01	7.7783209085e-01	8.0903685093e-01
