wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.7231352329e-01	9.5809394121e-01
3.8015682291e+02	9.7209322453e-01	9.5933878422e-01
3.8057653235e+02	9.7187012434e-01	9.5992040634e-01
3.8099624179e+02	9.7164428234e-01	9.6015155315e-01
3.8141595123e+02	9.7141557932e-01	9.6007794142e-01
3.8183566067e+02	9.7118395567e-01	9.5963478088e-01
3.8225537011e+02	9.7094941139e-01	9.5890331268e-01
3.8267507956e+02	9.7071188688e-01	9.5791375637e-01
3.8309478900e+02	9.7047132254e-01	9.5657795668e-01
3.8351449844e+02	9.7022759914e-01	9.5483607054e-01
3.8393420788e+02	9.6998077631e-01	9.5287042856e-01
3.8435391732e+02	9.6973073483e-01	9.5057463646e-01
3.8477362676e+02	9.6947747469e-01	9.4813591242e-01
3.8519333620e+02	9.6922081709e-01	9.4556349516e-01
3.8561304564e+02	9.6896082163e-01	9.4253152609e-01
3.8603275508e+02	9.6869736910e-01	9.3930971622e-01
3.8645246453e+02	9.6843045950e-01	9.3648159504e-01
3.8687217397e+02	9.6815991402e-01	9.3292874098e-01
3.8729188341e+02	9.6788579226e-01	9.2957609892e-01
3.8771159285e+02	9.6760797501e-01	9.2584067583e-01
3.8813130229e+02	9.6732640266e-01	9.2193144560e-01
3.8855101173e+02	9.6704095602e-01	9.1817402840e-01
3.8897072117e+02	9.6675163507e-01	9.1409236193e-01
3.8939043061e+02	9.6645832062e-01	9.1016721725e-01
3.8981014006e+02	9.6616095304e-01	9.0584945679e-01
3.9022984950e+02	9.6585953236e-01	9.0189331770e-01
3.9064955894e+02	9.6555382013e-01	8.9774364233e-01
3.9106926838e+02	9.6524387598e-01	8.9347344637e-01
3.9148897782e+02	9.6492958069e-01	8.8970315456e-01
3.9190868726e+02	9.6461081505e-01	8.8561421633e-01
3.9232839670e+02	9.6428757906e-01	8.8147592545e-01
3.9274810614e+02	9.6395969391e-01	8.7753170729e-01
3.9316781559e+02	9.6362709999e-01	8.7345194817e-01
3.9358752503e+02	9.6328967810e-01	8.6941373348e-01
3.9400723447e+02	9.6294742823e-01	8.6531567574e-01
3.9442694391e+02	9.6260017157e-01	8.6186087132e-01
3.9484665335e+02	9.6224784851e-01	8.5817462206e-01
3.9526636279e+02	9.6189033985e-01	8.5374706984e-01
3.9568607223e+02	9.6152752638e-01	8.5042524338e-01
3.9610578167e+02	9.6115934849e-01	8.4705376625e-01
3.9652549111e+02	9.6078568697e-01	8.4340971708e-01
3.9694520056e+02	9.6040642262e-01	8.3986264467e-01
3.9736491000e+02	9.6002143621e-01	8.3632290363e-01
3.9778461944e+02	9.5963060856e-01	8.3272266388e-01
3.9820432888e+02	9.5923382044e-01	8.2957059145e-01
3.9862403832e+02	9.5883095264e-01	8.2602143288e-01
3.9904374776e+02	9.5842188597e-01	8.2240360975e-01
3.9946345720e+02	9.5800650120e-01	8.1988531351e-01
