wavelength_nm	final_network_transmittance	cst_average_transmittance
4.0240142329e+02	8.7550288439e-01	8.7201178692e-01
4.0282113273e+02	8.7509751320e-01	8.7134386123e-01
4.0324084217e+02	8.7440353632e-01	8.7069921515e-01
4.0366055162e+02	8.7359422445e-01	8.7007911442e-01
4.0408026106e+02	8.7321019173e-01	8.6948338808e-01
4.0449997050e+02	8.7216556072e-01	8.6891218504e-01
4.0491967994e+02	8.7187242508e-01	8.6836574217e-01
4.0533938938e+02	8.7199443579e-01	8.6784423411e-01
4.0575909882e+02	8.7083953619e-01	8.6734778021e-01
4.0617880826e+02	8.6979860067e-01	8.6687647021e-01
4.0659851770e+02	8.7004792690e-01	8.6643151130e-01
4.0701822714e+02	8.7043839693e-01	8.6601173104e-01
4.0743793659e+02	8.7040102482e-01	8.6561708273e-01
4.0785764603e+02	8.7008255720e-01	8.6524749266e-01
4.0827735547e+02	8.6994594336e-01	8.6490286407e-01
4.0869706491e+02	8.6838060617e-01	8.6458330822e-01
4.0911677435e+02	8.6866718531e-01	8.6428962981e-01
4.0953648379e+02	8.6862277985e-01	8.6402054092e-01
4.0995619323e+02	8.6921465397e-01	8.6377588293e-01
4.1037590267e+02	8.6898523569e-01	8.6355548911e-01
4.1079561212e+02	8.6859995127e-01	8.6335918638e-01
4.1121532156e+02	8.6892384291e-01	8.6318822920e-01
4.1163503100e+02	8.6817330122e-01	8.6304110204e-01
4.1205474044e+02	8.6913919449e-01	8.6291753847e-01
4.1247444988e+02	8.6873847246e-01	8.6281735221e-01
4.1289415932e+02	8.6953449249e-01	8.6274065106e-01
4.1331386876e+02	8.7007075548e-01	8.6268827875e-01
4.1373357820e+02	8.6990314722e-01	8.6265873422e-01
4.1415328765e+02	8.7013828754e-01	8.6265182865e-01
4.1457299709e+02	8.7111300230e-01	8.6266737299e-01
4.1499270653e+02	8.7128841877e-01	8.6270649018e-01
4.1541241597e+02	8.7215489149e-01	8.6276807970e-01
4.1583212541e+02	8.7270009518e-01	8.6285155650e-01
4.1625183485e+02	8.7307357788e-01	8.6295672594e-01
4.1667154429e+02	8.7365216017e-01	8.6308452046e-01
4.1709125373e+02	8.7402307987e-01	8.6323426414e-01
4.1751096317e+02	8.7455826998e-01	8.6340510161e-01
4.1793067262e+02	8.7517178059e-01	8.6359682176e-01
4.1835038206e+02	8.7584209442e-01	8.6381054700e-01
4.1877009150e+02	8.7563282251e-01	8.6404520813e-01
4.1918980094e+02	8.7687820196e-01	8.6430007317e-01
4.1960951038e+02	8.7678951025e-01	8.6457493032e-01
4.2002921982e+02	8.7641453743e-01	8.6487133385e-01
4.2044892926e+02	8.7719225883e-01	8.6518716457e-01
4.2086863870e+02	8.7634342909e-01	8.6552214340e-01
4.2128834815e+02	8.7690627575e-01	8.6587686091e-01
4.2170805759e+02	8.7760943174e-01	8.6625110409e-01
4.2212776703e+02	8.7772250175e-01	8.6664353883e-01
4.2254747647e+02	8.7794101238e-01	8.6705394436e-01
4.2296718591e+02	8.7836140394e-01	8.6748356209e-01
4.2338689535e+02	8.7850415707e-01	8.6793023634e-01
4.2380660479e+02	8.7789988518e-01	8.6839356707e-01
4.2422631423e+02	8.7869006395e-01	8.6887453509e-01
4.2464602368e+02	8.7900865078e-01	8.6937160322e-01
4.2506573312e+02	8.7898802757e-01	8.6988391256e-01
4.2548544256e+02	8.7935703993e-01	8.7041201506e-01
4.2590515200e+02	8.7893438339e-01	8.7095489936e-01
4.2632486144e+02	8.7876361609e-01	8.7151136054e-01
4.2674457088e+02	8.7903589010e-01	8.7208167945e-01
4.2716428032e+02	8.7873846292e-01	8.7266497933e-01
4.2758398976e+02	8.7891691923e-01	8.7325992000e-01
4.2800369920e+02	8.7882411480e-01	8.7386661796e-01
4.2842340865e+02	8.7886369228e-01	8.7448403656e-01
4.2884311809e+02	8.7878388166e-01	8.7511087279e-01
4.2926282753e+02	8.7807655334e-01	8.7574711276e-01
4.2968253697e+02	8.7842452526e-01	8.7639140655e-01
4.3010224641e+02	8.7836647034e-01	8.7704260149e-01
4.3052195585e+02	8.7939077616e-01	8.7770048922e-01
4.3094166529e+02	8.7969863415e-01	8.7836344580e-01
4.3136137473e+02	8.8006913662e-01	8.7903054867e-01
4.3178108418e+02	8.8025337458e-01	8.7970105360e-01
4.3220079362e+02	8.8030135632e-01	8.8037350253e-01
4.3262050306e+02	8.8247019053e-01	8.8104694674e-01
4.3304021250e+02	8.8244593143e-01	8.8172013277e-01
4.3345992194e+02	8.8285672665e-01	8.8239199289e-01
4.3387963138e+02	8.8434493542e-01	8.8306104436e-01
4.3429934082e+02	8.8501578569e-01	8.8372622778e-01
4.3471905026e+02	8.8626462221e-01	8.8438635813e-01
4.3513875971e+02	8.8713598251e-01	8.8503953856e-01
4.3555846915e+02	8.8736766577e-01	8.8568528873e-01
4.3597817859e+02	8.8783359528e-01	8.8632132606e-01
4.3639788803e+02	8.8914602995e-01	8.8694682104e-01
4.3681759747e+02	8.8891702890e-01	8.8756058353e-01
4.3723730691e+02	8.8971769810e-01	8.8816001061e-01
4.3765701635e+02	8.8970232010e-01	8.8874545751e-01
4.3807672579e+02	8.9048594236e-01	8.8931338018e-01
4.3849643523e+02	8.8963162899e-01	8.8986400531e-01
4.3891614468e+02	8.9018374681e-01	8.9039523782e-01
4.3933585412e+02	8.9006084204e-01	8.9090500308e-01
4.3975556356e+02	8.8971418142e-01	8.9139376793e-01
4.4017527300e+02	8.9054208994e-01	8.9185662632e-01
4.4059498244e+02	8.9141315222e-01	8.9229605618e-01
4.4101469188e+02	8.9130169153e-01	8.9270707831e-01
4.4143440132e+02	8.8982969522e-01	8.9309088319e-01
4.4185411076e+02	8.9078992605e-01	8.9344469363e-01
4.4227382021e+02	8.9064359665e-01	8.9376705383e-01
4.4269352965e+02	8.9125281572e-01	8.9405804304e-01
4.4311323909e+02	8.9095240831e-01	8.9431331918e-01
4.4353294853e+02	8.9104521275e-01	8.9453603685e-01
4.4395265797e+02	8.9065498114e-01	8.9471882163e-01
4.4437236741e+02	8.9140784740e-01	8.9486714677e-01
4.4479207685e+02	8.9087373018e-01	8.9497319053e-01
4.4521178629e+02	8.9059698582e-01	8.9504173528e-01
4.4563149574e+02	8.9118587971e-01	8.9506662966e-01
4.4605120518e+02	8.9045172930e-01	8.9505076640e-01
4.4647091462e+02	8.9118647575e-01	8.9498999376e-01
4.4689062406e+02	8.8976931572e-01	8.9488546694e-01
4.4731033350e+02	8.9033865929e-01	8.9473485170e-01
4.4773004294e+02	8.8924628496e-01	8.9453780229e-01
4.4814975238e+02	8.8775956631e-01	8.9429353399e-01
4.4856946182e+02	8.8837653399e-01	8.9400051491e-01
4.4898917126e+02	8.8701796532e-01	8.9365916302e-01
4.4940888071e+02	8.8631135225e-01	8.9326714501e-01
4.4982859015e+02	8.8624441624e-01	8.9282566446e-01
4.5024829959e+02	8.8608872890e-01	8.9233203196e-01
4.5066800903e+02	8.8516765833e-01	8.9178775912e-01
4.5108771847e+02	8.8483667374e-01	8.9119029613e-01
4.5150742791e+02	8.8412535191e-01	8.9054093491e-01
4.5192713735e+02	8.8362199068e-01	8.8983780105e-01
4.5234684679e+02	8.8346236944e-01	8.8908139898e-01
4.5276655624e+02	8.8317590952e-01	8.8827109623e-01
4.5318626568e+02	8.8280951977e-01	8.8740601097e-01
4.5360597512e+02	8.8223993778e-01	8.8648734177e-01
4.5402568456e+02	8.8098633289e-01	8.8551219822e-01
4.5444539400e+02	8.8029438257e-01	8.8448421595e-01
4.5486510344e+02	8.7864476442e-01	8.8339785474e-01
4.5528481288e+02	8.7776803970e-01	8.8225980753e-01
4.5570452232e+02	8.7614065409e-01	8.8106122557e-01
4.5612423177e+02	8.7487167120e-01	8.7981224256e-01
4.5654394121e+02	8.7279337645e-01	8.7850077849e-01
4.5696365065e+02	8.7055313587e-01	8.7713822664e-01
4.5738336009e+02	8.6937040091e-01	8.7571506533e-01
4.5780306953e+02	8.6707776785e-01	8.7423802880e-01
4.5822277897e+02	8.6425477266e-01	8.7270257466e-01
4.5864248841e+02	8.6197835207e-01	8.7111003890e-01
4.5906219785e+02	8.6046749353e-01	8.6946157803e-01
4.5948190729e+02	8.5725009441e-01	8.6775234479e-01
4.5990161674e+02	8.5441362858e-01	8.6598997133e-01
4.6032132618e+02	8.5183840990e-01	8.6416257005e-01
4.6074103562e+02	8.4924900532e-01	8.6228164099e-01
4.6116074506e+02	8.4604150057e-01	8.6033770886e-01
4.6158045450e+02	8.4329795837e-01	8.5833576000e-01
4.6200016394e+02	8.3844637871e-01	8.5627395896e-01
4.6241987338e+02	8.3614760637e-01	8.5414845082e-01
4.6283958282e+02	8.3261007071e-01	8.5196650497e-01
4.6325929227e+02	8.2901656628e-01	8.4971434291e-01
4.6367900171e+02	8.2479906082e-01	8.4740399620e-01
4.6409871115e+02	8.2277971506e-01	8.4502683001e-01
4.6451842059e+02	8.1828057766e-01	8.4258386761e-01
4.6493813003e+02	8.1369841099e-01	8.4007789694e-01
4.6535783947e+02	8.1120151281e-01	8.3749723973e-01
4.6577754891e+02	8.0671811104e-01	8.3485269389e-01
4.6619725835e+02	8.0282521248e-01	8.3213353745e-01
4.6661696780e+02	8.0154669285e-01	8.2934206010e-01
4.6703667724e+02	7.9650181532e-01	8.2648030859e-01
4.6745638668e+02	7.9318022728e-01	8.2353418924e-01
4.6787609612e+02	7.8957307339e-01	8.2051546823e-01
4.6829580556e+02	7.8625589609e-01	8.1741328605e-01
4.6871551500e+02	7.8259223700e-01	8.1422626994e-01
4.6913522444e+02	7.7866095304e-01	8.1095977867e-01
4.6955493388e+02	7.7470326424e-01	8.0759472510e-01
4.6997464332e+02	7.7058237791e-01	8.0414307448e-01
4.7039435277e+02	7.6528394222e-01	8.0059843829e-01
4.7081406221e+02	7.6062226295e-01	7.9694801867e-01
4.7123377165e+02	7.5484150648e-01	7.9320273010e-01
4.7165348109e+02	7.5077170134e-01	7.8934740317e-01
4.7207319053e+02	7.4403595924e-01	7.8537993674e-01
4.7249289997e+02	7.3846888542e-01	7.8130595643e-01
4.7291260941e+02	7.3241358995e-01	7.7710247906e-01
4.7333231885e+02	7.2596961260e-01	7.7277826853e-01
4.7375202830e+02	7.1737772226e-01	7.6833364170e-01
4.7417173774e+02	7.1132504940e-01	7.6373747222e-01
4.7459144718e+02	7.0437902212e-01	7.5900931539e-01
4.7501115662e+02	6.9750601053e-01	7.5414071120e-01
4.7543086606e+02	6.8792587519e-01	7.4910304263e-01
4.7585057550e+02	6.7794483900e-01	7.4391534358e-01
4.7627028494e+02	6.7100793123e-01	7.3856488546e-01
4.7668999438e+02	6.6251021624e-01	7.3302425852e-01
4.7710970383e+02	6.5305066109e-01	7.2731221966e-01
4.7752941327e+02	6.4297610521e-01	7.2141358875e-01
4.7794912271e+02	6.3374024630e-01	7.1529857835e-01
4.7836883215e+02	6.2264382839e-01	7.0898763211e-01
4.7878854159e+02	6.1223906279e-01	7.0246552444e-01
4.7920825103e+02	6.0121023655e-01	6.9569483335e-01
4.7962796047e+02	5.8926278353e-01	6.8870058233e-01
4.8004766991e+02	5.7727533579e-01	6.8147116005e-01
4.8046737935e+02	5.6763815880e-01	6.7395414502e-01
4.8088708880e+02	5.5365830660e-01	6.6618324349e-01
4.8130679824e+02	5.4138380289e-01	6.5814888355e-01
4.8172650768e+02	5.2932608128e-01	6.4979423212e-01
4.8214621712e+02	5.1622956991e-01	6.4114687604e-01
4.8256592656e+02	5.0208216906e-01	6.3220382946e-01
4.8298563600e+02	4.8655819893e-01	6.2291926635e-01
4.8340534544e+02	4.7342690825e-01	6.1329426736e-01
4.8382505488e+02	4.6040523052e-01	6.0334245001e-01
4.8424476433e+02	4.4319027662e-01	5.9303828956e-01
4.8466447377e+02	4.2803850770e-01	5.8234205464e-01
4.8508418321e+02	4.1172468662e-01	5.7129291370e-01
4.8550389265e+02	3.9736872911e-01	5.5988476200e-01
4.8592360209e+02	3.8045603037e-01	5.4805697640e-01
4.8634331153e+02	3.6578786373e-01	5.3585004169e-01
4.8676302097e+02	3.4838950634e-01	5.2327401426e-01
4.8718273041e+02	3.3428120613e-01	5.1030973085e-01
4.8760243986e+02	3.1812605262e-01	4.9693611807e-01
4.8802214930e+02	3.0319413543e-01	4.8320575897e-01
4.8844185874e+02	2.8938531876e-01	4.6912830958e-01
4.8886156818e+02	2.7484574914e-01	4.5467881293e-01
4.8928127762e+02	2.6163685322e-01	4.3989880377e-01
4.8970098706e+02	2.4875082076e-01	4.2482864975e-01
4.9012069650e+02	2.3840560019e-01	4.0949405447e-01
4.9054040594e+02	2.2724826634e-01	3.9389264502e-01
4.9096011538e+02	2.1747584641e-01	3.7810094347e-01
4.9137982483e+02	2.0950666070e-01	3.6216275415e-01
4.9179953427e+02	2.0259609818e-01	3.4612455427e-01
4.9221924371e+02	1.9554673135e-01	3.3004350750e-01
4.9263895315e+02	1.9244582951e-01	3.1399508925e-01
4.9305866259e+02	1.8944373727e-01	2.9804897213e-01
4.9347837203e+02	1.8801183999e-01	2.8228768765e-01
4.9389808147e+02	1.8799781799e-01	2.6684818741e-01
4.9431779091e+02	1.9145977497e-01	2.5179864194e-01
4.9473750036e+02	1.9161188602e-01	2.3724597080e-01
4.9515720980e+02	1.9712086022e-01	2.2330602762e-01
4.9557691924e+02	2.0336969197e-01	2.1024120812e-01
4.9599662868e+02	2.1118870378e-01	1.9808729550e-01
4.9641633812e+02	2.1878330410e-01	1.8698541030e-01
4.9683604756e+02	2.2997364402e-01	1.7708481175e-01
4.9725575700e+02	2.4231925607e-01	1.6870601627e-01
4.9767546644e+02	2.5513398647e-01	1.6194049803e-01
4.9809517589e+02	2.6633715630e-01	1.5687211666e-01
4.9851488533e+02	2.8256726265e-01	1.5363834459e-01
4.9893459477e+02	2.9834944010e-01	1.5243850367e-01
4.9935430421e+02	3.1419613957e-01	1.5353429190e-01
4.9977401365e+02	3.2970991731e-01	1.5675113091e-01
5.0019372309e+02	3.4547036886e-01	1.6210236544e-01
5.0061343253e+02	3.6238098145e-01	1.6955866661e-01
5.0103314197e+02	3.7759411335e-01	1.7921767812e-01
5.0145285141e+02	3.9399418235e-01	1.9086896420e-01
5.0187256086e+02	4.0747109056e-01	2.0422712118e-01
5.0229227030e+02	4.2451554537e-01	2.1909374388e-01
5.0271197974e+02	4.3737190962e-01	2.3524791917e-01
5.0313168918e+02	4.5111921430e-01	2.5254082221e-01
5.0355139862e+02	4.6368557215e-01	2.7062578540e-01
5.0397110806e+02	4.7748079896e-01	2.8923437022e-01
5.0439081750e+02	4.9017283320e-01	3.0814906546e-01
5.0481052694e+02	5.0161665678e-01	3.2717102253e-01
5.0523023639e+02	5.1424121857e-01	3.4610361002e-01
5.0564994583e+02	5.2622628212e-01	3.6477750644e-01
5.0606965527e+02	5.3704077005e-01	3.8307745651e-01
5.0648936471e+02	5.4756993055e-01	4.0090652682e-01
5.0690907415e+02	5.5783766508e-01	4.1818937981e-01
5.0732878359e+02	5.6961154938e-01	4.3485026851e-01
5.0774849303e+02	5.8105021715e-01	4.5080196620e-01
5.0816820247e+02	5.9106278419e-01	4.6608658766e-01
5.0858791192e+02	6.0224968195e-01	4.8069542386e-01
5.0900762136e+02	6.1279320717e-01	4.9462913125e-01
5.0942733080e+02	6.2153768539e-01	5.0789587989e-01
5.0984704024e+02	6.3312089443e-01	5.2046999804e-01
5.1026674968e+02	6.4105689526e-01	5.3237389865e-01
5.1068645912e+02	6.5011960268e-01	5.4367148300e-01
5.1110616856e+02	6.5834820271e-01	5.5438753917e-01
5.1152587800e+02	6.6684496403e-01	5.6454824268e-01
5.1194558744e+02	6.7555856705e-01	5.7418056474e-01
5.1236529689e+02	6.8015664816e-01	5.8329143286e-01
5.1278500633e+02	6.8785440922e-01	5.9189655225e-01
5.1320471577e+02	6.9371885061e-01	6.0006040012e-01
5.1362442521e+02	6.9750034809e-01	6.0780869430e-01
5.1404413465e+02	7.0271390676e-01	6.1516612382e-01
5.1446384409e+02	7.0707595348e-01	6.2215615461e-01
5.1488355353e+02	7.1335625648e-01	6.2880087387e-01
5.1530326297e+02	7.1563434601e-01	6.3509590115e-01
5.1572297242e+02	7.1879565716e-01	6.4107938162e-01
5.1614268186e+02	7.2296154499e-01	6.4677804976e-01
5.1656239130e+02	7.2495597601e-01	6.5220749393e-01
5.1698210074e+02	7.2800916433e-01	6.5738196828e-01
5.1740181018e+02	7.3070162535e-01	6.6231455392e-01
5.1782151962e+02	7.3298978806e-01	6.6701733920e-01
5.1824122906e+02	7.3610377312e-01	6.7149126593e-01
5.1866093850e+02	7.3775362968e-01	6.7574766748e-01
5.1908064795e+02	7.4003648758e-01	6.7980824871e-01
5.1950035739e+02	7.4247795343e-01	6.8368257467e-01
5.1992006683e+02	7.4444228411e-01	6.8737983926e-01
5.2033977627e+02	7.4586087465e-01	6.9090887093e-01
5.2075948571e+02	7.4794107676e-01	6.9427811754e-01
5.2117919515e+02	7.5065690279e-01	6.9749562186e-01
5.2159890459e+02	7.5198298693e-01	7.0056374953e-01
5.2201861403e+02	7.5308310986e-01	7.0348819492e-01
5.2243832347e+02	7.5411117077e-01	7.0628360273e-01
5.2285803292e+02	7.5625723600e-01	7.0895616231e-01
5.2327774236e+02	7.5720435381e-01	7.1151166757e-01
5.2369745180e+02	7.5866711140e-01	7.1395554939e-01
5.2411716124e+02	7.5970226526e-01	7.1629290995e-01
5.2453687068e+02	7.6011997461e-01	7.1852855579e-01
5.2495658012e+02	7.5962078571e-01	7.2066702750e-01
5.2537628956e+02	7.6146280766e-01	7.2271132284e-01
5.2579599900e+02	7.6012670994e-01	7.2466114984e-01
5.2621570845e+02	7.6297640800e-01	7.2652670172e-01
5.2663541789e+02	7.6224529743e-01	7.2831161487e-01
5.2705512733e+02	7.6359814405e-01	7.3001934742e-01
5.2747483677e+02	7.6327347755e-01	7.3165318730e-01
5.2789454621e+02	7.6448833942e-01	7.3321625949e-01
5.2831425565e+02	7.6446175575e-01	7.3471153293e-01
5.2873396509e+02	7.6451522112e-01	7.3614182745e-01
5.2915367453e+02	7.6480126381e-01	7.3750982089e-01
5.2957338398e+02	7.6404911280e-01	7.3881805658e-01
5.2999309342e+02	7.6535105705e-01	7.4006845225e-01
5.3041280286e+02	7.6455479860e-01	7.4126067556e-01
5.3083251230e+02	7.6424795389e-01	7.4240036826e-01
5.3125222174e+02	7.6567518711e-01	7.4348959403e-01
5.3167193118e+02	7.6576417685e-01	7.4453032575e-01
5.3209164062e+02	7.6510721445e-01	7.4552445382e-01
5.3251135006e+02	7.6512223482e-01	7.4647379434e-01
5.3293105950e+02	7.6597797871e-01	7.4738009687e-01
5.3335076895e+02	7.6563829184e-01	7.4824505184e-01
5.3377047839e+02	7.6650446653e-01	7.4907029734e-01
5.3419018783e+02	7.6706361771e-01	7.4985742541e-01
5.3460989727e+02	7.6766300201e-01	7.5060798756e-01
5.3502960671e+02	7.6879531145e-01	7.5132349965e-01
5.3544931615e+02	7.6901614666e-01	7.5200544602e-01
5.3586902559e+02	7.6767408848e-01	7.5265528281e-01
5.3628873503e+02	7.6930069923e-01	7.5327360549e-01
5.3670844448e+02	7.6986366510e-01	7.5386214841e-01
5.3712815392e+02	7.7014726400e-01	7.5442296366e-01
5.3754786336e+02	7.7114301920e-01	7.5495740632e-01
5.3796757280e+02	7.7035766840e-01	7.5546680942e-01
5.3838728224e+02	7.7146089077e-01	7.5595248329e-01
5.3880699168e+02	7.7143669128e-01	7.5641571450e-01
5.3922670112e+02	7.7199476957e-01	7.5685776456e-01
5.3964641056e+02	7.7157372236e-01	7.5727986823e-01
5.4006612001e+02	7.7038317919e-01	7.5768323182e-01
5.4048582945e+02	7.7223712206e-01	7.5806903128e-01
5.4090553889e+02	7.7140867710e-01	7.5843841037e-01
5.4132524833e+02	7.7203828096e-01	7.5879247884e-01
5.4174495777e+02	7.7205729485e-01	7.5913231073e-01
5.4216466721e+02	7.7271264791e-01	7.5945894280e-01
5.4258437665e+02	7.7216535807e-01	7.5977337318e-01
5.4300408609e+02	7.7265661955e-01	7.6007656021e-01
5.4342379553e+02	7.7303713560e-01	7.6036942158e-01
5.4384350498e+02	7.7307790518e-01	7.6065283361e-01
5.4426321442e+02	7.7249962091e-01	7.6092763086e-01
5.4468292386e+02	7.7259743214e-01	7.6119460600e-01
5.4510263330e+02	7.7260613441e-01	7.6145450983e-01
5.4552234274e+02	7.7278745174e-01	7.6170805163e-01
5.4594205218e+02	7.7253907919e-01	7.6195589964e-01
5.4636176162e+02	7.7405619621e-01	7.6219868176e-01
5.4678147106e+02	7.7293103933e-01	7.6243698641e-01
5.4720118051e+02	7.7292299271e-01	7.6267136355e-01
5.4762088995e+02	7.7302092314e-01	7.6290232582e-01
5.4804059939e+02	7.7380079031e-01	7.6313034975e-01
5.4846030883e+02	7.7401661873e-01	7.6335587709e-01
5.4888001827e+02	7.7383220196e-01	7.6357931621e-01
5.4929972771e+02	7.7411550283e-01	7.6380104350e-01
5.4971943715e+02	7.7468484640e-01	7.6402140483e-01
5.5013914659e+02	7.7465522289e-01	7.6424071704e-01
5.5055885604e+02	7.7629929781e-01	7.6445926936e-01
5.5097856548e+02	7.7744626999e-01	7.6467732491e-01
5.5139827492e+02	7.7656757832e-01	7.6489512215e-01
5.5181798436e+02	7.7616721392e-01	7.6511287624e-01
5.5223769380e+02	7.7768039703e-01	7.6533078044e-01
5.5265740324e+02	7.7825987339e-01	7.6554900745e-01
5.5307711268e+02	7.7751082182e-01	7.6576771072e-01
5.5349682212e+02	7.7794635296e-01	7.6598702565e-01
5.5391653156e+02	7.7836507559e-01	7.6620707080e-01
5.5433624101e+02	7.7857422829e-01	7.6642794908e-01
5.5475595045e+02	7.7849072218e-01	7.6664974876e-01
5.5517565989e+02	7.7816992998e-01	7.6687254459e-01
5.5559536933e+02	7.7820050716e-01	7.6709639875e-01
5.5601507877e+02	7.7889436483e-01	7.6732136181e-01
5.5643478821e+02	7.7887988091e-01	7.6754747360e-01
5.5685449765e+02	7.7798688412e-01	7.6777476409e-01
5.5727420709e+02	7.7917778492e-01	7.6800325415e-01
5.5769391654e+02	7.7791351080e-01	7.6823295634e-01
5.5811362598e+02	7.7890998125e-01	7.6846387560e-01
5.5853333542e+02	7.7924746275e-01	7.6869600995e-01
5.5895304486e+02	7.7808940411e-01	7.6892935108e-01
5.5937275430e+02	7.7814906836e-01	7.6916388499e-01
5.5979246374e+02	7.7895617485e-01	7.6939959252e-01
5.6021217318e+02	7.7761387825e-01	7.6963644992e-01
5.6063188262e+02	7.7776515484e-01	7.6987442929e-01
5.6105159207e+02	7.7779781818e-01	7.7011349909e-01
5.6147130151e+02	7.7795451880e-01	7.7035362455e-01
5.6189101095e+02	7.7780848742e-01	7.7059476811e-01
5.6231072039e+02	7.7754688263e-01	7.7083688978e-01
5.6273042983e+02	7.7677351236e-01	7.7107994751e-01
5.6315013927e+02	7.7652001381e-01	7.7132389752e-01
5.6356984871e+02	7.7636986971e-01	7.7156869464e-01
5.6398955815e+02	7.7673518658e-01	7.7181429257e-01
5.6440926759e+02	7.7676713467e-01	7.7206064419e-01
5.6482897704e+02	7.7539730072e-01	7.7230770178e-01
5.6524868648e+02	7.7617412806e-01	7.7255541728e-01
5.6566839592e+02	7.7620905638e-01	7.7280374252e-01
5.6608810536e+02	7.7559840679e-01	7.7305262940e-01
5.6650781480e+02	7.7642554045e-01	7.7330204218e-01
5.6692752424e+02	7.7674520016e-01	7.7355193348e-01
5.6734723368e+02	7.7634906769e-01	7.7380223913e-01
5.6776694312e+02	7.7648919821e-01	7.7405291301e-01
5.6818665257e+02	7.7737706900e-01	7.7430390993e-01
5.6860636201e+02	7.7813613415e-01	7.7455518573e-01
5.6902607145e+02	7.7749961615e-01	7.7480669745e-01
5.6944578089e+02	7.7782112360e-01	7.7505840335e-01
5.6986549033e+02	7.7861976624e-01	7.7531026304e-01
5.7028519977e+02	7.7916389704e-01	7.7556223754e-01
5.7070490921e+02	7.7936601639e-01	7.7581428932e-01
5.7112461865e+02	7.7930688858e-01	7.7606638242e-01
5.7154432810e+02	7.7977710962e-01	7.7631848240e-01
5.7196403754e+02	7.8066217899e-01	7.7657055645e-01
5.7238374698e+02	7.8156703711e-01	7.7682257337e-01
5.7280345642e+02	7.8238302469e-01	7.7707450359e-01
5.7322316586e+02	7.8316235542e-01	7.7732630793e-01
5.7364287530e+02	7.8229653835e-01	7.7757796490e-01
5.7406258474e+02	7.8395766020e-01	7.7782945153e-01
