wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973712158e+02	8.6819225550e-01	8.3551591635e-01	8.0211305618e-01
3.8015682983e+02	8.6589813232e-01	8.3615463972e-01	8.0022019148e-01
3.8057653809e+02	8.6354404688e-01	8.3668130636e-01	7.9834097624e-01
3.8099624634e+02	8.6112803221e-01	8.3697140217e-01	7.9562503099e-01
3.8141595459e+02	8.5864794254e-01	8.3702570200e-01	7.9333508015e-01
3.8183566284e+02	8.5610163212e-01	8.3693993092e-01	7.9215657711e-01
3.8225537109e+02	8.5348683596e-01	8.3668392897e-01	7.9013752937e-01
3.8267507935e+02	8.5080122948e-01	8.3606708050e-01	7.8757762909e-01
3.8309478760e+02	8.4804230928e-01	8.3534133434e-01	7.8592526913e-01
3.8351449585e+02	8.4520757198e-01	8.3446997404e-01	7.8410702944e-01
3.8393420410e+02	8.4229427576e-01	8.3360457420e-01	7.8187870979e-01
3.8435391235e+02	8.3929985762e-01	8.3256137371e-01	7.7997648716e-01
3.8477362061e+02	8.3622127771e-01	8.3118116856e-01	7.7917015553e-01
3.8519332886e+02	8.3305561543e-01	8.3000087738e-01	7.7741426229e-01
3.8561303711e+02	8.2979977131e-01	8.2874667645e-01	7.7355277538e-01
3.8603274536e+02	8.2645058632e-01	8.2702809572e-01	7.7136868238e-01
3.8645245361e+02	8.2300460339e-01	8.2527643442e-01	7.7051413059e-01
3.8687216187e+02	8.1945842505e-01	8.2339012623e-01	7.6794266701e-01
3.8729187012e+02	8.1580829620e-01	8.2154846191e-01	7.6649695635e-01
3.8771157837e+02	8.1205058098e-01	8.1927680969e-01	7.6437127590e-01
3.8813131714e+02	8.0818104744e-01	8.1734734774e-01	7.6313805580e-01
3.8855102539e+02	8.0419605970e-01	8.1525224447e-01	7.6128524542e-01
3.8897073364e+02	8.0009120703e-01	8.1303453445e-01	7.5823581219e-01
3.8939044189e+02	7.9586201906e-01	8.1046235561e-01	7.5650352240e-01
3.8981015015e+02	7.9150396585e-01	8.0787003040e-01	7.5432980061e-01
3.9022985840e+02	7.8701221943e-01	8.0535119772e-01	7.5275534391e-01
3.9064956665e+02	7.8238189220e-01	8.0282533169e-01	7.5104314089e-01
3.9106927490e+02	7.7760779858e-01	7.9997152090e-01	7.4861234426e-01
3.9148898315e+02	7.7268457413e-01	7.9753363132e-01	7.4830913544e-01
3.9190869141e+02	7.6760667562e-01	7.9452925920e-01	7.4629807472e-01
3.9232839966e+02	7.6236838102e-01	7.9151982069e-01	7.4478495121e-01
3.9274810791e+02	7.5696378946e-01	7.8874486685e-01	7.4474525452e-01
3.9316781616e+02	7.5138658285e-01	7.8552556038e-01	7.4195939302e-01
3.9358752441e+02	7.4563050270e-01	7.8254026175e-01	7.4103957415e-01
3.9400723267e+02	7.3968887329e-01	7.7920204401e-01	7.3955076933e-01
3.9442694092e+02	7.3355489969e-01	7.7562069893e-01	7.4002432823e-01
3.9484664917e+02	7.2722142935e-01	7.7214950323e-01	7.3730129004e-01
3.9526635742e+02	7.2068130970e-01	7.6854985952e-01	7.3646867275e-01
3.9568606567e+02	7.1392691135e-01	7.6507472992e-01	7.3445671797e-01
3.9610577393e+02	7.0695066452e-01	7.6148790121e-01	7.3367089033e-01
3.9652548218e+02	6.9974452257e-01	7.5691020489e-01	7.3051518202e-01
3.9694519043e+02	6.9230037928e-01	7.5334507227e-01	7.2901642323e-01
3.9736489868e+02	6.8461000919e-01	7.4999207258e-01	7.2771984339e-01
3.9778460693e+02	6.7666488886e-01	7.4504971504e-01	7.2632753849e-01
3.9820431519e+02	6.6845631599e-01	7.3994404078e-01	7.2466629744e-01
3.9862402344e+02	6.5997564793e-01	7.3519921303e-01	7.2210526466e-01
3.9904376221e+02	6.5121322870e-01	7.3125511408e-01	7.2058928013e-01
3.9946347046e+02	6.4216154814e-01	7.2590160370e-01	7.1903157234e-01
3.9988317871e+02	6.3281089067e-01	7.2157835960e-01	7.1766215563e-01
4.0030288696e+02	6.2315237522e-01	7.1628493071e-01	7.1456283331e-01
4.0072259521e+02	6.1317718029e-01	7.1094393730e-01	7.1292352676e-01
4.0114230347e+02	6.0287648439e-01	7.0525407791e-01	7.0894992352e-01
4.0156201172e+02	5.9224182367e-01	7.0006048679e-01	7.0568174124e-01
4.0198171997e+02	5.8126503229e-01	6.9415706396e-01	7.0247977972e-01
4.0240142822e+02	5.6993824244e-01	6.8714994192e-01	7.0008111000e-01
4.0282113647e+02	5.5825418234e-01	6.7833787203e-01	6.9410181046e-01
4.0324084473e+02	5.4620623589e-01	6.7272073030e-01	6.9039714336e-01
4.0366055298e+02	5.3378850222e-01	6.6663116217e-01	6.8427580595e-01
4.0408026123e+02	5.2099597454e-01	6.5880787373e-01	6.7891520262e-01
4.0449996948e+02	5.0782489777e-01	6.5037214756e-01	6.7263573408e-01
4.0491967773e+02	4.9427279830e-01	6.4185398817e-01	6.6479486227e-01
4.0533938599e+02	4.8033863306e-01	6.3498395681e-01	6.5689253807e-01
4.0575909424e+02	4.6602320671e-01	6.2539142370e-01	6.5145647526e-01
4.0617880249e+02	4.5132932067e-01	6.1658257246e-01	6.4120894670e-01
4.0659851074e+02	4.3626213074e-01	6.0672342777e-01	6.2885838747e-01
4.0701821899e+02	4.2082935572e-01	5.9636646509e-01	6.1958414316e-01
4.0743792725e+02	4.0504160523e-01	5.8621686697e-01	6.0427099466e-01
4.0785763550e+02	3.8891282678e-01	5.7271677256e-01	5.9023529291e-01
4.0827734375e+02	3.7246048450e-01	5.6277406216e-01	5.7686966658e-01
4.0869705200e+02	3.5570606589e-01	5.5341690779e-01	5.6188493967e-01
4.0911676025e+02	3.3867534995e-01	5.3872984648e-01	5.4656440020e-01
4.0953649902e+02	3.2139745355e-01	5.2764439583e-01	5.3391247988e-01
4.0995620728e+02	3.0391034484e-01	5.1409339905e-01	5.1413750648e-01
4.1037591553e+02	2.8625354171e-01	4.9847343564e-01	4.9995100498e-01
4.1079562378e+02	2.6847338676e-01	4.8420682549e-01	4.8301118612e-01
4.1121533203e+02	2.5062197447e-01	4.7006490827e-01	4.6421703696e-01
4.1163504028e+02	2.3275743425e-01	4.5702725649e-01	4.4809332490e-01
4.1205474854e+02	2.1494391561e-01	4.3853995204e-01	4.2919936776e-01
4.1247445679e+02	1.9725155830e-01	4.2269179225e-01	4.0962776542e-01
4.1289416504e+02	1.7975634336e-01	4.0512752533e-01	3.9211049676e-01
4.1331387329e+02	1.6253986955e-01	3.8840845227e-01	3.7203422189e-01
4.1373358154e+02	1.4568878710e-01	3.7054502964e-01	3.5238534212e-01
4.1415328979e+02	1.2929430604e-01	3.5339909792e-01	3.3128505945e-01
4.1457299805e+02	1.1345138401e-01	3.3346822858e-01	3.0933982134e-01
4.1499270630e+02	9.8257705569e-02	3.1699058414e-01	2.9047194123e-01
4.1541241455e+02	8.3812654018e-02	2.9999533296e-01	2.7103775740e-01
4.1583212280e+02	7.0215918124e-02	2.7839866281e-01	2.5068399310e-01
4.1625183105e+02	5.7566132396e-02	2.6005879045e-01	2.3224540055e-01
4.1667153931e+02	4.5959260315e-02	2.4196170270e-01	2.1387097239e-01
4.1709124756e+02	3.5486984998e-02	2.2398659587e-01	1.9744056463e-01
4.1751095581e+02	2.6235032827e-02	2.0530354977e-01	1.8379175663e-01
4.1793066406e+02	1.8281513825e-02	1.9223263860e-01	1.7077000439e-01
4.1835037231e+02	1.1695336550e-02	1.7891944945e-01	1.6391150653e-01
4.1877008057e+02	6.5347403288e-03	1.6749197245e-01	1.5474042296e-01
4.1918978882e+02	2.8460233007e-03	1.5959951282e-01	1.5111492574e-01
4.1960949707e+02	6.6249520751e-04	1.5716516972e-01	1.5012666583e-01
