wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.5080029964e-01	8.4796404839e-01	9.6080458164e-01
3.8015682291e+02	9.5027691126e-01	8.4410125017e-01	9.6081638336e-01
3.8057653235e+02	9.4974482059e-01	8.4063506126e-01	9.6063613892e-01
3.8099624179e+02	9.4920390844e-01	8.3708131313e-01	9.6013164520e-01
3.8141595123e+02	9.4865393639e-01	8.3384156227e-01	9.5955628157e-01
3.8183566067e+02	9.4809466600e-01	8.3099651337e-01	9.5846199989e-01
3.8225537011e+02	9.4752591848e-01	8.2812553644e-01	9.5727372169e-01
3.8267507956e+02	9.4694751501e-01	8.2537299395e-01	9.5568794012e-01
3.8309478900e+02	9.4635915756e-01	8.2225388288e-01	9.5381540060e-01
3.8351449844e+02	9.4576066732e-01	8.1952840090e-01	9.5214998722e-01
3.8393420788e+02	9.4515174627e-01	8.1690144539e-01	9.4980740547e-01
3.8435391732e+02	9.4453227520e-01	8.1427967548e-01	9.4724088907e-01
3.8477362676e+02	9.4390189648e-01	8.1159633398e-01	9.4486021996e-01
3.8519333620e+02	9.4326043129e-01	8.0906146765e-01	9.4223076105e-01
3.8561304564e+02	9.4260752201e-01	8.0628943443e-01	9.3933331966e-01
3.8603275508e+02	9.4194298983e-01	8.0377888680e-01	9.3653249741e-01
3.8645246453e+02	9.4126647711e-01	8.0142909288e-01	9.3339389563e-01
3.8687217397e+02	9.4057780504e-01	7.9895454645e-01	9.3033993244e-01
3.8729188341e+02	9.3987655640e-01	7.9660290480e-01	9.2690622807e-01
3.8771159285e+02	9.3916249275e-01	7.9475510120e-01	9.2374157906e-01
3.8813130229e+02	9.3843531609e-01	7.9253906012e-01	9.2006790638e-01
3.8855101173e+02	9.3769466877e-01	7.9079985619e-01	9.1663670540e-01
3.8897072117e+02	9.3694019318e-01	7.8899729252e-01	9.1276472807e-01
3.8939043061e+02	9.3617165089e-01	7.8769499063e-01	9.0938013792e-01
3.8981014006e+02	9.3538856506e-01	7.8657215834e-01	9.0567195415e-01
3.9022984950e+02	9.3459063768e-01	7.8539848328e-01	9.0161615610e-01
3.9064955894e+02	9.3377745152e-01	7.8475576639e-01	8.9767932892e-01
3.9106926838e+02	9.3294864893e-01	7.8384423256e-01	8.9348489046e-01
3.9148897782e+02	9.3210387230e-01	7.8362846375e-01	8.8907426596e-01
3.9190868726e+02	9.3124264479e-01	7.8345054388e-01	8.8490039110e-01
3.9232839670e+02	9.3036454916e-01	7.8369277716e-01	8.8029283285e-01
3.9274810614e+02	9.2946916819e-01	7.8362292051e-01	8.7622314692e-01
3.9316781559e+02	9.2855602503e-01	7.8400534391e-01	8.7205100060e-01
3.9358752503e+02	9.2762470245e-01	7.8477865458e-01	8.6737883091e-01
3.9400723447e+02	9.2667466402e-01	7.8538048267e-01	8.6260575056e-01
3.9442694391e+02	9.2570543289e-01	7.8631448746e-01	8.5805428028e-01
3.9484665335e+02	9.2471647263e-01	7.8725695610e-01	8.5349124670e-01
3.9526636279e+02	9.2370730639e-01	7.8846460581e-01	8.4852248430e-01
3.9568607223e+02	9.2267733812e-01	7.9012769461e-01	8.4361761808e-01
3.9610578167e+02	9.2162597179e-01	7.9152834415e-01	8.3948409557e-01
3.9652549111e+02	9.2055267096e-01	7.9327011108e-01	8.3444505930e-01
3.9694520056e+02	9.1945683956e-01	7.9505276680e-01	8.2948464155e-01
3.9736491000e+02	9.1833788157e-01	7.9672360420e-01	8.2487314939e-01
3.9778461944e+02	9.1719502211e-01	7.9912692308e-01	8.1988185644e-01
