wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.4176042080e-01	8.6010849476e-01
3.8015682983e+02	9.4116467237e-01	8.5936057568e-01
3.8057653809e+02	9.4055950642e-01	8.5852795839e-01
3.8099624634e+02	9.3994474411e-01	8.5686570406e-01
3.8141595459e+02	9.3932020664e-01	8.5575425625e-01
3.8183566284e+02	9.3868565559e-01	8.5438472033e-01
3.8225537109e+02	9.3804079294e-01	8.5294955969e-01
3.8267507935e+02	9.3738549948e-01	8.5228377581e-01
3.8309478760e+02	9.3671953678e-01	8.5036909580e-01
3.8351449585e+02	9.3604266644e-01	8.4912580252e-01
3.8393420410e+02	9.3535459042e-01	8.4955984354e-01
3.8435391235e+02	9.3465507030e-01	8.4656310081e-01
3.8477362061e+02	9.3394392729e-01	8.4579068422e-01
3.8519332886e+02	9.3322080374e-01	8.4452605247e-01
3.8561303711e+02	9.3248552084e-01	8.4492373466e-01
3.8603274536e+02	9.3173772097e-01	8.4353476763e-01
3.8645245361e+02	9.3097710609e-01	8.4353965521e-01
3.8687216187e+02	9.3020349741e-01	8.4201675653e-01
3.8729187012e+02	9.2941647768e-01	8.4097737074e-01
3.8771157837e+02	9.2861574888e-01	8.3976590633e-01
3.8813131714e+02	9.2780101299e-01	8.3829647303e-01
3.8855102539e+02	9.2697191238e-01	8.3832073212e-01
3.8897073364e+02	9.2612820864e-01	8.3712750673e-01
3.8939044189e+02	9.2526948452e-01	8.3387994766e-01
3.8981015015e+02	9.2439532280e-01	8.3404618502e-01
3.9022985840e+02	9.2350542545e-01	8.3362960815e-01
3.9064956665e+02	9.2259937525e-01	8.3194708824e-01
3.9106927490e+02	9.2167675495e-01	8.3149731159e-01
3.9148898315e+02	9.2073726654e-01	8.3167123795e-01
3.9190869141e+02	9.1978037357e-01	8.2952266932e-01
3.9232839966e+02	9.1880565882e-01	8.2986581326e-01
3.9274810791e+02	9.1781270504e-01	8.2918250561e-01
3.9316781616e+02	9.1680109501e-01	8.2800883055e-01
3.9358752441e+02	9.1577029228e-01	8.2678222656e-01
3.9400723267e+02	9.1471982002e-01	8.2653176785e-01
3.9442694092e+02	9.1364920139e-01	8.2583516836e-01
3.9484664917e+02	9.1255784035e-01	8.2549285889e-01
3.9526635742e+02	9.1144531965e-01	8.2552683353e-01
3.9568606567e+02	9.1031098366e-01	8.2319080830e-01
3.9610577393e+02	9.0915429592e-01	8.2349205017e-01
3.9652548218e+02	9.0797472000e-01	8.2299160957e-01
3.9694519043e+02	9.0677154064e-01	8.2134705782e-01
3.9736489868e+02	9.0554422140e-01	8.2103627920e-01
3.9778460693e+02	9.0429204702e-01	8.2018214464e-01
3.9820431519e+02	9.0301442146e-01	8.1874734163e-01
3.9862402344e+02	9.0171051025e-01	8.1818467379e-01
3.9904376221e+02	9.0037965775e-01	8.1944561005e-01
3.9946347046e+02	8.9902126789e-01	8.1928288937e-01
3.9988317871e+02	8.9763438702e-01	8.1789255142e-01
4.0030288696e+02	8.9621835947e-01	8.1695431471e-01
4.0072259521e+02	8.9477223158e-01	8.1646102667e-01
4.0114230347e+02	8.9329522848e-01	8.1538099051e-01
4.0156201172e+02	8.9178651571e-01	8.1380170584e-01
4.0198171997e+02	8.9024507999e-01	8.1450372934e-01
4.0240142822e+02	8.8867002726e-01	8.1309199333e-01
4.0282113647e+02	8.8706040382e-01	8.1231892109e-01
4.0324084473e+02	8.8541519642e-01	8.1068259478e-01
4.0366055298e+02	8.8373333216e-01	8.1015819311e-01
4.0408026123e+02	8.8201379776e-01	8.1024515629e-01
4.0449996948e+02	8.8025534153e-01	8.0639630556e-01
4.0491967773e+02	8.7845695019e-01	8.0513995886e-01
4.0533938599e+02	8.7661731243e-01	8.0312705040e-01
4.0575909424e+02	8.7473523617e-01	8.0298423767e-01
4.0617880249e+02	8.7280941010e-01	7.9972451925e-01
4.0659851074e+02	8.7083852291e-01	7.9900479317e-01
4.0701821899e+02	8.6882114410e-01	7.9531806707e-01
4.0743792725e+02	8.6675584316e-01	7.9445511103e-01
4.0785763550e+02	8.6464107037e-01	7.9229164124e-01
4.0827734375e+02	8.6247539520e-01	7.8851121664e-01
4.0869705200e+02	8.6025714874e-01	7.8460341692e-01
4.0911676025e+02	8.5798466206e-01	7.8385603428e-01
4.0953649902e+02	8.5565602779e-01	7.8073483706e-01
4.0995620728e+02	8.5326981544e-01	7.7722364664e-01
4.1037591553e+02	8.5082387924e-01	7.7454000711e-01
4.1079562378e+02	8.4831643105e-01	7.7345746756e-01
4.1121533203e+02	8.4574532509e-01	7.7287924290e-01
4.1163504028e+02	8.4310853481e-01	7.6851361990e-01
4.1205474854e+02	8.4040391445e-01	7.6463055611e-01
4.1247445679e+02	8.3762913942e-01	7.6199650764e-01
4.1289416504e+02	8.3478188515e-01	7.5911605358e-01
4.1331387329e+02	8.3185976744e-01	7.5593745708e-01
4.1373358154e+02	8.2886016369e-01	7.5420653820e-01
4.1415328979e+02	8.2578051090e-01	7.5213891268e-01
4.1457299805e+02	8.2261800766e-01	7.4736863375e-01
4.1499270630e+02	8.1936985254e-01	7.4348539114e-01
4.1541241455e+02	8.1603312492e-01	7.4019986391e-01
4.1583212280e+02	8.1260472536e-01	7.3642426729e-01
4.1625183105e+02	8.0908143520e-01	7.3198086023e-01
4.1667153931e+02	8.0545991659e-01	7.2992110252e-01
4.1709124756e+02	8.0173683167e-01	7.2425711155e-01
4.1751095581e+02	7.9790842533e-01	7.2356176376e-01
4.1793066406e+02	7.9397118092e-01	7.1880477667e-01
4.1835037231e+02	7.8992104530e-01	7.1781069040e-01
4.1877008057e+02	7.8575414419e-01	7.1343374252e-01
4.1918978882e+02	7.8146618605e-01	7.0908433199e-01
4.1960949707e+02	7.7705287933e-01	7.0598810911e-01
4.2002920532e+02	7.7250975370e-01	7.0322185755e-01
4.2044894409e+02	7.6783174276e-01	6.9504672289e-01
4.2086865234e+02	7.6301473379e-01	6.9269496202e-01
4.2128836060e+02	7.5805336237e-01	6.8851917982e-01
4.2170806885e+02	7.5294232368e-01	6.8597203493e-01
4.2212777710e+02	7.4767631292e-01	6.7778843641e-01
4.2254748535e+02	7.4224972725e-01	6.7478150129e-01
4.2296719360e+02	7.3665672541e-01	6.6724568605e-01
4.2338690186e+02	7.3089134693e-01	6.6298127174e-01
4.2380661011e+02	7.2494739294e-01	6.5535849333e-01
4.2422631836e+02	7.1881848574e-01	6.4730626345e-01
4.2464602661e+02	7.1249800920e-01	6.3882219791e-01
4.2506573486e+02	7.0597922802e-01	6.3035327196e-01
4.2548544312e+02	6.9925504923e-01	6.2237352133e-01
4.2590515137e+02	6.9231832027e-01	6.1500841379e-01
4.2632485962e+02	6.8516170979e-01	6.0892289877e-01
4.2674456787e+02	6.7777764797e-01	5.9972524643e-01
4.2716427612e+02	6.7015838623e-01	5.8814245462e-01
4.2758398438e+02	6.6229605675e-01	5.8122110367e-01
4.2800369263e+02	6.5418261290e-01	5.7150489092e-01
4.2842340088e+02	6.4581006765e-01	5.6065535545e-01
4.2884310913e+02	6.3717007637e-01	5.5235517025e-01
4.2926281738e+02	6.2825441360e-01	5.4381465912e-01
4.2968252563e+02	6.1905479431e-01	5.3593605757e-01
4.3010223389e+02	6.0956305265e-01	5.2373689413e-01
4.3052194214e+02	5.9977090359e-01	5.1907712221e-01
4.3094165039e+02	5.8967036009e-01	5.1085811853e-01
4.3136138916e+02	5.7925283909e-01	5.0040990114e-01
4.3178109741e+02	5.6851226091e-01	4.9117907882e-01
4.3220080566e+02	5.5744075775e-01	4.8252499104e-01
4.3262051392e+02	5.4603165388e-01	4.7398895025e-01
4.3304022217e+02	5.3427881002e-01	4.6526351571e-01
4.3345993042e+02	5.2217692137e-01	4.5803165436e-01
4.3387963867e+02	5.0972151756e-01	4.5043596625e-01
4.3429934692e+02	4.9690899253e-01	4.3630403280e-01
4.3471905518e+02	4.8373723030e-01	4.2752009630e-01
4.3513876343e+02	4.7020536661e-01	4.1509959102e-01
4.3555847168e+02	4.5631420612e-01	4.0595081449e-01
4.3597817993e+02	4.4206637144e-01	3.9154511690e-01
4.3639788818e+02	4.2746669054e-01	3.7795007229e-01
4.3681759644e+02	4.1252234578e-01	3.6805739999e-01
4.3723730469e+02	3.9724317193e-01	3.5515993834e-01
4.3765701294e+02	3.8164207339e-01	3.4035667777e-01
4.3807672119e+02	3.6573520303e-01	3.2543671131e-01
4.3849642944e+02	3.4954240918e-01	3.1285652518e-01
4.3891613770e+02	3.3308744431e-01	2.9517453909e-01
4.3933584595e+02	3.1639844179e-01	2.8245487809e-01
4.3975555420e+02	2.9950809479e-01	2.6988318563e-01
4.4017526245e+02	2.8245398402e-01	2.5463473797e-01
4.4059497070e+02	2.6527893543e-01	2.4010773003e-01
4.4101467896e+02	2.4803107977e-01	2.2671665251e-01
4.4143438721e+02	2.3076413572e-01	2.1323104203e-01
4.4185412598e+02	2.1353618801e-01	1.9728535414e-01
4.4227383423e+02	1.9641469419e-01	1.8537209928e-01
4.4269354248e+02	1.7946881056e-01	1.7107184231e-01
4.4311325073e+02	1.6277424991e-01	1.6039861739e-01
4.4353295898e+02	1.4641155303e-01	1.4742799103e-01
4.4395266724e+02	1.3046561182e-01	1.3968330622e-01
4.4437237549e+02	1.1502493918e-01	1.2867648900e-01
4.4479208374e+02	1.0018084198e-01	1.1640449613e-01
4.4521179199e+02	8.6026348174e-02	1.0800230503e-01
4.4563150024e+02	7.2655044496e-02	9.8990298808e-02
4.4605120850e+02	6.0159746557e-02	9.1366305947e-02
4.4647091675e+02	4.8631053418e-02	8.2879960537e-02
4.4689062500e+02	3.8155805320e-02	7.7518112957e-02
4.4731033325e+02	2.8815515339e-02	6.9381378591e-02
4.4773004150e+02	2.0684780553e-02	6.4476788044e-02
4.4814974976e+02	1.3829761185e-02	6.0091231018e-02
