Epoch 0 | Train Loss: 94.171331 | Val Loss: 82.104935
Epoch 1 | Train Loss: 69.339994 | Val Loss: 211.863571
Epoch 2 | Train Loss: 62.745367 | Val Loss: 69.460373
Epoch 3 | Train Loss: 57.220217 | Val Loss: 69.307610
Epoch 4 | Train Loss: 53.764659 | Val Loss: 50.814064
Epoch 5 | Train Loss: 49.848859 | Val Loss: 47.111958
Epoch 6 | Train Loss: 48.941256 | Val Loss: 121.003990
Epoch 7 | Train Loss: 50.175923 | Val Loss: 53.006393
Epoch 8 | Train Loss: 47.427964 | Val Loss: 50.351410
Epoch 9 | Train Loss: 47.355760 | Val Loss: 76.345650
Epoch 10 | Train Loss: 46.685446 | Val Loss: 44.262001
Epoch 11 | Train Loss: 43.392092 | Val Loss: 43.025501
Epoch 12 | Train Loss: 43.694643 | Val Loss: 39.171890
Epoch 13 | Train Loss: 42.388713 | Val Loss: 39.256306
Epoch 14 | Train Loss: 41.259050 | Val Loss: 39.619022
Epoch 15 | Train Loss: 43.294932 | Val Loss: 53.515808
Epoch 16 | Train Loss: 46.828347 | Val Loss: 73.848999
Epoch 17 | Train Loss: 44.108058 | Val Loss: 41.803562
Epoch 18 | Train Loss: 40.566863 | Val Loss: 44.069504
Epoch 19 | Train Loss: 40.420447 | Val Loss: 36.903774
Epoch 20 | Train Loss: 38.475994 | Val Loss: 35.164421
Epoch 21 | Train Loss: 40.055352 | Val Loss: 47.680912
Epoch 22 | Train Loss: 40.605900 | Val Loss: 39.502296
Epoch 23 | Train Loss: 38.865765 | Val Loss: 33.285435
Epoch 24 | Train Loss: 36.834649 | Val Loss: 34.440605
Epoch 25 | Train Loss: 36.324338 | Val Loss: 35.478500
Epoch 26 | Train Loss: 36.154089 | Val Loss: 38.284355
Epoch 27 | Train Loss: 35.973955 | Val Loss: 31.978477
Epoch 28 | Train Loss: 35.737570 | Val Loss: 32.442661
Epoch 29 | Train Loss: 35.263662 | Val Loss: 32.796982
Epoch 30 | Train Loss: 34.370620 | Val Loss: 33.425510
Epoch 31 | Train Loss: 34.209980 | Val Loss: 30.911156
Epoch 32 | Train Loss: 34.726979 | Val Loss: 33.460587
Epoch 33 | Train Loss: 33.563542 | Val Loss: 32.345512
Epoch 34 | Train Loss: 33.587812 | Val Loss: 31.809952
Epoch 35 | Train Loss: 34.000479 | Val Loss: 30.499374
Epoch 36 | Train Loss: 34.192651 | Val Loss: 29.756752
Epoch 37 | Train Loss: 35.404289 | Val Loss: 35.060364
Epoch 38 | Train Loss: 37.318210 | Val Loss: 35.427654
Epoch 39 | Train Loss: 34.207506 | Val Loss: 34.737434
Epoch 40 | Train Loss: 34.585087 | Val Loss: 32.891228
Epoch 41 | Train Loss: 36.528804 | Val Loss: 34.229420
Epoch 42 | Train Loss: 33.844577 | Val Loss: 33.934155
Epoch 43 | Train Loss: 35.154028 | Val Loss: 50.637810
Epoch 44 | Train Loss: 32.675443 | Val Loss: 30.669161
Epoch 45 | Train Loss: 31.844216 | Val Loss: 34.724731
Epoch 46 | Train Loss: 33.005072 | Val Loss: 41.447685
Epoch 47 | Train Loss: 31.720108 | Val Loss: 44.304642
Epoch 48 | Train Loss: 31.959469 | Val Loss: 36.940784
Epoch 49 | Train Loss: 31.917190 | Val Loss: 32.596809
Epoch 50 | Train Loss: 30.855175 | Val Loss: 28.796768
Epoch 51 | Train Loss: 30.173824 | Val Loss: 29.094648
Epoch 52 | Train Loss: 30.425604 | Val Loss: 27.313824
Epoch 53 | Train Loss: 30.389214 | Val Loss: 27.680950
Epoch 54 | Train Loss: 32.675360 | Val Loss: 28.362932
Epoch 55 | Train Loss: 31.178131 | Val Loss: 31.751781
Epoch 56 | Train Loss: 30.237089 | Val Loss: 26.845341
Epoch 57 | Train Loss: 31.481327 | Val Loss: 30.004900
Epoch 58 | Train Loss: 31.098470 | Val Loss: 29.157524
Epoch 59 | Train Loss: 30.188218 | Val Loss: 26.582279
Epoch 60 | Train Loss: 30.531261 | Val Loss: 29.547363
Epoch 61 | Train Loss: 30.674733 | Val Loss: 28.024021
Epoch 62 | Train Loss: 29.667886 | Val Loss: 29.125454
Epoch 63 | Train Loss: 30.139623 | Val Loss: 32.900436
Epoch 64 | Train Loss: 30.092985 | Val Loss: 27.639427
Epoch 65 | Train Loss: 28.882195 | Val Loss: 26.310802
Epoch 66 | Train Loss: 30.171319 | Val Loss: 26.405273
Epoch 67 | Train Loss: 29.200121 | Val Loss: 26.016209
Epoch 68 | Train Loss: 28.091816 | Val Loss: 26.574965
Epoch 69 | Train Loss: 27.942819 | Val Loss: 25.860046
Epoch 70 | Train Loss: 27.513366 | Val Loss: 24.538652
Epoch 71 | Train Loss: 27.767194 | Val Loss: 25.349974
Epoch 72 | Train Loss: 26.819464 | Val Loss: 25.201870
Epoch 73 | Train Loss: 27.650795 | Val Loss: 26.776415
Epoch 74 | Train Loss: 27.365679 | Val Loss: 25.481464
Epoch 75 | Train Loss: 27.147284 | Val Loss: 25.124180
Epoch 76 | Train Loss: 39.196705 | Val Loss: 38.331181
