Epoch 0 | Train Loss: 0.046675 | Val Loss: 0.042058
Epoch 1 | Train Loss: 0.059341 | Val Loss: 0.052759
Epoch 2 | Train Loss: 0.057690 | Val Loss: 0.047843
Epoch 3 | Train Loss: 0.044284 | Val Loss: 0.043060
Epoch 4 | Train Loss: 0.043936 | Val Loss: 0.043530
Epoch 5 | Train Loss: 0.044565 | Val Loss: 0.040763
Epoch 6 | Train Loss: 0.041851 | Val Loss: 0.042590
Epoch 7 | Train Loss: 0.039212 | Val Loss: 0.039780
Epoch 8 | Train Loss: 0.037312 | Val Loss: 0.036907
Epoch 9 | Train Loss: 0.036612 | Val Loss: 0.036828
Epoch 10 | Train Loss: 0.037466 | Val Loss: 0.037274
Epoch 11 | Train Loss: 0.036927 | Val Loss: 0.036616
Epoch 12 | Train Loss: 0.036126 | Val Loss: 0.036596
Epoch 13 | Train Loss: 0.035329 | Val Loss: 0.035095
Epoch 14 | Train Loss: 0.036917 | Val Loss: 0.036946
Epoch 15 | Train Loss: 0.034940 | Val Loss: 0.033567
Epoch 16 | Train Loss: 0.031901 | Val Loss: 0.032316
Epoch 17 | Train Loss: 0.032945 | Val Loss: 0.033917
Epoch 18 | Train Loss: 0.030499 | Val Loss: 0.029293
Epoch 19 | Train Loss: 0.029919 | Val Loss: 0.031423
Epoch 20 | Train Loss: 0.028867 | Val Loss: 0.028806
Epoch 21 | Train Loss: 0.026991 | Val Loss: 0.026562
Epoch 22 | Train Loss: 0.026986 | Val Loss: 0.027359
Epoch 23 | Train Loss: 0.026360 | Val Loss: 0.027940
Epoch 24 | Train Loss: 0.028419 | Val Loss: 0.028875
Epoch 25 | Train Loss: 0.029260 | Val Loss: 0.027176
Epoch 26 | Train Loss: 0.027669 | Val Loss: 0.029663
Epoch 27 | Train Loss: 0.028717 | Val Loss: 0.028998
Epoch 28 | Train Loss: 0.026861 | Val Loss: 0.026833
Epoch 29 | Train Loss: 0.026333 | Val Loss: 0.027429
Epoch 30 | Train Loss: 0.026593 | Val Loss: 0.027031
Epoch 31 | Train Loss: 0.026060 | Val Loss: 0.026634
Epoch 32 | Train Loss: 0.025792 | Val Loss: 0.025887
Epoch 33 | Train Loss: 0.025609 | Val Loss: 0.025917
Epoch 34 | Train Loss: 0.025471 | Val Loss: 0.027198
Epoch 35 | Train Loss: 0.025499 | Val Loss: 0.026511
Epoch 36 | Train Loss: 0.026488 | Val Loss: 0.026767
Epoch 37 | Train Loss: 0.026358 | Val Loss: 0.028680
Epoch 38 | Train Loss: 0.027377 | Val Loss: 0.030342
Epoch 39 | Train Loss: 0.026569 | Val Loss: 0.028413
Epoch 40 | Train Loss: 0.028454 | Val Loss: 0.027622
Epoch 41 | Train Loss: 0.026234 | Val Loss: 0.026971
Epoch 42 | Train Loss: 0.025401 | Val Loss: 0.025883
Epoch 43 | Train Loss: 0.025166 | Val Loss: 0.026377
Epoch 44 | Train Loss: 0.024879 | Val Loss: 0.025316
Epoch 45 | Train Loss: 0.024791 | Val Loss: 0.025720
Epoch 46 | Train Loss: 0.024783 | Val Loss: 0.025427
Epoch 47 | Train Loss: 0.025035 | Val Loss: 0.026139
Epoch 48 | Train Loss: 0.025379 | Val Loss: 0.025945
Epoch 49 | Train Loss: 0.024955 | Val Loss: 0.025453
Epoch 50 | Train Loss: 0.024971 | Val Loss: 0.025732
Epoch 51 | Train Loss: 0.024828 | Val Loss: 0.025659
Epoch 52 | Train Loss: 0.024753 | Val Loss: 0.026177
Epoch 53 | Train Loss: 0.025697 | Val Loss: 0.026104
Epoch 54 | Train Loss: 0.025812 | Val Loss: 0.025615
Epoch 55 | Train Loss: 0.025783 | Val Loss: 0.026446
Epoch 56 | Train Loss: 0.025368 | Val Loss: 0.025735
Epoch 57 | Train Loss: 0.025191 | Val Loss: 0.025809
Epoch 58 | Train Loss: 0.025010 | Val Loss: 0.025293
Epoch 59 | Train Loss: 0.024684 | Val Loss: 0.025648
Epoch 60 | Train Loss: 0.026565 | Val Loss: 0.028372
Epoch 61 | Train Loss: 0.025518 | Val Loss: 0.025415
Epoch 62 | Train Loss: 0.024874 | Val Loss: 0.025615
Epoch 63 | Train Loss: 0.025159 | Val Loss: 0.026518
Epoch 64 | Train Loss: 0.025961 | Val Loss: 0.026065
Epoch 65 | Train Loss: 0.025423 | Val Loss: 0.026054
Epoch 66 | Train Loss: 0.026299 | Val Loss: 0.026450
Epoch 67 | Train Loss: 0.025273 | Val Loss: 0.026076
Epoch 68 | Train Loss: 0.025230 | Val Loss: 0.026358
Epoch 69 | Train Loss: 0.024916 | Val Loss: 0.025155
Epoch 70 | Train Loss: 0.024788 | Val Loss: 0.026306
Epoch 71 | Train Loss: 0.025006 | Val Loss: 0.025936
Epoch 72 | Train Loss: 0.025103 | Val Loss: 0.026118
Epoch 73 | Train Loss: 0.025209 | Val Loss: 0.025994
Epoch 74 | Train Loss: 0.026051 | Val Loss: 0.027541
Epoch 75 | Train Loss: 0.025275 | Val Loss: 0.025746
Epoch 76 | Train Loss: 0.024736 | Val Loss: 0.025201
Epoch 77 | Train Loss: 0.024633 | Val Loss: 0.025467
Epoch 78 | Train Loss: 0.024605 | Val Loss: 0.025781
Epoch 79 | Train Loss: 0.024604 | Val Loss: 0.024916
Epoch 80 | Train Loss: 0.025533 | Val Loss: 0.025560
Epoch 81 | Train Loss: 0.024844 | Val Loss: 0.025657
Epoch 82 | Train Loss: 0.024654 | Val Loss: 0.025351
Epoch 83 | Train Loss: 0.024854 | Val Loss: 0.025677
