wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	7.3522126675e-01	9.0147227049e-01
3.8015682291e+02	7.2873175144e-01	9.0368962288e-01
3.8057653235e+02	7.2202777863e-01	9.0518879890e-01
3.8099624179e+02	7.1510154009e-01	9.0559166670e-01
3.8141595123e+02	7.0794510841e-01	9.0524846315e-01
3.8183566067e+02	7.0055019855e-01	9.0396422148e-01
3.8225537011e+02	6.9290846586e-01	9.0192657709e-01
3.8267507956e+02	6.8501126766e-01	8.9909309149e-01
3.8309478900e+02	6.7684996128e-01	8.9519250393e-01
3.8351449844e+02	6.6841554642e-01	8.9101719856e-01
3.8393420788e+02	6.5969902277e-01	8.8553410769e-01
3.8435391732e+02	6.5069139004e-01	8.7908250093e-01
3.8477362676e+02	6.4138346910e-01	8.7222164869e-01
3.8519333620e+02	6.3176614046e-01	8.6455726624e-01
3.8561304564e+02	6.2183028460e-01	8.5565924644e-01
3.8603275508e+02	6.1156702042e-01	8.4627836943e-01
3.8645246453e+02	6.0096752644e-01	8.3621710539e-01
3.8687217397e+02	5.9002333879e-01	8.2487672567e-01
3.8729188341e+02	5.7872641087e-01	8.1349986792e-01
3.8771159285e+02	5.6706899405e-01	8.0094760656e-01
3.8813130229e+02	5.5504411459e-01	7.8757995367e-01
3.8855101173e+02	5.4264551401e-01	7.7342551947e-01
3.8897072117e+02	5.2986776829e-01	7.5869679451e-01
3.8939043061e+02	5.1670652628e-01	7.4304354191e-01
3.8981014006e+02	5.0315886736e-01	7.2648066282e-01
3.9022984950e+02	4.8922309279e-01	7.0969307423e-01
3.9064955894e+02	4.7489944100e-01	6.9217997789e-01
3.9106926838e+02	4.6019002795e-01	6.7385756969e-01
3.9148897782e+02	4.4509926438e-01	6.5488857031e-01
3.9190868726e+02	4.2963403463e-01	6.3569438457e-01
3.9232839670e+02	4.1380414367e-01	6.1499756575e-01
3.9274810614e+02	3.9762267470e-01	5.9491622448e-01
3.9316781559e+02	3.8110607862e-01	5.7419890165e-01
3.9358752503e+02	3.6427491903e-01	5.5259633064e-01
3.9400723447e+02	3.4715387225e-01	5.3075826168e-01
3.9442694391e+02	3.2977235317e-01	5.0825768709e-01
3.9484665335e+02	3.1216469407e-01	4.8487493396e-01
3.9526636279e+02	2.9437056184e-01	4.6118006110e-01
3.9568607223e+02	2.7643522620e-01	4.3821766973e-01
3.9610578167e+02	2.5840979815e-01	4.1427850723e-01
3.9652549111e+02	2.4035143852e-01	3.9054977894e-01
3.9694520056e+02	2.2232338786e-01	3.6699298024e-01
3.9736491000e+02	2.0439502597e-01	3.4275415540e-01
3.9778461944e+02	1.8664176762e-01	3.1892517209e-01
3.9820432888e+02	1.6914477944e-01	2.9512906075e-01
3.9862403832e+02	1.5199056268e-01	2.7149444818e-01
3.9904374776e+02	1.3527044654e-01	2.4906715751e-01
3.9946345720e+02	1.1907982081e-01	2.2717906535e-01
3.9988316664e+02	1.0351718217e-01	2.0590282977e-01
4.0030287609e+02	8.8683076203e-02	1.8619054556e-01
4.0072258553e+02	7.4678830802e-02	1.6734313965e-01
4.0114229497e+02	6.1605103314e-02	1.4974345267e-01
4.0156200441e+02	4.9560356885e-02	1.3411650062e-01
4.0198171385e+02	3.8639206439e-02	1.1989033967e-01
4.0240142329e+02	2.8930731118e-02	1.0723288357e-01
4.0282113273e+02	2.0516779274e-02	9.7271442413e-02
4.0324084217e+02	1.3470329344e-02	8.9086994529e-02
4.0366055162e+02	7.8539662063e-03	8.3241052926e-02
4.0408026106e+02	3.7185263354e-03	7.9956911504e-02
4.0449997050e+02	1.1019587982e-03	7.8484125435e-02
4.0491967994e+02	2.8462754926e-05	7.9143710434e-02
4.0533938938e+02	5.0792586990e-04	8.3795741200e-02
4.0575909882e+02	2.5356924161e-03	8.9498750865e-02
4.0617880826e+02	6.0926708393e-03	9.8176643252e-02
4.0659851770e+02	1.1145775206e-02	1.0981909186e-01
4.0701822714e+02	1.7648683861e-02	1.2408076227e-01
4.0743793659e+02	2.5542877614e-02	1.4121845365e-01
4.0785764603e+02	3.4758921713e-02	1.6087171435e-01
4.0827735547e+02	4.5217938721e-02	1.8251152337e-01
4.0869706491e+02	5.6833211333e-02	2.0541484654e-01
4.0911677435e+02	6.9511860609e-02	2.3030552268e-01
4.0953648379e+02	8.3156540990e-02	2.5481536984e-01
4.0995619323e+02	9.7667127848e-02	2.7954337001e-01
4.1037590267e+02	1.1294227839e-01	3.0426377058e-01
4.1079561212e+02	1.2888093293e-01	3.2788404822e-01
4.1121532156e+02	1.4538361132e-01	3.5090854764e-01
4.1163503100e+02	1.6235359013e-01	3.7349718809e-01
4.1205474044e+02	1.7969793081e-01	3.9421609044e-01
4.1247444988e+02	1.9732822478e-01	4.1500273347e-01
4.1289415932e+02	2.1516123414e-01	4.3363216519e-01
4.1331386876e+02	2.3311936855e-01	4.5244935155e-01
4.1373357820e+02	2.5113099813e-01	4.6986532211e-01
4.1415328765e+02	2.6913061738e-01	4.8679661751e-01
4.1457299709e+02	2.8705880046e-01	5.0214827061e-01
4.1499270653e+02	3.0486226082e-01	5.1690781116e-01
4.1541241597e+02	3.2249361277e-01	5.3157716990e-01
4.1583212541e+02	3.3991122246e-01	5.4467111826e-01
4.1625183485e+02	3.5707879066e-01	5.5822157860e-01
4.1667154429e+02	3.7396523356e-01	5.6988412142e-01
4.1709125373e+02	3.9054414630e-01	5.8040189743e-01
4.1751096317e+02	4.0679356456e-01	5.9220463037e-01
4.1793067262e+02	4.2269563675e-01	6.0250282288e-01
4.1835038206e+02	4.3823605776e-01	6.1183553934e-01
4.1877009150e+02	4.5340400934e-01	6.2121069431e-01
4.1918980094e+02	4.6819153428e-01	6.3027369976e-01
4.1960951038e+02	4.8259338737e-01	6.3879007101e-01
4.2002921982e+02	4.9660673738e-01	6.4630186558e-01
4.2044892926e+02	5.1023077965e-01	6.5431648493e-01
4.2086863870e+02	5.2346640825e-01	6.6127794981e-01
4.2128834815e+02	5.3631633520e-01	6.6865223646e-01
4.2170805759e+02	5.4878443480e-01	6.7546224594e-01
4.2212776703e+02	5.6087571383e-01	6.8234717846e-01
4.2254747647e+02	5.7259625196e-01	6.8843358755e-01
4.2296718591e+02	5.8395278454e-01	6.9389724731e-01
4.2338689535e+02	5.9495288134e-01	6.9954586029e-01
4.2380660479e+02	6.0560441017e-01	7.0518064499e-01
4.2422631423e+02	6.1591583490e-01	7.1027779579e-01
4.2464602368e+02	6.2589591742e-01	7.1439832449e-01
4.2506573312e+02	6.3555341959e-01	7.2026783228e-01
4.2548544256e+02	6.4489758015e-01	7.2523617744e-01
4.2590515200e+02	6.5393745899e-01	7.2921794653e-01
4.2632486144e+02	6.6268217564e-01	7.3394739628e-01
4.2674457088e+02	6.7114090919e-01	7.3854070902e-01
4.2716428032e+02	6.7932271957e-01	7.4249088764e-01
4.2758398976e+02	6.8723654747e-01	7.4663913250e-01
4.2800369920e+02	6.9489127398e-01	7.5099372864e-01
4.2842340865e+02	7.0229548216e-01	7.5447249413e-01
