wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.8013597727e-01	8.7568390369e-01	8.9454442263e-01
3.8015682983e+02	9.8001337051e-01	8.7685436010e-01	8.9490342140e-01
3.8057653809e+02	9.7988957167e-01	8.7747907639e-01	8.9516782761e-01
3.8099624634e+02	9.7976452112e-01	8.7828940153e-01	8.9538913965e-01
3.8141595459e+02	9.7963833809e-01	8.7872165442e-01	8.9568942785e-01
3.8183566284e+02	9.7951084375e-01	8.7895077467e-01	8.9558500051e-01
3.8225537109e+02	9.7938215733e-01	8.7901318073e-01	8.9509093761e-01
3.8267507935e+02	9.7925215960e-01	8.7887167931e-01	8.9495944977e-01
3.8309478760e+02	9.7912091017e-01	8.7882411480e-01	8.9485889673e-01
3.8351449585e+02	9.7898834944e-01	8.7849551439e-01	8.9440876245e-01
3.8393420410e+02	9.7885447741e-01	8.7808430195e-01	8.9417159557e-01
3.8435391235e+02	9.7871929407e-01	8.7748521566e-01	8.9316600561e-01
3.8477362061e+02	9.7858273983e-01	8.7668848038e-01	8.9334082603e-01
3.8519332886e+02	9.7844475508e-01	8.7606281042e-01	8.9220160246e-01
3.8561303711e+02	9.7830545902e-01	8.7502926588e-01	8.9191931486e-01
3.8603274536e+02	9.7816473246e-01	8.7420588732e-01	8.9061439037e-01
3.8645245361e+02	9.7802257538e-01	8.7336027622e-01	8.8965785503e-01
3.8687216187e+02	9.7787892818e-01	8.7225782871e-01	8.8865524530e-01
3.8729187012e+02	9.7773385048e-01	8.7124300003e-01	8.8797879219e-01
3.8771157837e+02	9.7758728266e-01	8.7011009455e-01	8.8656872511e-01
3.8813131714e+02	9.7743916512e-01	8.6908477545e-01	8.8524711132e-01
3.8855102539e+02	9.7728955746e-01	8.6781108379e-01	8.8434094191e-01
3.8897073364e+02	9.7713840008e-01	8.6676084995e-01	8.8339143991e-01
3.8939044189e+02	9.7698563337e-01	8.6574119329e-01	8.8289982080e-01
3.8981015015e+02	9.7683131695e-01	8.6440920830e-01	8.8163971901e-01
3.9022985840e+02	9.7667533159e-01	8.6307460070e-01	8.8019776344e-01
3.9064956665e+02	9.7651773691e-01	8.6206901073e-01	8.7970292568e-01
3.9106927490e+02	9.7635841370e-01	8.6079150438e-01	8.7773454189e-01
3.9148898315e+02	9.7619748116e-01	8.5972154140e-01	8.7758487463e-01
3.9190869141e+02	9.7603476048e-01	8.5848110914e-01	8.7625002861e-01
3.9232839966e+02	9.7587031126e-01	8.5740071535e-01	8.7524324656e-01
3.9274810791e+02	9.7570413351e-01	8.5636454821e-01	8.7410736084e-01
3.9316781616e+02	9.7553610802e-01	8.5522800684e-01	8.7309312820e-01
3.9358752441e+02	9.7536629438e-01	8.5429167747e-01	8.7194401026e-01
3.9400723267e+02	9.7519463301e-01	8.5328847170e-01	8.7044632435e-01
3.9442694092e+02	9.7502106428e-01	8.5201203823e-01	8.6954367161e-01
3.9484664917e+02	9.7484564781e-01	8.5134685040e-01	8.6919718981e-01
3.9526635742e+02	9.7466826439e-01	8.5045623779e-01	8.6821419001e-01
3.9568606567e+02	9.7448891401e-01	8.4973961115e-01	8.6756521463e-01
3.9610577393e+02	9.7430759668e-01	8.4869700670e-01	8.6643475294e-01
3.9652548218e+02	9.7412425280e-01	8.4779626131e-01	8.6583530903e-01
3.9694519043e+02	9.7393888235e-01	8.4691429138e-01	8.6530673504e-01
3.9736489868e+02	9.7375136614e-01	8.4680706263e-01	8.6426341534e-01
3.9778460693e+02	9.7356176376e-01	8.4596496820e-01	8.6355680227e-01
3.9820431519e+02	9.7337007523e-01	8.4513914585e-01	8.6267274618e-01
3.9862402344e+02	9.7317612171e-01	8.4479206800e-01	8.6165767908e-01
3.9904376221e+02	9.7297996283e-01	8.4447044134e-01	8.6091899872e-01
3.9946347046e+02	9.7278159857e-01	8.4265279770e-01	8.6013585329e-01
3.9988317871e+02	9.7258090973e-01	8.4334182739e-01	8.5930401087e-01
4.0030288696e+02	9.7237795591e-01	8.4267169237e-01	8.5999959707e-01
4.0072259521e+02	9.7217261791e-01	8.4248805046e-01	8.5889154673e-01
4.0114230347e+02	9.7196483612e-01	8.4319293499e-01	8.5865962505e-01
4.0156201172e+02	9.7175467014e-01	8.4211879969e-01	8.5814011097e-01
4.0198171997e+02	9.7154206038e-01	8.4119164944e-01	8.5709583759e-01
4.0240142822e+02	9.7132688761e-01	8.4125423431e-01	8.5709172487e-01
4.0282113647e+02	9.7110921144e-01	8.4024417400e-01	8.5694247484e-01
4.0324084473e+02	9.7088891268e-01	8.4037202597e-01	8.5559809208e-01
4.0366055298e+02	9.7066599131e-01	8.4137946367e-01	8.5601937771e-01
4.0408026123e+02	9.7044038773e-01	8.4091079235e-01	8.5602968931e-01
4.0449996948e+02	9.7021204233e-01	8.4047549963e-01	8.5534083843e-01
4.0491967773e+02	9.6998095512e-01	8.4006202221e-01	8.5366612673e-01
4.0533938599e+02	9.6974706650e-01	8.3932387829e-01	8.5513728857e-01
4.0575909424e+02	9.6951031685e-01	8.3911252022e-01	8.5472947359e-01
