candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.5020065010e-02	5.1252186984e+01	5.2957336426e+02	-4.2663574219e-01	4.2663574219e-01	4.7621894628e-03	9.8275882006e-01	9.7799663059e-01	4.9178553296e+01	4.7621894628e-02	1.6392851099e+00	8.4345350225e-01	1.4990051156e-02	1.0550003935e-04	5.1379456520e+00	2.3551175594e+00
1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	4.3159186840e-01	2.4797091030e+01	5.3125219727e+02	1.2521972656e+00	1.2521972656e+00	4.1005346179e-01	9.9055242538e-01	5.8049896359e-01	2.3572718415e+01	inf	inf	inf	1.6032497210e-02	1.1116290989e-04	2.6198253632e+00	2.3510639668e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	4.3463092297e-03	6.1443611359e+01	5.3125219727e+02	1.2521972656e+00	1.2521972656e+00	2.1776251961e-03	9.8228120804e-01	9.8010358284e-01	6.0966290397e+01	2.1776251961e-02	2.0322096799e+00	1.0269929659e+00	2.6629381019e-02	6.9925605203e-05	5.6722154617e+00	2.3439874649e+00
3.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.0839378834e-01	2.7434213208e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	1.1940655112e-01	9.8637044430e-01	8.6696389318e-01	2.7561638917e+01	inf	inf	inf	6.0300147726e-03	1.0055442544e-04	3.4867064953e+00	2.3624494076e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	3.6459911615e-02	3.1834885128e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	4.8391770571e-02	9.8540985584e-01	9.3701808527e-01	3.2249874249e+01	4.8391770571e-01	1.0749958083e+00	7.7945675701e-01	5.0233924473e-03	7.1378897701e-05	4.0148525238e+00	2.3549532890e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	5.8716395870e-03	5.1840858124e+01	5.2957336426e+02	-4.2663574219e-01	4.2663574219e-01	4.1902326047e-03	9.8266530037e-01	9.7847506776e-01	5.0651784511e+01	4.1902326047e-02	1.6883928170e+00	8.6514757153e-01	1.6522137544e-02	4.0017413994e-05	5.2052516937e+00	2.3529095650e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.6737410799e-02	3.9374848278e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	1.4860152267e-02	9.8350787163e-01	9.6864771936e-01	3.9084789739e+01	1.4860152267e-01	1.3028263246e+00	7.2571392366e-01	7.9397915533e-03	8.9935114374e-05	4.5646061897e+00	2.3614654541e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.9901271909e-02	3.5873235989e+01	5.2957336426e+02	-4.2663574219e-01	4.2663574219e-01	2.2532634437e-02	9.8480147123e-01	9.6226883680e-01	3.5169724547e+01	2.2532634437e-01	1.1723241516e+00	6.9882524797e-01	5.4127824728e-03	3.6642511986e-05	4.2990155220e+00	2.3523287773e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	4.9078781158e-03	4.7521952939e+01	5.2957336426e+02	-4.2663574219e-01	4.2663574219e-01	5.6979726069e-03	9.8299533129e-01	9.7729735868e-01	4.7052427632e+01	5.6979726069e-02	1.5684142544e+00	8.1269699023e-01	1.3001164924e-02	5.7656474382e-05	5.0297298431e+00	2.3527717590e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	7.3611453176e-02	2.6196678052e+01	5.2957336426e+02	-4.2663574219e-01	4.2663574219e-01	8.9615836740e-02	9.8666930199e-01	8.9705346525e-01	2.7765236253e+01	8.9615836740e-01	9.2550787510e-01	9.1083312125e-01	4.9846841681e-03	4.6969456889e-05	3.5747270584e+00	2.3552289009e+00
