candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	4.0158354677e-03	5.4521174151e+01	5.3041278076e+02	4.1278076172e-01	4.1278076172e-01	3.3058864065e-03	9.8278540373e-01	9.7947951732e-01	5.3377132489e+01	3.3058864065e-02	1.7792377496e+00	9.0614830684e-01	1.9104839288e-02	6.5896063461e-05	5.3553533554e+00	2.3475906849e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	6.6334796138e-03	6.1298767627e+01	5.3041278076e+02	4.1278076172e-01	4.1278076172e-01	2.2850893438e-03	9.8230767250e-01	9.8002258316e-01	6.0084256729e+01	2.2850893438e-02	2.0028085576e+00	1.0128297255e+00	2.5721679181e-02	8.1771140685e-05	5.6435565948e+00	2.3424403667e+00
1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	3.7346289027e-03	6.4102343525e+01	5.3041278076e+02	4.1278076172e-01	4.1278076172e-01	2.1138004959e-03	9.8199224472e-01	9.7987844422e-01	6.3515646053e+01	2.1138004959e-02	2.1171882018e+00	1.0691631034e+00	2.9489692909e-02	7.8058124927e-05	5.7867183685e+00	2.3390026093e+00
1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.9595861435e-02	3.7305500619e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	2.1528115496e-02	9.8452550173e-01	9.6299738623e-01	3.6064908411e+01	2.1528115496e-01	1.2021636137e+00	7.0872238432e-01	5.9247425034e-03	5.3754298278e-05	4.3577709198e+00	2.3559103012e+00
1.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.2181889266e-01	2.3412752857e+01	5.2873394775e+02	-1.2660522461e+00	1.2660522461e+00	1.3007384539e-01	9.8784524202e-01	8.5777139664e-01	2.3539446875e+01	inf	inf	inf	6.3961349632e-03	4.1625589802e-05	3.3089058399e+00	2.3550212383e+00
1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	7.8839873895e-03	7.0058623248e+01	5.3209161377e+02	2.0916137695e+00	2.0916137695e+00	1.7375544412e-03	9.8116916418e-01	9.7943160974e-01	6.9549645086e+01	inf	inf	inf	3.7946692785e-02	5.0354021369e-04	6.1041707993e+00	2.3330373764e+00
1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	1.4028169680e-03	7.8132746940e+01	5.3209161377e+02	2.0916137695e+00	2.0916137695e+00	1.3287074398e-03	9.7981536388e-01	9.7848665644e-01	7.7064361474e+01	inf	inf	inf	4.8141853121e-02	4.7612400522e-05	6.3721122742e+00	2.3437027931e+00
1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	5.2873394775e+02	1.2660522461e+00	4.3189856410e-01	2.3931543712e+01	5.3041278076e+02	4.1278076172e-01	4.1278076172e-01	4.1510185599e-01	9.9041837454e-01	5.7531651855e-01	2.3102138018e+01	inf	inf	inf	1.6297951189e-02	1.4219740115e-04	2.5917115211e+00	2.3425788879e+00
1.8000000000e+01	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	2.0213995129e-02	3.6951085882e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	2.0430706441e-02	9.8451274633e-01	9.6408203989e-01	3.6333784275e+01	2.0430706441e-01	1.2111261425e+00	7.0771660345e-01	6.0247100210e-03	5.2190778661e-05	4.3797502518e+00	2.3544480801e+00
1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2873394775e+02	1.2660522461e+00	3.0834419653e-02	3.7823560617e+01	5.2999310303e+02	-6.8969726562e-03	6.8969726562e-03	2.2344637662e-02	9.8424857855e-01	9.6190394089e-01	3.6393176266e+01	2.2344637662e-01	1.2131058755e+00	7.1827612608e-01	6.3820067083e-03	1.1702162010e-04	4.3887848854e+00	2.3613255024e+00
