wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.7709786892e-01	8.8930726051e-01
3.8015682983e+02	9.7695559263e-01	8.8841694593e-01
3.8057653809e+02	9.7681200504e-01	8.8723814487e-01
3.8099624634e+02	9.7666704655e-01	8.8711243868e-01
3.8141595459e+02	9.7652071714e-01	8.8696217537e-01
3.8183566284e+02	9.7637295723e-01	8.8500428200e-01
3.8225537109e+02	9.7622376680e-01	8.8411951065e-01
3.8267507935e+02	9.7607314587e-01	8.8300997019e-01
3.8309478760e+02	9.7592103481e-01	8.8156151772e-01
3.8351449585e+02	9.7576749325e-01	8.8176131248e-01
3.8393420410e+02	9.7561240196e-01	8.8073778152e-01
3.8435391235e+02	9.7545582056e-01	8.7888616323e-01
3.8477362061e+02	9.7529768944e-01	8.7883174419e-01
3.8519332886e+02	9.7513800859e-01	8.7782061100e-01
3.8561303711e+02	9.7497677803e-01	8.7732720375e-01
3.8603274536e+02	9.7481387854e-01	8.7590080500e-01
3.8645245361e+02	9.7464936972e-01	8.7471145391e-01
3.8687216187e+02	9.7448325157e-01	8.7337100506e-01
3.8729187012e+02	9.7431546450e-01	8.7179523706e-01
3.8771157837e+02	9.7414594889e-01	8.7033814192e-01
3.8813131714e+02	9.7397470474e-01	8.6963987350e-01
3.8855102539e+02	9.7380179167e-01	8.6903750896e-01
3.8897073364e+02	9.7362703085e-01	8.6792534590e-01
3.8939044189e+02	9.7345054150e-01	8.6685985327e-01
3.8981015015e+02	9.7327226400e-01	8.6636716127e-01
3.9022985840e+02	9.7309207916e-01	8.6498612165e-01
3.9064956665e+02	9.7291010618e-01	8.6487895250e-01
3.9106927490e+02	9.7272616625e-01	8.6387187243e-01
3.9148898315e+02	9.7254037857e-01	8.6180913448e-01
3.9190869141e+02	9.7235262394e-01	8.6221361160e-01
3.9232839966e+02	9.7216290236e-01	8.6081123352e-01
3.9274810791e+02	9.7197121382e-01	8.5926210880e-01
3.9316781616e+02	9.7177743912e-01	8.5888397694e-01
3.9358752441e+02	9.7158163786e-01	8.5852736235e-01
3.9400723267e+02	9.7138375044e-01	8.5678595304e-01
3.9442694092e+02	9.7118377686e-01	8.5685288906e-01
3.9484664917e+02	9.7098159790e-01	8.5590618849e-01
3.9526635742e+02	9.7077727318e-01	8.5506898165e-01
3.9568606567e+02	9.7057074308e-01	8.5502624512e-01
3.9610577393e+02	9.7036200762e-01	8.5528272390e-01
3.9652548218e+02	9.7015094757e-01	8.5404902697e-01
3.9694519043e+02	9.6993762255e-01	8.5548734665e-01
3.9736489868e+02	9.6972191334e-01	8.5346961021e-01
3.9778460693e+02	9.6950387955e-01	8.5280811787e-01
3.9820431519e+02	9.6928340197e-01	8.5104691982e-01
3.9862402344e+02	9.6906048059e-01	8.5178822279e-01
3.9904376221e+02	9.6883505583e-01	8.5071218014e-01
3.9946347046e+02	9.6860712767e-01	8.5036176443e-01
3.9988317871e+02	9.6837657690e-01	8.5025823116e-01
4.0030288696e+02	9.6814352274e-01	8.5104739666e-01
4.0072259521e+02	9.6790778637e-01	8.4928405285e-01
4.0114230347e+02	9.6766936779e-01	8.5021364689e-01
4.0156201172e+02	9.6742826700e-01	8.4940379858e-01
4.0198171997e+02	9.6718436480e-01	8.4901636839e-01
4.0240142822e+02	9.6693766117e-01	8.4920710325e-01
4.0282113647e+02	9.6668809652e-01	8.4952324629e-01
4.0324084473e+02	9.6643561125e-01	8.4885030985e-01
4.0366055298e+02	9.6618026495e-01	8.4801769257e-01
4.0408026123e+02	9.6592187881e-01	8.4883803129e-01
4.0449996948e+02	9.6566045284e-01	8.4892743826e-01
