wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973712158e+02	7.9485642910e-01	6.2634539604e-01
3.8015682983e+02	7.9039698839e-01	6.2232607603e-01
3.8057653809e+02	7.8579932451e-01	6.2012654543e-01
3.8099624634e+02	7.8105831146e-01	6.1680299044e-01
3.8141595459e+02	7.7616864443e-01	6.1276423931e-01
3.8183566284e+02	7.7112478018e-01	6.1050063372e-01
3.8225537109e+02	7.6592093706e-01	6.0570847988e-01
3.8267507935e+02	7.6055121422e-01	6.0278427601e-01
3.8309478760e+02	7.5500941277e-01	5.9892338514e-01
3.8351449585e+02	7.4928909540e-01	5.9604310989e-01
3.8393420410e+02	7.4338364601e-01	5.9340828657e-01
3.8435391235e+02	7.3728632927e-01	5.8922350407e-01
3.8477362061e+02	7.3098993301e-01	5.8672976494e-01
3.8519332886e+02	7.2448724508e-01	5.8255380392e-01
3.8561303711e+02	7.1777075529e-01	5.7849419117e-01
3.8603274536e+02	7.1083265543e-01	5.7549059391e-01
3.8645245361e+02	7.0366513729e-01	5.7369095087e-01
3.8687216187e+02	6.9625991583e-01	5.6841796637e-01
3.8729187012e+02	6.8860876560e-01	5.6587713957e-01
3.8771157837e+02	6.8070310354e-01	5.6158000231e-01
3.8813131714e+02	6.7253363132e-01	5.5904448032e-01
3.8855102539e+02	6.6409277916e-01	5.5264389515e-01
3.8897073364e+02	6.5537101030e-01	5.5035680532e-01
3.8939044189e+02	6.4635926485e-01	5.4567021132e-01
3.8981015015e+02	6.3704860210e-01	5.4242622852e-01
3.9022985840e+02	6.2742996216e-01	5.3802204132e-01
3.9064956665e+02	6.1749440432e-01	5.3375965357e-01
3.9106927490e+02	6.0723298788e-01	5.2900433540e-01
3.9148898315e+02	5.9663718939e-01	5.2493929863e-01
3.9190869141e+02	5.8569860458e-01	5.2129280567e-01
3.9232839966e+02	5.7440930605e-01	5.1431554556e-01
3.9274810791e+02	5.6276172400e-01	5.1141542196e-01
3.9316781616e+02	5.5074906349e-01	5.0580680370e-01
3.9358752441e+02	5.3836512566e-01	5.0102776289e-01
3.9400723267e+02	5.2560484409e-01	4.9328717589e-01
