wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.8013597727e-01	9.7372639179e-01
3.8015682291e+02	9.8001337051e-01	9.7129219770e-01
3.8057653235e+02	9.7988957167e-01	9.6846026182e-01
3.8099624179e+02	9.7976452112e-01	9.6510368586e-01
3.8141595123e+02	9.7963833809e-01	9.6121788025e-01
3.8183566067e+02	9.7951084375e-01	9.5670515299e-01
3.8225537011e+02	9.7938215733e-01	9.5182847977e-01
3.8267507956e+02	9.7925215960e-01	9.4679623842e-01
3.8309478900e+02	9.7912091017e-01	9.4119465351e-01
3.8351449844e+02	9.7898834944e-01	9.3569481373e-01
3.8393420788e+02	9.7885447741e-01	9.2989921570e-01
3.8435391732e+02	9.7871929407e-01	9.2383116484e-01
3.8477362676e+02	9.7858273983e-01	9.1780638695e-01
3.8519333620e+02	9.7844475508e-01	9.1138768196e-01
3.8561304564e+02	9.7830545902e-01	9.0492308140e-01
3.8603275508e+02	9.7816473246e-01	8.9822578430e-01
3.8645246453e+02	9.7802257538e-01	8.9150601625e-01
3.8687217397e+02	9.7787892818e-01	8.8485962152e-01
3.8729188341e+02	9.7773385048e-01	8.7771695852e-01
3.8771159285e+02	9.7758728266e-01	8.7055754662e-01
3.8813130229e+02	9.7743916512e-01	8.6380922794e-01
3.8855101173e+02	9.7728955746e-01	8.5662132502e-01
3.8897072117e+02	9.7713840008e-01	8.4975278378e-01
3.8939043061e+02	9.7698563337e-01	8.4306091070e-01
3.8981014006e+02	9.7683131695e-01	8.3617752790e-01
3.9022984950e+02	9.7667533159e-01	8.2945841551e-01
3.9064955894e+02	9.7651773691e-01	8.2242619991e-01
3.9106926838e+02	9.7635841370e-01	8.1597250700e-01
3.9148897782e+02	9.7619748116e-01	8.0972629786e-01
3.9190868726e+02	9.7603476048e-01	8.0321323872e-01
3.9232839670e+02	9.7587031126e-01	7.9707419872e-01
3.9274810614e+02	9.7570413351e-01	7.9098826647e-01
3.9316781559e+02	9.7553610802e-01	7.8459656239e-01
3.9358752503e+02	9.7536629438e-01	7.7948361635e-01
3.9400723447e+02	9.7519463301e-01	7.7343237400e-01
3.9442694391e+02	9.7502106428e-01	7.6803493500e-01
3.9484665335e+02	9.7484564781e-01	7.6284635067e-01
3.9526636279e+02	9.7466826439e-01	7.5767201185e-01
3.9568607223e+02	9.7448891401e-01	7.5226080418e-01
3.9610578167e+02	9.7430759668e-01	7.4727141857e-01
3.9652549111e+02	9.7412425280e-01	7.4270451069e-01
3.9694520056e+02	9.7393888235e-01	7.3799997568e-01
3.9736491000e+02	9.7375136614e-01	7.3313176632e-01
3.9778461944e+02	9.7356176376e-01	7.2990238667e-01
3.9820432888e+02	9.7337001562e-01	7.2558325529e-01
3.9862403832e+02	9.7317612171e-01	7.2158658504e-01
3.9904374776e+02	9.7297996283e-01	7.1810460091e-01
3.9946345720e+02	9.7278159857e-01	7.1456098557e-01
3.9988316664e+02	9.7258090973e-01	7.1160107851e-01
4.0030287609e+02	9.7237795591e-01	7.0811742544e-01
4.0072258553e+02	9.7217261791e-01	7.0573520660e-01
4.0114229497e+02	9.7196483612e-01	7.0284980536e-01
4.0156200441e+02	9.7175467014e-01	7.0081603527e-01
4.0198171385e+02	9.7154206038e-01	6.9835674763e-01
4.0240142329e+02	9.7132688761e-01	6.9636893272e-01
4.0282113273e+02	9.7110921144e-01	6.9373828173e-01
4.0324084217e+02	9.7088891268e-01	6.9233709574e-01
4.0366055162e+02	9.7066599131e-01	6.9114649296e-01
4.0408026106e+02	9.7044038773e-01	6.8919646740e-01
4.0449997050e+02	9.7021204233e-01	6.8790602684e-01
4.0491967994e+02	9.6998095512e-01	6.8539416790e-01
4.0533938938e+02	9.6974706650e-01	6.8394428492e-01
4.0575909882e+02	9.6951025724e-01	6.8454551697e-01
4.0617880826e+02	9.6927064657e-01	6.8340015411e-01
4.0659851770e+02	9.6902799606e-01	6.8367111683e-01
4.0701822714e+02	9.6878236532e-01	6.8277335167e-01
4.0743793659e+02	9.6853369474e-01	6.8192899227e-01
4.0785764603e+02	9.6828192472e-01	6.8118143082e-01
4.0827735547e+02	9.6802693605e-01	6.8091475964e-01
4.0869706491e+02	9.6776878834e-01	6.8211889267e-01
4.0911677435e+02	9.6750736237e-01	6.8222296238e-01
4.0953648379e+02	9.6724259853e-01	6.8359738588e-01
4.0995619323e+02	9.6697449684e-01	6.8448698521e-01
4.1037590267e+02	9.6670287848e-01	6.8559473753e-01
4.1079561212e+02	9.6642780304e-01	6.8636941910e-01
4.1121532156e+02	9.6614921093e-01	6.8821698427e-01
4.1163503100e+02	9.6586692333e-01	6.8933427334e-01
4.1205474044e+02	9.6558094025e-01	6.9118684530e-01
4.1247444988e+02	9.6529126167e-01	6.9273656607e-01
4.1289415932e+02	9.6499770880e-01	6.9432979822e-01
4.1331386876e+02	9.6470028162e-01	6.9615429640e-01
4.1373357820e+02	9.6439886093e-01	6.9799113274e-01
4.1415328765e+02	9.6409344673e-01	7.0051783323e-01
4.1457299709e+02	9.6378391981e-01	7.0204681158e-01
4.1499270653e+02	9.6347022057e-01	7.0456558466e-01
4.1541241597e+02	9.6315222979e-01	7.0646381378e-01
4.1583212541e+02	9.6282988787e-01	7.1148812771e-01
4.1625183485e+02	9.6250313520e-01	7.1291673183e-01
4.1667154429e+02	9.6217191219e-01	7.1668678522e-01
4.1709125373e+02	9.6183609962e-01	7.2053980827e-01
4.1751096317e+02	9.6149563789e-01	7.2415816784e-01
4.1793067262e+02	9.6115034819e-01	7.2679477930e-01
4.1835038206e+02	9.6080023050e-01	7.3096239567e-01
4.1877009150e+02	9.6044522524e-01	7.3622906208e-01
4.1918980094e+02	9.6008509398e-01	7.3951303959e-01
4.1960951038e+02	9.5971989632e-01	7.4300456047e-01
4.2002921982e+02	9.5934945345e-01	7.4764257669e-01
4.2044892926e+02	9.5897364616e-01	7.5196194649e-01
4.2086863870e+02	9.5859241486e-01	7.5718313456e-01
4.2128834815e+02	9.5820564032e-01	7.6108521223e-01
4.2170805759e+02	9.5781320333e-01	7.6565259695e-01
4.2212776703e+02	9.5741498470e-01	7.7090340853e-01
4.2254747647e+02	9.5701092482e-01	7.7520871162e-01
4.2296718591e+02	9.5660078526e-01	7.8001713753e-01
4.2338689535e+02	9.5618456602e-01	7.8454405069e-01
4.2380660479e+02	9.5576214790e-01	7.8945320845e-01
4.2422631423e+02	9.5533329248e-01	7.9383057356e-01
4.2464602368e+02	9.5489794016e-01	7.9871064425e-01
4.2506573312e+02	9.5445597172e-01	8.0303961039e-01
4.2548544256e+02	9.5400720835e-01	8.0761450529e-01
4.2590515200e+02	9.5355153084e-01	8.1204086542e-01
4.2632486144e+02	9.5308876038e-01	8.1731694937e-01
4.2674457088e+02	9.5261883736e-01	8.2146310806e-01
4.2716428032e+02	9.5214152336e-01	8.2615679502e-01
4.2758398976e+02	9.5165669918e-01	8.3123654127e-01
4.2800369920e+02	9.5116418600e-01	8.3570307493e-01
4.2842340865e+02	9.5066386461e-01	8.4024840593e-01
4.2884311809e+02	9.5015549660e-01	8.4394568205e-01
4.2926282753e+02	9.4963896275e-01	8.4818226099e-01
