wavelength_nm	final_result_transmittance	cst_average_transmittance
4.3471905026e+02	7.4657355985e-01	7.4690705538e-01
4.3513875971e+02	7.4649053886e-01	7.4758444230e-01
4.3555846915e+02	7.4755542827e-01	7.4828187625e-01
4.3597817859e+02	7.4757534260e-01	7.4900100629e-01
4.3639788803e+02	7.4809879046e-01	7.4973954757e-01
4.3681759747e+02	7.4886953917e-01	7.5049662590e-01
4.3723730691e+02	7.4921870282e-01	7.5127291679e-01
4.3765701635e+02	7.4931384872e-01	7.5206536055e-01
4.3807672579e+02	7.5145339748e-01	7.5287538767e-01
4.3849643523e+02	7.5125428205e-01	7.5370035569e-01
4.3891614468e+02	7.5281209007e-01	7.5454010566e-01
4.3933585412e+02	7.5296459951e-01	7.5539398193e-01
4.3975556356e+02	7.5518948933e-01	7.5626001755e-01
4.4017527300e+02	7.5567956506e-01	7.5713898738e-01
4.4059498244e+02	7.5636664733e-01	7.5802814960e-01
4.4101469188e+02	7.5768218572e-01	7.5892800093e-01
4.4143440132e+02	7.5901660539e-01	7.5983655453e-01
4.4185411076e+02	7.5996699464e-01	7.6075335344e-01
4.4227382021e+02	7.6066944636e-01	7.6167734464e-01
4.4269352965e+02	7.6136765729e-01	7.6260733604e-01
4.4311323909e+02	7.6283367382e-01	7.6354269187e-01
4.4353294853e+02	7.6333247373e-01	7.6448194186e-01
4.4395265797e+02	7.6450232068e-01	7.6542460918e-01
4.4437236741e+02	7.6469939568e-01	7.6636922359e-01
4.4479207685e+02	7.6600662709e-01	7.6731508970e-01
4.4521178629e+02	7.6687877186e-01	7.6826101542e-01
4.4563149574e+02	7.6765393379e-01	7.6920600732e-01
4.4605120518e+02	7.6817762437e-01	7.7014915148e-01
4.4647091462e+02	7.6960813272e-01	7.7108929555e-01
4.4689062406e+02	7.7050250568e-01	7.7202556531e-01
4.4731033350e+02	7.7246773218e-01	7.7295690775e-01
4.4773004294e+02	7.7205163417e-01	7.7388232946e-01
4.4814975238e+02	7.7256608756e-01	7.7480093638e-01
4.4856946182e+02	7.7376175209e-01	7.7571155628e-01
4.4898917126e+02	7.7407235273e-01	7.7661351363e-01
4.4940888071e+02	7.7437945271e-01	7.7750555674e-01
4.4982859015e+02	7.7576882909e-01	7.7838714918e-01
4.5024829959e+02	7.7648563460e-01	7.7925692002e-01
4.5066800903e+02	7.7710606551e-01	7.8011445204e-01
4.5108771847e+02	7.7791591740e-01	7.8095843395e-01
4.5150742791e+02	7.7877500839e-01	7.8178842862e-01
4.5192713735e+02	7.7986943994e-01	7.8260328372e-01
4.5234684679e+02	7.7995517805e-01	7.8340244293e-01
4.5276655624e+02	7.8080394850e-01	7.8418507179e-01
4.5318626568e+02	7.8234739062e-01	7.8495025635e-01
4.5360597512e+02	7.8245764645e-01	7.8569777807e-01
4.5402568456e+02	7.8275500932e-01	7.8642610709e-01
4.5444539400e+02	7.8337030130e-01	7.8713591894e-01
4.5486510344e+02	7.8434465259e-01	7.8782476981e-01
4.5528481288e+02	7.8568873331e-01	7.8849454721e-01
4.5570452232e+02	7.8627066905e-01	7.8914153576e-01
4.5612423177e+02	7.8633862648e-01	7.8976913293e-01
4.5654394121e+02	7.8674822646e-01	7.9037229220e-01
4.5696365065e+02	7.8733312678e-01	7.9095516602e-01
4.5738336009e+02	7.8766411406e-01	7.9151358207e-01
4.5780306953e+02	7.8852897771e-01	7.9205008348e-01
4.5822277897e+02	7.8843361304e-01	7.9256256421e-01
4.5864248841e+02	7.8949522886e-01	7.9305136204e-01
4.5906219785e+02	7.8929847807e-01	7.9351693392e-01
4.5948190729e+02	7.8975213336e-01	7.9395715396e-01
4.5990161674e+02	7.9051144184e-01	7.9437518120e-01
4.6032132618e+02	7.9148458186e-01	7.9476614793e-01
4.6074103562e+02	7.9068990468e-01	7.9513498147e-01
4.6116074506e+02	7.9171700775e-01	7.9547786713e-01
4.6158045450e+02	7.9241317880e-01	7.9579708974e-01
4.6200016394e+02	7.9256563553e-01	7.9609223207e-01
4.6241987338e+02	7.9226029092e-01	7.9636210203e-01
4.6283958282e+02	7.9231811971e-01	7.9660995801e-01
4.6325929227e+02	7.9274618685e-01	7.9683095217e-01
4.6367900171e+02	7.9276275578e-01	7.9703021049e-01
4.6409871115e+02	7.9311786963e-01	7.9720513026e-01
4.6451842059e+02	7.9377422836e-01	7.9735674461e-01
4.6493813003e+02	7.9337037653e-01	7.9748670260e-01
4.6535783947e+02	7.9331427942e-01	7.9759184519e-01
4.6577754891e+02	7.9362433524e-01	7.9767654339e-01
4.6619725835e+02	7.9332131672e-01	7.9773829381e-01
4.6661696780e+02	7.9375105473e-01	7.9777866602e-01
4.6703667724e+02	7.9324448700e-01	7.9779918989e-01
4.6745638668e+02	7.9399501615e-01	7.9779702425e-01
4.6787609612e+02	7.9272902770e-01	7.9777632157e-01
4.6829580556e+02	7.9313200585e-01	7.9773537318e-01
4.6871551500e+02	7.9330009216e-01	7.9767497381e-01
4.6913522444e+02	7.9301082799e-01	7.9759740829e-01
4.6955493388e+02	7.9185974958e-01	7.9749977589e-01
4.6997464332e+02	7.9253250082e-01	7.9738569260e-01
4.7039435277e+02	7.9219287336e-01	7.9725505908e-01
4.7081406221e+02	7.9192215527e-01	7.9710688194e-01
4.7123377165e+02	7.9215545079e-01	7.9694402218e-01
4.7165348109e+02	7.9252545405e-01	7.9676542679e-01
4.7207319053e+02	7.9169486719e-01	7.9657196999e-01
4.7249289997e+02	7.9114264570e-01	7.9636553923e-01
4.7291260941e+02	7.9126975697e-01	7.9614454508e-01
4.7333231885e+02	7.9047559005e-01	7.9591115316e-01
4.7375202830e+02	7.8992861133e-01	7.9566641649e-01
4.7417173774e+02	7.8981709884e-01	7.9540862640e-01
4.7459144718e+02	7.8976208156e-01	7.9514064391e-01
4.7501115662e+02	7.8932078040e-01	7.9486268759e-01
4.7543086606e+02	7.8892840042e-01	7.9457394282e-01
4.7585057550e+02	7.8859485026e-01	7.9427665472e-01
4.7627028494e+02	7.8908573499e-01	7.9397092263e-01
4.7668999438e+02	7.8787078805e-01	7.9365648826e-01
4.7710970383e+02	7.8830432183e-01	7.9333508015e-01
4.7752941327e+02	7.8734178655e-01	7.9300689697e-01
4.7794912271e+02	7.8722238669e-01	7.9267185926e-01
4.7836883215e+02	7.8645331272e-01	7.9233137767e-01
4.7878854159e+02	7.8547698750e-01	7.9198575020e-01
4.7920825103e+02	7.8576266703e-01	7.9163491726e-01
4.7962796047e+02	7.8486514100e-01	7.9128013055e-01
4.8004766991e+02	7.8501713167e-01	7.9092176755e-01
4.8046737935e+02	7.8470235618e-01	7.9055978854e-01
4.8088708880e+02	7.8399663695e-01	7.9019524654e-01
4.8130679824e+02	7.8348337759e-01	7.8982847929e-01
4.8172650768e+02	7.8277772390e-01	7.8945966562e-01
4.8214621712e+02	7.8259222275e-01	7.8908952077e-01
4.8256592656e+02	7.8178377213e-01	7.8871838252e-01
4.8298563600e+02	7.8239658038e-01	7.8834664822e-01
4.8340534544e+02	7.8093028569e-01	7.8797473510e-01
4.8382505488e+02	7.8112163688e-01	7.8760302067e-01
4.8424476433e+02	7.7993766680e-01	7.8723184268e-01
4.8466447377e+02	7.7937965390e-01	7.8686165810e-01
4.8508418321e+02	7.7903456712e-01	7.8649272521e-01
4.8550389265e+02	7.7857615050e-01	7.8612528245e-01
4.8592360209e+02	7.7799411349e-01	7.8575994571e-01
4.8634331153e+02	7.7806055368e-01	7.8539677461e-01
4.8676302097e+02	7.7789825589e-01	7.8503600756e-01
4.8718273041e+02	7.7724040942e-01	7.8467806180e-01
4.8760243986e+02	7.7678341506e-01	7.8432337443e-01
4.8802214930e+02	7.7691989927e-01	7.8397184610e-01
4.8844185874e+02	7.7628506028e-01	7.8362369537e-01
4.8886156818e+02	7.7647101698e-01	7.8327961763e-01
4.8928127762e+02	7.7543760060e-01	7.8293955326e-01
4.8970098706e+02	7.7518922192e-01	7.8260352214e-01
4.9012069650e+02	7.7513670927e-01	7.8227168322e-01
4.9054040594e+02	7.7438718060e-01	7.8194493055e-01
4.9096011538e+02	7.7425896984e-01	7.8162276745e-01
4.9137982483e+02	7.7394908695e-01	7.8130531311e-01
4.9179953427e+02	7.7398776604e-01	7.8099278609e-01
