candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.1639404297e+00	4.1747741699e+00	4.4898916626e+02	4.9641635132e+02	-1.0108337402e+00	-3.5836486816e+00	3.5836486816e+00	4.5944824219e+00	2.2972412109e+00	1.8336306512e-01	2.6421660185e-01	2.6421660185e-01	1.6932162524e+01	2.3084195515e+01	2.3084195515e+01	7.1451909840e-01	5.6447303295e-01	5.6447303295e-01	8.0853536725e-02	5.2665071520e-01	1.1808238109e+00	1.0000000000e+00	1.3524265280e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.3353576660e+00	4.4898916626e+02	4.9683605957e+02	-1.0108337402e+00	-3.1639404297e+00	3.1639404297e+00	4.1747741699e+00	2.0873870850e+00	2.1369723976e-01	3.8032877445e-01	3.8032877445e-01	1.5710324448e+01	2.5712544506e+01	2.5712544506e+01	6.8885697424e-01	4.6959930658e-01	4.6959930658e-01	1.6663153470e-01	4.8864718815e-01	1.3152715142e+00	0.0000000000e+00	1.9016438723e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.3353576660e+00	4.4898916626e+02	4.9641635132e+02	-1.0108337402e+00	-3.5836486816e+00	3.5836486816e+00	4.5944824219e+00	2.2972412109e+00	1.1112020165e-01	1.4235188067e-01	1.4235188067e-01	1.9947032218e+01	2.2867086946e+01	2.2867086946e+01	7.7404703945e-01	6.4279066026e-01	6.4279066026e-01	3.1231679022e-02	6.2042392808e-01	1.1697180754e+00	1.0000000000e+00	1.0845030626e+00	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.3353576660e+00	4.4982858276e+02	4.9515719604e+02	-1.7141723633e-01	-4.8428039551e+00	4.8428039551e+00	5.0142211914e+00	2.5071105957e+00	1.0750315338e-01	9.0403333306e-02	1.0750315338e-01	1.7141878835e+01	2.3221967951e+01	2.3221967951e+01	6.3711615652e-01	7.9311589897e-01	6.3711615652e-01	1.7099820077e-02	5.3317364132e-01	1.1878712721e+00	1.0000000000e+00	1.3337895962e+00	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.1639404297e+00	4.5944824219e+00	4.4898916626e+02	4.9641635132e+02	-1.0108337402e+00	-3.5836486816e+00	3.5836486816e+00	4.5944824219e+00	2.2972412109e+00	3.6680245399e-01	5.3583824635e-01	5.3583824635e-01	1.2931979372e+01	2.3448548146e+01	2.3448548146e+01	5.4233777523e-01	3.3390784264e-01	3.3390784264e-01	1.6903579235e-01	4.0223073547e-01	1.1994615088e+00	0.0000000000e+00	2.6791912317e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.1639404297e+00	4.1747741699e+00	4.4898916626e+02	4.9431777954e+02	-1.0108337402e+00	-5.6822204590e+00	5.6822204590e+00	6.6930541992e+00	3.3465270996e+00	1.9864957780e-02	2.1611712873e-02	2.1611712873e-02	3.1932928810e+01	2.5525623342e+01	3.1932928810e+01	8.2169486955e-01	4.5384023339e-01	4.5384023339e-01	1.7467550933e-03	9.9322811086e-01	1.3057099525e+00	1.0000000000e+00	1.1017092871e+00	0.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.7550659180e+00	4.4898916626e+02	4.9683605957e+02	-1.0108337402e+00	-3.1639404297e+00	3.1639404297e+00	4.1747741699e+00	2.0873870850e+00	1.6604533792e-01	2.8852221370e-01	2.8852221370e-01	1.7785578289e+01	2.5519948819e+01	2.5519948819e+01	7.2767469287e-01	5.3118368983e-01	5.3118368983e-01	1.2247687578e-01	5.5319499284e-01	1.3054196841e+00	0.0000000000e+00	1.4426110685e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.3353576660e+00	4.4898916626e+02	4.9557690430e+02	-1.0108337402e+00	-4.4230957031e+00	4.4230957031e+00	5.4339294434e+00	2.7169647217e+00	2.9151802883e-02	2.4984031916e-02	2.9151802883e-02	2.1102246015e+01	3.2921333900e+01	3.2921333900e+01	5.4352723993e-01	8.2812419534e-01	5.4352723993e-01	4.1677709669e-03	6.5635520216e-01	1.6840220803e+00	0.0000000000e+00	1.9543488010e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.1639404297e+00	4.1747741699e+00	4.4898916626e+02	5.0816821289e+02	-1.0108337402e+00	8.1682128906e+00	8.1682128906e+00	9.1790466309e+00	4.5895233154e+00	1.8531008065e-01	2.8198432922e-01	2.8198432922e-01	1.6978029486e+01	2.4368628309e+01	2.4368628309e+01	7.1228455007e-01	5.5947792530e-01	5.5947792530e-01	9.6674248576e-02	5.2807734149e-01	1.2465262879e+00	1.0000000000e+00	1.4099216461e+00	0.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	2.3245239258e+00	3.3353576660e+00	4.4898916626e+02	4.9431777954e+02	-1.0108337402e+00	-5.6822204590e+00	5.6822204590e+00	6.6930541992e+00	3.3465270996e+00	3.0976462364e-01	3.2039031386e-01	3.2039031386e-01	1.4207462001e+01	1.5512559834e+01	1.5512559834e+01	5.9704858065e-01	5.3526362777e-01	5.3526362777e-01	1.0625690222e-02	4.4190279970e-01	7.9351260075e-01	0.0000000000e+00	1.6019515693e+00	0.0000000000e+00	0.0000000000e+00
