Epoch 0 | Train Loss: 87.177680 | Val Loss: 72.302605
Epoch 1 | Train Loss: 62.672587 | Val Loss: 62.503578
Epoch 2 | Train Loss: 55.087439 | Val Loss: 49.535019
Epoch 3 | Train Loss: 49.625482 | Val Loss: 47.845886
Epoch 4 | Train Loss: 46.310846 | Val Loss: 43.965496
Epoch 5 | Train Loss: 43.883677 | Val Loss: 40.813091
Epoch 6 | Train Loss: 42.565483 | Val Loss: 40.287170
Epoch 7 | Train Loss: 40.841551 | Val Loss: 37.672997
Epoch 8 | Train Loss: 39.119370 | Val Loss: 37.538063
Epoch 9 | Train Loss: 37.795029 | Val Loss: 35.008961
Epoch 10 | Train Loss: 36.863874 | Val Loss: 33.889824
Epoch 11 | Train Loss: 35.686690 | Val Loss: 33.130238
Epoch 12 | Train Loss: 35.078831 | Val Loss: 33.793205
Epoch 13 | Train Loss: 33.845046 | Val Loss: 31.238449
Epoch 14 | Train Loss: 32.990903 | Val Loss: 31.208099
Epoch 15 | Train Loss: 32.549863 | Val Loss: 31.588488
Epoch 16 | Train Loss: 31.898365 | Val Loss: 30.490868
Epoch 17 | Train Loss: 31.686468 | Val Loss: 28.722351
Epoch 18 | Train Loss: 30.843683 | Val Loss: 27.498898
Epoch 19 | Train Loss: 30.948291 | Val Loss: 29.774275
Epoch 20 | Train Loss: 30.325811 | Val Loss: 28.009289
Epoch 21 | Train Loss: 30.900265 | Val Loss: 28.254534
Epoch 22 | Train Loss: 30.016715 | Val Loss: 27.644676
Epoch 23 | Train Loss: 29.999997 | Val Loss: 26.743633
Epoch 24 | Train Loss: 29.642721 | Val Loss: 27.653366
Epoch 25 | Train Loss: 29.342716 | Val Loss: 27.743877
Epoch 26 | Train Loss: 28.869848 | Val Loss: 26.094305
Epoch 27 | Train Loss: 28.844428 | Val Loss: 26.678574
Epoch 28 | Train Loss: 28.949660 | Val Loss: 26.954758
Epoch 29 | Train Loss: 28.903968 | Val Loss: 27.460110
Epoch 30 | Train Loss: 28.315524 | Val Loss: 26.398008
Epoch 31 | Train Loss: 28.501514 | Val Loss: 25.638748
Epoch 32 | Train Loss: 27.843270 | Val Loss: 25.732727
Epoch 33 | Train Loss: 27.605221 | Val Loss: 26.884014
Epoch 34 | Train Loss: 28.042082 | Val Loss: 26.170929
Epoch 35 | Train Loss: 28.319856 | Val Loss: 25.690933
Epoch 36 | Train Loss: 27.793865 | Val Loss: 25.047752
Epoch 37 | Train Loss: 27.241691 | Val Loss: 25.207071
Epoch 38 | Train Loss: 27.339680 | Val Loss: 25.839466
Epoch 39 | Train Loss: 27.165016 | Val Loss: 24.802601
Epoch 40 | Train Loss: 27.276910 | Val Loss: 24.161587
Epoch 41 | Train Loss: 27.055617 | Val Loss: 24.662483
Epoch 42 | Train Loss: 26.801826 | Val Loss: 25.423283
Epoch 43 | Train Loss: 26.488807 | Val Loss: 25.555214
Epoch 44 | Train Loss: 26.538797 | Val Loss: 24.631195
Epoch 45 | Train Loss: 26.499680 | Val Loss: 25.847153
Epoch 46 | Train Loss: 26.441113 | Val Loss: 25.277948
Epoch 47 | Train Loss: 26.325607 | Val Loss: 25.006531
Epoch 48 | Train Loss: 26.332186 | Val Loss: 24.484470
Epoch 49 | Train Loss: 26.046113 | Val Loss: 24.290852
Epoch 50 | Train Loss: 25.954403 | Val Loss: 24.227066
Epoch 51 | Train Loss: 25.377559 | Val Loss: 24.111267
Epoch 52 | Train Loss: 25.944292 | Val Loss: 24.389927
Epoch 53 | Train Loss: 25.585264 | Val Loss: 23.724247
Epoch 54 | Train Loss: 25.594282 | Val Loss: 24.373484
Epoch 55 | Train Loss: 25.948518 | Val Loss: 24.733870
Epoch 56 | Train Loss: 25.624422 | Val Loss: 24.119793
Epoch 57 | Train Loss: 25.899311 | Val Loss: 23.471294
Epoch 58 | Train Loss: 25.593130 | Val Loss: 22.669767
Epoch 59 | Train Loss: 25.497044 | Val Loss: 23.395458
Epoch 60 | Train Loss: 25.385049 | Val Loss: 23.752834
Epoch 61 | Train Loss: 25.235889 | Val Loss: 23.629883
Epoch 62 | Train Loss: 25.194179 | Val Loss: 23.179314
Epoch 63 | Train Loss: 25.452886 | Val Loss: 23.425777
Epoch 64 | Train Loss: 25.248690 | Val Loss: 24.144493
Epoch 65 | Train Loss: 24.484769 | Val Loss: 23.957764
Epoch 66 | Train Loss: 24.714435 | Val Loss: 23.845467
Epoch 67 | Train Loss: 25.096633 | Val Loss: 22.866432
Epoch 68 | Train Loss: 24.695640 | Val Loss: 23.064665
Epoch 69 | Train Loss: 24.303140 | Val Loss: 23.370687
Epoch 70 | Train Loss: 24.416640 | Val Loss: 23.720560
Epoch 71 | Train Loss: 24.362865 | Val Loss: 22.461512
Epoch 72 | Train Loss: 24.532787 | Val Loss: 22.911774
Epoch 73 | Train Loss: 24.620231 | Val Loss: 23.026443
Epoch 74 | Train Loss: 24.054368 | Val Loss: 22.870937
Epoch 75 | Train Loss: 24.266171 | Val Loss: 22.416836
Epoch 76 | Train Loss: 24.335000 | Val Loss: 23.155390
Epoch 77 | Train Loss: 24.173357 | Val Loss: 23.004000
Epoch 78 | Train Loss: 24.117185 | Val Loss: 22.154057
Epoch 79 | Train Loss: 23.923592 | Val Loss: 22.426079
Epoch 80 | Train Loss: 23.681956 | Val Loss: 22.739639
Epoch 81 | Train Loss: 23.787840 | Val Loss: 22.269958
Epoch 82 | Train Loss: 23.854963 | Val Loss: 22.954689
Epoch 83 | Train Loss: 23.717769 | Val Loss: 21.958727
Epoch 84 | Train Loss: 23.324767 | Val Loss: 21.581018
Epoch 85 | Train Loss: 23.370187 | Val Loss: 21.979757
Epoch 86 | Train Loss: 23.539830 | Val Loss: 21.942717
Epoch 87 | Train Loss: 23.327936 | Val Loss: 22.542828
Epoch 88 | Train Loss: 23.510785 | Val Loss: 21.473972
Epoch 89 | Train Loss: 23.101712 | Val Loss: 21.593395
Epoch 90 | Train Loss: 22.928144 | Val Loss: 22.219727
Epoch 91 | Train Loss: 23.320806 | Val Loss: 21.797020
Epoch 92 | Train Loss: 23.675368 | Val Loss: 22.480858
Epoch 93 | Train Loss: 23.099767 | Val Loss: 21.797752
Epoch 94 | Train Loss: 22.718055 | Val Loss: 21.116463
Epoch 95 | Train Loss: 22.847576 | Val Loss: 21.388594
Epoch 96 | Train Loss: 23.208030 | Val Loss: 21.349960
Epoch 97 | Train Loss: 23.043544 | Val Loss: 21.417631
Epoch 98 | Train Loss: 22.694995 | Val Loss: 21.644917
Epoch 99 | Train Loss: 22.393659 | Val Loss: 19.959446
Epoch 100 | Train Loss: 22.160737 | Val Loss: 20.826578
Epoch 101 | Train Loss: 22.213367 | Val Loss: 20.926521
Epoch 102 | Train Loss: 22.645777 | Val Loss: 21.157351
Epoch 103 | Train Loss: 21.977260 | Val Loss: 20.332329
Epoch 104 | Train Loss: 22.238507 | Val Loss: 19.909145
Epoch 105 | Train Loss: 22.383820 | Val Loss: 20.848528
Epoch 106 | Train Loss: 22.350569 | Val Loss: 20.236076
Epoch 107 | Train Loss: 21.742375 | Val Loss: 20.629128
Epoch 108 | Train Loss: 21.855098 | Val Loss: 19.991558
Epoch 109 | Train Loss: 21.512179 | Val Loss: 20.331318
Epoch 110 | Train Loss: 21.654164 | Val Loss: 19.762300
Epoch 111 | Train Loss: 21.458308 | Val Loss: 19.905409
Epoch 112 | Train Loss: 21.251004 | Val Loss: 20.295822
Epoch 113 | Train Loss: 21.601226 | Val Loss: 20.310059
Epoch 114 | Train Loss: 21.611149 | Val Loss: 19.316839
Epoch 115 | Train Loss: 21.102604 | Val Loss: 19.264782
Epoch 116 | Train Loss: 21.315855 | Val Loss: 19.066505
Epoch 117 | Train Loss: 20.800879 | Val Loss: 19.437946
Epoch 118 | Train Loss: 21.119653 | Val Loss: 19.267231
Epoch 119 | Train Loss: 20.831111 | Val Loss: 19.337214
Epoch 120 | Train Loss: 21.107289 | Val Loss: 20.099461
Epoch 121 | Train Loss: 21.102514 | Val Loss: 19.415825
Epoch 122 | Train Loss: 20.640278 | Val Loss: 19.111725
Epoch 123 | Train Loss: 21.153056 | Val Loss: 18.993748
Epoch 124 | Train Loss: 20.992033 | Val Loss: 18.700895
Epoch 125 | Train Loss: 20.555147 | Val Loss: 19.563580
Epoch 126 | Train Loss: 20.513549 | Val Loss: 18.361900
Epoch 127 | Train Loss: 20.594961 | Val Loss: 19.029139
Epoch 128 | Train Loss: 21.075182 | Val Loss: 19.727045
Epoch 129 | Train Loss: 20.391893 | Val Loss: 18.731613
Epoch 130 | Train Loss: 20.757117 | Val Loss: 19.320423
Epoch 131 | Train Loss: 20.486341 | Val Loss: 18.946819
Epoch 132 | Train Loss: 20.219225 | Val Loss: 19.072323
Epoch 133 | Train Loss: 19.941575 | Val Loss: 18.527691
Epoch 134 | Train Loss: 20.264587 | Val Loss: 19.612228
Epoch 135 | Train Loss: 20.040256 | Val Loss: 19.064327
Epoch 136 | Train Loss: 20.029832 | Val Loss: 18.661613
Epoch 137 | Train Loss: 20.200383 | Val Loss: 18.370525
Epoch 138 | Train Loss: 20.007334 | Val Loss: 18.534994
Epoch 139 | Train Loss: 19.682600 | Val Loss: 17.952278
Epoch 140 | Train Loss: 19.695248 | Val Loss: 17.927765
Epoch 141 | Train Loss: 19.800490 | Val Loss: 17.171801
Epoch 142 | Train Loss: 19.311872 | Val Loss: 17.514324
Epoch 143 | Train Loss: 19.947744 | Val Loss: 19.199244
Epoch 144 | Train Loss: 19.468169 | Val Loss: 18.026283
Epoch 145 | Train Loss: 19.403501 | Val Loss: 17.682552
Epoch 146 | Train Loss: 19.891364 | Val Loss: 18.742821
Epoch 147 | Train Loss: 19.274166 | Val Loss: 18.300079
Epoch 148 | Train Loss: 19.277878 | Val Loss: 17.691673
Epoch 149 | Train Loss: 19.252988 | Val Loss: 17.235020
Epoch 150 | Train Loss: 19.648806 | Val Loss: 18.698215
Epoch 151 | Train Loss: 19.498191 | Val Loss: 17.986113
Epoch 152 | Train Loss: 19.133308 | Val Loss: 17.670097
Epoch 153 | Train Loss: 18.698943 | Val Loss: 17.366482
Epoch 154 | Train Loss: 18.988841 | Val Loss: 17.078804
Epoch 155 | Train Loss: 19.216215 | Val Loss: 18.462692
Epoch 156 | Train Loss: 19.451067 | Val Loss: 17.409540
Epoch 157 | Train Loss: 18.757425 | Val Loss: 17.632259
Epoch 158 | Train Loss: 18.740275 | Val Loss: 17.316387
Epoch 159 | Train Loss: 18.769444 | Val Loss: 17.624855
Epoch 160 | Train Loss: 17.972183 | Val Loss: 16.941992
Epoch 161 | Train Loss: 18.715820 | Val Loss: 17.224403
Epoch 162 | Train Loss: 18.465279 | Val Loss: 17.080357
Epoch 163 | Train Loss: 18.544213 | Val Loss: 17.285175
Epoch 164 | Train Loss: 18.792412 | Val Loss: 16.671633
Epoch 165 | Train Loss: 18.297351 | Val Loss: 18.000147
Epoch 166 | Train Loss: 18.640324 | Val Loss: 16.871992
Epoch 167 | Train Loss: 18.296052 | Val Loss: 16.898720
Epoch 168 | Train Loss: 18.172811 | Val Loss: 16.142059
Epoch 169 | Train Loss: 17.838065 | Val Loss: 17.991474
Epoch 170 | Train Loss: 18.362754 | Val Loss: 17.261871
Epoch 171 | Train Loss: 18.572373 | Val Loss: 17.378788
Epoch 172 | Train Loss: 18.193558 | Val Loss: 16.829975
Epoch 173 | Train Loss: 18.159438 | Val Loss: 17.115822
Epoch 174 | Train Loss: 18.493794 | Val Loss: 17.602238
Epoch 175 | Train Loss: 18.228782 | Val Loss: 17.347221
Epoch 176 | Train Loss: 17.959673 | Val Loss: 16.258053
Epoch 177 | Train Loss: 18.311246 | Val Loss: 17.444145
Epoch 178 | Train Loss: 18.407844 | Val Loss: 17.510353
Epoch 179 | Train Loss: 18.485743 | Val Loss: 17.004183
Epoch 180 | Train Loss: 18.244247 | Val Loss: 17.314735
Epoch 181 | Train Loss: 18.565726 | Val Loss: 17.566040
Epoch 182 | Train Loss: 17.939458 | Val Loss: 16.232460
Epoch 183 | Train Loss: 17.750408 | Val Loss: 17.096729
Epoch 184 | Train Loss: 18.190492 | Val Loss: 17.145094
Epoch 185 | Train Loss: 18.231203 | Val Loss: 17.853714
Epoch 186 | Train Loss: 17.626103 | Val Loss: 16.763086
Epoch 187 | Train Loss: 17.947347 | Val Loss: 17.605225
Epoch 188 | Train Loss: 18.111130 | Val Loss: 16.662132
Epoch 189 | Train Loss: 17.967311 | Val Loss: 17.243616
Epoch 190 | Train Loss: 17.378369 | Val Loss: 16.715698
Epoch 191 | Train Loss: 17.588417 | Val Loss: 16.328234
Epoch 192 | Train Loss: 17.480077 | Val Loss: 16.038754
Epoch 193 | Train Loss: 17.591315 | Val Loss: 16.189465
Epoch 194 | Train Loss: 17.513309 | Val Loss: 16.326662
Epoch 195 | Train Loss: 17.486644 | Val Loss: 16.285948
Epoch 196 | Train Loss: 17.457494 | Val Loss: 16.665447
Epoch 197 | Train Loss: 17.554257 | Val Loss: 16.492283
Epoch 198 | Train Loss: 17.561727 | Val Loss: 15.927626
Epoch 199 | Train Loss: 17.738472 | Val Loss: 16.947889
Epoch 200 | Train Loss: 17.451336 | Val Loss: 16.179981
Epoch 201 | Train Loss: 17.670435 | Val Loss: 16.710804
Epoch 202 | Train Loss: 17.679603 | Val Loss: 16.688992
Epoch 203 | Train Loss: 17.614179 | Val Loss: 16.181526
Epoch 204 | Train Loss: 17.511502 | Val Loss: 16.121395
Epoch 205 | Train Loss: 17.407627 | Val Loss: 16.568501
Epoch 206 | Train Loss: 17.330299 | Val Loss: 15.305130
Epoch 207 | Train Loss: 17.016812 | Val Loss: 16.281628
Epoch 208 | Train Loss: 17.509757 | Val Loss: 16.674461
Epoch 209 | Train Loss: 17.323112 | Val Loss: 15.648985
Epoch 210 | Train Loss: 17.464750 | Val Loss: 16.329174
Epoch 211 | Train Loss: 17.312997 | Val Loss: 16.021490
Epoch 212 | Train Loss: 17.345590 | Val Loss: 15.625582
Epoch 213 | Train Loss: 17.155590 | Val Loss: 16.056170
Epoch 214 | Train Loss: 17.189075 | Val Loss: 16.863579
Epoch 215 | Train Loss: 17.339364 | Val Loss: 15.490665
Epoch 216 | Train Loss: 16.450859 | Val Loss: 15.553164
Epoch 217 | Train Loss: 17.132820 | Val Loss: 15.595405
Epoch 218 | Train Loss: 17.434954 | Val Loss: 16.525219
Epoch 219 | Train Loss: 17.683159 | Val Loss: 15.902996
Epoch 220 | Train Loss: 17.348522 | Val Loss: 16.945679
Epoch 221 | Train Loss: 17.568969 | Val Loss: 16.256550
Epoch 222 | Train Loss: 16.986574 | Val Loss: 15.859401
Epoch 223 | Train Loss: 17.169356 | Val Loss: 16.275116
Epoch 224 | Train Loss: 17.377457 | Val Loss: 15.960813
Epoch 225 | Train Loss: 16.928770 | Val Loss: 14.491238
Epoch 226 | Train Loss: 16.129391 | Val Loss: 15.031351
Epoch 227 | Train Loss: 16.283649 | Val Loss: 15.185561
Epoch 228 | Train Loss: 16.977725 | Val Loss: 15.500755
Epoch 229 | Train Loss: 16.775784 | Val Loss: 16.395746
Epoch 230 | Train Loss: 16.636935 | Val Loss: 15.139328
Epoch 231 | Train Loss: 16.879884 | Val Loss: 15.703178
Epoch 232 | Train Loss: 16.671432 | Val Loss: 15.700401
Epoch 233 | Train Loss: 16.331263 | Val Loss: 15.825715
Epoch 234 | Train Loss: 16.887606 | Val Loss: 16.162180
Epoch 235 | Train Loss: 16.800334 | Val Loss: 16.158623
Epoch 236 | Train Loss: 16.710727 | Val Loss: 15.577425
Epoch 237 | Train Loss: 17.312141 | Val Loss: 16.370674
Epoch 238 | Train Loss: 17.160834 | Val Loss: 16.136452
Epoch 239 | Train Loss: 16.957030 | Val Loss: 15.306855
Epoch 240 | Train Loss: 16.287825 | Val Loss: 14.892739
Epoch 241 | Train Loss: 16.465963 | Val Loss: 15.691883
Epoch 242 | Train Loss: 17.119760 | Val Loss: 15.724380
Epoch 243 | Train Loss: 16.092556 | Val Loss: 15.332165
Epoch 244 | Train Loss: 16.592343 | Val Loss: 15.566974
Epoch 245 | Train Loss: 16.408349 | Val Loss: 14.811982
Epoch 246 | Train Loss: 16.526894 | Val Loss: 16.271008
Epoch 247 | Train Loss: 16.577875 | Val Loss: 15.260138
Epoch 248 | Train Loss: 16.293317 | Val Loss: 14.665443
Epoch 249 | Train Loss: 16.303071 | Val Loss: 15.313713
Epoch 250 | Train Loss: 16.598442 | Val Loss: 16.057350
Epoch 251 | Train Loss: 16.833343 | Val Loss: 16.896534
Epoch 252 | Train Loss: 16.649369 | Val Loss: 14.756618
Epoch 253 | Train Loss: 16.305415 | Val Loss: 15.385586
Epoch 254 | Train Loss: 16.425761 | Val Loss: 15.418041
Epoch 255 | Train Loss: 16.646365 | Val Loss: 16.047815
Epoch 256 | Train Loss: 16.544931 | Val Loss: 15.280619
Epoch 257 | Train Loss: 16.433907 | Val Loss: 15.006346
Epoch 258 | Train Loss: 16.573896 | Val Loss: 16.334074
Epoch 259 | Train Loss: 16.480590 | Val Loss: 15.702225
Epoch 260 | Train Loss: 15.850204 | Val Loss: 14.757473
Epoch 261 | Train Loss: 16.377303 | Val Loss: 15.503372
Epoch 262 | Train Loss: 16.770579 | Val Loss: 15.588131
Epoch 263 | Train Loss: 16.446935 | Val Loss: 15.369900
Epoch 264 | Train Loss: 16.386494 | Val Loss: 15.720082
Epoch 265 | Train Loss: 16.185833 | Val Loss: 14.974173
Epoch 266 | Train Loss: 15.887268 | Val Loss: 15.406750
Epoch 267 | Train Loss: 16.101202 | Val Loss: 14.693803
Epoch 268 | Train Loss: 15.786040 | Val Loss: 14.947988
Epoch 269 | Train Loss: 15.887511 | Val Loss: 14.878048
Epoch 270 | Train Loss: 16.110885 | Val Loss: 15.007885
Epoch 271 | Train Loss: 15.744887 | Val Loss: 14.501902
Epoch 272 | Train Loss: 15.775725 | Val Loss: 14.309666
Epoch 273 | Train Loss: 15.772598 | Val Loss: 14.349072
Epoch 274 | Train Loss: 15.644812 | Val Loss: 15.028721
Epoch 275 | Train Loss: 15.920607 | Val Loss: 14.151749
Epoch 276 | Train Loss: 16.237476 | Val Loss: 14.974747
Epoch 277 | Train Loss: 15.648379 | Val Loss: 14.706866
Epoch 278 | Train Loss: 15.764588 | Val Loss: 15.255862
Epoch 279 | Train Loss: 16.034271 | Val Loss: 15.111643
Epoch 280 | Train Loss: 15.826695 | Val Loss: 15.791636
Epoch 281 | Train Loss: 15.544635 | Val Loss: 14.279060
Epoch 282 | Train Loss: 15.291484 | Val Loss: 14.970043
