Epoch 0 | Train Loss: 0.031968 | Val Loss: 0.024065
Epoch 1 | Train Loss: 0.026925 | Val Loss: 0.019675
Epoch 2 | Train Loss: 0.017694 | Val Loss: 0.015655
Epoch 3 | Train Loss: 0.015448 | Val Loss: 0.014395
Epoch 4 | Train Loss: 0.013688 | Val Loss: 0.011829
Epoch 5 | Train Loss: 0.011495 | Val Loss: 0.010765
Epoch 6 | Train Loss: 0.010965 | Val Loss: 0.010461
Epoch 7 | Train Loss: 0.010515 | Val Loss: 0.009316
Epoch 8 | Train Loss: 0.011289 | Val Loss: 0.011462
Epoch 9 | Train Loss: 0.010314 | Val Loss: 0.014744
Epoch 10 | Train Loss: 0.014547 | Val Loss: 0.011866
Epoch 11 | Train Loss: 0.010958 | Val Loss: 0.012597
Epoch 12 | Train Loss: 0.010763 | Val Loss: 0.008794
Epoch 13 | Train Loss: 0.009166 | Val Loss: 0.009433
Epoch 14 | Train Loss: 0.008291 | Val Loss: 0.007746
Epoch 15 | Train Loss: 0.006989 | Val Loss: 0.006353
Epoch 16 | Train Loss: 0.008256 | Val Loss: 0.009368
Epoch 17 | Train Loss: 0.006337 | Val Loss: 0.005260
Epoch 18 | Train Loss: 0.006304 | Val Loss: 0.005030
Epoch 19 | Train Loss: 0.004859 | Val Loss: 0.004259
Epoch 20 | Train Loss: 0.003917 | Val Loss: 0.003501
Epoch 21 | Train Loss: 0.003445 | Val Loss: 0.003179
Epoch 22 | Train Loss: 0.004500 | Val Loss: 0.004634
Epoch 23 | Train Loss: 0.004541 | Val Loss: 0.003418
Epoch 24 | Train Loss: 0.003407 | Val Loss: 0.003213
Epoch 25 | Train Loss: 0.003615 | Val Loss: 0.004129
Epoch 26 | Train Loss: 0.003543 | Val Loss: 0.003075
Epoch 27 | Train Loss: 0.003099 | Val Loss: 0.002851
Epoch 28 | Train Loss: 0.003002 | Val Loss: 0.002967
Epoch 29 | Train Loss: 0.002934 | Val Loss: 0.002805
Epoch 30 | Train Loss: 0.002953 | Val Loss: 0.002969
Epoch 31 | Train Loss: 0.002958 | Val Loss: 0.002820
Epoch 32 | Train Loss: 0.003007 | Val Loss: 0.002834
Epoch 33 | Train Loss: 0.002921 | Val Loss: 0.002782
Epoch 34 | Train Loss: 0.002918 | Val Loss: 0.002857
Epoch 35 | Train Loss: 0.002923 | Val Loss: 0.002784
Epoch 36 | Train Loss: 0.002926 | Val Loss: 0.002908
Epoch 37 | Train Loss: 0.002951 | Val Loss: 0.002820
Epoch 38 | Train Loss: 0.002911 | Val Loss: 0.002782
Epoch 39 | Train Loss: 0.002873 | Val Loss: 0.002749
Epoch 40 | Train Loss: 0.002859 | Val Loss: 0.002741
Epoch 41 | Train Loss: 0.002857 | Val Loss: 0.002750
Epoch 42 | Train Loss: 0.002865 | Val Loss: 0.002840
Epoch 43 | Train Loss: 0.002863 | Val Loss: 0.002734
Epoch 44 | Train Loss: 0.002820 | Val Loss: 0.002726
Epoch 45 | Train Loss: 0.002830 | Val Loss: 0.002708
Epoch 46 | Train Loss: 0.002830 | Val Loss: 0.002729
Epoch 47 | Train Loss: 0.002852 | Val Loss: 0.002759
Epoch 48 | Train Loss: 0.002843 | Val Loss: 0.002740
Epoch 49 | Train Loss: 0.002825 | Val Loss: 0.002726
Epoch 50 | Train Loss: 0.002874 | Val Loss: 0.002776
Epoch 51 | Train Loss: 0.002862 | Val Loss: 0.002764
Epoch 52 | Train Loss: 0.002842 | Val Loss: 0.002729
Epoch 53 | Train Loss: 0.002826 | Val Loss: 0.002766
Epoch 54 | Train Loss: 0.002841 | Val Loss: 0.002754
Epoch 55 | Train Loss: 0.002866 | Val Loss: 0.002918
Epoch 56 | Train Loss: 0.003151 | Val Loss: 0.003181
