case_index	case_tag	target_low_nm	target_high_nm	candidate_index	condition_order_code	valid	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
8	452_532	4.5200000000e+02	5.3200000000e+02	9	0	1	4.5864248841e+02	5.3460989727e+02	6.6424884123e+00	2.6098972695e+00	6.6424884123e+00	4.0318161249e-01	3.9093199372e-01	4.0318161249e-01	1.2583835213e+01	1.6382939945e+01	1.6382939945e+01	5.4438006878e-01	5.7180306315e-01	5.4438006878e-01	1.2249618769e-02	4.2500709898e-01	6.7034587497e-01	0	2.0159080625e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	10	1	1	4.4647091462e+02	5.3796757280e+02	-5.5290853825e+00	5.9675727991e+00	5.9675727991e+00	3.0820745975e-02	1.8080329522e-02	3.0820745975e-02	3.1228512579e+01	4.0659634122e+01	4.0659634122e+01	7.6050881669e-01	8.9553883113e-01	7.6050881669e-01	1.2740416452e-02	1.0547133931e+00	1.6636829594e+00	0	1.8962370267e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	11	1	1	4.5864248841e+02	5.3544931615e+02	6.6424884123e+00	3.4493161519e+00	6.6424884123e+00	3.0247011781e-01	2.7820712328e-01	3.0247011781e-01	1.3405076980e+01	1.7771636083e+01	1.7771636083e+01	6.3251844049e-01	6.8270540237e-01	6.3251844049e-01	2.4262994528e-02	4.5274376072e-01	7.2716758894e-01	0	1.5635892551e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	12	1	1	4.5864248841e+02	5.3670844448e+02	6.6424884123e+00	4.7084444755e+00	6.6424884123e+00	2.1101467311e-01	6.4890675247e-02	2.1101467311e-01	3.0392847636e+01	3.0970419706e+01	3.0970419706e+01	6.3154400885e-01	8.7536651641e-01	6.3154400885e-01	1.4612399787e-01	1.0264896023e+00	1.2672263443e+00	0	1.4612399787e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	13	1	1	4.5864248841e+02	5.3502960671e+02	6.6424884123e+00	3.0296067107e+00	6.6424884123e+00	3.4205141664e-01	3.2060590386e-01	3.4205141664e-01	1.2979695593e+01	1.7028542763e+01	1.7028542763e+01	5.9828248620e-01	6.4096865058e-01	5.9828248620e-01	2.1445512772e-02	4.3837690784e-01	6.9676220729e-01	0	1.7102570832e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	14	1	1	4.5864248841e+02	5.3670844448e+02	6.6424884123e+00	4.7084444755e+00	6.6424884123e+00	4.0784212947e-01	1.2567378581e-01	4.0784212947e-01	2.9667473188e+01	2.2948166564e+01	2.9667473188e+01	4.9810543656e-01	8.1871668994e-01	4.9810543656e-01	2.8216834366e-01	1.0019907683e+00	9.3897730479e-01	0	2.8216834366e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	15	1	1	4.5906219785e+02	5.3670844448e+02	7.0621978535e+00	4.7084444755e+00	7.0621978535e+00	1.1915349215e-01	6.0432255268e-02	1.1915349215e-01	2.0694460467e+01	2.8398633095e+01	2.8398633095e+01	7.2980207950e-01	8.8823711872e-01	7.2980207950e-01	5.8721236885e-02	6.9893577425e-01	1.1619957476e+00	1	8.6018350214e-01	1	1
8	452_532	4.5200000000e+02	5.3200000000e+02	16	1	1	4.4605120518e+02	5.3670844448e+02	-5.9487948237e+00	4.7084444755e+00	5.9487948237e+00	3.8286626339e-02	2.4455985054e-02	3.8286626339e-02	2.9924342934e+01	3.7846891938e+01	3.7846891938e+01	7.7851444483e-01	8.9260218479e-01	7.7851444483e-01	1.3830641285e-02	1.0106663003e+00	1.5485931082e+00	0	1.5674088805e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	17	1	1	4.5906219785e+02	5.3670844448e+02	7.0621978535e+00	4.7084444755e+00	7.0621978535e+00	1.3302384317e-01	5.3639046848e-02	1.3302384317e-01	2.6355794010e+01	3.3047011265e+01	3.3047011265e+01	6.8894280493e-01	8.8507682830e-01	6.8894280493e-01	7.9384796321e-02	8.9014194509e-01	1.3521948903e+00	1	1.0062711151e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	18	1	1	4.5864248841e+02	5.3628873503e+02	6.6424884123e+00	4.2887350343e+00	6.6424884123e+00	1.9846346974e-01	1.6142933071e-01	1.9846346974e-01	1.5177996881e+01	2.0912126994e+01	2.0912126994e+01	7.1694490314e-01	7.9504008591e-01	7.1694490314e-01	3.7034139037e-02	5.1262244884e-01	8.5566803723e-01	1	1.3925072890e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	19	1	1	4.5864248841e+02	5.3628873503e+02	6.6424884123e+00	4.2887350343e+00	6.6424884123e+00	2.0071908832e-01	1.4900642633e-01	2.0071908832e-01	1.5646607218e+01	2.1420244798e+01	2.1420244798e+01	7.0966848731e-01	8.0424189568e-01	7.0966848731e-01	5.1712661982e-02	5.2844931850e-01	8.7645885226e-01	1	1.3472876614e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	0	0	1	4.4437236741e+02	5.5265740324e+02	2.3723674115e+00	1.0657403241e+01	1.0657403241e+01	2.2597530484e-01	2.9624691606e-01	2.9624691606e-01	1.7994033422e+01	2.1559005871e+01	2.1559005871e+01	7.1984300017e-01	6.1582687497e-01	6.1582687497e-01	7.0271611214e-02	6.2442298588e-01	8.2582806166e-01	1	1.4812345803e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	1	0	1	4.4395265797e+02	5.4971943715e+02	1.9526579703e+00	7.7194371527e+00	7.7194371527e+00	4.5082256198e-01	6.5255784988e-01	6.5255784988e-01	1.4929494546e+01	2.4349838078e+01	2.4349838078e+01	5.0910696387e-01	2.9277718067e-01	2.9277718067e-01	2.0173528790e-01	5.1807837315e-01	9.3273222812e-01	0	3.2627892494e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	2	0	1	4.4437236741e+02	5.3586902559e+02	2.3723674115e+00	-6.1309744069e+00	6.1309744069e+00	1.9723071158e-01	2.1581399441e-01	2.1581399441e-01	1.8509677305e+01	1.9114325440e+01	1.9114325440e+01	7.4741683900e-01	7.2092413902e-01	7.2092413902e-01	1.8583282828e-02	6.4231668905e-01	7.3218340507e-01	1	1.0790699720e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	3	0	1	4.4395265797e+02	5.3544931615e+02	1.9526579703e+00	-6.5506838481e+00	6.5506838481e+00	4.4976142049e-01	7.1287918091e-01	7.1287918091e-01	1.4805926204e+01	2.8286795530e+01	2.8286795530e+01	5.1052454114e-01	2.3612535000e-01	2.3612535000e-01	2.6311776042e-01	5.1379034552e-01	1.0835392718e+00	0	3.5643959045e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	4	0	1	4.4437236741e+02	5.3460989727e+02	2.3723674115e+00	-7.3901027305e+00	7.3901027305e+00	3.0540964007e-01	3.6806434393e-01	3.6806434393e-01	1.6166474093e+01	1.6027211843e+01	1.6166474093e+01	6.5179428458e-01	5.7963091135e-01	5.7963091135e-01	6.2654703856e-02	5.6100362757e-01	6.1393003784e-01	0	1.8403217196e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	5	0	1	4.4437236741e+02	5.3670844448e+02	2.3723674115e+00	-5.2915555245e+00	5.2915555245e+00	2.2970153391e-01	3.8890528679e-01	3.8890528679e-01	1.9275774924e+01	2.8214535125e+01	2.8214535125e+01	7.1376572549e-01	5.3748410940e-01	5.3748410940e-01	1.5920375288e-01	6.6890155481e-01	1.0807713024e+00	0	1.9445264339e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	6	0	1	4.4437236741e+02	5.3670844448e+02	2.3723674115e+00	-5.2915555245e+00	5.2915555245e+00	1.7879186571e-01	2.2787788510e-01	2.2787788510e-01	2.0343580393e+01	2.5446244666e+01	2.5446244666e+01	7.5461919606e-01	6.9300392270e-01	6.9300392270e-01	4.9086019397e-02	7.0595618640e-01	9.7473060840e-01	1	1.1393894255e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	7	0	1	4.4437236741e+02	5.3670844448e+02	2.3723674115e+00	-5.2915555245e+00	5.2915555245e+00	1.7704854906e-01	2.0499546826e-01	2.0499546826e-01	1.9835733637e+01	2.1888671951e+01	2.1888671951e+01	7.5814004242e-01	7.1932731569e-01	7.1932731569e-01	2.7946919203e-02	6.8833305652e-01	8.3845607900e-01	1	1.0249773413e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	8	0	1	4.4437236741e+02	5.5097856548e+02	2.3723674115e+00	8.9785654763e+00	8.9785654763e+00	3.6482560635e-01	3.9315474033e-01	3.9315474033e-01	1.6173355986e+01	1.6665733647e+01	1.6665733647e+01	5.8944553137e-01	5.3408396244e-01	5.3408396244e-01	2.8329133987e-02	5.6124244073e-01	6.3838892183e-01	0	1.9657737017e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	9	0	1	4.4437236741e+02	5.3460989727e+02	2.3723674115e+00	-7.3901027305e+00	7.3901027305e+00	3.1277078390e-01	3.5638061166e-01	3.5638061166e-01	1.6075903688e+01	1.5644491873e+01	1.6075903688e+01	6.4481484890e-01	5.9173122048e-01	5.9173122048e-01	4.3609827757e-02	5.5786068338e-01	5.9926976580e-01	0	1.7819030583e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	10	1	1	4.4647091462e+02	5.3796757280e+02	4.4709146175e+00	-4.0324272009e+00	4.4709146175e+00	2.8898527846e-02	2.0938565955e-02	2.8898527846e-02	3.1015031577e+01	3.9795667320e+01	3.9795667320e+01	7.7397746779e-01	8.9378649928e-01	7.7397746779e-01	7.9599618912e-03	1.0762733496e+00	1.5243921265e+00	0	1.4982632187e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	11	1	1	4.4437236741e+02	5.3628873503e+02	2.3723674115e+00	-5.7112649657e+00	5.7112649657e+00	1.6903394461e-01	1.5853455663e-01	1.6903394461e-01	1.9671721044e+01	2.0789240364e+01	2.0789240364e+01	7.6774424314e-01	7.7394101024e-01	7.6774424314e-01	1.0499387980e-02	6.8264154587e-01	7.9634182465e-01	1	9.0673844036e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	12	1	1	4.4563149574e+02	5.3670844448e+02	3.6314957351e+00	-5.2915555245e+00	5.2915555245e+00	4.3899122626e-02	3.6478899419e-02	4.3899122626e-02	2.7294565175e+01	3.3128881700e+01	3.3128881700e+01	8.0557876453e-01	8.8103292137e-01	8.0557876453e-01	7.4202232063e-03	9.4716695723e-01	1.2690177053e+00	1	7.6862201517e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	13	1	1	4.4437236741e+02	5.3586902559e+02	2.3723674115e+00	-6.1309744069e+00	6.1309744069e+00	1.8038077652e-01	1.7573939264e-01	1.8038077652e-01	1.9276961336e+01	2.0191975911e+01	2.0191975911e+01	7.5955931842e-01	7.5901336968e-01	7.5901336968e-01	4.6413838863e-03	6.6894272526e-01	7.7346332331e-01	1	9.4587792783e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	14	1	1	4.4479207685e+02	5.3670844448e+02	2.7920768527e+00	-5.2915555245e+00	5.2915555245e+00	7.8166961670e-02	6.6777192056e-02	7.8166961670e-02	2.3691100157e+01	2.6276758053e+01	2.6276758053e+01	8.2280319929e-01	8.6116544157e-01	8.2280319929e-01	1.1389769614e-02	8.2212070810e-01	1.0065438221e+00	1	6.0767872613e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	15	1	1	4.4563149574e+02	5.3670844448e+02	3.6314957351e+00	-5.2915555245e+00	5.2915555245e+00	4.8732612282e-02	5.8362167329e-02	5.8362167329e-02	2.9178674550e+01	3.1434531196e+01	3.1434531196e+01	8.6880138144e-01	8.0132307485e-01	8.0132307485e-01	9.6295550466e-03	1.0125486965e+00	1.2041147965e+00	1	6.2396805445e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	16	1	1	4.4647091462e+02	5.3796757280e+02	4.4709146175e+00	-4.0324272009e+00	4.4709146175e+00	2.9051335528e-02	2.5595290586e-02	2.9051335528e-02	3.1067835953e+01	3.9733560560e+01	3.9733560560e+01	7.7906319313e-01	8.9025499113e-01	7.7906319313e-01	3.4560449421e-03	1.0781057496e+00	1.5220130973e+00	0	1.4914659923e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	17	1	1	4.4563149574e+02	5.3670844448e+02	3.6314957351e+00	-5.2915555245e+00	5.2915555245e+00	3.7872977555e-02	3.8724284619e-02	3.8724284619e-02	3.2187669991e+01	3.3241364551e+01	3.3241364551e+01	8.7831359357e-01	7.9867895320e-01	7.9867895320e-01	8.5130706429e-04	1.1169658593e+00	1.2733264149e+00	1	7.8093261399e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	18	1	1	4.4479207685e+02	5.3586902559e+02	2.7920768527e+00	-6.1309744069e+00	6.1309744069e+00	8.1577599049e-02	6.9793194532e-02	8.1577599049e-02	2.3332878051e+01	2.5919218368e+01	2.5919218368e+01	8.2231163979e-01	8.5953429341e-01	8.2231163979e-01	1.1784404516e-02	8.0968980327e-01	9.9284809294e-01	1	6.0804198288e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	19	1	1	4.4479207685e+02	5.3586902559e+02	2.7920768527e+00	-6.1309744069e+00	6.1309744069e+00	7.8266598284e-02	6.6743381321e-02	7.8266598284e-02	2.3683876235e+01	2.6228237053e+01	2.6228237053e+01	8.2291319221e-01	8.6164187640e-01	8.2291319221e-01	1.1523216963e-02	8.2187002596e-01	1.0046852019e+00	1	6.0759750206e-01	1	1
10	432_552	4.3200000000e+02	5.5200000000e+02	0	0	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	2.8144428134e-01	3.5903814435e-01	3.5903814435e-01	1.8254248672e+01	2.0461336317e+01	2.0461336317e+01	6.5838995576e-01	5.2604469657e-01	5.2604469657e-01	7.7593863010e-02	6.7240098724e-01	7.3005065852e-01	0	1.7951907218e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	1	0	1	4.2926282753e+02	5.5097856548e+02	-2.7371724717e+00	-1.0214345237e+00	2.7371724717e+00	4.1465198994e-01	5.1348078251e-01	5.1348078251e-01	1.7990131904e+01	1.4949143723e+01	1.7990131904e+01	5.3273963928e-01	3.9857333899e-01	3.9857333899e-01	9.8828792572e-02	6.6267216309e-01	5.3337827256e-01	0	2.5674039125e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	2	0	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	1.7978698015e-01	2.0343081653e-01	2.0343081653e-01	1.9633614192e+01	2.0235299441e+01	2.0235299441e+01	7.6700168848e-01	6.8705500662e-01	6.8705500662e-01	2.3643836379e-02	7.2321034971e-01	7.2198577127e-01	1	1.0171540827e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	3	0	1	4.2926282753e+02	5.5097856548e+02	-2.7371724717e+00	-1.0214345237e+00	2.7371724717e+00	4.1677144170e-01	5.1412856579e-01	5.1412856579e-01	1.8162621148e+01	1.4940679170e+01	1.8162621148e+01	5.3082820773e-01	3.9817833900e-01	3.9817833900e-01	9.7357124090e-02	6.6902585861e-01	5.3307626140e-01	0	2.5706428289e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	4	0	1	4.2926282753e+02	5.5139827492e+02	-2.7371724717e+00	-6.0172508253e-01	2.7371724717e+00	2.6297956705e-01	3.2051056623e-01	3.2051056623e-01	1.7530424518e+01	1.7456199985e+01	1.7530424518e+01	6.8549972773e-01	5.7852655649e-01	5.7852655649e-01	5.7530999184e-02	6.4573869704e-01	6.2282883662e-01	1	1.6025528312e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	5	0	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	2.0633475482e-01	2.3404264450e-01	2.3404264450e-01	1.8934830512e+01	1.9424427863e+01	1.9424427863e+01	7.3910619318e-01	6.5692257881e-01	6.5692257881e-01	2.7707889676e-02	6.9747043323e-01	6.9305426259e-01	1	1.1702132225e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	6	0	1	4.2968253697e+02	5.5223769380e+02	-2.3174630305e+00	2.3769379987e-01	2.3174630305e+00	2.0046877861e-01	2.6079002023e-01	2.6079002023e-01	1.9358411635e+01	2.1511235737e+01	2.1511235737e+01	7.4084973335e-01	6.2403103709e-01	6.2403103709e-01	6.0321241617e-02	7.1307317704e-01	7.6751056589e-01	1	1.3039501011e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	7	0	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	1.6418613493e-01	1.8344144523e-01	1.8344144523e-01	2.0059870916e+01	2.0903672105e+01	2.0903672105e+01	7.8249888122e-01	7.0547296107e-01	7.0547296107e-01	1.9255310297e-02	7.3891165014e-01	7.4583298710e-01	1	9.1720722616e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	8	0	1	4.2926282753e+02	5.5139827492e+02	-2.7371724717e+00	-6.0172508253e-01	2.7371724717e+00	2.8929537535e-01	3.5462558270e-01	3.5462558270e-01	1.7088961751e+01	1.6876551190e+01	1.7088961751e+01	6.5855193138e-01	5.4776108265e-01	5.4776108265e-01	6.5330207348e-02	6.2947727727e-01	6.0214724587e-01	0	1.7731279135e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	9	0	1	4.2926282753e+02	5.5139827492e+02	-2.7371724717e+00	-6.0172508253e-01	2.7371724717e+00	2.7123162150e-01	3.3084878325e-01	3.3084878325e-01	1.7394566787e+01	1.7241659345e+01	1.7394566787e+01	6.7705884576e-01	5.6950953603e-01	5.6950953603e-01	5.9617161751e-02	6.4073433483e-01	6.1517412958e-01	1	1.6542439163e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	10	1	1	4.3052195585e+02	5.5391653156e+02	-1.4780441481e+00	1.9165315647e+00	1.9165315647e+00	3.6535304040e-02	2.6670163497e-02	3.6535304040e-02	3.0431220204e+01	3.5874164621e+01	3.5874164621e+01	8.7928070500e-01	8.2995116152e-01	8.2995116152e-01	9.8651405424e-03	1.1209435609e+00	1.2799729744e+00	1	7.9992278394e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	11	1	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	2.7864587307e-01	3.4522151947e-01	3.4522151947e-01	1.8226614911e+01	1.9792451255e+01	1.9792451255e+01	6.6164809465e-01	5.4112136364e-01	5.4112136364e-01	6.6575646400e-02	6.7138308898e-01	7.0618516057e-01	1	1.7261075974e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	12	1	1	4.3052195585e+02	5.5391653156e+02	-1.4780441481e+00	1.9165315647e+00	1.9165315647e+00	3.0883386731e-02	2.5981262326e-02	3.0883386731e-02	3.0349129244e+01	3.6183689238e+01	3.6183689238e+01	8.8367961347e-01	8.3210150898e-01	8.3210150898e-01	4.9021244049e-03	1.1179197146e+00	1.2910166642e+00	1	8.3147618330e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	13	1	1	4.2968253697e+02	5.5181798436e+02	-2.3174630305e+00	-1.8201564133e-01	2.3174630305e+00	2.2651799023e-01	2.5500628352e-01	2.5500628352e-01	1.8611541566e+01	1.8933807425e+01	1.8933807425e+01	7.1814070642e-01	6.3558873534e-01	6.3558873534e-01	2.8488293290e-02	6.8556198329e-01	6.7554916086e-01	1	1.2750314176e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	14	1	1	4.3010224641e+02	5.5265740324e+02	-1.8977535893e+00	6.5740324107e-01	1.8977535893e+00	6.0070101172e-02	6.0965891927e-02	6.0965891927e-02	2.6127525494e+01	2.9417797696e+01	2.9417797696e+01	8.7749135122e-01	8.1068140641e-01	8.1068140641e-01	8.9579075575e-04	9.6241561362e-01	1.0496129015e+00	1	6.1676510161e-01	1	1
10	432_552	4.3200000000e+02	5.5200000000e+02	15	1	1	4.3052195585e+02	5.5391653156e+02	-1.4780441481e+00	1.9165315647e+00	1.9165315647e+00	4.0564633906e-02	2.8696822003e-02	4.0564633906e-02	2.9583690066e+01	3.4587016452e+01	3.4587016452e+01	8.8109149784e-01	8.2981701009e-01	8.2981701009e-01	1.1867811903e-02	1.0897245219e+00	1.2340481455e+00	1	6.6870898722e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	16	1	1	4.3094166529e+02	5.5517565989e+02	-1.0583347069e+00	3.1756598883e+00	3.1756598883e+00	2.9377518222e-02	2.1170118824e-02	2.9377518222e-02	3.2634857164e+01	3.9328995631e+01	3.9328995631e+01	8.7519037910e-01	8.3345111273e-01	8.3345111273e-01	8.2073993981e-03	1.2021152210e+00	1.4032396865e+00	1	1.1521133900e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	17	1	1	4.3094166529e+02	5.5517565989e+02	-1.0583347069e+00	3.1756598883e+00	3.1756598883e+00	2.8231449425e-02	2.3283751681e-02	2.8231449425e-02	3.1587783531e+01	3.8010194782e+01	3.8010194782e+01	8.8086467236e-01	8.3305266313e-01	8.3305266313e-01	4.9476977438e-03	1.1635459346e+00	1.3561855053e+00	1	1.0176728722e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	18	1	1	4.2968253697e+02	5.5265740324e+02	-2.3174630305e+00	6.5740324107e-01	2.3174630305e+00	1.1513806134e-01	9.1714829206e-02	1.1513806134e-01	2.4042402806e+01	2.5708117203e+01	2.5708117203e+01	8.2341878861e-01	7.8324946761e-01	7.8324946761e-01	2.3423232138e-02	8.8560946403e-01	9.1725328213e-01	1	6.3836621750e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	19	1	1	4.3010224641e+02	5.5265740324e+02	-1.8977535893e+00	6.5740324107e-01	1.8977535893e+00	7.1149006486e-02	6.7282073200e-02	7.1149006486e-02	2.5529007708e+01	2.8571262505e+01	2.8571262505e+01	8.6737768352e-01	8.0388361961e-01	8.0388361961e-01	3.8669332862e-03	9.4036902283e-01	1.0194089322e+00	1	6.2198058003e-01	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	0	0	1	4.8970098706e+02	5.3586902559e+02	-4.2990129389e+00	1.8690255931e+00	4.2990129389e+00	1.6196955740e-01	1.5201972425e-01	1.6196955740e-01	1.5920270859e+01	2.2965329226e+01	2.2965329226e+01	5.8691255748e-01	8.1318111718e-01	5.8691255748e-01	9.9498331547e-03	2.2306970579e-01	1.3683710607e+00	0	2.2198008406e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	1	0	1	4.8844185874e+02	5.3419018783e+02	-5.5581412625e+00	1.9018782827e-01	5.5581412625e+00	4.7497788072e-01	4.5519763231e-01	4.7497788072e-01	1.3310213929e+01	1.5295691280e+01	1.5295691280e+01	4.2411503196e-01	5.1588070393e-01	4.2411503196e-01	1.9780248404e-02	1.8649842904e-01	9.1138172223e-01	0	2.3748894036e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	2	0	1	4.8970098706e+02	5.3586902559e+02	-4.2990129389e+00	1.8690255931e+00	4.2990129389e+00	1.5688720345e-01	1.4376069605e-01	1.5688720345e-01	1.6148928116e+01	2.3548401127e+01	2.3548401127e+01	5.8557739854e-01	8.2049600780e-01	5.8557739854e-01	1.3126507401e-02	2.2627357761e-01	1.4031129409e+00	0	2.2106469211e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	3	0	1	4.8844185874e+02	5.3419018783e+02	-5.5581412625e+00	1.9018782827e-01	5.5581412625e+00	4.9067172408e-01	4.7048762441e-01	4.9067172408e-01	1.3155969495e+01	1.4910373997e+01	1.4910373997e+01	4.1467031837e-01	5.0064638257e-01	4.1467031837e-01	2.0184099674e-02	1.8433720573e-01	8.8842289531e-01	0	2.4533586204e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	4	0	1	4.8844185874e+02	5.3460989727e+02	-5.5581412625e+00	6.0989726947e-01	5.5581412625e+00	3.2073739171e-01	3.2982772589e-01	3.2982772589e-01	1.6800425083e+01	1.5053306710e+01	1.6800425083e+01	6.5008011460e-01	5.3142422438e-01	5.3142422438e-01	9.0903341770e-03	2.3540214319e-01	8.9693942846e-01	0	2.1845653052e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	5	0	1	4.8970098706e+02	5.3586902559e+02	-4.2990129389e+00	1.8690255931e+00	4.2990129389e+00	1.9287294149e-01	1.8999025226e-01	1.9287294149e-01	1.5584755229e+01	2.1479084390e+01	2.1479084390e+01	5.8358561993e-01	7.7566972375e-01	5.8358561993e-01	2.8826892376e-03	2.1836856888e-01	1.2798143324e+00	0	2.2332326603e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	6	0	1	4.9012069650e+02	5.3586902559e+02	-3.8793034977e+00	1.8690255931e+00	3.8793034977e+00	6.5186046064e-02	6.4245283604e-02	6.5186046064e-02	1.8510785370e+01	3.4076364591e+01	3.4076364591e+01	5.1692608744e-01	8.9521563053e-01	5.1692608744e-01	9.4076246023e-04	2.5936716046e-01	2.0304133550e+00	0	2.9440381571e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	7	0	1	4.8970098706e+02	5.3586902559e+02	-4.2990129389e+00	1.8690255931e+00	4.2990129389e+00	9.8638206720e-02	9.3842923641e-02	9.8638206720e-02	1.7131367378e+01	2.7628801638e+01	2.7628801638e+01	5.6347736716e-01	8.6833590269e-01	5.6347736716e-01	4.7952830791e-03	2.4003920001e-01	1.6462403928e+00	0	2.1713165714e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	8	0	1	4.8844185874e+02	5.3460989727e+02	-5.5581412625e+00	6.0989726947e-01	5.5581412625e+00	3.4582409263e-01	3.4662243724e-01	3.4662243724e-01	1.6579447285e+01	1.4659125945e+01	1.6579447285e+01	6.2463024259e-01	5.1884672046e-01	5.1884672046e-01	7.9834461212e-04	2.3230587349e-01	8.7345247796e-01	0	2.1934117900e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	9	0	1	4.8844185874e+02	5.3460989727e+02	-5.5581412625e+00	6.0989726947e-01	5.5581412625e+00	3.2480075955e-01	3.3264431357e-01	3.3264431357e-01	1.6758561248e+01	1.4954187585e+01	1.6758561248e+01	6.4590159059e-01	5.2909061313e-01	5.2909061313e-01	7.8435540199e-03	2.3481556063e-01	8.9103349345e-01	0	2.1862412554e+00	1	0
11	494_534	4.9400000000e+02	5.3400000000e+02	10	1	1	4.9054040594e+02	5.3670844448e+02	-3.4595940565e+00	2.7084444755e+00	3.4595940565e+00	3.5890940577e-02	3.7510875612e-02	3.7510875612e-02	8.0466406775e+01	2.4696554290e+01	8.0466406775e+01	9.2230295762e-01	4.4942766055e-01	4.4942766055e-01	1.6199350357e-03	1.1274693656e+00	1.4715247432e+00	1	1.3472135519e+00	1	1
