wavelength_nm	current_final_result_transmittance	nearest_dataset_average_transmittance	nearest_neighbor_tandem_result_transmittance
6.6891691845e+02	9.5607227556e-01	9.5393925905e-01	9.5305132866e-01
6.6933662789e+02	9.5598487997e-01	9.5387464762e-01	9.5298743248e-01
6.6975633734e+02	9.5575327251e-01	9.5381003618e-01	9.5291209221e-01
6.7017604678e+02	9.5576041156e-01	9.5374530554e-01	9.5286476612e-01
6.7059575622e+02	9.5560723833e-01	9.5368051529e-01	9.5278185606e-01
6.7101546566e+02	9.5558679293e-01	9.5361566544e-01	9.5281952620e-01
6.7143517510e+02	9.5562016920e-01	9.5355063677e-01	9.5281857252e-01
6.7185488454e+02	9.5555989053e-01	9.5348566771e-01	9.5288056135e-01
6.7227459398e+02	9.5525795450e-01	9.5342057943e-01	9.5274490118e-01
6.7269430342e+02	9.5515989639e-01	9.5335549116e-01	9.5271390676e-01
6.7311401287e+02	9.5506900566e-01	9.5329022408e-01	9.5265698433e-01
6.7353372231e+02	9.5514720117e-01	9.5322495699e-01	9.5267993212e-01
6.7395343175e+02	9.5501583776e-01	9.5315963030e-01	9.5264977217e-01
6.7437314119e+02	9.5491249053e-01	9.5309418440e-01	9.5260435343e-01
6.7479285063e+02	9.5487344227e-01	9.5302885771e-01	9.5260149240e-01
6.7521256007e+02	9.5483267554e-01	9.5296329260e-01	9.5248371363e-01
6.7563226951e+02	9.5468228908e-01	9.5289772749e-01	9.5255303383e-01
6.7605197895e+02	9.5458514030e-01	9.5283216238e-01	9.5241385698e-01
6.7647168840e+02	9.5449131155e-01	9.5276647806e-01	9.5242697001e-01
6.7689139784e+02	9.5421530172e-01	9.5270079374e-01	9.5234328508e-01
6.7731110728e+02	9.5428514241e-01	9.5263510942e-01	9.5226109028e-01
6.7773081672e+02	9.5419425167e-01	9.5256930590e-01	9.5224887133e-01
6.7815052616e+02	9.5412015911e-01	9.5250350237e-01	9.5214098692e-01
6.7857023560e+02	9.5411884790e-01	9.5243763924e-01	9.5211094618e-01
6.7898994504e+02	9.5389151734e-01	9.5237177610e-01	9.5211887360e-01
6.7940965448e+02	9.5393419129e-01	9.5230579376e-01	9.5211499929e-01
6.7982936392e+02	9.5351278412e-01	9.5223981142e-01	9.5186930895e-01
6.8024907337e+02	9.5342761503e-01	9.5217388868e-01	9.5182317495e-01
6.8066878281e+02	9.5332741880e-01	9.5210790634e-01	9.5179241896e-01
6.8108849225e+02	9.5335662304e-01	9.5204180479e-01	9.5168137550e-01
6.8150820169e+02	9.5316338694e-01	9.5197576284e-01	9.5163941383e-01
6.8192791113e+02	9.5319163756e-01	9.5190972090e-01	9.5159035921e-01
6.8234762057e+02	9.5289391164e-01	9.5184355974e-01	9.5147174597e-01
6.8276733001e+02	9.5287483949e-01	9.5177745819e-01	9.5142257214e-01
6.8318703945e+02	9.5289050359e-01	9.5171123743e-01	9.5136642456e-01
6.8360674890e+02	9.5271283455e-01	9.5164507627e-01	9.5130723715e-01
6.8402645834e+02	9.5263612227e-01	9.5157891512e-01	9.5117962360e-01
6.8444616778e+02	9.5263010228e-01	9.5151275396e-01	9.5119816065e-01
6.8486587722e+02	9.5244253957e-01	9.5144653320e-01	9.5102995634e-01
6.8528558666e+02	9.5228695806e-01	9.5138025284e-01	9.5104557276e-01
6.8570529610e+02	9.5220381539e-01	9.5131403208e-01	9.5095014572e-01
6.8612500554e+02	9.5205813727e-01	9.5124787092e-01	9.5089483261e-01
6.8654471498e+02	9.5211982377e-01	9.5118159056e-01	9.5075410604e-01
6.8696442443e+02	9.5203631702e-01	9.5111536980e-01	9.5083189011e-01
6.8738413387e+02	9.5181692766e-01	9.5104914904e-01	9.5067584515e-01
6.8780384331e+02	9.5169490632e-01	9.5098286867e-01	9.5063579082e-01
6.8822355275e+02	9.5171791211e-01	9.5091658831e-01	9.5064043999e-01
6.8864326219e+02	9.5153736995e-01	9.5085042715e-01	9.5048874617e-01
6.8906297163e+02	9.5151329137e-01	9.5078420639e-01	9.5035374165e-01
6.8948268107e+02	9.5150619210e-01	9.5071792603e-01	9.5042276382e-01
6.8990239051e+02	9.5135707170e-01	9.5065170527e-01	9.5038396120e-01
6.9032209995e+02	9.5129578687e-01	9.5058554411e-01	9.5025146008e-01
6.9074180940e+02	9.5114672606e-01	9.5051932335e-01	9.5026975870e-01
6.9116151884e+02	9.5110754781e-01	9.5045322180e-01	9.5017147064e-01
6.9158122828e+02	9.5081574386e-01	9.5038700104e-01	9.5008766651e-01
6.9200093772e+02	9.5091561996e-01	9.5032089949e-01	9.5014953613e-01
6.9242064716e+02	9.5063806052e-01	9.5025467873e-01	9.5000511408e-01
6.9284035660e+02	9.5070051367e-01	9.5018863678e-01	9.4997942448e-01
6.9326006604e+02	9.5056730660e-01	9.5012253523e-01	9.5010948181e-01
6.9367977548e+02	9.5047949231e-01	9.5005637407e-01	9.4993680716e-01
6.9409948493e+02	9.5024359359e-01	9.4999045134e-01	9.4984507561e-01
6.9451919437e+02	9.5019507326e-01	9.4992429018e-01	9.4977688789e-01
6.9493890381e+02	9.5018333197e-01	9.4985836744e-01	9.4989109039e-01
6.9535861325e+02	9.5005495253e-01	9.4979238510e-01	9.4980347157e-01
6.9577832269e+02	9.4999951039e-01	9.4972640276e-01	9.4979965687e-01
6.9619803213e+02	9.4984937678e-01	9.4966048002e-01	9.4966375828e-01
6.9661774157e+02	9.4981777473e-01	9.4959455729e-01	9.4958013296e-01
6.9703745101e+02	9.4964594655e-01	9.4952869415e-01	9.4965142012e-01
6.9745716046e+02	9.4973915503e-01	9.4946289062e-01	9.4960182905e-01
6.9787686990e+02	9.4955564515e-01	9.4939708710e-01	9.4959497452e-01
6.9829657934e+02	9.4934630348e-01	9.4933134317e-01	9.4948041439e-01
6.9871628878e+02	9.4932580091e-01	9.4926565886e-01	9.4945931435e-01
6.9913599822e+02	9.4917493781e-01	9.4919991493e-01	9.4944912195e-01
6.9955570766e+02	9.4907683542e-01	9.4913429022e-01	9.4923305511e-01
6.9997541710e+02	9.4889300731e-01	9.4906872511e-01	9.4922327995e-01
7.0039512654e+02	9.4879567972e-01	9.4900304079e-01	9.4912117720e-01
7.0081483598e+02	9.4875007547e-01	9.4893759489e-01	9.4923287630e-01
7.0123454543e+02	9.4866925722e-01	9.4887208939e-01	9.4915002584e-01
7.0165425487e+02	9.4867216777e-01	9.4880658388e-01	9.4914734364e-01
7.0207396431e+02	9.4850367722e-01	9.4874119759e-01	9.4896644354e-01
7.0249367375e+02	9.4841634079e-01	9.4867581129e-01	9.4900691509e-01
7.0291338319e+02	9.4819122978e-01	9.4861048460e-01	9.4896590710e-01
7.0333309263e+02	9.4813102039e-01	9.4854521751e-01	9.4897782803e-01
7.0375280207e+02	9.4805246696e-01	9.4847995043e-01	9.4881981611e-01
7.0417251151e+02	9.4790977772e-01	9.4841480255e-01	9.4883739948e-01
7.0459222096e+02	9.4799512561e-01	9.4834965467e-01	9.4887906313e-01
7.0501193040e+02	9.4771986673e-01	9.4828444719e-01	9.4876635075e-01
7.0543163984e+02	9.4764238610e-01	9.4821947813e-01	9.4867718220e-01
7.0585134928e+02	9.4754678697e-01	9.4815444946e-01	9.4862258434e-01
7.0627105872e+02	9.4755589899e-01	9.4808954000e-01	9.4857615232e-01
7.0669076816e+02	9.4738937525e-01	9.4802457094e-01	9.4844335318e-01
7.0711047760e+02	9.4717091158e-01	9.4795972109e-01	9.4846093655e-01
7.0753018704e+02	9.4699753378e-01	9.4789487123e-01	9.4845563173e-01
7.0794989649e+02	9.4696080557e-01	9.4783014059e-01	9.4833356142e-01
7.0836960593e+02	9.4687641129e-01	9.4776540995e-01	9.4827419519e-01
7.0878931537e+02	9.4676279710e-01	9.4770079851e-01	9.4827610254e-01
7.0920902481e+02	9.4661260388e-01	9.4763612747e-01	9.4827568531e-01
7.0962873425e+02	9.4659107392e-01	9.4757157564e-01	9.4811856747e-01
7.1004844369e+02	9.4639010109e-01	9.4750708342e-01	9.4814097881e-01
7.1046815313e+02	9.4634162552e-01	9.4744271040e-01	9.4799041748e-01
7.1088786257e+02	9.4608379383e-01	9.4737821817e-01	9.4798773527e-01
7.1130757201e+02	9.4611888300e-01	9.4731384516e-01	9.4785910845e-01
7.1172728146e+02	9.4590086444e-01	9.4724959135e-01	9.4794058800e-01
7.1214699090e+02	9.4603191372e-01	9.4718527794e-01	9.4786071777e-01
7.1256670034e+02	9.4570184626e-01	9.4712108374e-01	9.4765353203e-01
7.1298640978e+02	9.4556718601e-01	9.4705694914e-01	9.4769084454e-01
7.1340611922e+02	9.4547265964e-01	9.4699287415e-01	9.4760471582e-01
7.1382582866e+02	9.4533968304e-01	9.4692879915e-01	9.4763165712e-01
7.1424553810e+02	9.4540023713e-01	9.4686484337e-01	9.4742476940e-01
7.1466524754e+02	9.4504755630e-01	9.4680088758e-01	9.4746500254e-01
7.1508495699e+02	9.4503021256e-01	9.4673699141e-01	9.4742149115e-01
7.1550466643e+02	9.4490622169e-01	9.4667315483e-01	9.4729316235e-01
7.1592437587e+02	9.4470894411e-01	9.4660943747e-01	9.4726502895e-01
7.1634408531e+02	9.4464272413e-01	9.4654560089e-01	9.4726055861e-01
7.1676379475e+02	9.4466394141e-01	9.4648194313e-01	9.4730848074e-01
7.1718350419e+02	9.4443018832e-01	9.4641828537e-01	9.4719123840e-01
7.1760321363e+02	9.4434607057e-01	9.4635468721e-01	9.4705939293e-01
7.1802292307e+02	9.4438272487e-01	9.4629120827e-01	9.4707596302e-01
7.1844263252e+02	9.4409567078e-01	9.4622772932e-01	9.4693088531e-01
7.1886234196e+02	9.4406581094e-01	9.4616430998e-01	9.4687747955e-01
7.1928205140e+02	9.4389349274e-01	9.4610089064e-01	9.4684344530e-01
7.1970176084e+02	9.4392108776e-01	9.4603759050e-01	9.4677591324e-01
7.2012147028e+02	9.4383644367e-01	9.4597434998e-01	9.4675821066e-01
7.2054117972e+02	9.4355554661e-01	9.4591099024e-01	9.4663447142e-01
7.2096088916e+02	9.4356321721e-01	9.4584792852e-01	9.4658309221e-01
7.2138059860e+02	9.4337547569e-01	9.4578474760e-01	9.4650852680e-01
7.2180030804e+02	9.4327598735e-01	9.4572162628e-01	9.4645452499e-01
7.2222001749e+02	9.4325518679e-01	9.4565862417e-01	9.4645237923e-01
7.2263972693e+02	9.4315432963e-01	9.4559556246e-01	9.4633823633e-01
7.2305943637e+02	9.4302463898e-01	9.4553261995e-01	9.4621270895e-01
7.2347914581e+02	9.4295858522e-01	9.4546979666e-01	9.4605851173e-01
7.2389885525e+02	9.4278598223e-01	9.4540691376e-01	9.4613647461e-01
7.2431856469e+02	9.4265597537e-01	9.4534415007e-01	9.4607746601e-01
7.2473827413e+02	9.4255739617e-01	9.4528132677e-01	9.4597381353e-01
7.2515798357e+02	9.4261954458e-01	9.4521856308e-01	9.4599491358e-01
7.2557769302e+02	9.4231969456e-01	9.4515585899e-01	9.4575214386e-01
7.2599740246e+02	9.4255261534e-01	9.4509321451e-01	9.4572180510e-01
7.2641711190e+02	9.4238466119e-01	9.4503068924e-01	9.4566845894e-01
7.2683682134e+02	9.4223391049e-01	9.4496804476e-01	9.4561761618e-01
7.2725653078e+02	9.4209647178e-01	9.4490557909e-01	9.4552445412e-01
7.2767624022e+02	9.4194872219e-01	9.4484311342e-01	9.4537222385e-01
7.2809594966e+02	9.4183689278e-01	9.4478064775e-01	9.4532555342e-01
7.2851565910e+02	9.4169981168e-01	9.4471830130e-01	9.4517654181e-01
7.2893536855e+02	9.4184356840e-01	9.4465589523e-01	9.4523149729e-01
7.2935507799e+02	9.4176662418e-01	9.4459360838e-01	9.4509643316e-01
7.2977478743e+02	9.4165921015e-01	9.4453138113e-01	9.4512784481e-01
7.3019449687e+02	9.4154418123e-01	9.4446903467e-01	9.4489133358e-01
7.3061420631e+02	9.4145798679e-01	9.4440692663e-01	9.4483757019e-01
7.3103391575e+02	9.4145619877e-01	9.4434469938e-01	9.4483798742e-01
7.3145362519e+02	9.4150363700e-01	9.4428253174e-01	9.4478636980e-01
7.3187333463e+02	9.4125718901e-01	9.4422048330e-01	9.4462245703e-01
7.3229304407e+02	9.4123899700e-01	9.4415837526e-01	9.4456851482e-01
7.3271275352e+02	9.4116926443e-01	9.4409638643e-01	9.4451731443e-01
7.3313246296e+02	9.4121330031e-01	9.4403439760e-01	9.4437420368e-01
7.3355217240e+02	9.4097525599e-01	9.4397240877e-01	9.4431275129e-01
7.3397188184e+02	9.4091635607e-01	9.4391041994e-01	9.4421511889e-01
7.3439159128e+02	9.4084251108e-01	9.4384860992e-01	9.4414365292e-01
7.3481130072e+02	9.4085073411e-01	9.4378668070e-01	9.4413870573e-01
7.3523101016e+02	9.4083899282e-01	9.4372487068e-01	9.4401055574e-01
7.3565071960e+02	9.4062495909e-01	9.4366306067e-01	9.4393587112e-01
7.3607042905e+02	9.4074433885e-01	9.4360131025e-01	9.4386631250e-01
7.3649013849e+02	9.4068182683e-01	9.4353955984e-01	9.4384253025e-01
7.3690984793e+02	9.4086897233e-01	9.4347780943e-01	9.4376838207e-01
7.3732955737e+02	9.4066785739e-01	9.4341611862e-01	9.4372987747e-01
7.3774926681e+02	9.4051694898e-01	9.4335442781e-01	9.4354045391e-01
7.3816897625e+02	9.4055658295e-01	9.4329279661e-01	9.4355493784e-01
7.3858868569e+02	9.4049763656e-01	9.4323116541e-01	9.4339245558e-01
7.3900839513e+02	9.4043451965e-01	9.4316959381e-01	9.4339418411e-01
7.3942810458e+02	9.4050216709e-01	9.4310802221e-01	9.4334304333e-01
7.3984781402e+02	9.4053846379e-01	9.4304651022e-01	9.4327121973e-01
7.4026752346e+02	9.4044041793e-01	9.4298499823e-01	9.4320893288e-01
7.4068723290e+02	9.4054507636e-01	9.4292348623e-01	9.4313758612e-01
7.4110694234e+02	9.4035756596e-01	9.4286203384e-01	9.4303846359e-01
7.4152665178e+02	9.4036155919e-01	9.4280052185e-01	9.4295883179e-01
7.4194636122e+02	9.4028574723e-01	9.4273906946e-01	9.4290840626e-01
7.4236607066e+02	9.4047265434e-01	9.4267773628e-01	9.4292068481e-01
7.4278578010e+02	9.4029027044e-01	9.4261628389e-01	9.4269001484e-01
7.4320548955e+02	9.4023424598e-01	9.4255495071e-01	9.4266772270e-01
7.4362519899e+02	9.4039904761e-01	9.4249361753e-01	9.4265335798e-01
7.4404490843e+02	9.4031703735e-01	9.4243234396e-01	9.4259381294e-01
7.4446461787e+02	9.4026982117e-01	9.4237107038e-01	9.4248008728e-01
7.4488432731e+02	9.4011640954e-01	9.4230967760e-01	9.4246590137e-01
7.4530403675e+02	9.4013756591e-01	9.4224852324e-01	9.4224524498e-01
7.4572374619e+02	9.4015330043e-01	9.4218724966e-01	9.4234466553e-01
7.4614345563e+02	9.4010388612e-01	9.4212603569e-01	9.4225984812e-01
7.4656316508e+02	9.4006037777e-01	9.4206476212e-01	9.4208210707e-01
7.4698287452e+02	9.4002950387e-01	9.4200366735e-01	9.4211572409e-01
7.4740258396e+02	9.4006186694e-01	9.4194245338e-01	9.4190996885e-01
7.4782229340e+02	9.3991363542e-01	9.4188135862e-01	9.4188320637e-01
7.4824200284e+02	9.3998819562e-01	9.4182014465e-01	9.4188040495e-01
7.4866171228e+02	9.3994195545e-01	9.4175910950e-01	9.4182455540e-01
7.4908142172e+02	9.4011956409e-01	9.4169801474e-01	9.4173330069e-01
7.4950113116e+02	9.3989731390e-01	9.4163686037e-01	9.4161331654e-01
7.4992084061e+02	9.3993324012e-01	9.4157582521e-01	9.4155251980e-01
7.5034055005e+02	9.3989521502e-01	9.4151479006e-01	9.4137620926e-01
7.5076025949e+02	9.3997502157e-01	9.4145375490e-01	9.4144272804e-01
7.5117996893e+02	9.3984688053e-01	9.4139271975e-01	9.4136279821e-01
7.5159967837e+02	9.3984425256e-01	9.4133180380e-01	9.4129824638e-01
7.5201938781e+02	9.3994324895e-01	9.4127082825e-01	9.4117784500e-01
7.5243909725e+02	9.3997323741e-01	9.4120985270e-01	9.4115442038e-01
7.5285880669e+02	9.4006573736e-01	9.4114893675e-01	9.4110119343e-01
7.5327851613e+02	9.3988806080e-01	9.4108802080e-01	9.4101923704e-01
7.5369822558e+02	9.3991166260e-01	9.4102710485e-01	9.4095748663e-01
7.5411793502e+02	9.4006406395e-01	9.4096618891e-01	9.4086652994e-01
7.5453764446e+02	9.3982321841e-01	9.4090533257e-01	9.4082528353e-01
7.5495735390e+02	9.3999736777e-01	9.4084453583e-01	9.4069719315e-01
7.5537706334e+02	9.3982339397e-01	9.4078367949e-01	9.4056755304e-01
7.5579677278e+02	9.4003760198e-01	9.4072288275e-01	9.4062292576e-01
7.5621648222e+02	9.3990713653e-01	9.4066208601e-01	9.4042080641e-01
7.5663619166e+02	9.4006657441e-01	9.4060134888e-01	9.4056546688e-01
7.5705590111e+02	9.4003647617e-01	9.4054055214e-01	9.4043004513e-01
7.5747561055e+02	9.4006109284e-01	9.4047981501e-01	9.4041866064e-01
7.5789531999e+02	9.4006901970e-01	9.4041913748e-01	9.4028639793e-01
7.5831502943e+02	9.4024264101e-01	9.4035845995e-01	9.4026130438e-01
7.5873473887e+02	9.4013202252e-01	9.4029778242e-01	9.4013082981e-01
7.5915444831e+02	9.4023687111e-01	9.4023710489e-01	9.4015425444e-01
7.5957415775e+02	9.4030326606e-01	9.4017654657e-01	9.4008606672e-01
7.5999386719e+02	9.4040267966e-01	9.4011592865e-01	9.4006460905e-01
7.6041357664e+02	9.4018912369e-01	9.4005537033e-01	9.3997633457e-01
7.6083328608e+02	9.4028269645e-01	9.3999481201e-01	9.3988543749e-01
7.6125299552e+02	9.4031602268e-01	9.3993425369e-01	9.3983769417e-01
7.6167270496e+02	9.4042449556e-01	9.3987387419e-01	9.3981057405e-01
7.6209241440e+02	9.4036954794e-01	9.3981337547e-01	9.3977636099e-01
7.6251212384e+02	9.4045924666e-01	9.3975287676e-01	9.3971621990e-01
7.6293183328e+02	9.4043439502e-01	9.3969249725e-01	9.3964707851e-01
7.6335154272e+02	9.4037944337e-01	9.3963211775e-01	9.3963497877e-01
7.6377125216e+02	9.4056946204e-01	9.3957167864e-01	9.3957686424e-01
7.6419096161e+02	9.4062745331e-01	9.3951147795e-01	9.3954056501e-01
7.6461067105e+02	9.4060647516e-01	9.3945115805e-01	9.3948447704e-01
7.6503038049e+02	9.4061470003e-01	9.3939089775e-01	9.3951475620e-01
7.6545008993e+02	9.4068735738e-01	9.3933063745e-01	9.3946415186e-01
7.6586979937e+02	9.4066220598e-01	9.3927049637e-01	9.3925601244e-01
7.6628950881e+02	9.4071430300e-01	9.3921035528e-01	9.3935930729e-01
7.6670921825e+02	9.4078737318e-01	9.3915015459e-01	9.3933129311e-01
7.6712892769e+02	9.4071811959e-01	9.3909007311e-01	9.3924337626e-01
7.6754863714e+02	9.4082009600e-01	9.3903011084e-01	9.3922972679e-01
7.6796834658e+02	9.4088542115e-01	9.3897008896e-01	9.3914389610e-01
7.6838805602e+02	9.4082444986e-01	9.3891006708e-01	9.3911927938e-01
7.6880776546e+02	9.4086170985e-01	9.3885022402e-01	9.3913882971e-01
7.6922747490e+02	9.4098800327e-01	9.3879032135e-01	9.3905293941e-01
7.6964718434e+02	9.4087415930e-01	9.3873047829e-01	9.3895006180e-01
7.7006689378e+02	9.4087350368e-01	9.3867069483e-01	9.3888670206e-01
7.7048660322e+02	9.4095771902e-01	9.3861103058e-01	9.3889784813e-01
7.7090631267e+02	9.4094359882e-01	9.3855124712e-01	9.3884497881e-01
7.7132602211e+02	9.4096153857e-01	9.3849164248e-01	9.3891745806e-01
7.7174573155e+02	9.4104713131e-01	9.3843203783e-01	9.3873572350e-01
7.7216544099e+02	9.4097227310e-01	9.3837255239e-01	9.3873757124e-01
7.7258515043e+02	9.4098168608e-01	9.3831300735e-01	9.3866121769e-01
7.7300485987e+02	9.4097906365e-01	9.3825358152e-01	9.3862622976e-01
7.7342456931e+02	9.4090736092e-01	9.3819427490e-01	9.3855756521e-01
7.7384427875e+02	9.4099348361e-01	9.3813490868e-01	9.3851119280e-01
7.7426398819e+02	9.4111394369e-01	9.3807572126e-01	9.3850505352e-01
7.7468369764e+02	9.4092077854e-01	9.3801647425e-01	9.3851786852e-01
7.7510340708e+02	9.4098699270e-01	9.3795734644e-01	9.3839842081e-01
7.7552311652e+02	9.4104182514e-01	9.3789833784e-01	9.3845880032e-01
7.7594282596e+02	9.4100921980e-01	9.3783926964e-01	9.3839108944e-01
7.7636253540e+02	9.4091254782e-01	9.3778032064e-01	9.3826460838e-01
7.7678224484e+02	9.4099431991e-01	9.3772149086e-01	9.3822562695e-01
7.7720195428e+02	9.4093936827e-01	9.3766266108e-01	9.3825870752e-01
7.7762166372e+02	9.4105535567e-01	9.3760395050e-01	9.3809431791e-01
7.7804137317e+02	9.4101893977e-01	9.3754529953e-01	9.3821966648e-01
7.7846108261e+02	9.4089187191e-01	9.3748682737e-01	9.3817394972e-01
7.7888079205e+02	9.4107383217e-01	9.3742829561e-01	9.3809807301e-01
7.7930050149e+02	9.4088488737e-01	9.3736988306e-01	9.3806260824e-01
7.7972021093e+02	9.4087159646e-01	9.3731158972e-01	9.3797826767e-01
7.8013992037e+02	9.4076806555e-01	9.3725329638e-01	9.3791884184e-01
7.8055962981e+02	9.4080555425e-01	9.3719512224e-01	9.3793141842e-01
7.8097933925e+02	9.4066305005e-01	9.3713706732e-01	9.3783837557e-01
7.8139904870e+02	9.4080734214e-01	9.3707901239e-01	9.3788075447e-01
7.8181875814e+02	9.4061334258e-01	9.3702119589e-01	9.3781805038e-01
7.8223846758e+02	9.4057381153e-01	9.3696337938e-01	9.3784916401e-01
7.8265817702e+02	9.4057440754e-01	9.3690568209e-01	9.3783521652e-01
7.8307788646e+02	9.4053864180e-01	9.3684798479e-01	9.3775987625e-01
7.8349759590e+02	9.4031466320e-01	9.3679064512e-01	9.3768221140e-01
7.8391730534e+02	9.4037174963e-01	9.3673318624e-01	9.3756133318e-01
7.8433701478e+02	9.4025827031e-01	9.3667584658e-01	9.3762582541e-01
7.8475672422e+02	9.4000601884e-01	9.3661862612e-01	9.3750363588e-01
7.8517643367e+02	9.4005298403e-01	9.3656158447e-01	9.3752950430e-01
7.8559614311e+02	9.4005381335e-01	9.3650460243e-01	9.3742638826e-01
7.8601585255e+02	9.3981463663e-01	9.3644779921e-01	9.3738532066e-01
7.8643556199e+02	9.3968045243e-01	9.3639093637e-01	9.3738859892e-01
7.8685527143e+02	9.3955016577e-01	9.3633437157e-01	9.3738186359e-01
7.8727498087e+02	9.3952768995e-01	9.3627780676e-01	9.3731516600e-01
7.8769469031e+02	9.3951666386e-01	9.3622142076e-01	9.3733924627e-01
7.8811439975e+02	9.3926232246e-01	9.3616509438e-01	9.3724960089e-01
7.8853410920e+02	9.3909198430e-01	9.3610900640e-01	9.3724143505e-01
7.8895381864e+02	9.3904213209e-01	9.3605285883e-01	9.3721318245e-01
7.8937352808e+02	9.3868601923e-01	9.3599706888e-01	9.3699711561e-01
7.8979323752e+02	9.3872926637e-01	9.3594121933e-01	9.3697291613e-01
7.9021294696e+02	9.3839151045e-01	9.3588566780e-01	9.3689996004e-01
7.9063265640e+02	9.3823043505e-01	9.3583011627e-01	9.3683594465e-01
7.9105236584e+02	9.3792164496e-01	9.3577480316e-01	9.3674296141e-01
7.9147207528e+02	9.3750476277e-01	9.3571954966e-01	9.3655091524e-01
7.9189178473e+02	9.3742483850e-01	9.3566447496e-01	9.3640959263e-01
7.9231149417e+02	9.3715067630e-01	9.3560951948e-01	9.3640613556e-01
7.9273120361e+02	9.3696379404e-01	9.3555474281e-01	9.3621897697e-01
7.9315091305e+02	9.3651893605e-01	9.3550014496e-01	9.3598359823e-01
7.9357062249e+02	9.3618070878e-01	9.3544560671e-01	9.3599581718e-01
7.9399033193e+02	9.3600524497e-01	9.3539124727e-01	9.3587481976e-01
7.9441004137e+02	9.3553036301e-01	9.3533712626e-01	9.3574398756e-01
7.9482975081e+02	9.3544263111e-01	9.3528312445e-01	9.3562096357e-01
7.9524946025e+02	9.3506513935e-01	9.3522924185e-01	9.3553453684e-01
7.9566916970e+02	9.3458702430e-01	9.3517559767e-01	9.3537318707e-01
7.9608887914e+02	9.3442248108e-01	9.3512201309e-01	9.3527156115e-01
7.9650858858e+02	9.3400426451e-01	9.3506866693e-01	9.3526333570e-01
7.9692829802e+02	9.3370078995e-01	9.3501543999e-01	9.3530267477e-01
7.9734800746e+02	9.3340815160e-01	9.3496251106e-01	9.3510258198e-01
7.9776771690e+02	9.3304870313e-01	9.3490958214e-01	9.3512552977e-01
7.9818742634e+02	9.3249578946e-01	9.3485695124e-01	9.3501889706e-01
7.9860713578e+02	9.3235520287e-01	9.3480443954e-01	9.3500792980e-01
7.9902684523e+02	9.3186647893e-01	9.3475216627e-01	9.3499255180e-01
7.9944655467e+02	9.3141216040e-01	9.3469995260e-01	9.3497920036e-01
