Epoch 0 | Train Loss: 0.036844 | Val Loss: 0.030125
Epoch 1 | Train Loss: 0.028233 | Val Loss: 0.023094
Epoch 2 | Train Loss: 0.021533 | Val Loss: 0.019684
Epoch 3 | Train Loss: 0.019630 | Val Loss: 0.019221
Epoch 4 | Train Loss: 0.019433 | Val Loss: 0.017291
Epoch 5 | Train Loss: 0.015475 | Val Loss: 0.014366
Epoch 6 | Train Loss: 0.013014 | Val Loss: 0.012208
Epoch 7 | Train Loss: 0.013303 | Val Loss: 0.013181
Epoch 8 | Train Loss: 0.012442 | Val Loss: 0.011873
Epoch 9 | Train Loss: 0.012695 | Val Loss: 0.013741
Epoch 10 | Train Loss: 0.013812 | Val Loss: 0.012872
Epoch 11 | Train Loss: 0.013104 | Val Loss: 0.012249
Epoch 12 | Train Loss: 0.013669 | Val Loss: 0.011391
Epoch 13 | Train Loss: 0.012861 | Val Loss: 0.011684
Epoch 14 | Train Loss: 0.012943 | Val Loss: 0.014218
Epoch 15 | Train Loss: 0.011447 | Val Loss: 0.010098
Epoch 16 | Train Loss: 0.009495 | Val Loss: 0.008575
Epoch 17 | Train Loss: 0.009918 | Val Loss: 0.012325
Epoch 18 | Train Loss: 0.012063 | Val Loss: 0.012285
Epoch 19 | Train Loss: 0.012501 | Val Loss: 0.010963
Epoch 20 | Train Loss: 0.008880 | Val Loss: 0.008061
Epoch 21 | Train Loss: 0.008218 | Val Loss: 0.013642
Epoch 22 | Train Loss: 0.011600 | Val Loss: 0.010991
Epoch 23 | Train Loss: 0.008463 | Val Loss: 0.012771
Epoch 24 | Train Loss: 0.012043 | Val Loss: 0.009460
Epoch 25 | Train Loss: 0.014778 | Val Loss: 0.012127
Epoch 26 | Train Loss: 0.015613 | Val Loss: 0.012326
Epoch 27 | Train Loss: 0.012788 | Val Loss: 0.009366
Epoch 28 | Train Loss: 0.009099 | Val Loss: 0.009407
Epoch 29 | Train Loss: 0.009174 | Val Loss: 0.012424
Epoch 30 | Train Loss: 0.011081 | Val Loss: 0.011305
Epoch 31 | Train Loss: 0.009662 | Val Loss: 0.010927
Epoch 32 | Train Loss: 0.010811 | Val Loss: 0.010441
Epoch 33 | Train Loss: 0.012188 | Val Loss: 0.009427
Epoch 34 | Train Loss: 0.010996 | Val Loss: 0.013649
