case_index	case_tag	target_low_nm	target_high_nm	candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
8	452_532	4.5200000000e+02	5.3200000000e+02	0	0	1	1	3.4493408203e+00	5.6207580566e+00	4.4982858276e+02	5.3670843506e+02	-2.1714172363e+00	4.7084350586e+00	4.7084350586e+00	6.8798522949e+00	3.4399261475e+00	5.1226560026e-02	8.7163351476e-02	8.7163351476e-02	2.8661725378e+01	3.5474954080e+01	3.5474954080e+01	8.1608295068e-01	7.3589722067e-01	7.3589722067e-01	3.5936791450e-02	9.6802257128e-01	1.4515398292e+00	1	1.2901137977e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	1	0	1	1	3.8690185547e+00	6.8798522949e+00	4.4814974976e+02	5.3754785156e+02	-3.8502502441e+00	5.5478515625e+00	5.5478515625e+00	9.3981018066e+00	4.6990509033e+00	4.2444653809e-02	4.2931828648e-02	4.2931828648e-02	2.6879468321e+01	3.2877819599e+01	3.2877819599e+01	8.2916765660e-01	8.0434789881e-01	8.0434789881e-01	4.8717483878e-04	9.0782853076e-01	1.3452720626e+00	1	9.8649160730e-01	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	2	0	1	1	4.2887573242e+00	6.4601745605e+00	4.4856945801e+02	5.3922668457e+02	-3.4305419922e+00	7.2266845703e+00	7.2266845703e+00	1.0657226562e+01	5.3286132812e+00	4.2845538259e-01	5.3733229637e-01	5.3733229637e-01	1.3648094843e+01	2.0254737288e+01	2.0254737288e+01	4.9086990952e-01	3.0033266544e-01	3.0033266544e-01	1.0887691379e-01	4.6095144969e-01	8.2876944217e-01	0	2.6866614819e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	3	0	1	1	4.7084350586e+00	7.2995605469e+00	4.4898916626e+02	5.3922668457e+02	-3.0108337402e+00	7.2266845703e+00	7.2266845703e+00	1.0237518311e+01	5.1187591553e+00	4.9364772439e-01	5.2892369032e-01	5.2892369032e-01	1.4501708664e+01	2.0405889772e+01	2.0405889772e+01	4.2662361264e-01	3.1635481119e-01	3.1635481119e-01	3.5275965929e-02	4.8978144631e-01	8.3495419578e-01	0	2.6446184516e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	4	0	1	1	2.6099243164e+00	5.2010498047e+00	4.4898916626e+02	5.3922668457e+02	-3.0108337402e+00	7.2266845703e+00	7.2266845703e+00	1.0237518311e+01	5.1187591553e+00	5.3862673044e-01	6.4036458731e-01	6.4036458731e-01	1.4207477271e+01	3.0919938851e+01	3.0919938851e+01	3.8189786673e-01	2.1116495132e-01	2.1116495132e-01	1.0173785686e-01	4.7984406026e-01	1.2651608416e+00	0	3.2018229365e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	5	0	1	1	2.5911254883e+00	3.9418945312e+00	4.5024829102e+02	5.2747485352e+02	-1.7517089844e+00	-4.5251464844e+00	4.5251464844e+00	6.2768554688e+00	3.1384277344e+00	6.8725384772e-02	6.7955806851e-02	6.8725384772e-02	3.0899908703e+01	3.8192967459e+01	3.8192967459e+01	7.2737815231e-01	8.0253373086e-01	7.2737815231e-01	7.6957792044e-04	1.0436150888e+00	1.5627536356e+00	0	1.6078675303e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	6	0	1	1	4.7084350586e+00	6.8798522949e+00	4.4814974976e+02	5.3838726807e+02	-3.8502502441e+00	6.3872680664e+00	6.3872680664e+00	1.0237518311e+01	5.1187591553e+00	1.0118557513e-01	9.3440249562e-02	1.0118557513e-01	2.0313002663e+01	2.6447407863e+01	2.6447407863e+01	7.4478833377e-01	8.0421201885e-01	7.4478833377e-01	7.7453255653e-03	6.8605238552e-01	1.0821568875e+00	1	8.9699318424e-01	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	7	0	1	1	4.2887573242e+00	6.4601745605e+00	4.4856945801e+02	5.2789453125e+02	-3.4305419922e+00	-4.1054687500e+00	4.1054687500e+00	7.5360107422e+00	3.7680053711e+00	3.6876699328e-01	5.3415721655e-01	5.3415721655e-01	1.3981365041e+01	2.5349550006e+01	2.5349550006e+01	5.4747185111e-01	3.0746805668e-01	3.0746805668e-01	1.6539022326e-01	4.7220733430e-01	1.0372354930e+00	0	2.6707860827e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	8	0	1	1	4.7084350586e+00	7.2995605469e+00	4.4814974976e+02	5.3754785156e+02	-3.8502502441e+00	5.5478515625e+00	5.5478515625e+00	9.3981018066e+00	4.6990509033e+00	1.1386260390e-01	1.3322012126e-01	1.3322012126e-01	2.0664837590e+01	2.5541595631e+01	2.5541595631e+01	7.8310951591e-01	7.2137470543e-01	7.2137470543e-01	1.9357517362e-02	6.9793527624e-01	1.0450934841e+00	1	8.6304206789e-01	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	9	0	1	1	4.2887573242e+00	6.4601745605e+00	4.4856945801e+02	5.4006610107e+02	-3.4305419922e+00	8.0661010742e+00	8.0661010742e+00	1.1496643066e+01	5.7483215332e+00	4.8214724660e-01	5.5934447050e-01	5.5934447050e-01	1.3074166274e+01	1.8777782783e+01	1.8777782783e+01	4.3660953641e-01	2.8047186136e-01	2.8047186136e-01	7.7197223902e-02	4.4156755699e-01	7.6833643114e-01	0	2.7967223525e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	10	0	1	1	2.5911254883e+00	3.9418945312e+00	4.4856945801e+02	5.2831427002e+02	-3.4305419922e+00	-3.6857299805e+00	3.6857299805e+00	7.1162719727e+00	3.5581359863e+00	3.2551786304e-01	4.4091436267e-01	4.4091436267e-01	1.7197908434e+01	3.0886386963e+01	3.0886386963e+01	5.8573582768e-01	4.2379608750e-01	4.2379608750e-01	1.1539649963e-01	5.8084303452e-01	1.2637879884e+00	0	2.2045718133e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	11	0	1	1	2.5911254883e+00	3.9418945312e+00	4.4898916626e+02	5.2957336426e+02	-3.0108337402e+00	-2.4266357422e+00	3.0108337402e+00	5.4374694824e+00	2.7187347412e+00	4.3868772686e-02	8.2546815276e-02	8.2546815276e-02	2.9312353318e+01	3.6300705015e+01	3.6300705015e+01	8.1836963445e-01	7.2813458741e-01	7.2813458741e-01	3.8678042591e-02	9.8999691246e-01	1.4853273394e+00	1	1.3866495410e+00	1	1
8	452_532	4.5200000000e+02	5.3200000000e+02	12	0	1	1	4.2887573242e+00	6.4601745605e+00	4.4856945801e+02	5.3754785156e+02	-3.4305419922e+00	5.5478515625e+00	5.5478515625e+00	8.9783935547e+00	4.4891967773e+00	3.2999807596e-01	4.7666504979e-01	4.7666504979e-01	1.4456783088e+01	2.5074976802e+01	2.5074976802e+01	5.8485549688e-01	3.6657789350e-01	3.6657789350e-01	1.4666697383e-01	4.8826412762e-01	1.0260006951e+00	0	2.3833252490e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	13	0	1	1	3.4493408203e+00	6.0404663086e+00	4.4689062500e+02	5.3754785156e+02	-5.1093750000e+00	5.5478515625e+00	5.5478515625e+00	1.0657226562e+01	5.3286132812e+00	1.4797879755e-01	2.2792471945e-01	2.2792471945e-01	1.9199882917e+01	2.7000757350e+01	2.7000757350e+01	7.5108008087e-01	6.2814144790e-01	6.2814144790e-01	7.9945921898e-02	6.4845782259e-01	1.1047984621e+00	1	1.1396235973e+00	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	14	0	1	1	3.8690185547e+00	6.4601440430e+00	4.5066799927e+02	5.3670843506e+02	-1.3320007324e+00	4.7084350586e+00	4.7084350586e+00	6.0404357910e+00	3.0202178955e+00	1.5016596019e-01	8.7629556656e-02	1.5016596019e-01	2.8346073623e+01	3.3681793990e+01	3.3681793990e+01	6.8840159476e-01	8.0337232351e-01	6.8840159476e-01	6.2536403537e-02	9.5736173286e-01	1.3781685350e+00	1	1.0804815287e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	15	0	1	1	3.0108337402e+00	5.0177307129e+00	4.4898916626e+02	5.2957336426e+02	-3.0108337402e+00	-2.4266357422e+00	3.0108337402e+00	5.4374694824e+00	2.7187347412e+00	2.3847181350e-02	5.3847480565e-02	5.3847480565e-02	3.1172864929e+01	4.0400440036e+01	4.0400440036e+01	8.2283381745e-01	7.3644108698e-01	7.3644108698e-01	3.0000299215e-02	1.0528339263e+00	1.6530774838e+00	0	1.8659356680e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	16	0	1	1	2.5911254883e+00	4.1783447266e+00	4.4982858276e+02	5.2453686523e+02	-2.1714172363e+00	-7.4631347656e+00	7.4631347656e+00	9.6345520020e+00	4.8172760010e+00	4.5760069042e-02	2.4807231501e-02	4.5760069042e-02	2.6310327820e+01	3.2449277807e+01	3.2449277807e+01	7.5227287039e-01	8.3830092661e-01	7.5227287039e-01	2.0952837542e-02	8.8860635054e-01	1.3277372836e+00	1	9.3639223875e-01	0	0
8	452_532	4.5200000000e+02	5.3200000000e+02	17	0	1	1	2.5911254883e+00	3.9418945312e+00	4.4856945801e+02	5.2789453125e+02	-3.4305419922e+00	-4.1054687500e+00	4.1054687500e+00	7.5360107422e+00	3.7680053711e+00	3.3598440886e-01	4.2393350601e-01	4.2393350601e-01	1.7714844813e+01	3.0197770857e+01	3.0197770857e+01	5.7577490807e-01	4.4144386053e-01	4.4144386053e-01	8.7949097157e-02	5.9830207009e-01	1.2356116671e+00	0	2.1196675301e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	18	0	1	1	3.8690185547e+00	6.0404357910e+00	4.4940887451e+02	5.3670843506e+02	-2.5911254883e+00	4.7084350586e+00	4.7084350586e+00	7.2995605469e+00	3.6497802734e+00	1.9458441436e-01	2.0177616179e-01	2.0177616179e-01	2.2925790928e+01	2.6846907673e+01	2.6846907673e+01	7.0928288996e-01	6.6247121990e-01	6.6247121990e-01	7.1917474270e-03	7.7429682932e-01	1.0985033466e+00	1	1.0088808089e+00	1	0
8	452_532	4.5200000000e+02	5.3200000000e+02	19	0	1	1	2.4266357422e+00	4.5980529785e+00	4.4856945801e+02	5.2663543701e+02	-3.4305419922e+00	-5.3645629883e+00	5.3645629883e+00	8.7951049805e+00	4.3975524902e+00	3.1767255068e-01	3.6702618003e-01	3.6702618003e-01	1.4667103579e+01	1.7461047211e+01	1.7461047211e+01	5.9633654356e-01	4.8427185416e-01	4.8427185416e-01	4.9353629351e-02	4.9536750257e-01	7.1445914853e-01	0	1.8351309001e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	0	0	1	1	6.0218200684e+00	6.6965637207e+00	4.4814974976e+02	5.3838726807e+02	6.1497497559e+00	-3.6127319336e+00	6.1497497559e+00	9.7624816895e+00	4.8812408447e+00	3.1790398061e-02	2.6740971953e-02	3.1790398061e-02	2.9019065172e+01	3.5967607155e+01	3.5967607155e+01	8.1923834234e-01	8.4334557876e-01	8.1923834234e-01	5.0494261086e-03	1.0070100384e+00	1.3777564481e+00	1	1.0793041373e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	1	0	1	1	2.7920837402e+00	3.4668273926e+00	4.4814974976e+02	5.3964642334e+02	6.1497497559e+00	-2.3535766602e+00	6.1497497559e+00	8.5033264160e+00	4.2516632080e+00	3.4960679710e-02	3.2670255750e-02	3.4960679710e-02	2.8130045447e+01	3.7331915716e+01	3.7331915716e+01	8.1459844857e-01	8.4178418294e-01	8.1459844857e-01	2.2904239595e-03	9.7615956877e-01	1.4300169421e+00	1	1.2286198344e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	2	0	1	1	4.8906250000e+00	5.5653686523e+00	4.4814974976e+02	5.4090551758e+02	6.1497497559e+00	-1.0944824219e+00	6.1497497559e+00	7.2442321777e+00	3.6221160889e+00	4.2294612527e-01	4.5705586672e-01	4.5705586672e-01	1.4027291683e+01	1.7279630540e+01	1.7279630540e+01	4.9772265553e-01	3.7203973532e-01	3.7203973532e-01	3.4109741449e-02	4.8677045425e-01	6.6190453799e-01	0	2.2852793336e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	3	0	1	1	4.0512084961e+00	4.7259521484e+00	4.4814974976e+02	5.4090551758e+02	6.1497497559e+00	-1.0944824219e+00	6.1497497559e+00	7.2442321777e+00	3.6221160889e+00	4.3818214536e-01	4.6627214551e-01	4.6627214551e-01	1.4095310941e+01	1.7000528743e+01	1.7000528743e+01	4.8280069232e-01	3.5874184966e-01	3.5874184966e-01	2.8090000153e-02	4.8913083612e-01	6.5121340975e-01	0	2.3313607275e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	4	0	1	1	4.0512084961e+00	4.7259521484e+00	4.4856945801e+02	5.4090551758e+02	6.5694580078e+00	-1.0944824219e+00	6.5694580078e+00	7.6639404297e+00	3.8319702148e+00	4.5458731055e-01	4.8074790835e-01	4.8074790835e-01	1.3954842968e+01	1.6866559471e+01	1.6866559471e+01	4.6633395553e-01	3.4181961417e-01	3.4181961417e-01	2.6160597801e-02	4.8425636283e-01	6.4608165250e-01	0	2.4037395418e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	5	0	1	1	3.2117919922e+00	3.8865356445e+00	4.4814974976e+02	5.3964642334e+02	6.1497497559e+00	-2.3535766602e+00	6.1497497559e+00	8.5033264160e+00	4.2516632080e+00	2.4206558242e-02	2.2480607033e-02	2.4206558242e-02	3.0429811351e+01	3.8705645532e+01	3.8705645532e+01	8.1223007105e-01	8.3565467596e-01	8.1223007105e-01	1.7259512097e-03	1.0559652875e+00	1.4826383217e+00	1	1.3789666335e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	6	0	1	1	2.7920837402e+00	3.4668273926e+00	4.3387963867e+02	5.3964642334e+02	-8.1203613281e+00	-2.3535766602e+00	8.1203613281e+00	1.0473937988e+01	5.2369689941e+00	2.5680452585e-01	1.1885875463e-01	2.5680452585e-01	2.5987548703e+01	2.5334940532e+01	2.5987548703e+01	5.8272540569e-01	7.6328349113e-01	5.8272540569e-01	1.3794577122e-01	9.0181135269e-01	9.7046705188e-01	0	1.3794577122e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	7	0	1	1	4.4709167480e+00	5.1456604004e+00	4.4814974976e+02	5.3922668457e+02	6.1497497559e+00	-2.7733154297e+00	6.1497497559e+00	8.9230651855e+00	4.4615325928e+00	3.1850636005e-01	3.5379302502e-01	3.5379302502e-01	1.5027219257e+01	1.7838903194e+01	1.7838903194e+01	5.9886932373e-01	4.7356849909e-01	4.7356849909e-01	3.5286664963e-02	5.2146961147e-01	6.8332774535e-01	0	1.7689651251e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	8	0	1	1	2.7920837402e+00	3.4668273926e+00	4.3262051392e+02	5.4090551758e+02	-9.3794860840e+00	-1.0944824219e+00	9.3794860840e+00	1.0473968506e+01	5.2369842529e+00	1.6018836200e-01	1.4999936521e-01	1.6018836200e-01	1.6674073238e+01	2.4322290694e+01	2.4322290694e+01	6.7790760100e-01	7.2015930712e-01	6.7790760100e-01	1.0188996792e-02	5.7861819572e-01	9.3167701402e-01	1	1.2039480122e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	9	0	1	1	4.4709167480e+00	5.1456604004e+00	4.4814974976e+02	5.4090551758e+02	6.1497497559e+00	-1.0944824219e+00	6.1497497559e+00	7.2442321777e+00	3.6221160889e+00	4.4438788295e-01	4.7672352195e-01	4.7672352195e-01	1.3791646969e+01	1.7096762465e+01	1.7096762465e+01	4.7689959407e-01	3.5424855351e-01	3.5424855351e-01	3.2335639000e-02	4.7859318904e-01	6.5489968867e-01	0	2.3836176097e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	10	0	1	1	2.7920837402e+00	3.0471496582e+00	4.4731033325e+02	5.4174493408e+02	5.3103332520e+00	-2.5506591797e-01	5.3103332520e+00	5.5653991699e+00	2.7826995850e+00	2.4642996490e-01	2.5132486224e-01	2.5132486224e-01	1.6712185897e+01	2.0119248300e+01	2.0119248300e+01	6.6438354552e-01	5.7780936360e-01	5.7780936360e-01	4.8948973417e-03	5.7994076867e-01	7.7067745865e-01	1	1.2566243112e+00	1	1
9	442_542	4.4200000000e+02	5.4200000000e+02	11	0	1	1	3.2117919922e+00	3.8865356445e+00	4.4814974976e+02	5.3964642334e+02	6.1497497559e+00	-2.3535766602e+00	6.1497497559e+00	8.5033264160e+00	4.2516632080e+00	2.5006365031e-02	2.0758613944e-02	2.5006365031e-02	3.0099203153e+01	3.7552751159e+01	3.7552751159e+01	8.1620483473e-01	8.4081895649e-01	8.1620483473e-01	4.2477510870e-03	1.0444926307e+00	1.4384761496e+00	1	1.2527889989e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	12	0	1	1	4.4709167480e+00	5.1456604004e+00	4.4814974976e+02	5.4006610107e+02	6.1497497559e+00	-1.9338989258e+00	6.1497497559e+00	8.0836486816e+00	4.0418243408e+00	3.0478084087e-01	3.4774261713e-01	3.4774261713e-01	1.5245296266e+01	1.8226444831e+01	1.8226444831e+01	6.1360239983e-01	4.7776323557e-01	4.7776323557e-01	4.2961776257e-02	5.2903724799e-01	6.9817271364e-01	1	1.7387130857e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	13	0	1	1	2.7920837402e+00	3.0471496582e+00	4.3262051392e+02	5.4258435059e+02	-9.3794860840e+00	5.8435058594e-01	9.3794860840e+00	9.9638366699e+00	4.9819183350e+00	2.6078739762e-01	1.7291979492e-01	2.6078739762e-01	1.6304350006e+01	2.3174605557e+01	2.3174605557e+01	5.7726535201e-01	7.1272929013e-01	5.7726535201e-01	8.7867602706e-02	5.6578818194e-01	8.8771438423e-01	1	1.3039369881e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	14	0	1	1	6.0218200684e+00	6.6965637207e+00	4.4731033325e+02	5.3838726807e+02	5.3103332520e+00	-3.6127319336e+00	5.3103332520e+00	8.9230651855e+00	4.4615325928e+00	7.5555860996e-02	3.3764671534e-02	7.5555860996e-02	2.9643757113e+01	3.3333441218e+01	3.3333441218e+01	7.7809667587e-01	8.3460580185e-01	7.7809667587e-01	4.1791189462e-02	1.0286878923e+00	1.2768534581e+00	1	7.9100988020e-01	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	15	0	1	1	6.8612365723e+00	7.5359802246e+00	4.4814974976e+02	5.4132525635e+02	6.1497497559e+00	-6.7474365234e-01	6.1497497559e+00	6.8244934082e+00	3.4122467041e+00	1.7715601251e-02	1.3584188186e-02	1.7715601251e-02	3.2699610480e+01	4.1979404920e+01	4.1979404920e+01	8.0887118168e-01	8.3461088780e-01	8.0887118168e-01	4.1314130649e-03	1.1347311090e+00	1.6080412457e+00	0	1.7372607021e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	16	0	1	1	3.6315002441e+00	4.3062438965e+00	4.4814974976e+02	5.3964642334e+02	6.1497497559e+00	-2.3535766602e+00	6.1497497559e+00	8.5033264160e+00	4.2516632080e+00	2.5104021654e-02	2.2631177679e-02	2.5104021654e-02	3.0169874992e+01	3.8240273559e+01	3.8240273559e+01	8.1373783387e-01	8.3734320663e-01	8.1373783387e-01	2.4728439748e-03	1.0469450616e+00	1.4648120250e+00	1	1.3280343572e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	17	0	1	1	2.7920837402e+00	3.0471496582e+00	4.4731033325e+02	5.4174493408e+02	5.3103332520e+00	-2.5506591797e-01	5.3103332520e+00	5.5653991699e+00	2.7826995850e+00	2.5267022848e-01	2.4332062900e-01	2.5267022848e-01	1.5034606571e+01	2.2985417833e+01	2.2985417833e+01	5.7609176636e-01	6.6662748158e-01	5.7609176636e-01	9.3495994806e-03	5.2172596362e-01	8.8046745771e-01	1	1.3664972468e+00	1	0
9	442_542	4.4200000000e+02	5.4200000000e+02	18	0	1	1	6.4415283203e+00	7.9556884766e+00	4.3387963867e+02	5.3670843506e+02	-8.1203613281e+00	-5.2915649414e+00	8.1203613281e+00	1.3411926270e+01	6.7059631348e+00	2.2434796393e-01	1.8165317178e-01	2.2434796393e-01	2.4525053763e+01	2.7587793830e+01	2.7587793830e+01	6.2223039567e-01	6.9204565883e-01	6.2223039567e-01	4.2694792151e-02	8.5106033513e-01	1.0567636783e+00	1	1.1217398196e+00	0	0
9	442_542	4.4200000000e+02	5.4200000000e+02	19	0	1	1	3.6315002441e+00	3.8865661621e+00	4.4814974976e+02	5.4174493408e+02	6.1497497559e+00	-2.5506591797e-01	6.1497497559e+00	6.4048156738e+00	3.2024078369e+00	2.6227891445e-01	3.0371230841e-01	3.0371230841e-01	1.5807975929e+01	1.8608438646e+01	1.8608438646e+01	6.5621143579e-01	5.2480453253e-01	5.2480453253e-01	4.1433393955e-02	5.4856317226e-01	7.1280517003e-01	1	1.5185615420e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	0	0	1	1	3.1756591797e+00	3.7961730957e+00	4.3262051392e+02	5.5517565918e+02	6.2051391602e-01	3.1756591797e+00	3.1756591797e+00	3.7961730957e+00	1.8980865479e+00	4.0340960026e-02	2.7634961531e-02	4.0340960026e-02	2.4509458873e+01	3.5675425061e+01	3.5675425061e+01	7.9159432650e-01	8.0543275364e-01	7.9159432650e-01	1.2705998495e-02	9.0281359727e-01	1.2728819981e+00	1	7.7966285168e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	1	0	1	1	2.3362426758e+00	2.9567565918e+00	4.3262051392e+02	5.5475592041e+02	6.2051391602e-01	2.7559204102e+00	2.7559204102e+00	3.3764343262e+00	1.6882171631e+00	4.2397070676e-02	2.8866523877e-02	4.2397070676e-02	2.4249277461e+01	3.5338276142e+01	3.5338276142e+01	7.8861833736e-01	8.0418074690e-01	7.8861833736e-01	1.3530546799e-02	8.9322973343e-01	1.2608526869e+00	1	7.4529339115e-01	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	2	0	1	1	3.5953979492e+00	4.2159118652e+00	4.3304022217e+02	5.5559539795e+02	1.0402221680e+00	3.5953979492e+00	3.5953979492e+00	4.6356201172e+00	2.3178100586e+00	4.1708621383e-01	4.1348478198e-01	4.1708621383e-01	1.0383460209e+01	2.5643470984e+01	2.5643470984e+01	3.8402250409e-01	4.9011954665e-01	3.8402250409e-01	3.6014318466e-03	3.8247801032e-01	9.1494670429e-01	0	2.0854310691e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	3	0	1	1	3.1756591797e+00	3.7961730957e+00	4.3304022217e+02	5.5559539795e+02	1.0402221680e+00	3.5953979492e+00	3.5953979492e+00	4.6356201172e+00	2.3178100586e+00	4.2154097557e-01	4.4548371434e-01	4.4548371434e-01	1.2725891593e+01	2.1424195147e+01	2.1424195147e+01	4.8338180780e-01	3.7549790740e-01	3.7549790740e-01	2.3942738771e-02	4.6876220430e-01	7.6440497286e-01	0	2.2274185717e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	4	0	1	1	3.1756591797e+00	3.7961730957e+00	4.3304022217e+02	5.5475592041e+02	1.0402221680e+00	2.7559204102e+00	2.7559204102e+00	3.7961425781e+00	1.8980712891e+00	4.3103992939e-01	4.6784883738e-01	4.6784883738e-01	1.2637395993e+01	2.2397961805e+01	2.2397961805e+01	4.7407686710e-01	3.5273283720e-01	3.5273283720e-01	3.6808907986e-02	4.6550244116e-01	7.9914849862e-01	0	2.3392441869e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	5	0	1	1	2.3362426758e+00	2.9567565918e+00	4.3262051392e+02	5.5559539795e+02	6.2051391602e-01	3.5953979492e+00	3.5953979492e+00	4.2159118652e+00	2.1079559326e+00	2.9610928148e-02	2.1558586508e-02	2.9610928148e-02	2.6123610848e+01	3.9335001086e+01	3.9335001086e+01	7.8587144986e-01	8.1925999746e-01	7.8587144986e-01	8.0523416400e-03	9.6227139105e-01	1.4034539095e+00	1	1.1527254558e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	6	0	1	1	2.3362426758e+00	2.9567565918e+00	4.3262051392e+02	5.5475592041e+02	6.2051391602e-01	2.7559204102e+00	2.7559204102e+00	3.3764343262e+00	1.6882171631e+00	1.1277975887e-01	8.1471852958e-02	1.1277975887e-01	1.7501093594e+01	2.9347510695e+01	2.9347510695e+01	6.9826898724e-01	7.9049289972e-01	6.9826898724e-01	3.1307905912e-02	6.4465826626e-01	1.0471050587e+00	1	1.0152620964e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	7	0	1	1	3.5953979492e+00	4.2159118652e+00	4.3304022217e+02	5.5559539795e+02	1.0402221680e+00	3.5953979492e+00	3.5953979492e+00	4.6356201172e+00	2.3178100586e+00	3.2979762554e-01	3.2636594772e-01	3.2979762554e-01	1.1385917628e+01	2.4930550224e+01	2.4930550224e+01	4.8131775856e-01	5.7674765587e-01	4.8131775856e-01	3.4316778183e-03	4.1940384344e-01	8.8951003465e-01	0	1.6588461616e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	8	0	1	1	3.1756591797e+00	3.3764648438e+00	4.3262051392e+02	5.5475592041e+02	6.2051391602e-01	2.7559204102e+00	2.7559204102e+00	3.3764343262e+00	1.6882171631e+00	1.2894837558e-01	1.0027322918e-01	1.2894837558e-01	1.6876812136e+01	2.8597385460e+01	2.8597385460e+01	6.8485833704e-01	7.7642407268e-01	6.8485833704e-01	2.8675146401e-02	6.2166266311e-01	1.0203409513e+00	1	1.0809638197e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	9	0	1	1	3.5953979492e+00	4.2159118652e+00	4.3304022217e+02	5.5643481445e+02	1.0402221680e+00	4.4348144531e+00	4.4348144531e+00	5.4750366211e+00	2.7375183105e+00	4.4565165043e-01	4.3840005994e-01	4.4565165043e-01	1.0119869486e+01	2.6259977850e+01	2.6259977850e+01	3.5309237242e-01	4.6482649446e-01	3.5309237242e-01	7.2515904903e-03	3.7276856344e-01	9.3694337257e-01	0	2.2282582521e+00	0	0
10	432_552	4.3200000000e+02	5.5200000000e+02	10	0	1	1	3.1756591797e+00	3.7961730957e+00	4.3220080566e+02	5.5391650391e+02	2.0080566406e-01	1.9165039062e+00	1.9165039062e+00	2.1173095703e+00	1.0586547852e+00	1.8493431807e-01	1.8230193853e-01	1.8493431807e-01	1.4984899617e+01	2.6556037777e+01	2.6556037777e+01	6.4423245192e-01	6.9878071547e-01	6.4423245192e-01	2.6323795319e-03	5.5197347270e-01	9.4750664830e-01	1	1.2800757923e+00	1	0
10	432_552	4.3200000000e+02	5.5200000000e+02	11	0	1	1	2.3362426758e+00	2.9567565918e+00	4.3262051392e+02	5.5559539795e+02	6.2051391602e-01	3.5953979492e+00	3.5953979492e+00	4.2159118652e+00	2.1079559326e+00	2.9251808301e-02	2.1582467481e-02	2.9251808301e-02	2.6153417286e+01	3.9392286468e+01	3.9392286468e+01	7.8641248308e-01	8.1950004585e-01	7.8641248308e-01	7.6693408191e-03	9.6336932052e-01	1.4054978244e+00	1	1.1585652127e+00	1	0
