case_index	case_tag	target_low_nm	target_high_nm	candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
14	464_564	4.6400000000e+02	5.6400000000e+02	16	0	1	1	3.7878417969e+00	4.9482727051e+00	4.6325927734e+02	5.5559539795e+02	-7.4072265625e-01	-8.4046020508e+00	8.4046020508e+00	9.1453247070e+00	4.5726623535e+00	3.0959384516e-02	2.1458532661e-02	3.0959384516e-02	3.2531581695e+01	4.3486512675e+01	4.3486512675e+01	7.6718734019e-01	8.8287142292e-01	7.6718734019e-01	9.5008518547e-03	1.2463020900e+00	1.4697334567e+00	1	1.3420955906e+00	0	0
14	464_564	4.6400000000e+02	5.6400000000e+02	17	0	1	1	5.0469360352e+00	6.2073669434e+00	4.6200015259e+02	5.5559539795e+02	-1.9998474121e+00	-8.4046020508e+00	8.4046020508e+00	1.0404449463e+01	5.2022247314e+00	2.3690071702e-01	2.1652580798e-01	2.3690071702e-01	1.5984026249e+01	2.4160264147e+01	2.4160264147e+01	6.0814103484e-01	7.0693521202e-01	6.0814103484e-01	2.0374909043e-02	6.1235649431e-01	8.1655544109e-01	1	1.1845035851e+00	0	0
14	464_564	4.6400000000e+02	5.6400000000e+02	18	0	1	1	4.1866455078e+00	4.9273681641e+00	4.6283956909e+02	5.7112463379e+02	-1.1604309082e+00	7.1246337891e+00	7.1246337891e+00	8.2850646973e+00	4.1425323486e+00	1.5147100389e-01	9.7142830491e-02	1.5147100389e-01	2.2023800828e+01	3.0553982596e+01	3.0553982596e+01	6.9199343026e-01	8.3085112274e-01	6.9199343026e-01	5.4328173399e-02	8.4374345089e-01	1.0326468529e+00	1	7.5735501945e-01	0	1
14	464_564	4.6400000000e+02	5.6400000000e+02	19	0	1	1	4.1866455078e+00	5.3470764160e+00	4.6200015259e+02	5.7154431152e+02	-1.9998474121e+00	7.5443115234e+00	7.5443115234e+00	9.5441589355e+00	4.7720794678e+00	2.9318943620e-01	4.0880522132e-01	4.0880522132e-01	1.6401225286e+01	3.2505435700e+01	3.2505435700e+01	6.3721331954e-01	4.2778906226e-01	4.2778906226e-01	1.1561578512e-01	6.2833960993e-01	1.0986010014e+00	0	2.0440261066e+00	0	0
15	454_574	4.5400000000e+02	5.7400000000e+02	0	0	1	1	4.1714172363e+00	4.2339782715e+00	4.4856945801e+02	5.7280346680e+02	-5.4305419922e+00	-1.1965332031e+00	5.4305419922e+00	6.6270751953e+00	3.3135375977e+00	3.9487276226e-02	2.1709254012e-02	3.9487276226e-02	2.6453087836e+01	3.9422438759e+01	3.9422438759e+01	7.9870506749e-01	8.7196804024e-01	7.9870506749e-01	1.7778022215e-02	9.0789569149e-01	1.4523462026e+00	1	1.2924177218e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	1	0	1	1	4.1714172363e+00	4.2339782715e+00	4.4814974976e+02	5.7322314453e+02	-5.8502502441e+00	-7.7685546875e-01	5.8502502441e+00	6.6271057129e+00	3.3135528564e+00	3.4331433475e-02	2.0398540422e-02	3.4331433475e-02	2.7156600631e+01	4.0507698386e+01	4.0507698386e+01	8.0544287711e-01	8.7229080684e-01	8.0544287711e-01	1.3932893053e-02	9.3204093456e-01	1.4923278158e+00	1	1.4066509024e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	2	0	1	1	4.5911254883e+00	4.6536865234e+00	4.4898916626e+02	5.7490197754e+02	-5.0108337402e+00	9.0197753906e-01	5.0108337402e+00	5.9128112793e+00	2.9564056396e+00	4.4380918145e-01	4.0553656220e-01	4.4380918145e-01	1.0508826807e+01	2.2677163331e+01	2.2677163331e+01	3.6956331134e-01	5.0929418206e-01	3.6956331134e-01	3.8272619247e-02	3.6067315241e-01	8.3544024893e-01	0	2.2190459073e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	3	0	1	1	4.5911254883e+00	5.0734252930e+00	4.4898916626e+02	5.7406256104e+02	-5.0108337402e+00	6.2561035156e-02	5.0108337402e+00	5.0733947754e+00	2.5366973877e+00	4.1520601511e-01	3.6574795842e-01	4.1520601511e-01	1.1288455775e+01	2.3075705321e+01	2.3075705321e+01	4.0822637081e-01	5.4952314496e-01	4.0822637081e-01	4.9458056688e-02	3.8743077652e-01	8.5012277402e-01	0	2.0760300756e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	4	0	1	1	4.5911254883e+00	5.0734252930e+00	4.4898916626e+02	5.7406256104e+02	-5.0108337402e+00	6.2561035156e-02	5.0108337402e+00	5.0733947754e+00	2.5366973877e+00	4.2876827717e-01	3.8014540076e-01	4.2876827717e-01	1.1030930505e+01	2.3005799421e+01	2.3005799421e+01	3.9495593309e-01	5.3593900800e-01	3.9495593309e-01	4.8622876406e-02	3.7859225890e-01	8.4754739888e-01	0	2.1438413858e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	5	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4814974976e+02	5.7322314453e+02	-5.8502502441e+00	-7.7685546875e-01	5.8502502441e+00	6.6271057129e+00	3.3135528564e+00	3.0820241198e-02	1.9060244784e-02	3.0820241198e-02	2.7795129595e+01	4.1629765567e+01	4.1629765567e+01	8.0780554749e-01	8.7252289988e-01	8.0780554749e-01	1.1759996414e-02	9.5395586936e-01	1.5336654413e+00	0	1.5247584038e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	6	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4856945801e+02	5.7322314453e+02	-5.4305419922e+00	-7.7685546875e-01	5.4305419922e+00	6.2073974609e+00	3.1036987305e+00	1.2545342743e-01	8.5692875087e-02	1.2545342743e-01	1.9114078632e+01	3.0263257100e+01	3.0263257100e+01	6.9391189516e-01	8.2147259265e-01	6.9391189516e-01	3.9760552347e-02	6.5601376082e-01	1.1149164768e+00	1	9.8281782623e-01	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	7	0	1	1	4.5911254883e+00	5.0734252930e+00	4.4814974976e+02	5.7406256104e+02	-5.8502502441e+00	6.2561035156e-02	5.8502502441e+00	5.9128112793e+00	2.9564056396e+00	3.4344461560e-01	3.2055148482e-01	3.4344461560e-01	1.1876343939e+01	2.3637773364e+01	2.3637773364e+01	4.6735855937e-01	5.9107896686e-01	4.6735855937e-01	2.2893130779e-02	4.0760766983e-01	8.7082969661e-01	0	1.7172230780e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	8	0	1	1	4.5911254883e+00	5.0734252930e+00	4.4856945801e+02	5.7406256104e+02	-5.4305419922e+00	6.2561035156e-02	5.4305419922e+00	5.4931030273e+00	2.7465515137e+00	1.6099937260e-01	1.0635031015e-01	1.6099937260e-01	1.8212284106e+01	2.9198710672e+01	2.9198710672e+01	6.6213236749e-01	8.0434494466e-01	6.6213236749e-01	5.4649062455e-02	6.2506329600e-01	1.0756979502e+00	1	1.0712477257e+00	1	1
15	454_574	4.5400000000e+02	5.7400000000e+02	9	0	1	1	4.1714172363e+00	5.4931335449e+00	4.4898916626e+02	5.7490197754e+02	-5.0108337402e+00	9.0197753906e-01	5.0108337402e+00	5.9128112793e+00	2.9564056396e+00	4.6936413646e-01	4.3586713076e-01	4.6936413646e-01	1.0173024895e+01	2.3192290831e+01	2.3192290831e+01	3.4478780627e-01	4.7954392433e-01	3.4478780627e-01	3.3497005701e-02	3.4914810433e-01	8.5441785386e-01	0	2.3468206823e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	10	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4773004150e+02	5.7322314453e+02	-6.2699584961e+00	-7.7685546875e-01	6.2699584961e+00	7.0468139648e+00	3.5234069824e+00	2.4342538416e-01	1.8779757619e-01	2.4342538416e-01	1.4905262938e+01	2.5995642960e+01	2.5995642960e+01	5.9129785001e-01	7.2574463487e-01	5.9129785001e-01	5.5627807975e-02	5.1156311452e-01	9.5769502157e-01	1	1.3955339585e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	11	0	1	1	4.5911254883e+00	5.4931030273e+00	4.4814974976e+02	5.7406256104e+02	-5.8502502441e+00	6.2561035156e-02	5.8502502441e+00	5.9128112793e+00	2.9564056396e+00	3.1081922352e-02	1.9541775808e-02	3.1081922352e-02	2.7721469625e+01	4.1492848974e+01	4.1492848974e+01	8.0798988789e-01	8.7213423289e-01	8.0798988789e-01	1.1540146545e-02	9.5142778760e-01	1.5286213522e+00	0	1.5103467207e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	12	0	1	1	4.1714172363e+00	4.2339782715e+00	4.4814974976e+02	5.7406256104e+02	-5.8502502441e+00	6.2561035156e-02	5.8502502441e+00	5.9128112793e+00	2.9564056396e+00	3.0650213361e-01	2.8988218307e-01	3.0650213361e-01	1.2514559966e+01	2.4135253985e+01	2.4135253985e+01	5.0555005670e-01	6.2023466825e-01	5.0555005670e-01	1.6619950533e-02	4.2951186433e-01	8.8915717999e-01	0	1.6299661019e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	13	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4731033325e+02	5.7490197754e+02	-6.6896667480e+00	9.0197753906e-01	6.6896667480e+00	7.5916442871e+00	3.7958221436e+00	1.7223735154e-01	1.4033775032e-01	1.7223735154e-01	1.6721138086e+01	2.7834516001e+01	2.7834516001e+01	6.5278880298e-01	7.6813109219e-01	6.5278880298e-01	3.1899601221e-02	5.7388571493e-01	1.0254402033e+00	1	1.2174693859e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	14	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4856945801e+02	5.7238372803e+02	-5.4305419922e+00	-1.6162719727e+00	5.4305419922e+00	7.0468139648e+00	3.5234069824e+00	5.3183656186e-02	2.8215317056e-02	5.3183656186e-02	2.5022910814e+01	3.7327239616e+01	3.7327239616e+01	7.7995415404e-01	8.6599734612e-01	7.7995415404e-01	2.4968339130e-02	8.5881062574e-01	1.3751578141e+00	1	1.0718794689e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	15	0	1	1	4.5911254883e+00	5.0734252930e+00	4.4814974976e+02	5.7490197754e+02	-5.8502502441e+00	9.0197753906e-01	5.8502502441e+00	6.7522277832e+00	3.3761138916e+00	2.0485568792e-02	1.3430250809e-02	2.0485568792e-02	3.1106101568e+01	4.6551214629e+01	4.6551214629e+01	8.2187725231e-01	8.6520861275e-01	8.2187725231e-01	7.0553179830e-03	1.0675916463e+00	1.7149745658e+00	0	2.0427844738e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	16	0	1	1	4.1714172363e+00	5.0733947754e+00	4.4814974976e+02	5.7322314453e+02	-5.8502502441e+00	-7.7685546875e-01	5.8502502441e+00	6.6271057129e+00	3.3135528564e+00	3.0776772648e-02	1.9212637097e-02	3.0776772648e-02	2.7792240386e+01	4.1615689524e+01	4.1615689524e+01	8.0795904621e-01	8.7232491001e-01	8.0795904621e-01	1.1564135551e-02	9.5385670892e-01	1.5331468715e+00	0	1.5232767757e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	17	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4773004150e+02	5.7322314453e+02	-6.2699584961e+00	-7.7685546875e-01	6.2699584961e+00	7.0468139648e+00	3.5234069824e+00	2.4138350785e-01	1.7969422042e-01	2.4138350785e-01	1.5180470308e+01	2.6292931190e+01	2.6292931190e+01	5.9238068759e-01	7.3416759074e-01	5.9238068759e-01	6.1689287424e-02	5.2100849900e-01	9.6864729761e-01	1	1.3685471457e+00	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	18	0	1	1	3.7517089844e+00	4.2340087891e+00	4.4856945801e+02	5.7238372803e+02	-5.4305419922e+00	-1.6162719727e+00	5.4305419922e+00	7.0468139648e+00	3.5234069824e+00	1.0042577237e-01	6.2452755868e-02	1.0042577237e-01	2.0731832684e+01	3.1687754265e+01	3.1687754265e+01	7.1969503909e-01	8.4124747664e-01	7.1969503909e-01	3.7973016500e-02	7.1153665264e-01	1.1673958036e+00	1	8.2418099246e-01	1	0
15	454_574	4.5400000000e+02	5.7400000000e+02	19	0	1	1	4.1714172363e+00	4.6537170410e+00	4.4814974976e+02	5.7406256104e+02	-5.8502502441e+00	6.2561035156e-02	5.8502502441e+00	5.9128112793e+00	2.9564056396e+00	2.8159528971e-01	2.6308834553e-01	2.8159528971e-01	1.2949568127e+01	2.4594697943e+01	2.4594697943e+01	5.3049337864e-01	6.4679896832e-01	5.3049337864e-01	1.8506944180e-02	4.4444176734e-01	9.0608336994e-01	0	1.5873092362e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	0	0	1	1	3.6347045898e+00	4.0393066406e+00	5.1068646240e+02	5.5391650391e+02	-5.3135375977e+00	-2.0834960938e+00	5.3135375977e+00	7.3970336914e+00	3.6985168457e+00	6.2425598502e-02	2.7246175334e-02	6.2425598502e-02	1.6909318623e+01	8.3061680981e+01	8.3061680981e+01	2.4842558801e-01	8.6097043939e-01	2.4842558801e-01	3.5179423168e-02	1.0076675104e+00	1.1601074033e+00	0	2.0126751193e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	1	0	1	1	4.8938293457e+00	5.2984313965e+00	5.0900762939e+02	5.5433624268e+02	-6.9923706055e+00	-1.6637573242e+00	6.9923706055e+00	8.6561279297e+00	4.3280639648e+00	4.5734737068e-02	2.6925832033e-02	4.5734737068e-02	2.1011469713e+01	4.3386879447e+01	4.3386879447e+01	4.2984014377e-01	8.6229136586e-01	4.2984014377e-01	1.8808905035e-02	1.2521246922e+00	6.0597666048e-01	1	1.1632231360e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	2	0	1	1	5.3135375977e+00	5.7181396484e+00	5.0900762939e+02	5.5559539795e+02	-6.9923706055e+00	-4.0460205078e-01	6.9923706055e+00	7.3969726562e+00	3.6984863281e+00	3.6954468489e-01	3.6980682611e-01	3.6980682611e-01	1.6985219580e+01	1.7064307798e+01	1.7064307798e+01	5.3739655018e-01	4.5217049122e-01	4.5217049122e-01	2.6214122772e-04	1.0121906334e+00	2.3833408589e-01	0	2.1761883260e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	3	0	1	1	5.3135375977e+00	5.7181396484e+00	5.0984704590e+02	5.5559539795e+02	-6.1529541016e+00	-4.0460205078e-01	6.1529541016e+00	6.5575561523e+00	3.2787780762e+00	4.8224055767e-01	4.5657765865e-01	4.8224055767e-01	1.3511918763e+01	1.9539450629e+01	1.9539450629e+01	3.5266828537e-01	4.5216941833e-01	3.5266828537e-01	2.5662899017e-02	8.0520817213e-01	2.7290395601e-01	0	2.4112027884e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	4	0	1	1	4.4741210938e+00	4.9089355469e+00	5.0984704590e+02	5.5559539795e+02	-6.1529541016e+00	-4.0460205078e-01	6.1529541016e+00	6.5575561523e+00	3.2787780762e+00	5.1365894079e-01	4.8738276958e-01	5.1365894079e-01	1.3283098251e+01	2.0350436138e+01	2.0350436138e+01	3.2320392132e-01	4.2199236155e-01	3.2320392132e-01	2.6276171207e-02	7.9157220015e-01	2.8423084323e-01	0	2.5682947040e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	5	0	1	1	3.6347045898e+00	3.6497802734e+00	5.1068646240e+02	5.5391650391e+02	-5.3135375977e+00	-2.0834960938e+00	5.3135375977e+00	7.3970336914e+00	3.6985168457e+00	4.8218071461e-02	2.2523388267e-02	4.8218071461e-02	1.7911103177e+01	8.5666860942e+01	8.5666860942e+01	2.5816178322e-01	8.6333127320e-01	2.5816178322e-01	2.5694683194e-02	1.0673662936e+00	1.1964934784e+00	0	1.9367700121e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	6	0	1	1	3.6347045898e+00	4.4590454102e+00	5.1152587891e+02	5.5475592041e+02	-4.4741210938e+00	-1.2440795898e+00	4.4741210938e+00	5.7182006836e+00	2.8591003418e+00	1.4277477562e-01	8.1625297666e-02	1.4277477562e-01	1.9165415079e+01	3.1210960156e+01	3.1210960156e+01	4.5933423936e-01	8.1682698429e-01	4.5933423936e-01	6.1149477959e-02	1.1421137971e+00	4.3591780849e-01	0	1.6116634043e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	7	0	1	1	4.8938293457e+00	5.2984313965e+00	5.0900762939e+02	5.5559539795e+02	-6.9923706055e+00	-4.0460205078e-01	6.9923706055e+00	7.3969726562e+00	3.6984863281e+00	3.0243483186e-01	2.9687687755e-01	3.0243483186e-01	1.4899360308e+01	2.1368793984e+01	2.1368793984e+01	5.0554254651e-01	6.0999527574e-01	5.0554254651e-01	5.5579543114e-03	8.8788919548e-01	2.9845406220e-01	0	2.0044169651e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	8	0	1	1	4.8938293457e+00	5.2984313965e+00	5.1068646240e+02	5.5559539795e+02	-5.3135375977e+00	-4.0460205078e-01	5.3135375977e+00	5.7181396484e+00	2.8590698242e+00	1.5127728879e-01	1.0200086236e-01	1.5127728879e-01	1.8098524879e+01	2.8590999076e+01	2.8590999076e+01	5.2680946887e-01	7.9757782817e-01	5.2680946887e-01	4.9276426435e-02	1.0785352097e+00	3.9932528822e-01	0	1.7162134622e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	9	0	1	1	5.3135375977e+00	5.7181396484e+00	5.0942733765e+02	5.5559539795e+02	-6.5726623535e+00	-4.0460205078e-01	6.5726623535e+00	6.9772644043e+00	3.4886322021e+00	4.5338866115e-01	4.3815642595e-01	4.5338866115e-01	1.3638099951e+01	1.9571109567e+01	1.9571109567e+01	3.8323351741e-01	4.7152292728e-01	3.8323351741e-01	1.5232235193e-02	8.1272761667e-01	2.7334613064e-01	0	2.2669433057e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	10	0	1	1	4.4741210938e+00	5.2984619141e+00	5.1152587891e+02	5.5475592041e+02	-4.4741210938e+00	-1.2440795898e+00	4.4741210938e+00	5.7182006836e+00	2.8591003418e+00	2.8905749321e-01	2.4101787806e-01	2.8905749321e-01	1.5000487598e+01	2.3449379692e+01	2.3449379692e+01	4.5833283663e-01	6.6438585520e-01	4.5833283663e-01	4.8039615154e-02	8.9391561716e-01	3.2751322467e-01	0	1.9213907867e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	11	0	1	1	3.6347045898e+00	3.6497802734e+00	5.1068646240e+02	5.5391650391e+02	-5.3135375977e+00	-2.0834960938e+00	5.3135375977e+00	7.3970336914e+00	3.6985168457e+00	4.5553155243e-02	2.3056052625e-02	4.5553155243e-02	1.9093278918e+01	8.5823479876e+01	8.5823479876e+01	3.1275164336e-01	8.6314199120e-01	3.1275164336e-01	2.2497102618e-02	1.1378150274e+00	1.1986809466e+00	1	1.5987126227e+00	1	1
16	516_556	5.1600000000e+02	5.5600000000e+02	12	0	1	1	4.8938293457e+00	5.2984313965e+00	5.0984704590e+02	5.5559539795e+02	-6.1529541016e+00	-4.0460205078e-01	6.1529541016e+00	6.5575561523e+00	3.2787780762e+00	2.7415901423e-01	2.5538957119e-01	2.7415901423e-01	1.6218214102e+01	2.2188345622e+01	2.2188345622e+01	5.1247483492e-01	6.5007328987e-01	5.1247483492e-01	1.8769443035e-02	9.6648290757e-01	3.0990059098e-01	0	1.9717125972e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	13	0	1	1	4.8938293457e+00	5.2984313965e+00	5.1152587891e+02	5.5559539795e+02	-4.4741210938e+00	-4.0460205078e-01	4.4741210938e+00	4.8787231445e+00	2.4393615723e+00	1.6986173391e-01	1.2857505679e-01	1.6986173391e-01	1.7609326139e+01	2.7115553999e+01	2.7115553999e+01	5.3101360798e-01	7.7111122012e-01	5.3101360798e-01	4.1286677122e-02	1.0493826644e+00	3.7871801496e-01	0	1.7750913858e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	14	0	1	1	3.6347045898e+00	4.0393066406e+00	5.1068646240e+02	5.5391650391e+02	-5.3135375977e+00	-2.0834960938e+00	5.3135375977e+00	7.3970336914e+00	3.6985168457e+00	7.3883429170e-02	3.2377138734e-02	7.3883429170e-02	1.7719737109e+01	8.0464993068e+01	8.0464993068e+01	2.7686198056e-01	8.5723446310e-01	2.7686198056e-01	4.1506290436e-02	1.0559623233e+00	1.1238399352e+00	0	1.8059539955e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	15	0	1	1	4.8938293457e+00	4.9089050293e+00	5.1026675415e+02	5.5559539795e+02	-5.7332458496e+00	-4.0460205078e-01	5.7332458496e+00	6.1378479004e+00	3.0689239502e+00	2.5459475815e-02	1.6345448792e-02	2.5459475815e-02	2.2220300814e+01	9.2313353378e+01	9.2313353378e+01	3.3540045470e-01	8.6781673878e-01	3.3540045470e-01	9.1140270233e-03	1.3241618838e+00	1.2893238304e+00	1	1.4907552837e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	16	0	1	1	3.6347045898e+00	3.6497802734e+00	5.1068646240e+02	5.5391650391e+02	-5.3135375977e+00	-2.0834960938e+00	5.3135375977e+00	7.3970336914e+00	3.6985168457e+00	4.5864824206e-02	2.2769482806e-02	4.5864824206e-02	1.8806170035e+01	8.5788813154e+01	8.5788813154e+01	2.9906433448e-01	8.6298718862e-01	2.9906433448e-01	2.3095341399e-02	1.1207055093e+00	1.1981967628e+00	0	1.6718810716e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	17	0	1	1	4.4741210938e+00	5.2984619141e+00	5.1152587891e+02	5.5475592041e+02	-4.4741210938e+00	-1.2440795898e+00	4.4741210938e+00	5.7182006836e+00	2.8591003418e+00	2.7388536930e-01	2.3855291307e-01	2.7388536930e-01	1.4602007488e+01	2.4358523672e+01	2.4358523672e+01	4.5731848478e-01	6.6761018336e-01	4.5731848478e-01	3.5332456231e-02	8.7016921620e-01	3.4021107342e-01	0	1.8851112188e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	18	0	1	1	4.8938293457e+00	5.7181701660e+00	5.1152587891e+02	5.5391650391e+02	-4.4741210938e+00	-2.0834960938e+00	4.4741210938e+00	6.5576171875e+00	3.2788085938e+00	1.7647075653e-01	1.1189128458e-01	1.7647075653e-01	1.6949598307e+01	2.9101583413e+01	2.9101583413e+01	4.5326757431e-01	7.8871856630e-01	4.5326757431e-01	6.4579471946e-02	1.0100678750e+00	4.0645652685e-01	0	1.6958384947e+00	1	0
16	516_556	5.1600000000e+02	5.5600000000e+02	19	0	1	1	4.8938293457e+00	5.2984313965e+00	5.0984704590e+02	5.5559539795e+02	-6.1529541016e+00	-4.0460205078e-01	6.1529541016e+00	6.5575561523e+00	3.2787780762e+00	2.7286374569e-01	2.4097897112e-01	2.7286374569e-01	1.6377193670e+01	2.2403687623e+01	2.2403687623e+01	4.9969571829e-01	6.6344474256e-01	4.9969571829e-01	3.1884774566e-02	9.7595688751e-01	3.1290823358e-01	0	1.9631193326e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	0	0	1	1	2.1866455078e+00	4.3548583984e+00	5.1026675415e+02	5.6650781250e+02	4.2667541504e+00	5.0781250000e-01	4.2667541504e+00	4.7745666504e+00	2.3872833252e+00	4.1865076870e-02	6.4881376922e-02	6.4881376922e-02	3.7003015568e+01	3.6235991607e+01	3.7003015568e+01	8.4252736345e-01	4.3959689885e-01	4.3959689885e-01	2.3016300052e-02	1.1633413058e+00	1.6743723873e+00	0	1.9267782493e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	1	0	1	1	4.2852172852e+00	6.4534301758e+00	5.0900762939e+02	5.7154431152e+02	3.0076293945e+00	5.5443115234e+00	5.5443115234e+00	8.5519409180e+00	4.2759704590e+00	4.0360148996e-02	3.2361656427e-02	4.0360148996e-02	2.4814748940e+01	4.5215860510e+01	4.5215860510e+01	5.5909705535e-01	8.5110715032e-01	5.5909705535e-01	7.9984925687e-03	7.8015323862e-01	2.0893091356e+00	0	3.1123118161e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	2	0	1	1	5.1246337891e+00	7.2928466797e+00	5.0900762939e+02	5.7238372803e+02	3.0076293945e+00	6.3837280273e+00	6.3837280273e+00	9.3913574219e+00	4.6956787109e+00	3.6700877547e-01	4.2307007313e-01	4.2307007313e-01	1.6926108267e+01	2.0017759467e+01	2.0017759467e+01	5.3451022506e-01	4.0536403656e-01	4.0536403656e-01	5.6061297655e-02	5.3214151849e-01	9.2496940802e-01	0	2.1153503656e+00	0	0
17	506_566	5.0600000000e+02	5.6600000000e+02	3	0	1	1	6.8034667969e+00	8.9716796875e+00	5.0942733765e+02	5.7406256104e+02	3.4273376465e+00	8.0625610352e+00	8.0625610352e+00	1.1489898682e+01	5.7449493408e+00	4.5398658514e-01	4.3581125140e-01	4.5398658514e-01	1.4243640019e+01	1.9884560291e+01	1.9884560291e+01	3.8624554873e-01	4.6500429511e-01	3.8624554873e-01	1.8175333738e-02	4.4780714557e-01	9.1881461517e-01	0	2.2699329257e+00	0	0
17	506_566	5.0600000000e+02	5.6600000000e+02	4	0	1	1	6.8034667969e+00	9.8110961914e+00	5.0942733765e+02	5.7406256104e+02	3.4273376465e+00	8.0625610352e+00	8.0625610352e+00	1.1489898682e+01	5.7449493408e+00	4.6910232306e-01	4.8897793889e-01	4.8897793889e-01	1.6608095140e+01	1.8394399249e+01	1.8394399249e+01	4.3079859018e-01	3.5228696465e-01	3.5228696465e-01	1.9875615835e-02	5.2214347373e-01	8.4995808908e-01	0	2.4448896945e+00	0	0
17	506_566	5.0600000000e+02	5.6600000000e+02	5	0	1	1	2.1866455078e+00	2.2562866211e+00	5.0984704590e+02	5.5685449219e+02	3.8470458984e+00	-9.1455078125e+00	9.1455078125e+00	1.2992553711e+01	6.4962768555e+00	2.7722254395e-02	2.3902053013e-02	2.7722254395e-02	2.3391333966e+01	9.8037875870e+01	9.8037875870e+01	4.1083504260e-01	8.5967183672e-01	4.1083504260e-01	3.8202013820e-03	7.3540236065e-01	4.5300792108e+00	0	1.0085940602e+01	0	0
17	506_566	5.0600000000e+02	5.6600000000e+02	6	0	1	1	5.1246337891e+00	8.1322631836e+00	5.0942733765e+02	5.7196405029e+02	3.4273376465e+00	5.9640502930e+00	5.9640502930e+00	9.3913879395e+00	4.6956939697e+00	1.1273219436e-01	7.2347484529e-02	1.1273219436e-01	2.0922327388e+01	3.0363597867e+01	3.0363597867e+01	6.4391664416e-01	8.1718293577e-01	6.4391664416e-01	4.0384709835e-02	6.5777902934e-01	1.4030241092e+00	1	1.1514974549e+00	1	0
17	506_566	5.0600000000e+02	5.6600000000e+02	7	0	1	1	6.8034667969e+00	8.9716796875e+00	5.0816821289e+02	5.7280346680e+02	2.1682128906e+00	6.8034667969e+00	6.8034667969e+00	8.9716796875e+00	4.4858398438e+00	3.0028146505e-01	2.7848079801e-01	3.0028146505e-01	1.5136059736e+01	2.2251094845e+01	2.2251094845e+01	5.2877271175e-01	6.2335160375e-01	5.2877271175e-01	2.1800667048e-02	4.7586401343e-01	1.0281661172e+00	0	1.5014073253e+00	0	0
