wavelength_nm	final_result_transmittance	cst_average_transmittance
4.1751095581e+02	8.4157514572e-01	8.9465783812e-01
4.1793066406e+02	8.4268218279e-01	8.9511233990e-01
4.1835037231e+02	8.4328109026e-01	8.9556335349e-01
4.1877008057e+02	8.4425348043e-01	8.9601104127e-01
4.1918978882e+02	8.4500330687e-01	8.9645550642e-01
4.1960949707e+02	8.4658014774e-01	8.9689676473e-01
4.2002920532e+02	8.4717786312e-01	8.9733453881e-01
4.2044894409e+02	8.4794086218e-01	8.9776917188e-01
4.2086865234e+02	8.4918415546e-01	8.9820061462e-01
4.2128836060e+02	8.5027205944e-01	8.9862876258e-01
4.2170806885e+02	8.5168254375e-01	8.9905360516e-01
4.2212777710e+02	8.5220897198e-01	8.9947532336e-01
4.2254748535e+02	8.5311257839e-01	8.9989390922e-01
4.2296719360e+02	8.5474938154e-01	9.0030908538e-01
4.2338690186e+02	8.5598593950e-01	9.0072117487e-01
4.2380661011e+02	8.5702407360e-01	9.0113019293e-01
4.2422631836e+02	8.5819005966e-01	9.0153588401e-01
4.2464602661e+02	8.5900640488e-01	9.0193845811e-01
4.2506573486e+02	8.6076962948e-01	9.0233800465e-01
4.2548544312e+02	8.6124914885e-01	9.0273431788e-01
4.2590515137e+02	8.6271524429e-01	9.0312749337e-01
4.2632485962e+02	8.6398595572e-01	9.0351767823e-01
4.2674456787e+02	8.6487519741e-01	9.0390467720e-01
4.2716427612e+02	8.6606246233e-01	9.0428853028e-01
4.2758398438e+02	8.6711496115e-01	9.0466940329e-01
4.2800369263e+02	8.6833935976e-01	9.0504706831e-01
4.2842340088e+02	8.6934870481e-01	9.0542156661e-01
4.2884310913e+02	8.7093776464e-01	9.0579304409e-01
4.2926281738e+02	8.7213861942e-01	9.0616119092e-01
4.2968252563e+02	8.7330061197e-01	9.0652611094e-01
4.3010223389e+02	8.7472730875e-01	9.0688789160e-01
4.3052194214e+02	8.7560588121e-01	9.0724608034e-01
4.3094165039e+02	8.7741714716e-01	9.0760092248e-01
4.3136138916e+02	8.7941956520e-01	9.0795237144e-01
4.3178109741e+02	8.8002759218e-01	9.0829987656e-01
4.3220080566e+02	8.8242810965e-01	9.0864379026e-01
4.3262051392e+02	8.8334786892e-01	9.0898375069e-01
4.3304022217e+02	8.8509410620e-01	9.0931950691e-01
4.3345993042e+02	8.8663423061e-01	9.0965123871e-01
4.3387963867e+02	8.8799554110e-01	9.0997823977e-01
4.3429934692e+02	8.8938194513e-01	9.1030069667e-01
4.3471905518e+02	8.9086067677e-01	9.1061838424e-01
4.3513876343e+02	8.9221358299e-01	9.1093063639e-01
4.3555847168e+02	8.9366328716e-01	9.1123781996e-01
4.3597817993e+02	8.9477396011e-01	9.1153906000e-01
4.3639788818e+02	8.9611887932e-01	9.1183443716e-01
4.3681759644e+02	8.9727032185e-01	9.1212372958e-01
4.3723730469e+02	8.9876270294e-01	9.1240606696e-01
4.3765701294e+02	8.9961802959e-01	9.1268196792e-01
4.3807672119e+02	9.0096628666e-01	9.1295015871e-01
4.3849642944e+02	9.0187150240e-01	9.1321104524e-01
4.3891613770e+02	9.0327590704e-01	9.1346399777e-01
4.3933584595e+02	9.0448808670e-01	9.1370843645e-01
4.3975555420e+02	9.0548169613e-01	9.1394474574e-01
4.4017526245e+02	9.0632951260e-01	9.1417126025e-01
4.4059497070e+02	9.0747135878e-01	9.1438909341e-01
4.4101467896e+02	9.0867227316e-01	9.1459657982e-01
4.4143438721e+02	9.0943592787e-01	9.1479431570e-01
4.4185412598e+02	9.1065233946e-01	9.1498146221e-01
4.4227383423e+02	9.1159772873e-01	9.1515762656e-01
4.4269354248e+02	9.1241532564e-01	9.1532296992e-01
4.4311325073e+02	9.1323620081e-01	9.1547613091e-01
4.4353295898e+02	9.1431349516e-01	9.1561828885e-01
4.4395266724e+02	9.1500782967e-01	9.1574707660e-01
4.4437237549e+02	9.1605061293e-01	9.1586442305e-01
4.4479208374e+02	9.1652452946e-01	9.1596783916e-01
4.4521179199e+02	9.1727375984e-01	9.1605899379e-01
4.4563150024e+02	9.1800254583e-01	9.1613597066e-01
4.4605120850e+02	9.1879910231e-01	9.1619979994e-01
4.4647091675e+02	9.1932189465e-01	9.1624922966e-01
4.4689062500e+02	9.1963893175e-01	9.1628471885e-01
4.4731033325e+02	9.2037218809e-01	9.1630560597e-01
4.4773004150e+02	9.2056518793e-01	9.1631186888e-01
4.4814974976e+02	9.2075437307e-01	9.1630333975e-01
4.4856945801e+02	9.2102283239e-01	9.1627962579e-01
4.4898916626e+02	9.2101305723e-01	9.1624093540e-01
4.4940887451e+02	9.2137712240e-01	9.1618663341e-01
4.4982858276e+02	9.2129665613e-01	9.1611716957e-01
4.5024829102e+02	9.2140710354e-01	9.1603180915e-01
4.5066799927e+02	9.2139029503e-01	9.1593109429e-01
4.5108770752e+02	9.2152649164e-01	9.1581434456e-01
4.5150741577e+02	9.2135727406e-01	9.1568203519e-01
4.5192712402e+02	9.2155206203e-01	9.1553370124e-01
4.5234683228e+02	9.2113018036e-01	9.1536958533e-01
4.5276657104e+02	9.2108041048e-01	9.1518958904e-01
4.5318627930e+02	9.2096805573e-01	9.1499358041e-01
4.5360598755e+02	9.2076992989e-01	9.1478200673e-01
4.5402569580e+02	9.2046278715e-01	9.1455414215e-01
4.5444540405e+02	9.2039167881e-01	9.1431115204e-01
4.5486511230e+02	9.2027068138e-01	9.1405158039e-01
4.5528482056e+02	9.1989761591e-01	9.1377745243e-01
4.5570452881e+02	9.1986989975e-01	9.1348642725e-01
4.5612423706e+02	9.2006260157e-01	9.1318146593e-01
4.5654394531e+02	9.1951316595e-01	9.1285940500e-01
4.5696365356e+02	9.1931444407e-01	9.1252351456e-01
4.5738336182e+02	9.1930311918e-01	9.1217140559e-01
4.5780307007e+02	9.1894572973e-01	9.1180505591e-01
4.5822277832e+02	9.1859030724e-01	9.1142346992e-01
4.5864248657e+02	9.1781473160e-01	9.1102720183e-01
4.5906219482e+02	9.1759252548e-01	9.1061676718e-01
4.5948190308e+02	9.1707122326e-01	9.1019118257e-01
4.5990161133e+02	9.1692918539e-01	9.0975257483e-01
4.6032131958e+02	9.1625010967e-01	9.0929832657e-01
4.6074102783e+02	9.1502648592e-01	9.0883145821e-01
4.6116073608e+02	9.1455096006e-01	9.0835004070e-01
4.6158044434e+02	9.1486495733e-01	9.0785551831e-01
4.6200015259e+02	9.1366982460e-01	9.0734779034e-01
4.6241986084e+02	9.1255760193e-01	9.0682634951e-01
4.6283956909e+02	9.1207844019e-01	9.0629306832e-01
4.6325927734e+02	9.1113471985e-01	9.0574546786e-01
4.6367901611e+02	9.1047257185e-01	9.0518630763e-01
4.6409872437e+02	9.0926420689e-01	9.0461434535e-01
4.6451843262e+02	9.0875959396e-01	9.0403012764e-01
4.6493814087e+02	9.0734118223e-01	9.0343454206e-01
4.6535784912e+02	9.0666061640e-01	9.0282593224e-01
4.6577755737e+02	9.0539216995e-01	9.0220656196e-01
4.6619726562e+02	9.0380281210e-01	9.0157504931e-01
4.6661697388e+02	9.0239685774e-01	9.0093217139e-01
4.6703668213e+02	8.9954906702e-01	9.0027861505e-01
4.6745639038e+02	8.9912378788e-01	8.9961267551e-01
4.6787609863e+02	8.9892739058e-01	8.9893643014e-01
4.6829580688e+02	8.9896851778e-01	8.9824868756e-01
4.6871551514e+02	8.9783394337e-01	8.9754958412e-01
4.6913522339e+02	8.9736151695e-01	8.9684008975e-01
4.6955493164e+02	8.9639222622e-01	8.9611797490e-01
4.6997463989e+02	8.9537549019e-01	8.9538494294e-01
4.7039434814e+02	8.9490342140e-01	8.9464028771e-01
4.7081405640e+02	8.9362502098e-01	8.9388243846e-01
4.7123376465e+02	8.9283549786e-01	8.9311269567e-01
4.7165347290e+02	8.9146763086e-01	8.9232897437e-01
4.7207318115e+02	8.9077246189e-01	8.9153070121e-01
4.7249288940e+02	8.8954889774e-01	8.9071822030e-01
4.7291259766e+02	8.8837057352e-01	8.8988782404e-01
4.7333230591e+02	8.8714426756e-01	8.8904000460e-01
4.7375201416e+02	8.8633906841e-01	8.8817405907e-01
4.7417175293e+02	8.8530087471e-01	8.8728407699e-01
4.7459146118e+02	8.8386893272e-01	8.8637224109e-01
4.7501116943e+02	8.8261198997e-01	8.8543614336e-01
4.7543087769e+02	8.8169634342e-01	8.8446976831e-01
4.7585058594e+02	8.7998908758e-01	8.8347590635e-01
4.7627029419e+02	8.7927603722e-01	8.8245215744e-01
4.7669000244e+02	8.7826567888e-01	8.8139438506e-01
4.7710971069e+02	8.7742400169e-01	8.8030790894e-01
4.7752941895e+02	8.7619465590e-01	8.7919363197e-01
4.7794912720e+02	8.7483251095e-01	8.7805353787e-01
4.7836883545e+02	8.7368685007e-01	8.7689769319e-01
4.7878854370e+02	8.7256354094e-01	8.7573399695e-01
4.7920825195e+02	8.7157374620e-01	8.7457418986e-01
4.7962796021e+02	8.7060517073e-01	8.7342970747e-01
4.8004766846e+02	8.6971318722e-01	8.7231132153e-01
4.8046737671e+02	8.6910444498e-01	8.7123562191e-01
4.8088708496e+02	8.6794006824e-01	8.7020330483e-01
4.8130679321e+02	8.6683791876e-01	8.6921738395e-01
4.8172650146e+02	8.6557960510e-01	8.6828494091e-01
4.8214620972e+02	8.6426794529e-01	8.6739518472e-01
4.8256591797e+02	8.6397123337e-01	8.6654088031e-01
4.8298562622e+02	8.6295127869e-01	8.6571681679e-01
4.8340533447e+02	8.6167663336e-01	8.6491204270e-01
4.8382504272e+02	8.6063069105e-01	8.6411662419e-01
4.8424475098e+02	8.5891234875e-01	8.6332281085e-01
4.8466445923e+02	8.5833996534e-01	8.6252219854e-01
4.8508419800e+02	8.5707545280e-01	8.6170913045e-01
4.8550390625e+02	8.5617715120e-01	8.6087889974e-01
4.8592361450e+02	8.5522544384e-01	8.6002356414e-01
4.8634332275e+02	8.5373187065e-01	8.5914183035e-01
4.8676303101e+02	8.5323262215e-01	8.5823161500e-01
4.8718273926e+02	8.5193616152e-01	8.5728877660e-01
4.8760244751e+02	8.5080540180e-01	8.5630875750e-01
4.8802215576e+02	8.4967529774e-01	8.5529401366e-01
4.8844186401e+02	8.4770292044e-01	8.5424347771e-01
4.8886157227e+02	8.4695273638e-01	8.5315221545e-01
4.8928128052e+02	8.4565174580e-01	8.5202277741e-01
4.8970098877e+02	8.4404730797e-01	8.5085852445e-01
4.9012069702e+02	8.4242206812e-01	8.4966206295e-01
4.9054040527e+02	8.4131628275e-01	8.4843399128e-01
4.9096011353e+02	8.4014111757e-01	8.4718495658e-01
4.9137982178e+02	8.3791989088e-01	8.4591824006e-01
4.9179953003e+02	8.3695948124e-01	8.4462258118e-01
4.9221923828e+02	8.3546406031e-01	8.4322954942e-01
4.9263894653e+02	8.3344352245e-01	8.4164861703e-01
4.9305865479e+02	8.3203744888e-01	8.3981761573e-01
4.9347836304e+02	8.3014994860e-01	8.3777424445e-01
4.9389807129e+02	8.2814961672e-01	8.3561306797e-01
4.9431777954e+02	8.2512688637e-01	8.3341105641e-01
4.9473748779e+02	8.2412225008e-01	8.3117467443e-01
4.9515719604e+02	8.2175624371e-01	8.2889236663e-01
4.9557690430e+02	8.1943351030e-01	8.2653754039e-01
4.9599664307e+02	8.1722861528e-01	8.2410560548e-01
4.9641635132e+02	8.1412118673e-01	8.2158750584e-01
4.9683605957e+02	8.1146430969e-01	8.1897550222e-01
4.9725576782e+02	8.0887490511e-01	8.1625190955e-01
4.9767547607e+02	8.0561715364e-01	8.1341754900e-01
4.9809518433e+02	8.0259078741e-01	8.1047313189e-01
4.9851489258e+02	7.9892385006e-01	8.0741515943e-01
4.9893460083e+02	7.9534894228e-01	8.0423585697e-01
4.9935430908e+02	7.9157733917e-01	8.0092269917e-01
4.9977401733e+02	7.8850525618e-01	7.9748614577e-01
5.0019372559e+02	7.8333443403e-01	7.9392302028e-01
5.0061343384e+02	7.8072756529e-01	7.9022980924e-01
5.0103314209e+02	7.7633833885e-01	7.8639007113e-01
5.0145285034e+02	7.7243608236e-01	7.8240258706e-01
5.0187255859e+02	7.6698660851e-01	7.7826973593e-01
5.0229226685e+02	7.6325041056e-01	7.7398529849e-01
5.0271197510e+02	7.5832390785e-01	7.6954232741e-01
5.0313168335e+02	7.5326365232e-01	7.6491461983e-01
5.0355139160e+02	7.4834811687e-01	7.6010422181e-01
5.0397109985e+02	7.4292039871e-01	7.5510827972e-01
5.0439080811e+02	7.3764079809e-01	7.4991730824e-01
5.0481051636e+02	7.3264700174e-01	7.4452141276e-01
5.0523022461e+02	7.2731465101e-01	7.3889066682e-01
5.0564993286e+02	7.2030335665e-01	7.3302070514e-01
5.0606964111e+02	7.1387791634e-01	7.2691162404e-01
5.0648937988e+02	7.0714062452e-01	7.2055174366e-01
5.0690908813e+02	6.9967854023e-01	7.1393050517e-01
5.0732879639e+02	6.9189643860e-01	7.0702685246e-01
5.0774850464e+02	6.8412613869e-01	6.9980688823e-01
5.0816821289e+02	6.7510050535e-01	6.9228627112e-01
5.0858792114e+02	6.6726940870e-01	6.8445232071e-01
5.0900762939e+02	6.5777713060e-01	6.7629208902e-01
5.0942733765e+02	6.4768773317e-01	6.6779238431e-01
5.0984704590e+02	6.3818794489e-01	6.5891676344e-01
5.1026675415e+02	6.2784808874e-01	6.4964946403e-01
5.1068646240e+02	6.1790180206e-01	6.3999938086e-01
5.1110617065e+02	6.0552668571e-01	6.2995292298e-01
5.1152587891e+02	5.9376502037e-01	6.1949663094e-01
5.1194558716e+02	5.8216744661e-01	6.0861729663e-01
5.1236529541e+02	5.6848829985e-01	5.9728273354e-01
5.1278503418e+02	5.5627411604e-01	5.8546347555e-01
5.1320471191e+02	5.4143553972e-01	5.7318432599e-01
5.1362445068e+02	5.2745091915e-01	5.6043113234e-01
5.1404412842e+02	5.1238960028e-01	5.4719807796e-01
5.1446386719e+02	4.9604523182e-01	5.3347268217e-01
5.1488354492e+02	4.8076295853e-01	5.1925131997e-01
5.1530328369e+02	4.6282231808e-01	5.0448098262e-01
5.1572296143e+02	4.4628933072e-01	4.8918507081e-01
5.1614270020e+02	4.2722842097e-01	4.7336696238e-01
5.1656237793e+02	4.0987101197e-01	4.5702227889e-01
5.1698211670e+02	3.8935711980e-01	4.4013471156e-01
5.1740179443e+02	3.7196493149e-01	4.2269475232e-01
5.1782153320e+02	3.5029599071e-01	4.0468098849e-01
5.1824121094e+02	3.2999241352e-01	3.8605390536e-01
5.1866094971e+02	3.0896824598e-01	3.6679889475e-01
5.1908062744e+02	2.8765764832e-01	3.4696516089e-01
5.1950036621e+02	2.6660445333e-01	3.2658290989e-01
5.1992004395e+02	2.4586589634e-01	3.0572266108e-01
5.2033978271e+02	2.2549545765e-01	2.8447295281e-01
5.2075946045e+02	2.0406670868e-01	2.6296322176e-01
5.2117919922e+02	1.8347978592e-01	2.4133709843e-01
5.2159887695e+02	1.6333368421e-01	2.1978516652e-01
5.2201861572e+02	1.4463376999e-01	1.9852692939e-01
5.2243829346e+02	1.2735974789e-01	1.7777856563e-01
5.2285803223e+02	1.0963698477e-01	1.5775589537e-01
5.2327777100e+02	9.4459369779e-02	1.3868019866e-01
5.2369744873e+02	8.1634931266e-02	1.2075546137e-01
5.2411718750e+02	6.8225130439e-02	1.0414931253e-01
5.2453686523e+02	5.9504430741e-02	8.9000000505e-02
5.2495660400e+02	5.0549037755e-02	7.5391150464e-02
5.2537628174e+02	4.3692920357e-02	6.3389178619e-02
5.2579602051e+02	3.8693279028e-02	5.3061672849e-02
5.2621569824e+02	3.4178037196e-02	4.4242258532e-02
5.2663543701e+02	3.0290512368e-02	3.6833075848e-02
5.2705511475e+02	2.7763826773e-02	3.0713323148e-02
5.2747485352e+02	2.5400338694e-02	2.5739774277e-02
5.2789453125e+02	2.3831678554e-02	2.1763372214e-02
5.2831427002e+02	2.3717686534e-02	1.8632768276e-02
5.2873394775e+02	2.1658319980e-02	1.6207534715e-02
5.2915368652e+02	2.1383380517e-02	1.4361394419e-02
5.2957336426e+02	2.0471174270e-02	1.2990254593e-02
5.2999310303e+02	2.0430706441e-02	1.2016002383e-02
5.3041278076e+02	2.1851986647e-02	1.1398200163e-02
5.3083251953e+02	2.3580133915e-02	1.1086802663e-02
5.3125219727e+02	2.3860491812e-02	1.1078617722e-02
5.3167193604e+02	2.5387788191e-02	1.1391595621e-02
5.3209161377e+02	2.7500912547e-02	1.2062994541e-02
5.3251135254e+02	3.0439591035e-02	1.3147645395e-02
5.3293103027e+02	3.2783828676e-02	1.4715120782e-02
5.3335076904e+02	3.6862310022e-02	1.6848254158e-02
5.3377050781e+02	4.0274880826e-02	1.9638666061e-02
5.3419018555e+02	4.7113783658e-02	2.3182380871e-02
5.3460992432e+02	5.2614565939e-02	2.7576750514e-02
5.3502960205e+02	5.9556633234e-02	3.2909642987e-02
5.3544934082e+02	6.8452596664e-02	3.9257935646e-02
5.3586901855e+02	7.5908571482e-02	4.6673755866e-02
5.3628875732e+02	8.5437938571e-02	5.5217253496e-02
5.3670843506e+02	9.6924044192e-02	6.4869640932e-02
5.3712817383e+02	1.0792104900e-01	7.5566846475e-02
5.3754785156e+02	1.2078604102e-01	8.7231512033e-02
5.3796759033e+02	1.3439567387e-01	9.9765960822e-02
5.3838726807e+02	1.4748100936e-01	1.1304538724e-01
5.3880700684e+02	1.6977097094e-01	1.2694051354e-01
5.3922668457e+02	1.6930082440e-01	1.4131046257e-01
5.3964642334e+02	1.9212454557e-01	1.5602625123e-01
5.4006610107e+02	2.0666328073e-01	1.7096006408e-01
5.4048583984e+02	2.2088229656e-01	1.8600622192e-01
5.4090551758e+02	2.3682674766e-01	2.0106598788e-01
5.4132525635e+02	2.5079822540e-01	2.1606543437e-01
5.4174493408e+02	2.6458513737e-01	2.3093723165e-01
5.4216467285e+02	2.7873182297e-01	2.4563655080e-01
5.4258435059e+02	2.9181343317e-01	2.6012186000e-01
5.4300408936e+02	3.0536404252e-01	2.7437006721e-01
5.4342376709e+02	3.1838208437e-01	2.8835771069e-01
5.4384350586e+02	3.3250769973e-01	3.0207593426e-01
5.4426324463e+02	3.4445449710e-01	3.1551458914e-01
5.4468292236e+02	3.5610827804e-01	3.2866747102e-01
5.4510266113e+02	3.6802202463e-01	3.4153677154e-01
5.4552233887e+02	3.7977862358e-01	3.5411919303e-01
5.4594207764e+02	3.9131081104e-01	3.6642020280e-01
5.4636175537e+02	4.0286546946e-01	3.7843909106e-01
5.4678149414e+02	4.1357198358e-01	3.9018285058e-01
5.4720117188e+02	4.2345497012e-01	4.0165206583e-01
5.4762091064e+02	4.3526834249e-01	4.1285433372e-01
5.4804058838e+02	4.4402295351e-01	4.2379088980e-01
5.4846032715e+02	4.5317038894e-01	4.3446951544e-01
5.4888000488e+02	4.6234244108e-01	4.4489182320e-01
5.4929974365e+02	4.7362092137e-01	4.5506562821e-01
5.4971942139e+02	4.8256406188e-01	4.6499283386e-01
5.5013916016e+02	4.9221691489e-01	4.7468125720e-01
5.5055883789e+02	5.0091809034e-01	4.8413307664e-01
5.5097857666e+02	5.0975739956e-01	4.9335611664e-01
5.5139825439e+02	5.1843351126e-01	5.0235282392e-01
5.5181799316e+02	5.2648133039e-01	5.1113102731e-01
5.5223767090e+02	5.3485858440e-01	5.1969341798e-01
5.5265740967e+02	5.4444563389e-01	5.2804780259e-01
5.5307708740e+02	5.5112993717e-01	5.3619706542e-01
5.5349682617e+02	5.5817633867e-01	5.4414893757e-01
5.5391650391e+02	5.6560206413e-01	5.5190641615e-01
5.5433624268e+02	5.7409447432e-01	5.5947707200e-01
5.5475592041e+02	5.8200228214e-01	5.6686390424e-01
5.5517565918e+02	5.9096026421e-01	5.7407420859e-01
5.5559539795e+02	5.9844380617e-01	5.8111185664e-01
5.5601507568e+02	6.0546851158e-01	5.8798068603e-01
5.5643481445e+02	6.1167621613e-01	5.9468725366e-01
5.5685449219e+02	6.1720961332e-01	6.0123394056e-01
5.5727423096e+02	6.2377142906e-01	6.0762664916e-01
5.5769390869e+02	6.2975984812e-01	6.1386721730e-01
5.5811364746e+02	6.3552474976e-01	6.1996078907e-01
5.5853332520e+02	6.4091736078e-01	6.2590859967e-01
5.5895306396e+02	6.4600223303e-01	6.3171505273e-01
5.5937274170e+02	6.5200912952e-01	6.3738087764e-01
5.5979248047e+02	6.5774917603e-01	6.4290993060e-01
5.6021215820e+02	6.6220575571e-01	6.4830270587e-01
5.6063189697e+02	6.6724890471e-01	6.5356285461e-01
5.6105157471e+02	6.7150872946e-01	6.5869100821e-01
5.6147131348e+02	6.7701935768e-01	6.6369098427e-01
5.6189099121e+02	6.8225270510e-01	6.6856387386e-01
5.6231072998e+02	6.8559581041e-01	6.7331390894e-01
5.6273040771e+02	6.9001144171e-01	6.7794277898e-01
5.6315014648e+02	6.9431078434e-01	6.8245516338e-01
5.6356982422e+02	6.9843840599e-01	6.8685327341e-01
5.6398956299e+02	7.0262247324e-01	6.9114208154e-01
5.6440924072e+02	7.0710068941e-01	6.9532410266e-01
5.6482897949e+02	7.1077740192e-01	6.9940436483e-01
5.6524865723e+02	7.1314418316e-01	7.0338544010e-01
5.6566839600e+02	7.1740895510e-01	7.0727219339e-01
5.6608813477e+02	7.2136783600e-01	7.1106760710e-01
5.6650781250e+02	7.2470545769e-01	7.1477239884e-01
5.6692755127e+02	7.2652083635e-01	7.1839040896e-01
5.6734722900e+02	7.3178523779e-01	7.2192665250e-01
5.6776696777e+02	7.3429852724e-01	7.2538508695e-01
5.6818664551e+02	7.3750948906e-01	7.2876748790e-01
5.6860638428e+02	7.3992502689e-01	7.3207745285e-01
5.6902606201e+02	7.4438917637e-01	7.3531649821e-01
5.6944580078e+02	7.4614000320e-01	7.3848790110e-01
5.6986547852e+02	7.4983215332e-01	7.4159295613e-01
5.7028521729e+02	7.5301343203e-01	7.4463466319e-01
5.7070489502e+02	7.5522112846e-01	7.4761413289e-01
5.7112463379e+02	7.5836414099e-01	7.5053412855e-01
5.7154431152e+02	7.6115643978e-01	7.5339560993e-01
5.7196405029e+02	7.6334047318e-01	7.5620113804e-01
5.7238372803e+02	7.6562482119e-01	7.5895154928e-01
5.7280346680e+02	7.6872116327e-01	7.6164923022e-01
5.7322314453e+02	7.7102226019e-01	7.6429104728e-01
5.7364288330e+02	7.7387183905e-01	7.6688267698e-01
5.7406256104e+02	7.7558529377e-01	7.6942535558e-01
