wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	9.5080029964e-01	9.6368056536e-01
3.8015682291e+02	9.5027691126e-01	9.6302926540e-01
3.8057653235e+02	9.4974482059e-01	9.6227586269e-01
3.8099624179e+02	9.4920390844e-01	9.6092534065e-01
3.8141595123e+02	9.4865393639e-01	9.5959395170e-01
3.8183566067e+02	9.4809466600e-01	9.5793926716e-01
3.8225537011e+02	9.4752591848e-01	9.5608079433e-01
3.8267507956e+02	9.4694751501e-01	9.5353883505e-01
3.8309478900e+02	9.4635915756e-01	9.5111858845e-01
3.8351449844e+02	9.4576066732e-01	9.4837999344e-01
3.8393420788e+02	9.4515174627e-01	9.4565260410e-01
3.8435391732e+02	9.4453227520e-01	9.4206017256e-01
3.8477362676e+02	9.4390189648e-01	9.3885862827e-01
3.8519333620e+02	9.4326043129e-01	9.3555402756e-01
3.8561304564e+02	9.4260752201e-01	9.3194776773e-01
3.8603275508e+02	9.4194298983e-01	9.2847067118e-01
3.8645246453e+02	9.4126647711e-01	9.2465960979e-01
3.8687217397e+02	9.4057780504e-01	9.2052304745e-01
3.8729188341e+02	9.3987655640e-01	9.1648787260e-01
3.8771159285e+02	9.3916249275e-01	9.1232264042e-01
3.8813130229e+02	9.3843531609e-01	9.0784192085e-01
3.8855101173e+02	9.3769466877e-01	9.0350049734e-01
3.8897072117e+02	9.3694019318e-01	8.9896553755e-01
3.8939043061e+02	9.3617165089e-01	8.9460134506e-01
3.8981014006e+02	9.3538856506e-01	8.9012175798e-01
3.9022984950e+02	9.3459063768e-01	8.8515496254e-01
3.9064955894e+02	9.3377745152e-01	8.8059604168e-01
3.9106926838e+02	9.3294864893e-01	8.7588500977e-01
3.9148897782e+02	9.3210387230e-01	8.7097758055e-01
3.9190868726e+02	9.3124264479e-01	8.6613315344e-01
3.9232839670e+02	9.3036454916e-01	8.6110156775e-01
3.9274810614e+02	9.2946916819e-01	8.5647273064e-01
3.9316781559e+02	9.2855602503e-01	8.5169786215e-01
3.9358752503e+02	9.2762470245e-01	8.4648579359e-01
3.9400723447e+02	9.2667466402e-01	8.4136003256e-01
3.9442694391e+02	9.2570543289e-01	8.3625721931e-01
3.9484665335e+02	9.2471647263e-01	8.3132857084e-01
3.9526636279e+02	9.2370730639e-01	8.2610183954e-01
3.9568607223e+02	9.2267733812e-01	8.2108807564e-01
3.9610578167e+02	9.2162597179e-01	8.1640416384e-01
3.9652549111e+02	9.2055267096e-01	8.1172561646e-01
3.9694520056e+02	9.1945683956e-01	8.0656045675e-01
3.9736491000e+02	9.1833788157e-01	8.0187457800e-01
3.9778461944e+02	9.1719502211e-01	7.9673987627e-01
3.9820432888e+02	9.1602772474e-01	7.9182636738e-01
3.9862403832e+02	9.1483521461e-01	7.8727078438e-01
3.9904374776e+02	9.1361677647e-01	7.8293949366e-01
3.9946345720e+02	9.1237169504e-01	7.7834695578e-01
3.9988316664e+02	9.1109925508e-01	7.7347302437e-01
4.0030287609e+02	9.0979856253e-01	7.6909184456e-01
4.0072258553e+02	9.0846884251e-01	7.6431125402e-01
4.0114229497e+02	9.0710926056e-01	7.6081210375e-01
4.0156200441e+02	9.0571892262e-01	7.5624597073e-01
4.0198171385e+02	9.0429687500e-01	7.5269162655e-01
4.0240142329e+02	9.0284222364e-01	7.4839097261e-01
4.0282113273e+02	9.0135395527e-01	7.4492025375e-01
4.0324084217e+02	8.9983111620e-01	7.4133861065e-01
4.0366055162e+02	8.9827257395e-01	7.3758894205e-01
4.0408026106e+02	8.9667725563e-01	7.3379898071e-01
4.0449997050e+02	8.9504402876e-01	7.2946983576e-01
4.0491967994e+02	8.9337176085e-01	7.2838294506e-01
4.0533938938e+02	8.9165925980e-01	7.2296255827e-01
4.0575909882e+02	8.8990515471e-01	7.1664214134e-01
4.0617880826e+02	8.8810819387e-01	7.1715408564e-01
4.0659851770e+02	8.8626700640e-01	7.1321558952e-01
4.0701822714e+02	8.8438016176e-01	7.1170091629e-01
4.0743793659e+02	8.8244628906e-01	7.0923864841e-01
4.0785764603e+02	8.8046377897e-01	7.0667749643e-01
4.0827735547e+02	8.7843102217e-01	7.0473599434e-01
4.0869706491e+02	8.7634646893e-01	7.0205879211e-01
4.0911677435e+02	8.7420839071e-01	7.0016628504e-01
4.0953648379e+02	8.7201499939e-01	6.9859391451e-01
4.0995619323e+02	8.6976444721e-01	6.9638651609e-01
4.1037590267e+02	8.6745482683e-01	6.9397777319e-01
4.1079561212e+02	8.6508411169e-01	6.9309461117e-01
4.1121532156e+02	8.6265033484e-01	6.9082880020e-01
4.1163503100e+02	8.6015129089e-01	6.8894463778e-01
4.1205474044e+02	8.5758477449e-01	6.8707257509e-01
4.1247444988e+02	8.5494840145e-01	6.8531668186e-01
4.1289415932e+02	8.5223978758e-01	6.8379509449e-01
4.1331386876e+02	8.4945642948e-01	6.8210887909e-01
4.1373357820e+02	8.4659576416e-01	6.8024528027e-01
4.1415328765e+02	8.4365499020e-01	6.7920398712e-01
4.1457299709e+02	8.4063136578e-01	6.7811840773e-01
4.1499270653e+02	8.3752185106e-01	6.7636841536e-01
4.1541241597e+02	8.3432346582e-01	6.7259961367e-01
4.1583212541e+02	8.3103299141e-01	6.7585682869e-01
4.1625183485e+02	8.2764714956e-01	6.7400062084e-01
4.1667154429e+02	8.2416248322e-01	6.7330950499e-01
4.1709125373e+02	8.2057535648e-01	6.6964262724e-01
4.1751096317e+02	8.1688213348e-01	6.6742599010e-01
4.1793067262e+02	8.1307888031e-01	6.6650754213e-01
4.1835038206e+02	8.0916160345e-01	6.6644579172e-01
4.1877009150e+02	8.0512601137e-01	6.6602945328e-01
4.1918980094e+02	8.0096787214e-01	6.6580766439e-01
4.1960951038e+02	7.9668259621e-01	6.6359281540e-01
4.2002921982e+02	7.9226541519e-01	6.6180920601e-01
4.2044892926e+02	7.8771150112e-01	6.5956413746e-01
4.2086863870e+02	7.8301578760e-01	6.5590161085e-01
4.2128834815e+02	7.7817291021e-01	6.5435808897e-01
4.2170805759e+02	7.7317744493e-01	6.5151059628e-01
4.2212776703e+02	7.6802366972e-01	6.4902991056e-01
4.2254747647e+02	7.6270568371e-01	6.4626491070e-01
4.2296718591e+02	7.5721740723e-01	6.4271324873e-01
4.2338689535e+02	7.5155246258e-01	6.3986128569e-01
4.2380660479e+02	7.4570435286e-01	6.3599872589e-01
4.2422631423e+02	7.3966622353e-01	6.3305759430e-01
4.2464602368e+02	7.3343104124e-01	6.2968695164e-01
4.2506573312e+02	7.2699165344e-01	6.2623059750e-01
4.2548544256e+02	7.2034060955e-01	6.2256032228e-01
4.2590515200e+02	7.1347022057e-01	6.1908411980e-01
4.2632486144e+02	7.0637249947e-01	6.1548578739e-01
4.2674457088e+02	6.9903945923e-01	6.1137092113e-01
4.2716428032e+02	6.9146281481e-01	6.0705035925e-01
4.2758398976e+02	6.8363398314e-01	6.0305583477e-01
4.2800369920e+02	6.7554444075e-01	6.0050058365e-01
4.2842340865e+02	6.6718530655e-01	5.9457373619e-01
4.2884311809e+02	6.5854769945e-01	5.8674454689e-01
4.2926282753e+02	6.4962261915e-01	5.8539956808e-01
4.2968253697e+02	6.4040106535e-01	5.7680374384e-01
4.3010224641e+02	6.3087397814e-01	5.6703698635e-01
4.3052195585e+02	6.2103229761e-01	5.6936872005e-01
4.3094166529e+02	6.1086714268e-01	5.6796568632e-01
4.3136137473e+02	6.0036987066e-01	5.5987966061e-01
4.3178108418e+02	5.8953189850e-01	5.5428868532e-01
4.3220079362e+02	5.7834517956e-01	5.5091434717e-01
4.3262050306e+02	5.6680202484e-01	5.4339659214e-01
4.3304021250e+02	5.5489540100e-01	5.3121900558e-01
4.3345992194e+02	5.4261887074e-01	5.3251922131e-01
4.3387963138e+02	5.2996695042e-01	5.2437716722e-01
4.3429934082e+02	5.1693516970e-01	5.1728934050e-01
4.3471905026e+02	5.0352025032e-01	5.0925177336e-01
4.3513875971e+02	4.8972034454e-01	5.0127619505e-01
4.3555846915e+02	4.7553530335e-01	4.9435842037e-01
4.3597817859e+02	4.6096688509e-01	4.8632138968e-01
4.3639788803e+02	4.4601896405e-01	4.7914817929e-01
4.3681759747e+02	4.3069794774e-01	4.7145742178e-01
4.3723730691e+02	4.1501298547e-01	4.6403020620e-01
4.3765701635e+02	3.9897638559e-01	4.5550206304e-01
4.3807672579e+02	3.8260385394e-01	4.4836118817e-01
4.3849643523e+02	3.6591497064e-01	4.3976014853e-01
4.3891614468e+02	3.4893342853e-01	4.3237090111e-01
4.3933585412e+02	3.3168748021e-01	4.2494511604e-01
4.3975556356e+02	3.1421023607e-01	4.1641891003e-01
4.4017527300e+02	2.9653999209e-01	4.0784585476e-01
