target_peak1_nm	430.0000000000
target_peak2_nm	620.0000000000
primary_comparison	final_network_vs_nearest_cstdata_10496_simulation
final_network_source_file	/home/yuxiao/Yuxiao Li/tandem/2peak/430_620/cvae/cvae_data.txt
cst_reference_source_file	/home/yuxiao/Yuxiao Li/tandem/2peak/data/cstdata_10496/data/02275.b
cst_reference_parameter_file	/home/yuxiao/Yuxiao Li/tandem/2peak/data/cstdata_10496/data/02275.a
nearest_simulation_case_id	02275
simulation_selection_metric	minimum_full_spectrum_mse
simulation_quality_filter	exclude_more_than_5_samples_clipped_to_unity
nearest_simulation_spectrum_mse	1.5739785498e-05
nearest_simulation_spectrum_rmse	3.9673398515e-03
nearest_structure_euclidean_distance	2.5015196981e-02
structure_source_file	/home/yuxiao/Yuxiao Li/tandem/2peak/430_620/cvae/cvae_structure.txt
predicted_R	3.3210568428
nearest_simulation_R	3.3000000000
predicted_n_host1	2.8873589039
nearest_simulation_n_host1	2.9000000000
predicted_n_host2	1.7047510147
nearest_simulation_n_host2	1.7000000000
final_network_two_resonances_detected	1
final_network_significant_minima_count	2
final_network_peak1_wavelength_nm	429.2628275300
final_network_peak1_transmittance	3.0034306645e-01
final_network_peak1_fwhm_nm	14.6329095218
final_network_peak1_prominence	6.2452217937e-01
final_network_peak1_quality_factor	29.3354391955
final_network_peak1_contrast_quality_fom	20.5247434319
final_network_peak2_wavelength_nm	620.6503327200
final_network_peak2_transmittance	2.9327085614e-01
final_network_peak2_fwhm_nm	16.6500153378
final_network_peak2_prominence	5.0378260017e-01
final_network_peak2_quality_factor	37.2762619210
final_network_peak2_contrast_quality_fom	26.3442206737
final_network_significant_minimum1_wavelength_nm	429.2628275300
final_network_significant_minimum1_transmittance	3.0034306645e-01
final_network_significant_minimum2_wavelength_nm	620.6503327200
final_network_significant_minimum2_transmittance	2.9327085614e-01
cst_reference_two_resonances_detected	1
cst_reference_significant_minima_count	2
cst_reference_peak1_wavelength_nm	429.2628275300
cst_reference_peak1_transmittance	2.9092081069e-01
cst_reference_peak1_fwhm_nm	14.5797838914
cst_reference_peak1_prominence	6.3706478625e-01
cst_reference_peak1_quality_factor	29.4423312942
cst_reference_peak1_contrast_quality_fom	20.8769444054
cst_reference_peak2_wavelength_nm	620.6503327200
cst_reference_peak2_transmittance	2.8909600318e-01
cst_reference_peak2_fwhm_nm	16.6357053259
cst_reference_peak2_prominence	5.0739487540e-01
cst_reference_peak2_quality_factor	37.3083269127
cst_reference_peak2_contrast_quality_fom	26.5226387168
cst_reference_significant_minimum1_wavelength_nm	429.2628275300
cst_reference_significant_minimum1_transmittance	2.9092081069e-01
cst_reference_significant_minimum2_wavelength_nm	620.6503327200
cst_reference_significant_minimum2_transmittance	2.8909600318e-01
cst_reference_minus_final_peak1_wavelength_nm	0.0000000000
cst_reference_vs_final_peak1_absolute_wavelength_difference_nm	0.0000000000
cst_reference_minus_final_peak2_wavelength_nm	0.0000000000
cst_reference_vs_final_peak2_absolute_wavelength_difference_nm	0.0000000000
primary_cst_reference_vs_final_mse	1.5739785498e-05
primary_cst_reference_vs_final_rmse	3.9673398515e-03
primary_cst_reference_vs_final_mae	2.9749763772e-03
primary_cst_reference_vs_final_r_squared	9.9914048431e-01
primary_cst_reference_vs_final_correlation	9.9971233195e-01
