wavelength_nm	final_network_transmittance	nearest_simulation_transmittance
3.9316781559e+02	9.2330437899e-01	9.1865049781e-01
3.9358752503e+02	9.2134016752e-01	9.1679574694e-01
3.9400723447e+02	9.1928672791e-01	9.1489573528e-01
3.9442694391e+02	9.1713082790e-01	9.1295127012e-01
3.9484665335e+02	9.1490703821e-01	9.1096356085e-01
3.9526636279e+02	9.1263639927e-01	9.0893333731e-01
3.9568607223e+02	9.1030502319e-01	9.0686119952e-01
3.9610578167e+02	9.0779721737e-01	9.0474762760e-01
3.9652549111e+02	9.0536677837e-01	9.0259299126e-01
3.9694520056e+02	9.0282243490e-01	9.0039755873e-01
3.9736491000e+02	9.0024113655e-01	8.9816150541e-01
3.9778461944e+02	8.9763307571e-01	8.9588492113e-01
3.9820432888e+02	8.9495116472e-01	8.9356781730e-01
3.9862403832e+02	8.9218777418e-01	8.9121013277e-01
3.9904374776e+02	8.8949221373e-01	8.8881173882e-01
3.9946345720e+02	8.8666087389e-01	8.8637244319e-01
3.9988316664e+02	8.8379490376e-01	8.8389154955e-01
4.0030287609e+02	8.8085180521e-01	8.8136841334e-01
4.0072258553e+02	8.7789976597e-01	8.7880335351e-01
4.0114229497e+02	8.7493807077e-01	8.7619593167e-01
4.0156200441e+02	8.7191563845e-01	8.7354564741e-01
4.0198171385e+02	8.6893445253e-01	8.7085193477e-01
4.0240142329e+02	8.6588811874e-01	8.6811415735e-01
4.0282113273e+02	8.6284577847e-01	8.6533160210e-01
4.0324084217e+02	8.5971546173e-01	8.6250347166e-01
4.0366055162e+02	8.5666090250e-01	8.5962733066e-01
4.0408026106e+02	8.5331135988e-01	8.5670325049e-01
4.0449997050e+02	8.5049408674e-01	8.5373040215e-01
4.0491967994e+02	8.4728193283e-01	8.5070751322e-01
4.0533938938e+02	8.4417879581e-01	8.4763316012e-01
4.0575909882e+02	8.4076726437e-01	8.4450575034e-01
4.0617880826e+02	8.3742028475e-01	8.4132345947e-01
4.0659851770e+02	8.3405423164e-01	8.3808150157e-01
4.0701822714e+02	8.3061641455e-01	8.3478011166e-01
4.0743793659e+02	8.2715523243e-01	8.3141673306e-01
4.0785764603e+02	8.2362431288e-01	8.2798850931e-01
4.0827735547e+02	8.2004255056e-01	8.2449225219e-01
4.0869706491e+02	8.1638091803e-01	8.2092370954e-01
4.0911677435e+02	8.1267321110e-01	8.1727567778e-01
4.0953648379e+02	8.0888152122e-01	8.1354689310e-01
4.0995619323e+02	8.0499523878e-01	8.0973230804e-01
4.1037590267e+02	8.0099916458e-01	8.0582631641e-01
4.1079561212e+02	7.9689788818e-01	8.0182270090e-01
4.1121532156e+02	7.9271525145e-01	7.9770769248e-01
4.1163503100e+02	7.8841465712e-01	7.9347868950e-01
4.1205474044e+02	7.8399622440e-01	7.8912733170e-01
4.1247444988e+02	7.7946358919e-01	7.8464398562e-01
4.1289415932e+02	7.7478986979e-01	7.8001602506e-01
4.1331386876e+02	7.6996028423e-01	7.7522332511e-01
4.1373357820e+02	7.6505458355e-01	7.7026053423e-01
4.1415328765e+02	7.6000177860e-01	7.6511291724e-01
4.1457299709e+02	7.5481331348e-01	7.5976427627e-01
4.1499270653e+02	7.4949854612e-01	7.5418234033e-01
4.1541241597e+02	7.4406909943e-01	7.4835365256e-01
4.1583212541e+02	7.3775893450e-01	7.4225984950e-01
4.1625183485e+02	7.3166906834e-01	7.3587660145e-01
4.1667154429e+02	7.2544854879e-01	7.2915863023e-01
4.1709125373e+02	7.1938693523e-01	7.2207882075e-01
4.1751096317e+02	7.1245104074e-01	7.1461388934e-01
4.1793067262e+02	7.0515686274e-01	7.0672820039e-01
4.1835038206e+02	6.9730198383e-01	6.9834953706e-01
4.1877009150e+02	6.8885987997e-01	6.8944760837e-01
4.1918980094e+02	6.7976015806e-01	6.7998722201e-01
4.1960951038e+02	6.7017233372e-01	6.6991804642e-01
4.2002921982e+02	6.5989696980e-01	6.5911895771e-01
4.2044892926e+02	6.4890402555e-01	6.4758945944e-01
4.2086863870e+02	6.3700854778e-01	6.3527172191e-01
4.2128834815e+02	6.2441122532e-01	6.2206334536e-01
4.2170805759e+02	6.1081534624e-01	6.0788824929e-01
4.2212776703e+02	5.9632205963e-01	5.9273740718e-01
4.2254747647e+02	5.8085513115e-01	5.7655550855e-01
4.2296718591e+02	5.6436520815e-01	5.5920007027e-01
4.2338689535e+02	5.4690027237e-01	5.4075676749e-01
4.2380660479e+02	5.2841001749e-01	5.2123354425e-01
4.2422631423e+02	5.0891339779e-01	5.0058487014e-01
4.2464602368e+02	4.8852914572e-01	4.7898348347e-01
4.2506573312e+02	4.6744927764e-01	4.5660870162e-01
4.2548544256e+02	4.4571155310e-01	4.3366357683e-01
4.2590515200e+02	4.2377007008e-01	4.1054011750e-01
4.2632486144e+02	4.0190947056e-01	3.8767455045e-01
4.2674457088e+02	3.8062861562e-01	3.6565847991e-01
4.2716428032e+02	3.6045315862e-01	3.4520340195e-01
4.2758398976e+02	3.4202805161e-01	3.2691233241e-01
4.2800369920e+02	3.2612439990e-01	3.1171842576e-01
4.2842340865e+02	3.1345722079e-01	3.0034110692e-01
4.2884311809e+02	3.0502471328e-01	2.9313333854e-01
4.2926282753e+02	3.0034306645e-01	2.9092081069e-01
4.2968253697e+02	3.0170309544e-01	2.9366865308e-01
4.3010224641e+02	3.0673277378e-01	3.0109049874e-01
4.3052195585e+02	3.1705874205e-01	3.1337961011e-01
4.3094166529e+02	3.3202117682e-01	3.2951564569e-01
4.3136137473e+02	3.5069432855e-01	3.4885803261e-01
4.3178108418e+02	3.7271422148e-01	3.7087530475e-01
4.3220079362e+02	3.9666026831e-01	3.9449892639e-01
4.3262050306e+02	4.2168280482e-01	4.1914141740e-01
4.3304021250e+02	4.4709292054e-01	4.4413133419e-01
4.3345992194e+02	4.7226575017e-01	4.6896927276e-01
4.3387963138e+02	4.9662423134e-01	4.9320343264e-01
4.3429934082e+02	5.2001947165e-01	5.1658444707e-01
4.3471905026e+02	5.4223209620e-01	5.3892969298e-01
4.3513875971e+02	5.6295412779e-01	5.6001867619e-01
4.3555846915e+02	5.8239799738e-01	5.7993846928e-01
4.3597817859e+02	6.0036301613e-01	5.9854084411e-01
4.3639788803e+02	6.1706739664e-01	6.1593379369e-01
4.3681759747e+02	6.3261556625e-01	6.3216948287e-01
4.3723730691e+02	6.4697498083e-01	6.4721664174e-01
4.3765701635e+02	6.6035151482e-01	6.6127834307e-01
4.3807672579e+02	6.7282193899e-01	6.7429164975e-01
4.3849643523e+02	6.8447130919e-01	6.8643369930e-01
4.3891614468e+02	6.9541418552e-01	6.9773636513e-01
4.3933585412e+02	7.0540964603e-01	7.0825433884e-01
4.3975556356e+02	7.1482384205e-01	7.1811049275e-01
4.4017527300e+02	7.2355657816e-01	7.2727173916e-01
4.4059498244e+02	7.3172074556e-01	7.3589387468e-01
4.4101469188e+02	7.3941338062e-01	7.4395008081e-01
4.4143440132e+02	7.4681377411e-01	7.5154056081e-01
4.4185411076e+02	7.5379049778e-01	7.5868199923e-01
4.4227382021e+02	7.6043748856e-01	7.6541641593e-01
4.4269352965e+02	7.6681452990e-01	7.7179339639e-01
4.4311323909e+02	7.7277928591e-01	7.7781566001e-01
4.4353294853e+02	7.7848368883e-01	7.8355177436e-01
4.4395265797e+02	7.8427863121e-01	7.8897897740e-01
4.4437236741e+02	7.8918319941e-01	7.9416991504e-01
4.4479207685e+02	7.9467374086e-01	7.9910233861e-01
4.4521178629e+02	7.9961293936e-01	8.0383064757e-01
4.4563149574e+02	8.0474030972e-01	8.0834493428e-01
4.4605120518e+02	8.0958575010e-01	8.1268005975e-01
4.4647091462e+02	8.1394267082e-01	8.1683596748e-01
4.4689062406e+02	8.1833517551e-01	8.2083412658e-01
4.4731033350e+02	8.2261395454e-01	8.2468031272e-01
4.4773004294e+02	8.2615762949e-01	8.2838705039e-01
4.4814975238e+02	8.2986664772e-01	8.3196315544e-01
4.4856946182e+02	8.3367627859e-01	8.3541541693e-01
4.4898917126e+02	8.3712744713e-01	8.3875376344e-01
4.4940888071e+02	8.4058964252e-01	8.4198156620e-01
4.4982859015e+02	8.4387868643e-01	8.4510853896e-01
4.5024829959e+02	8.4723657370e-01	8.4813631814e-01
4.5066800903e+02	8.5074192286e-01	8.5107348384e-01
4.5108771847e+02	8.5366272926e-01	8.5392117597e-01
4.5150742791e+02	8.5646432638e-01	8.5668619229e-01
4.5192713735e+02	8.5914468765e-01	8.5937010776e-01
4.5234684679e+02	8.6175221205e-01	8.6197746224e-01
4.5276655624e+02	8.6433249712e-01	8.6451098991e-01
4.5318626568e+02	8.6670869589e-01	8.6697260197e-01
4.5360597512e+02	8.6900657415e-01	8.6936677877e-01
4.5402568456e+02	8.7138617039e-01	8.7169249102e-01
4.5444539400e+02	8.7352800369e-01	8.7395646408e-01
4.5486510344e+02	8.7546008825e-01	8.7615444435e-01
4.5528481288e+02	8.7727171183e-01	8.7829584575e-01
4.5570452232e+02	8.7905156612e-01	8.8037291649e-01
4.5612423177e+02	8.8082259893e-01	8.8239791466e-01
4.5654394121e+02	8.8255798817e-01	8.8436007664e-01
4.5696365065e+02	8.8413262367e-01	8.8627216806e-01
4.5738336009e+02	8.8574057817e-01	8.8812627821e-01
4.5780306953e+02	8.8855057955e-01	8.8993003768e-01
4.5822277897e+02	8.9006489515e-01	8.9168044261e-01
4.5864248841e+02	8.9039689302e-01	8.9337984391e-01
4.5906219785e+02	8.9182609320e-01	8.9503037162e-01
4.5948190729e+02	8.9360004663e-01	8.9662892391e-01
4.5990161674e+02	8.9520579576e-01	8.9818300166e-01
4.6032132618e+02	8.9680355787e-01	8.9968386053e-01
4.6074103562e+02	8.9836150408e-01	9.0114189895e-01
4.6116074506e+02	8.9979541302e-01	9.0255066674e-01
4.6158045450e+02	9.0120863914e-01	9.0391511389e-01
4.6200016394e+02	9.0258610249e-01	9.0523493363e-01
4.6241987338e+02	9.0389513969e-01	9.0650842552e-01
4.6283958282e+02	9.0518122911e-01	9.0774191415e-01
4.6325929227e+02	9.0637797117e-01	9.0892700859e-01
4.6367900171e+02	9.0758651495e-01	9.1007315693e-01
4.6409871115e+02	9.0869224072e-01	9.1117586516e-01
4.6451842059e+02	9.0979218483e-01	9.1223710662e-01
4.6493813003e+02	9.1085010767e-01	9.1325988599e-01
4.6535783947e+02	9.1182714701e-01	9.1423862486e-01
4.6577754891e+02	9.1280323267e-01	9.1518102749e-01
4.6619725835e+02	9.1373318434e-01	9.1608252698e-01
4.6661696780e+02	9.1456967592e-01	9.1694588770e-01
4.6703667724e+02	9.1535061598e-01	9.1777360853e-01
4.6745638668e+02	9.1601008177e-01	9.1856033414e-01
4.6787609612e+02	9.1663742065e-01	9.1931331456e-01
4.6829580556e+02	9.1722965240e-01	9.2002917561e-01
4.6871551500e+02	9.1776478291e-01	9.2070903344e-01
4.6913522444e+02	9.1829055548e-01	9.2135669569e-01
4.6955493388e+02	9.1881740093e-01	9.2196642061e-01
4.6997464332e+02	9.1931724548e-01	9.2254452185e-01
4.7039435277e+02	9.1980916262e-01	9.2309032666e-01
4.7081406221e+02	9.2031121254e-01	9.2360135168e-01
4.7123377165e+02	9.2081081867e-01	9.2408288080e-01
4.7165348109e+02	9.2121148109e-01	9.2453205867e-01
4.7207319053e+02	9.2165279388e-01	9.2495014542e-01
4.7249289997e+02	9.2199456692e-01	9.2534034866e-01
4.7291260941e+02	9.2227685452e-01	9.2569867712e-01
4.7333231885e+02	9.2262256145e-01	9.2602910102e-01
4.7375202830e+02	9.2311334610e-01	9.2633326827e-01
4.7417173774e+02	9.2354893684e-01	9.2660651262e-01
4.7459144718e+02	9.2393374443e-01	9.2685457797e-01
4.7501115662e+02	9.2424207926e-01	9.2707741905e-01
4.7543086606e+02	9.2434251308e-01	9.2727190938e-01
4.7585057550e+02	9.2451405525e-01	9.2744292721e-01
4.7627028494e+02	9.2461752892e-01	9.2759004935e-01
4.7668999438e+02	9.2473912239e-01	9.2771115663e-01
4.7710970383e+02	9.2480844259e-01	9.2781042344e-01
4.7752941327e+02	9.2486524582e-01	9.2788742859e-01
4.7794912271e+02	9.2486053705e-01	9.2794042447e-01
4.7836883215e+02	9.2485123873e-01	9.2797320297e-01
4.7878854159e+02	9.2483717203e-01	9.2798559694e-01
4.7920825103e+02	9.2479526997e-01	9.2797570766e-01
4.7962796047e+02	9.2474585772e-01	9.2794721042e-01
4.8004766991e+02	9.2467355728e-01	9.2790038676e-01
4.8046737935e+02	9.2459172010e-01	9.2783277898e-01
4.8088708880e+02	9.2447471619e-01	9.2774815525e-01
4.8130679824e+02	9.2431890965e-01	9.2764698807e-01
4.8172650768e+02	9.2416197062e-01	9.2752715257e-01
4.8214621712e+02	9.2402422428e-01	9.2739147813e-01
4.8256592656e+02	9.2387145758e-01	9.2724082616e-01
4.8298563600e+02	9.2369651794e-01	9.2707405630e-01
4.8340534544e+02	9.2351347208e-01	9.2689232595e-01
4.8382505488e+02	9.2327111959e-01	9.2669716111e-01
4.8424476433e+02	9.2311853170e-01	9.2648841167e-01
4.8466447377e+02	9.2292183638e-01	9.2626553378e-01
4.8508418321e+02	9.2268103361e-01	9.2603074007e-01
4.8550389265e+02	9.2244380713e-01	9.2578448232e-01
4.8592360209e+02	9.2219930887e-01	9.2552561151e-01
4.8634331153e+02	9.2194712162e-01	9.2525598104e-01
4.8676302097e+02	9.2168045044e-01	9.2497637242e-01
4.8718273041e+02	9.2139071226e-01	9.2468673288e-01
4.8760243986e+02	9.2110830545e-01	9.2438696203e-01
4.8802214930e+02	9.2072129250e-01	9.2407867168e-01
4.8844185874e+02	9.2047590017e-01	9.2376229653e-01
4.8886156818e+02	9.2013239861e-01	9.2343740968e-01
4.8928127762e+02	9.1981601715e-01	9.2310500494e-01
4.8970098706e+02	9.1933596134e-01	9.2276593664e-01
4.9012069650e+02	9.1904741526e-01	9.2242062860e-01
4.9054040594e+02	9.1859877110e-01	9.2206862520e-01
4.9096011538e+02	9.1829067469e-01	9.2171129103e-01
4.9137982483e+02	9.1791462898e-01	9.2134909663e-01
4.9179953427e+02	9.1761171818e-01	9.2098239309e-01
4.9221924371e+02	9.1723233461e-01	9.2061110072e-01
4.9263895315e+02	9.1686874628e-01	9.2023629107e-01
4.9305866259e+02	9.1641968489e-01	9.1985836419e-01
4.9347837203e+02	9.1595441103e-01	9.1947767652e-01
4.9389808147e+02	9.1556960344e-01	9.1909438691e-01
4.9431779091e+02	9.1515910625e-01	9.1870926896e-01
4.9473750036e+02	9.1471642256e-01	9.1832270583e-01
4.9515720980e+02	9.1434133053e-01	9.1793507649e-01
4.9557691924e+02	9.1384994984e-01	9.1754670472e-01
4.9599662868e+02	9.1337043047e-01	9.1715811073e-01
4.9641633812e+02	9.1287457943e-01	9.1676965899e-01
4.9683604756e+02	9.1233664751e-01	9.1638170711e-01
4.9725575700e+02	9.1186130047e-01	9.1599474118e-01
4.9767546644e+02	9.1132378578e-01	9.1560910818e-01
4.9809517589e+02	9.1080093384e-01	9.1522510357e-01
4.9851488533e+02	9.1046416759e-01	9.1484305926e-01
4.9893459477e+02	9.1011774540e-01	9.1446340183e-01
4.9935430421e+02	9.0977859497e-01	9.1408670015e-01
4.9977401365e+02	9.0945410728e-01	9.1371299244e-01
5.0019372309e+02	9.0914589167e-01	9.1334257986e-01
5.0061343253e+02	9.0880870819e-01	9.1297575588e-01
5.0103314197e+02	9.0853005648e-01	9.1261317943e-01
5.0145285141e+02	9.0822994709e-01	9.1225504959e-01
5.0187256086e+02	9.0794199705e-01	9.1190140234e-01
5.0229227030e+02	9.0771400928e-01	9.1155249374e-01
5.0271197974e+02	9.0746694803e-01	9.1120857049e-01
5.0313168918e+02	9.0726619959e-01	9.1087044926e-01
5.0355139862e+02	9.0702950954e-01	9.1053802136e-01
5.0397110806e+02	9.0711295605e-01	9.1021130631e-01
5.0439081750e+02	9.0656310320e-01	9.0989050650e-01
5.0481052694e+02	9.0726721287e-01	9.0957581333e-01
5.0523023639e+02	9.0716695786e-01	9.0926796910e-01
5.0564994583e+02	9.0668022633e-01	9.0896693482e-01
5.0606965527e+02	9.0643918514e-01	9.0867254202e-01
5.0648936471e+02	9.0635204315e-01	9.0838493121e-01
5.0690907415e+02	9.0628093481e-01	9.0810423053e-01
5.0732878359e+02	9.0614193678e-01	9.0783077548e-01
5.0774849303e+02	9.0593928099e-01	9.0756518122e-01
5.0816820247e+02	9.0577745438e-01	9.0730681641e-01
5.0858791192e+02	9.0561163425e-01	9.0705575291e-01
5.0900762136e+02	9.0541553497e-01	9.0681204913e-01
5.0942733080e+02	9.0524739027e-01	9.0657574981e-01
5.0984704024e+02	9.0508878231e-01	9.0634735377e-01
5.1026674968e+02	9.0498995781e-01	9.0612687716e-01
5.1068645912e+02	9.0479403734e-01	9.0591384734e-01
5.1110616856e+02	9.0469390154e-01	9.0570824940e-01
5.1152587800e+02	9.0457469225e-01	9.0551005456e-01
5.1194558744e+02	9.0446341038e-01	9.0531922018e-01
5.1236529689e+02	9.0437197685e-01	9.0513600162e-01
5.1278500633e+02	9.0417271852e-01	9.0496055184e-01
5.1320471577e+02	9.0406960249e-01	9.0479222596e-01
5.1362442521e+02	9.0399831533e-01	9.0463092395e-01
5.1404413465e+02	9.0392303467e-01	9.0447653309e-01
5.1446384409e+02	9.0382921696e-01	9.0432892840e-01
5.1488355353e+02	9.0374344587e-01	9.0418797302e-01
5.1530326297e+02	9.0366953611e-01	9.0405403755e-01
5.1572297242e+02	9.0360635519e-01	9.0392660002e-01
5.1614268186e+02	9.0356254578e-01	9.0380529438e-01
5.1656239130e+02	9.0352559090e-01	9.0368994058e-01
5.1698210074e+02	9.0351235867e-01	9.0358035052e-01
5.1740181018e+02	9.0349435806e-01	9.0347632901e-01
5.1782151962e+02	9.0344285965e-01	9.0337767487e-01
5.1824122906e+02	9.0338528156e-01	9.0328442837e-01
5.1866093850e+02	9.0344834328e-01	9.0319636712e-01
5.1908064795e+02	9.0345776081e-01	9.0311300223e-01
5.1950035739e+02	9.0313833952e-01	9.0303412227e-01
5.1992006683e+02	9.0361988544e-01	9.0295951733e-01
5.2033977627e+02	9.0338265896e-01	9.0288898085e-01
5.2075948571e+02	9.0348839760e-01	9.0282231147e-01
5.2117919515e+02	9.0378820896e-01	9.0275931501e-01
5.2159890459e+02	9.0322351456e-01	9.0269993358e-01
5.2201861403e+02	9.0379583836e-01	9.0264402987e-01
5.2243832347e+02	9.0353590250e-01	9.0259125377e-01
5.2285803292e+02	9.0316945314e-01	9.0254146620e-01
5.2327774236e+02	9.0308225155e-01	9.0249454709e-01
5.2369745180e+02	9.0316450596e-01	9.0245039777e-01
5.2411716124e+02	9.0319907665e-01	9.0240894333e-01
5.2453687068e+02	9.0322041512e-01	9.0237013500e-01
5.2495658012e+02	9.0324711800e-01	9.0233395242e-01
5.2537628956e+02	9.0330588818e-01	9.0230044522e-01
5.2579599900e+02	9.0345466137e-01	9.0226980626e-01
5.2621570845e+02	9.0356063843e-01	9.0224193802e-01
5.2663541789e+02	9.0365523100e-01	9.0221696125e-01
5.2705512733e+02	9.0375238657e-01	9.0219503397e-01
5.2747483677e+02	9.0388065577e-01	9.0217635224e-01
5.2789454621e+02	9.0407431126e-01	9.0216115048e-01
5.2831425565e+02	9.0422523022e-01	9.0214970120e-01
5.2873396509e+02	9.0432828665e-01	9.0214231426e-01
5.2915367453e+02	9.0432614088e-01	9.0213933543e-01
5.2957338398e+02	9.0446859598e-01	9.0214114430e-01
5.2999309342e+02	9.0475571156e-01	9.0214820287e-01
5.3041280286e+02	9.0442371368e-01	9.0216127042e-01
5.3083251230e+02	9.0444082022e-01	9.0218048985e-01
5.3125222174e+02	9.0442502499e-01	9.0220634059e-01
5.3167193118e+02	9.0438073874e-01	9.0223931232e-01
5.3209164062e+02	9.0434455872e-01	9.0227989811e-01
5.3251135006e+02	9.0425682068e-01	9.0232858688e-01
5.3293105950e+02	9.0414845943e-01	9.0238585524e-01
5.3335076895e+02	9.0399557352e-01	9.0245215890e-01
5.3377047839e+02	9.0385568142e-01	9.0252792362e-01
5.3419018783e+02	9.0338468552e-01	9.0261353607e-01
5.3460989727e+02	9.0331959724e-01	9.0270933455e-01
5.3502960671e+02	9.0350282192e-01	9.0281559991e-01
5.3544931615e+02	9.0330344439e-01	9.0293254681e-01
5.3586902559e+02	9.0323042870e-01	9.0306031551e-01
5.3628873503e+02	9.0338695049e-01	9.0319927423e-01
5.3670844448e+02	9.0334594250e-01	9.0334930030e-01
5.3712815392e+02	9.0318828821e-01	9.0351001693e-01
5.3754786336e+02	9.0309828520e-01	9.0368118990e-01
5.3796757280e+02	9.0301215649e-01	9.0386248487e-01
5.3838728224e+02	9.0292823315e-01	9.0405346656e-01
5.3880699168e+02	9.0283465385e-01	9.0425359947e-01
5.3922670112e+02	9.0270227194e-01	9.0446225012e-01
5.3964641056e+02	9.0257793665e-01	9.0467869085e-01
5.4006612001e+02	9.0249109268e-01	9.0490210512e-01
5.4048582945e+02	9.0246123075e-01	9.0513159409e-01
5.4090553889e+02	9.0247130394e-01	9.0536618445e-01
5.4132524833e+02	9.0216422081e-01	9.0560483730e-01
5.4174495777e+02	9.0185946226e-01	9.0584645788e-01
5.4216466721e+02	9.0171569586e-01	9.0608990590e-01
5.4258437665e+02	9.0155649185e-01	9.0633400636e-01
5.4300408609e+02	9.0139138699e-01	9.0657756056e-01
5.4342379553e+02	9.0122795105e-01	9.0681935713e-01
5.4384350498e+02	9.0107369423e-01	9.0705818290e-01
5.4426321442e+02	9.0092331171e-01	9.0729283333e-01
5.4468292386e+02	9.0078568459e-01	9.0752212255e-01
5.4510263330e+02	9.0066170692e-01	9.0774489266e-01
5.4552234274e+02	9.0053337812e-01	9.0796002228e-01
5.4594205218e+02	9.0041130781e-01	9.0816643430e-01
5.4636176162e+02	9.0029704571e-01	9.0836310268e-01
5.4678147106e+02	9.0020656586e-01	9.0854905843e-01
5.4720118051e+02	9.0010607243e-01	9.0872339449e-01
5.4762088995e+02	9.0003222227e-01	9.0888526986e-01
5.4804059939e+02	8.9995354414e-01	9.0903391267e-01
5.4846030883e+02	8.9987868071e-01	9.0916862255e-01
5.4888001827e+02	8.9980936050e-01	9.0928877205e-01
5.4929972771e+02	8.9960181713e-01	9.0939380741e-01
5.4971943715e+02	8.9945173264e-01	9.0948324863e-01
5.5013914659e+02	8.9937865734e-01	9.0955668889e-01
5.5055885604e+02	8.9899116755e-01	9.0961379351e-01
5.5097856548e+02	8.9880448580e-01	9.0965429836e-01
5.5139827492e+02	8.9839041233e-01	9.0967800791e-01
5.5181798436e+02	8.9876645803e-01	9.0968479298e-01
5.5223769380e+02	8.9877754450e-01	9.0967458811e-01
5.5265740324e+02	8.9862453938e-01	9.0964738880e-01
5.5307711268e+02	8.9856082201e-01	9.0960324857e-01
5.5349682212e+02	8.9846497774e-01	9.0954227583e-01
5.5391653156e+02	8.9836448431e-01	9.0946463071e-01
5.5433624101e+02	8.9826303720e-01	9.0937052185e-01
5.5475595045e+02	8.9817416668e-01	9.0926020314e-01
5.5517565989e+02	8.9808243513e-01	9.0913397042e-01
5.5559536933e+02	8.9795696735e-01	9.0899215832e-01
5.5601507877e+02	8.9787548780e-01	9.0883513702e-01
5.5643478821e+02	8.9782863855e-01	9.0866330909e-01
5.5685449765e+02	8.9775407314e-01	9.0847710646e-01
5.5727420709e+02	8.9767110348e-01	9.0827698737e-01
5.5769391654e+02	8.9756149054e-01	9.0806343344e-01
5.5811362598e+02	8.9750361443e-01	9.0783694685e-01
5.5853333542e+02	8.9743745327e-01	9.0759804753e-01
5.5895304486e+02	8.9738714695e-01	9.0734727046e-01
5.5937275430e+02	8.9735889435e-01	9.0708516312e-01
5.5979246374e+02	8.9731734991e-01	9.0681228293e-01
5.6021217318e+02	8.9726060629e-01	9.0652919480e-01
5.6063188262e+02	8.9718586206e-01	9.0623646878e-01
5.6105159207e+02	8.9711391926e-01	9.0593467779e-01
5.6147130151e+02	8.9700347185e-01	9.0562439539e-01
5.6189101095e+02	8.9686435461e-01	9.0530619362e-01
5.6231072039e+02	8.9673316479e-01	9.0498064096e-01
5.6273042983e+02	8.9656114578e-01	9.0464830030e-01
5.6315013927e+02	8.9637172222e-01	9.0430972700e-01
5.6356984871e+02	8.9618998766e-01	9.0396546702e-01
5.6398955815e+02	8.9598178864e-01	9.0361605509e-01
5.6440926759e+02	8.9578354359e-01	9.0326201290e-01
5.6482897704e+02	8.9558249712e-01	9.0290384744e-01
5.6524868648e+02	8.9538580179e-01	9.0254204932e-01
5.6566839592e+02	8.9522278309e-01	9.0217709112e-01
5.6608810536e+02	8.9502924681e-01	9.0180942584e-01
5.6650781480e+02	8.9492040873e-01	9.0143943756e-01
5.6692752424e+02	8.9485388994e-01	9.0106755399e-01
5.6734723368e+02	8.9449882507e-01	9.0069423376e-01
5.6776694312e+02	8.9429938793e-01	9.0031983311e-01
5.6818665257e+02	8.9402812719e-01	8.9994468066e-01
5.6860636201e+02	8.9340907335e-01	8.9956907613e-01
5.6902607145e+02	8.9282321930e-01	8.9919328891e-01
5.6944578089e+02	8.9275592566e-01	8.9881755688e-01
5.6986549033e+02	8.9247566462e-01	8.9844208512e-01
5.7028519977e+02	8.9233523607e-01	8.9806704470e-01
5.7070490921e+02	8.9210683107e-01	8.9769257154e-01
5.7112461865e+02	8.9180153608e-01	8.9731876523e-01
5.7154432810e+02	8.9146906137e-01	8.9694568792e-01
5.7196403754e+02	8.9113497734e-01	8.9657336327e-01
5.7238374698e+02	8.9076334238e-01	8.9620177539e-01
5.7280345642e+02	8.9028292894e-01	8.9583086780e-01
5.7322316586e+02	8.8970869780e-01	8.9546057382e-01
5.7364287530e+02	8.8960862160e-01	8.9509069005e-01
5.7406258474e+02	8.8934105635e-01	8.9472100899e-01
