candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6499458267e+00	9.1790312092e+00	4.4521178629e+02	5.0355139862e+02	-4.7882137061e+00	3.5513986207e+00	4.7882137061e+00	8.3396123268e+00	4.1698061634e+00	1.0320328921e-01	1.4743605256e-01	1.4743605256e-01	1.9013027429e+01	2.0608904526e+01	2.0608904526e+01	8.0226940662e-01	7.0883205533e-01	7.0883205533e-01	4.4232763350e-02	5.9137305772e-01	1.0542054961e+00	1.0000000000e+00	1.1675055494e+00	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6499458267e+00	1.0018450092e+01	4.4395265797e+02	5.0523023639e+02	-6.0473420297e+00	5.2302363855e+00	6.0473420297e+00	1.1277578415e+01	5.6387892076e+00	2.6685109735e-01	3.8268038630e-01	3.8268038630e-01	1.3580526429e+01	1.5052125824e+01	1.5052125824e+01	6.6750863194e-01	5.2347847819e-01	5.2347847819e-01	1.1582928896e-01	4.2240287454e-01	7.6996007966e-01	0.0000000000e+00	1.9134019315e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6499458267e+00	9.5987406504e+00	4.4395265797e+02	5.0523023639e+02	-6.0473420297e+00	5.2302363855e+00	6.0473420297e+00	1.1277578415e+01	5.6387892076e+00	2.4382412434e-01	2.9747572541e-01	2.9747572541e-01	1.4020229009e+01	1.4818189376e+01	1.4818189376e+01	6.8700748682e-01	6.0852536559e-01	6.0852536559e-01	5.3651601076e-02	4.3607919518e-01	7.5799354895e-01	0.0000000000e+00	1.6112022995e+00	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.1316891795e+00	6.2410651208e+00	4.4605120518e+02	5.0564994583e+02	-3.9487948237e+00	5.6499458267e+00	5.6499458267e+00	9.5987406504e+00	4.7993703252e+00	2.5526186451e-02	2.7705932036e-02	2.7705932036e-02	2.8318255029e+01	2.7819125920e+01	2.8318255029e+01	8.5550812818e-01	6.8542066775e-01	6.8542066775e-01	2.1797455847e-03	8.8079886953e-01	1.4230293223e+00	1.0000000000e+00	1.2086552064e+00	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6499458267e+00	9.5987406504e+00	4.4395265797e+02	5.0523023639e+02	-6.0473420297e+00	5.2302363855e+00	6.0473420297e+00	1.1277578415e+01	5.6387892076e+00	2.9759284854e-01	3.4809368849e-01	3.4809368849e-01	1.2872131219e+01	1.4059409667e+01	1.4059409667e+01	6.3859274983e-01	5.6418097019e-01	5.6418097019e-01	5.0500839949e-02	4.0036925349e-01	7.1917975666e-01	0.0000000000e+00	1.7404684424e+00	1.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.5290853825e+00	5.8213556796e+00	4.4605120518e+02	5.0355139862e+02	-3.9487948237e+00	3.5513986207e+00	3.9487948237e+00	7.5001934444e+00	3.7500967222e+00	5.8260295540e-02	1.0797530413e-01	1.0797530413e-01	2.1412714311e+01	2.5889590723e+01	2.5889590723e+01	8.3801039681e-01	7.0537430048e-01	7.0537430048e-01	4.9715008587e-02	6.6601189019e-01	1.3243279766e+00	1.0000000000e+00	9.5425174230e-01	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.6499458267e+00	9.5987406504e+00	4.4521178629e+02	5.0564994583e+02	-4.7882137061e+00	5.6499458267e+00	5.6499458267e+00	1.0438159533e+01	5.2190797664e+00	1.7217348516e-01	1.9429731369e-01	1.9429731369e-01	1.5696261572e+01	1.6405153237e+01	1.6405153237e+01	7.4798102677e-01	6.9930350780e-01	6.9930350780e-01	2.2123828530e-02	4.8820979380e-01	8.3917137295e-01	0.0000000000e+00	1.4622577320e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.4670514709e+00	1.2116997298e+01	4.4395265797e+02	5.0523023639e+02	-6.0473420297e+00	5.2302363855e+00	6.0473420297e+00	1.1277578415e+01	5.6387892076e+00	2.7045270801e-01	3.1756502390e-01	3.1756502390e-01	1.3622593947e+01	1.4285259401e+01	1.4285259401e+01	6.6204771399e-01	5.9037119150e-01	5.9037119150e-01	4.7112315893e-02	4.2371132459e-01	7.3073262842e-01	0.0000000000e+00	1.6465390726e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.0473420297e+00	9.5987406504e+00	4.4395265797e+02	5.0523023639e+02	-6.0473420297e+00	5.2302363855e+00	6.0473420297e+00	1.1277578415e+01	5.6387892076e+00	4.9765139818e-01	6.2313473225e-01	6.2313473225e-01	1.0829620703e+01	1.2705664909e+01	1.2705664909e+01	4.6103644371e-01	2.9322177172e-01	2.9322177172e-01	1.2548333406e-01	3.3683988165e-01	6.4993176910e-01	0.0000000000e+00	3.1156736612e+00	1.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.0033713209e+00	5.0142000563e+00	4.4982859015e+02	5.0355139862e+02	-1.7140985293e-01	3.5513986207e+00	3.5513986207e+00	3.7228084736e+00	1.8614042368e+00	9.1141145676e-03	2.6904925704e-02	2.6904925704e-02	4.2317068961e+01	3.4173013247e+01	4.2317068961e+01	8.5669478960e-01	4.1643704474e-01	4.1643704474e-01	1.7790811136e-02	1.3162119793e+00	1.7480491666e+00	0.0000000000e+00	2.1372833332e+00	1.0000000000e+00	0.0000000000e+00
