wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973711347e+02	8.2824158669e-01	7.2072952986e-01	9.4329339266e-01
3.8015682291e+02	8.2502508163e-01	7.2323542833e-01	9.4251102209e-01
3.8057653235e+02	8.2171899080e-01	7.2621905804e-01	9.4171130657e-01
3.8099624179e+02	8.1832009554e-01	7.2841918468e-01	9.4071501493e-01
3.8141595123e+02	8.1482517719e-01	7.3080563545e-01	9.3865925074e-01
3.8183566067e+02	8.1123071909e-01	7.3376101255e-01	9.3613284826e-01
3.8225537011e+02	8.0753326416e-01	7.3614722490e-01	9.3282002211e-01
3.8267507956e+02	8.0372905731e-01	7.3879736662e-01	9.2965674400e-01
3.8309478900e+02	7.9981434345e-01	7.4146461487e-01	9.2511910200e-01
3.8351449844e+02	7.9578500986e-01	7.4380981922e-01	9.2115658522e-01
3.8393420788e+02	7.9163700342e-01	7.4663680792e-01	9.1643399000e-01
3.8435391732e+02	7.8736597300e-01	7.4943625927e-01	9.1108399630e-01
3.8477362676e+02	7.8296744823e-01	7.5223571062e-01	9.0541356802e-01
3.8519333620e+02	7.7843677998e-01	7.5582170486e-01	8.9926302433e-01
3.8561304564e+02	7.7376914024e-01	7.5862687826e-01	8.9283335209e-01
3.8603275508e+02	7.6895952225e-01	7.6164048910e-01	8.8719737530e-01
3.8645246453e+02	7.6400268078e-01	7.6463234425e-01	8.7976723909e-01
3.8687217397e+02	7.5889325142e-01	7.6728188992e-01	8.7280935049e-01
3.8729188341e+02	7.5362563133e-01	7.7047127485e-01	8.6563205719e-01
3.8771159285e+02	7.4819397926e-01	7.7274739742e-01	8.5785502195e-01
3.8813130229e+02	7.4259233475e-01	7.7596676350e-01	8.5131198168e-01
3.8855101173e+02	7.3681449890e-01	7.7853405476e-01	8.4410965443e-01
3.8897072117e+02	7.3085397482e-01	7.8071707487e-01	8.3653646708e-01
3.8939043061e+02	7.2470420599e-01	7.8334283829e-01	8.2768392563e-01
3.8981014006e+02	7.1835827827e-01	7.8564286232e-01	8.2098871469e-01
3.9022984950e+02	7.1180915833e-01	7.8779232502e-01	8.1316930056e-01
3.9064955894e+02	7.0504951477e-01	7.9006218910e-01	8.0452632904e-01
3.9106926838e+02	6.9807195663e-01	7.9173952341e-01	7.9633498192e-01
3.9148897782e+02	6.9086879492e-01	7.9370635748e-01	7.8776049614e-01
3.9190868726e+02	6.8343216181e-01	7.9510986805e-01	7.7986937761e-01
3.9232839670e+02	6.7575395107e-01	7.9616636038e-01	7.7170890570e-01
3.9274810614e+02	6.6782599688e-01	7.9758548737e-01	7.6282197237e-01
3.9316781559e+02	6.5964001417e-01	7.9782754183e-01	7.5396490097e-01
3.9358752503e+02	6.5118747950e-01	7.9812735319e-01	7.4423480034e-01
3.9400723447e+02	6.4245986938e-01	7.9810822010e-01	7.3651432991e-01
3.9442694391e+02	6.3344860077e-01	7.9762876034e-01	7.2445648909e-01
3.9484665335e+02	6.2414497137e-01	7.9636371136e-01	7.1365147829e-01
3.9526636279e+02	6.1454039812e-01	7.9549515247e-01	7.0345413685e-01
3.9568607223e+02	6.0462641716e-01	7.9332113266e-01	6.9334149361e-01
3.9610578167e+02	5.9439468384e-01	7.9078161716e-01	6.8384253979e-01
3.9652549111e+02	5.8383697271e-01	7.8806483746e-01	6.7174029350e-01
3.9694520056e+02	5.7294541597e-01	7.8427940607e-01	6.6151332855e-01
3.9736491000e+02	5.6171268225e-01	7.8003394604e-01	6.5006029606e-01
3.9778461944e+02	5.5013179779e-01	7.7465158701e-01	6.3865691423e-01
3.9820432888e+02	5.3819644451e-01	7.6918947697e-01	6.2684172392e-01
3.9862403832e+02	5.2590107918e-01	7.6249128580e-01	6.1437457800e-01
