candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.9094610391e+00	2.4314168909e+00	4.3178108418e+02	6.0931817780e+02	1.7810841755e+00	-1.0681822197e+01	1.0681822197e+01	1.2462906372e+01	6.2314531862e+00	1.0304208845e-01	5.4940417409e-02	1.0304208845e-01	1.8452248025e+01	3.3014539335e+01	3.3014539335e+01	7.1140859276e-01	7.7349762619e-01	7.1140859276e-01	4.8101671040e-02	6.6604004427e-01	1.1474826414e+00	1.0000000000e+00	9.5417130208e-01	0.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.0402124991e+00	4.9496735381e+00	4.2380660479e+02	6.2023062327e+02	-6.1933952073e+00	2.3062327427e-01	6.1933952073e+00	6.4240184816e+00	3.2120092408e+00	7.3361080885e-01	3.4124040976e-03	7.3361080885e-01	3.6389628290e+01	8.2038720394e+01	8.2038720394e+01	6.9910764694e-02	8.5087224003e-01	6.9910764694e-02	7.3019840475e-01	1.3134957651e+00	2.8514106048e+00	0.0000000000e+00	7.3019840475e+00	0.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0700421567e+00	1.5919980085e+00	4.3178108418e+02	6.2274887992e+02	1.7810841755e+00	2.7488799215e+00	2.7488799215e+00	4.5299640969e+00	2.2649820485e+00	2.3139087856e-01	1.8140345812e-01	2.3139087856e-01	1.2565473238e+01	2.6568292605e+01	2.6568292605e+01	5.9976549447e-01	6.3928276300e-01	5.9976549447e-01	4.9987420440e-02	4.5355494576e-01	9.2343116667e-01	0.0000000000e+00	1.5612715836e+00	1.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.4897515979e+00	2.0117074497e+00	4.3136137473e+02	6.1099701557e+02	1.3613747343e+00	-9.0029844321e+00	9.0029844321e+00	1.0364359166e+01	5.1821795832e+00	1.7852154374e-01	2.2530083358e-01	2.2530083358e-01	1.4138880987e+01	3.4965445955e+01	3.4965445955e+01	6.5784260631e-01	6.0084535182e-01	6.0084535182e-01	4.6779289842e-02	5.1034762300e-01	1.2152900840e+00	1.0000000000e+00	1.3990067914e+00	0.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0700421567e+00	2.0117074497e+00	5.2873396509e+02	6.0931817780e+02	9.8733965093e+01	-1.0681822197e+01	9.8733965093e+01	1.0941578729e+02	5.4707893645e+01	7.4586731195e-01	1.8665017188e-01	7.4586731195e-01	2.4193930762e+01	3.8052302093e+01	3.8052302093e+01	1.7534792423e-02	6.8393944204e-01	1.7534792423e-02	5.5921714008e-01	8.7328799691e-01	1.3225795966e+00	0.0000000000e+00	2.8514737325e+01	0.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	3.0402124991e+00	4.9081364308e+00	4.3262050306e+02	6.2023062327e+02	2.6205030579e+00	2.3062327427e-01	2.6205030579e+00	2.8511263321e+00	1.4255631661e+00	1.3195642270e-02	9.6636069939e-03	1.3195642270e-02	3.3277888389e+01	5.8428055266e+01	5.8428055266e+01	7.9570048209e-01	7.6088449825e-01	7.6088449825e-01	3.5320352763e-03	1.2011764760e+00	2.0307773647e+00	0.0000000000e+00	2.9450781848e+00	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.3613747343e+00	2.4314168909e+00	4.3304021250e+02	6.2190946104e+02	3.0402124991e+00	1.9094610391e+00	3.0402124991e+00	4.9496735381e+00	2.4748367691e+00	4.0739899874e-01	3.1567066908e-01	4.0739899874e-01	1.0631760278e+01	2.2629647961e+01	2.2629647961e+01	4.4096112251e-01	5.1067262888e-01	4.4096112251e-01	9.1728329659e-02	3.8375693179e-01	7.8653613647e-01	0.0000000000e+00	2.0369949937e+00	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.4897515979e+00	2.0117074497e+00	4.3178108418e+02	6.2274887992e+02	1.7810841755e+00	2.7488799215e+00	2.7488799215e+00	4.5299640969e+00	2.2649820485e+00	1.7040184140e-01	1.2932398915e-01	1.7040184140e-01	1.4186578752e+01	2.8462082833e+01	2.8462082833e+01	6.6106209159e-01	6.8868276477e-01	6.6106209159e-01	4.1077852249e-02	5.1206928973e-01	9.8925342125e-01	1.0000000000e+00	1.3940877436e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.9094610391e+00	2.4314168909e+00	4.3178108418e+02	6.0889846836e+02	1.7810841755e+00	-1.1101531638e+01	1.1101531638e+01	1.2882615814e+01	6.4413079068e+00	1.0460162163e-01	4.0794223547e-02	1.0460162163e-01	2.0960138889e+01	3.4675438055e+01	3.4675438055e+01	7.0921951532e-01	7.8264114261e-01	7.0921951532e-01	6.3807398081e-02	7.5656320112e-01	1.2052103119e+00	1.0000000000e+00	7.0500034079e-01	0.0000000000e+00	0.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.6131046485e+00	1.0201403452e+01	4.2800369920e+02	6.2442771769e+02	-1.9963007953e+00	4.4277176863e+00	4.4277176863e+00	6.4240184816e+00	3.2120092408e+00	7.3496800661e-01	2.3767473176e-03	7.3496800661e-01	3.8591091193e+01	8.8641735873e+01	8.8641735873e+01	5.1181852818e-02	8.5379593354e-01	5.1181852818e-02	7.3259125929e-01	1.3929583026e+00	3.0809108734e+00	0.0000000000e+00	9.7690875276e+00	1.0000000000e+00	0.0000000000e+00
