wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973712158e+02	8.0277721416e-01	8.3718323708e-01	8.3596146107e-01
3.8015682983e+02	7.9831748478e-01	8.3598285913e-01	8.3502238989e-01
3.8057653809e+02	7.9371804729e-01	8.3618861437e-01	8.3340787888e-01
3.8099624634e+02	7.8897368295e-01	8.3573132753e-01	8.3213025331e-01
3.8141595459e+02	7.8407897224e-01	8.3286845684e-01	8.3085221052e-01
3.8183566284e+02	7.7902828944e-01	8.3189254999e-01	8.2863175869e-01
3.8225537109e+02	7.7381579749e-01	8.2992613316e-01	8.2605445385e-01
3.8267507935e+02	7.6843544325e-01	8.2938802242e-01	8.2388478518e-01
3.8309478760e+02	7.6288095327e-01	8.2784807682e-01	8.2149827480e-01
3.8351449585e+02	7.5714583017e-01	8.2451117039e-01	8.1859713793e-01
3.8393420410e+02	7.5122334973e-01	8.2147568464e-01	8.1552320719e-01
3.8435391235e+02	7.4510655900e-01	8.1958162785e-01	8.1299585104e-01
3.8477362061e+02	7.3878827539e-01	8.1885856390e-01	8.0957603455e-01
3.8519332886e+02	7.3226108720e-01	8.1423807144e-01	8.0625581741e-01
3.8561303711e+02	7.2551735554e-01	8.1066942215e-01	8.0209690332e-01
3.8603274536e+02	7.1854921826e-01	8.0751812458e-01	7.9916751385e-01
3.8645245361e+02	7.1134859584e-01	8.0332571268e-01	7.9500180483e-01
3.8687216187e+02	7.0390719984e-01	7.9985618591e-01	7.9100292921e-01
3.8729187012e+02	6.9621654425e-01	7.9478687048e-01	7.8704041243e-01
3.8771157837e+02	6.8826796002e-01	7.9052704573e-01	7.8244060278e-01
3.8813131714e+02	6.8005200624e-01	7.8653323650e-01	7.7732402086e-01
3.8855102539e+02	6.7156090155e-01	7.8102844954e-01	7.7251923084e-01
3.8897073364e+02	6.6278496872e-01	7.7667397261e-01	7.6723760366e-01
3.8939044189e+02	6.5371503720e-01	7.7168470621e-01	7.6206338406e-01
3.8981015015e+02	6.4434189526e-01	7.6467132568e-01	7.5585657358e-01
3.9022985840e+02	6.3465633683e-01	7.5876057148e-01	7.4980324507e-01
3.9064956665e+02	6.2464921644e-01	7.5405687094e-01	7.4350154400e-01
3.9106927490e+02	6.1431151314e-01	7.4893122911e-01	7.3665243387e-01
3.9148898315e+02	6.0363440451e-01	7.4066239595e-01	7.2973388433e-01
3.9190869141e+02	5.9260935180e-01	7.3091208935e-01	7.2212457657e-01
3.9232839966e+02	5.8122819745e-01	7.2298002243e-01	7.1457850933e-01
3.9274810791e+02	5.6948327602e-01	7.1597963572e-01	7.0586776733e-01
3.9316781616e+02	5.5736754006e-01	7.0724231005e-01	6.9644272327e-01
3.9358752441e+02	5.4487470190e-01	6.9938743114e-01	6.8697905540e-01
3.9400723267e+02	5.3199939280e-01	6.8808603287e-01	6.7711228132e-01
3.9442694092e+02	5.1873734047e-01	6.7835938931e-01	6.6631734371e-01
3.9484664917e+02	5.0508556627e-01	6.6566997766e-01	6.5549969673e-01
3.9526635742e+02	4.9104260273e-01	6.5392291546e-01	6.4338517189e-01
3.9568606567e+02	4.7660873226e-01	6.4080542326e-01	6.3000285625e-01
3.9610577393e+02	4.6178624731e-01	6.2826520205e-01	6.1659336090e-01
3.9652548218e+02	4.4657973189e-01	6.1334109306e-01	6.0148531199e-01
3.9694519043e+02	4.3099636371e-01	5.9865915775e-01	5.8624124527e-01
3.9736489868e+02	4.1504623583e-01	5.8420085907e-01	5.6955039501e-01
3.9778460693e+02	3.9874269524e-01	5.6531351805e-01	5.5249357224e-01
3.9820431519e+02	3.8210269560e-01	5.4668289423e-01	5.3422063589e-01
3.9862402344e+02	3.6514715930e-01	5.2462196350e-01	5.1466441154e-01
3.9904376221e+02	3.4790007965e-01	5.0442087650e-01	4.9488490820e-01
3.9946347046e+02	3.3039392091e-01	4.8559337854e-01	4.7292363644e-01
3.9988317871e+02	3.1266244134e-01	4.6380123496e-01	4.5040223002e-01
4.0030288696e+02	2.9474601730e-01	4.3793305755e-01	4.2750841379e-01
4.0072259521e+02	2.7669069106e-01	4.1687521338e-01	4.0556949377e-01
4.0114230347e+02	2.5854841253e-01	3.9136242867e-01	3.8362821937e-01
4.0156201172e+02	2.4037721564e-01	3.6371046305e-01	3.5277032852e-01
4.0198171997e+02	2.2224131184e-01	3.3612239361e-01	3.2242909074e-01
4.0240142822e+02	2.0421108309e-01	3.0917748809e-01	2.9623547196e-01
4.0282113647e+02	1.8636295573e-01	2.7617752552e-01	2.6863843203e-01
4.0324084473e+02	1.6877913756e-01	2.5603315234e-01	2.4280174077e-01
4.0366055298e+02	1.5154720178e-01	2.2449524701e-01	2.1797546744e-01
4.0408026123e+02	1.3475950406e-01	2.1781282127e-01	1.9326664507e-01
4.0449996948e+02	1.1851242276e-01	1.9761393964e-01	1.6924196482e-01
4.0491967773e+02	1.0290541779e-01	1.7216341197e-01	1.4684365690e-01
4.0533938599e+02	8.8039909651e-02	1.3629204035e-01	1.2776894867e-01
4.0575909424e+02	7.4017988067e-02	1.3363012671e-01	1.0816121101e-01
4.0617880249e+02	6.0940967968e-02	1.2275000662e-01	9.2282138765e-02
4.0659851074e+02	4.8907819476e-02	1.0388278216e-01	7.7392846346e-02
4.0701821899e+02	3.8013507505e-02	1.3810990751e-01	6.4905621111e-02
4.0743792725e+02	2.8347284771e-02	9.3098521233e-02	5.4590541869e-02
4.0785763550e+02	1.9990988909e-02	7.7038578689e-02	4.5249890536e-02
4.0827734375e+02	1.3017399303e-02	5.9718739241e-02	3.9231464267e-02
4.0869705200e+02	7.4887115492e-03	5.4115097970e-02	3.4562159330e-02
4.0911676025e+02	3.4551867329e-03	5.5018052459e-02	3.0591756105e-02
4.0953649902e+02	9.5390322327e-04	4.1976075619e-02	2.9185654595e-02
4.0995620728e+02	8.5234950327e-06	3.9747938514e-02	2.7546238154e-02
4.1037591553e+02	6.2766127700e-04	3.9357796311e-02	2.5990236551e-02
4.1079562378e+02	2.8055167016e-03	2.3242406547e-02	2.6486268267e-02
4.1121533203e+02	6.5217736805e-03	4.2861409485e-02	2.7948454022e-02
4.1163504028e+02	1.1742071036e-02	4.6232748777e-02	3.0604656786e-02
4.1205474854e+02	1.8418789202e-02	4.6076446772e-02	3.3598050475e-02
4.1247445679e+02	2.6492119246e-02	4.3720338494e-02	3.9806403220e-02
4.1289416504e+02	3.5891370185e-02	5.1532126963e-02	4.6960186213e-02
4.1331387329e+02	4.6536462675e-02	6.1219904572e-02	5.5616647005e-02
4.1373358154e+02	5.8339552428e-02	6.6465273499e-02	6.8016476929e-02
4.1415328979e+02	7.1206725342e-02	7.3331795633e-02	8.1439383328e-02
4.1457299805e+02	8.5039708016e-02	9.0937547386e-02	9.9194996059e-02
4.1499270630e+02	9.9737541755e-02	1.0181891918e-01	1.1953970790e-01
4.1541241455e+02	1.1519817466e-01	1.1613047868e-01	1.4267346263e-01
4.1583212280e+02	1.3131993448e-01	1.3448336720e-01	1.6871218383e-01
4.1625183105e+02	1.4800285358e-01	1.3220389187e-01	1.9572135806e-01
4.1667153931e+02	1.6514982652e-01	1.7908845842e-01	2.2525994480e-01
4.1709124756e+02	1.8266758914e-01	1.8633493781e-01	2.5375503302e-01
4.1751095581e+02	2.0046751596e-01	2.3046016693e-01	2.8445589542e-01
4.1793066406e+02	2.1846623940e-01	2.5826993585e-01	3.1526750326e-01
4.1835037231e+02	2.3658609963e-01	3.0054965615e-01	3.4308141470e-01
4.1877008057e+02	2.5475543819e-01	3.1475281715e-01	3.7256368995e-01
4.1918978882e+02	2.7290875124e-01	3.4829092026e-01	4.0187552571e-01
4.1960949707e+02	2.9098671992e-01	3.7802958488e-01	4.2891240120e-01
4.2002920532e+02	3.0893613631e-01	3.9779686928e-01	4.5515972376e-01
4.2044894409e+02	3.2671102785e-01	4.2402192950e-01	4.8075646162e-01
4.2086865234e+02	3.4426727104e-01	4.4652774930e-01	5.0603330135e-01
4.2128836060e+02	3.6157006764e-01	4.7476083040e-01	5.2803093195e-01
4.2170806885e+02	3.7858843797e-01	4.9860671163e-01	5.5114793777e-01
4.2212777710e+02	3.9529617403e-01	5.1179397106e-01	5.7139170170e-01
4.2254748535e+02	4.1167147873e-01	5.2065634727e-01	5.9048616886e-01
4.2296719360e+02	4.2769660007e-01	5.5655276775e-01	6.0924422741e-01
4.2338690186e+02	4.4335746766e-01	5.7698440552e-01	6.2655270100e-01
4.2380661011e+02	4.5864333767e-01	5.9645020962e-01	6.4050561190e-01
4.2422631836e+02	4.7354645095e-01	6.0432207584e-01	6.5684509277e-01
4.2464602661e+02	4.8806170767e-01	6.2821561098e-01	6.7108720541e-01
4.2506573486e+02	5.0218636096e-01	6.5583157539e-01	6.8512701988e-01
4.2548544312e+02	5.1591973102e-01	6.5810251236e-01	6.9699060917e-01
4.2590515137e+02	5.2926294043e-01	6.7741018534e-01	7.0928519964e-01
4.2632485962e+02	5.4221867104e-01	6.8799281120e-01	7.2040563822e-01
4.2674456787e+02	5.5479094203e-01	7.1206301451e-01	7.3102772236e-01
4.2716427612e+02	5.6698490856e-01	7.2206145525e-01	7.4093890190e-01
4.2758398438e+02	5.7880668020e-01	7.2651833296e-01	7.5001764297e-01
4.2800369263e+02	5.9026315807e-01	7.3928540945e-01	7.5825053453e-01
4.2842340088e+02	6.0136188948e-01	7.5752109289e-01	7.6646071672e-01
4.2884310913e+02	6.1211093894e-01	7.6389843225e-01	7.7397227287e-01
4.2926281738e+02	6.2251877408e-01	7.7725017071e-01	7.8081339598e-01
4.2968252563e+02	6.3259416554e-01	7.8515309095e-01	7.8753232956e-01
4.3010223389e+02	6.4234609928e-01	7.9034930468e-01	7.9326981306e-01
4.3052194214e+02	6.5178370039e-01	7.9344916344e-01	7.9914581776e-01
4.3094165039e+02	6.6091616709e-01	8.0664539337e-01	8.0370241404e-01
4.3136138916e+02	6.6975334606e-01	8.1193083525e-01	8.0924922228e-01
4.3178109741e+02	6.7830313544e-01	8.2896983624e-01	8.1308221817e-01
4.3220080566e+02	6.8657529794e-01	8.2437372208e-01	8.1980037689e-01
4.3262051392e+02	6.9457883534e-01	8.3167362213e-01	8.2229071856e-01
4.3304022217e+02	7.0232261295e-01	8.3316707611e-01	8.2662290335e-01
4.3345993042e+02	7.0981533582e-01	8.3793002367e-01	8.3087378740e-01
