candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	2.8437541798e-02	2.1726435255e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	3.0759077519e-02	9.6511036158e-01	9.3435128406e-01	2.1453390400e+01	3.0759077519e-01	7.1511301332e-01	5.1135189426e-01	3.4269964180e-03	3.9945298340e-05	4.8358087540e+00	1.5390897989e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	6.0633327812e-03	3.1984833894e+01	4.0575909424e+02	-4.2409057617e+00	4.2409057617e+00	6.8715116940e-03	9.6138662100e-01	9.5451510930e-01	3.2343475099e+01	inf	inf	inf	4.5082291576e-03	6.7538418807e-04	5.9672250748e+00	1.5204112530e+00
2.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	1.2790788710e-01	1.6186966674e+01	4.0995620728e+02	-4.3792724609e-02	4.3792724609e-02	1.5421304107e-01	9.5973104239e-01	8.0551800132e-01	1.5961447849e+01	inf	inf	inf	1.0208422020e-02	1.6138020146e-04	3.8929376602e+00	1.5364373922e+00
3.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	1.1415293813e-01	1.6131532780e+01	4.0995620728e+02	-4.3792724609e-02	4.3792724609e-02	1.5380898118e-01	9.5970362425e-01	8.0589464307e-01	1.5992169996e+01	inf	inf	inf	1.0168779888e-02	1.5298755898e-04	3.8974997997e+00	1.5363638401e+00
4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	9.7066111863e-02	1.7501454265e+01	4.0995620728e+02	-4.3792724609e-02	4.3792724609e-02	1.1130717397e-01	9.6005928516e-01	8.4875211120e-01	1.7182711436e+01	inf	inf	inf	7.9695485341e-03	1.4469696907e-04	4.1400356293e+00	1.5372966528e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	1.7924058484e-03	3.6933985936e+01	4.0911676025e+02	-8.8323974609e-01	8.8323974609e-01	2.6247657370e-03	9.7004133463e-01	9.6741656889e-01	3.7607250374e+01	2.6247657370e-02	1.2535750125e+00	6.3991133492e-01	3.4992109962e-03	9.0660665592e-05	6.4020271301e+00	1.5396038294e+00
6.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	4.3864607811e-01	1.3481003685e+01	4.1121533203e+02	1.2153320312e+00	1.2153320312e+00	4.5114740729e-01	9.5713096857e-01	5.0598356128e-01	1.4398051834e+01	inf	inf	inf	2.2003336901e-02	8.1632686488e-05	2.8365502357e+00	1.5300769806e+00
7.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	3.0470165610e-01	1.6585655440e+01	4.0575909424e+02	-4.2409057617e+00	4.2409057617e+00	2.5591164827e-01	9.5384043455e-01	6.9792878628e-01	1.3765954597e+01	inf	inf	inf	1.6858024718e-02	7.2208867641e-04	3.4852242470e+00	1.5152908564e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	4.3887093663e-02	2.7100901496e+01	4.0701821899e+02	-2.9817810059e+00	2.9817810059e+00	2.7386693284e-02	9.6008509398e-01	9.3269840069e-01	2.5481523312e+01	inf	inf	inf	3.8877761672e-03	2.8429963277e-04	5.3125667572e+00	1.5255557299e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0533938599e+02	4.6606140137e+00	9.9456412718e-03	3.3234572105e+01	4.0575909424e+02	-4.2409057617e+00	4.2409057617e+00	4.2011043988e-03	9.6113187075e-01	9.5693076635e-01	3.2804481595e+01	inf	inf	inf	5.8090616373e-03	5.9983867686e-04	6.0595507622e+00	1.5153019428e+00
1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	2.6862341166e-01	1.5278508210e+01	4.0827734375e+02	-1.7226562500e+00	1.7226562500e+00	2.9159566760e-01	9.5737260580e-01	6.6577693820e-01	1.4690484298e+01	inf	inf	inf	1.5772205050e-02	3.6120475852e-04	3.4619140625e+00	1.5273540020e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	8.6325623095e-02	1.7134205337e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	7.8072503209e-02	9.6412158012e-01	8.8604907691e-01	1.6985012295e+01	7.8072503209e-01	5.6616707649e-01	6.7344605429e-01	7.3734494916e-03	4.4602122216e-05	4.1319432259e+00	1.5477807522e+00
1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	6.6850423813e-02	1.8900070697e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	5.6724306196e-02	9.6468108892e-01	9.0795678273e-01	1.8508997321e+01	5.6724306196e-01	6.1696657736e-01	5.9210481966e-01	5.6198033284e-03	4.2852498154e-05	4.3906755447e+00	1.5402755737e+00
1.3000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	1.5127444267e-01	1.5393996570e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	1.5592709184e-01	9.6202337742e-01	8.0609628558e-01	1.4879324635e+01	inf	inf	inf	1.1292580312e-02	6.1567734519e-05	3.7416145802e+00	1.5382634401e+00
1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	7.3173724115e-02	2.1588013661e+01	4.0491967773e+02	-5.0803222656e+00	5.0803222656e+00	6.0516573489e-02	9.5546054840e-01	8.9494397491e-01	2.0132382366e+01	inf	inf	inf	7.4217105964e-03	8.4763765335e-04	4.7278938293e+00	1.5195339918e+00
1.5000000000e+01	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	2.3242406547e-02	2.2355674196e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	2.5990236551e-02	9.6668732166e-01	9.4069708511e-01	2.1694770281e+01	2.5990236551e-01	7.2315900936e-01	4.9153068743e-01	3.1582354315e-03	1.0412800475e-04	4.8444652557e+00	1.5478485823e+00
1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	3.1705994625e-03	3.4573371558e+01	4.1079562378e+02	7.9562377930e-01	7.9562377930e-01	3.5502847750e-03	9.7069156170e-01	9.6714127692e-01	3.4854495913e+01	3.5502847750e-02	1.1618165304e+00	5.9865968909e-01	2.4807379407e-03	4.1242765292e-05	6.1578927040e+00	1.5409693718e+00
1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	3.1118661165e-01	1.6017357300e+01	4.0575909424e+02	-4.2409057617e+00	4.2409057617e+00	2.7013057470e-01	9.5413249731e-01	6.8400192261e-01	1.3382985686e+01	inf	inf	inf	1.7575785054e-02	9.8034797702e-04	3.4052865505e+00	1.5181218386e+00
1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	4.1079562378e+02	7.9562377930e-01	2.7858954668e-01	1.4369216649e+01	4.0869705200e+02	-1.3029479980e+00	1.3029479980e+00	3.2217136025e-01	9.5708632469e-01	6.3491496444e-01	1.4691549438e+01	inf	inf	inf	1.6779056653e-02	6.0081429547e-04	3.3248596191e+00	1.5329134464e+00
1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.1079562378e+02	7.9562377930e-01	3.4193024039e-02	2.1031515112e+01	4.1037591553e+02	3.7591552734e-01	3.7591552734e-01	3.1641360372e-02	9.6654576063e-01	9.3490440026e-01	2.0650249711e+01	3.1641360372e-01	6.8834165703e-01	5.0237763038e-01	3.7816013500e-03	3.9301859942e-05	4.7024097443e+00	1.5479695797e+00
