wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.7709786892e-01	8.7543016672e-01	8.9137643576e-01
3.8015682983e+02	9.7695559263e-01	8.7579280138e-01	8.9090704918e-01
3.8057653809e+02	9.7681200504e-01	8.7613707781e-01	8.8984441757e-01
3.8099624634e+02	9.7666704655e-01	8.7625175714e-01	8.8986301422e-01
3.8141595459e+02	9.7652071714e-01	8.7617498636e-01	8.8930767775e-01
3.8183566284e+02	9.7637295723e-01	8.7602704763e-01	8.8936728239e-01
3.8225537109e+02	9.7622376680e-01	8.7586468458e-01	8.8768148422e-01
3.8267507935e+02	9.7607314587e-01	8.7552642822e-01	8.8738137484e-01
3.8309478760e+02	9.7592103481e-01	8.7522572279e-01	8.8559645414e-01
3.8351449585e+02	9.7576749325e-01	8.7469387054e-01	8.8519257307e-01
3.8393420410e+02	9.7561240196e-01	8.7407946587e-01	8.8438653946e-01
3.8435391235e+02	9.7545582056e-01	8.7342375517e-01	8.8414448500e-01
3.8477362061e+02	9.7529768944e-01	8.7281829119e-01	8.8288402557e-01
3.8519332886e+02	9.7513800859e-01	8.7210643291e-01	8.8211160898e-01
3.8561303711e+02	9.7497677803e-01	8.7129038572e-01	8.8123905659e-01
3.8603274536e+02	9.7481387854e-01	8.7111902237e-01	8.8006305695e-01
3.8645245361e+02	9.7464936972e-01	8.7015712261e-01	8.7852412462e-01
3.8687216187e+02	9.7448325157e-01	8.6929076910e-01	8.7723022699e-01
3.8729187012e+02	9.7431546450e-01	8.6842262745e-01	8.7678784132e-01
3.8771157837e+02	9.7414594889e-01	8.6793184280e-01	8.7511652708e-01
3.8813131714e+02	9.7397470474e-01	8.6699122190e-01	8.7376648188e-01
3.8855102539e+02	9.7380179167e-01	8.6627012491e-01	8.7339639664e-01
3.8897073364e+02	9.7362703085e-01	8.6556243896e-01	8.7294191122e-01
3.8939044189e+02	9.7345054150e-01	8.6465990543e-01	8.7149035931e-01
3.8981015015e+02	9.7327226400e-01	8.6383032799e-01	8.7116777897e-01
3.9022985840e+02	9.7309207916e-01	8.6293995380e-01	8.6945718527e-01
3.9064956665e+02	9.7291010618e-01	8.6244094372e-01	8.6906522512e-01
3.9106927490e+02	9.7272616625e-01	8.6149668694e-01	8.6793589592e-01
3.9148898315e+02	9.7254037857e-01	8.6062622070e-01	8.6692756414e-01
3.9190869141e+02	9.7235262394e-01	8.6008024216e-01	8.6682492495e-01
3.9232839966e+02	9.7216290236e-01	8.5925847292e-01	8.6506712437e-01
3.9274810791e+02	9.7197121382e-01	8.5847723484e-01	8.6461991072e-01
3.9316781616e+02	9.7177743912e-01	8.5803455114e-01	8.6490154266e-01
3.9358752441e+02	9.7158163786e-01	8.5760277510e-01	8.6299890280e-01
3.9400723267e+02	9.7138375044e-01	8.5701221228e-01	8.6258703470e-01
3.9442694092e+02	9.7118377686e-01	8.5630440712e-01	8.6132061481e-01
3.9484664917e+02	9.7098159790e-01	8.5570311546e-01	8.6120229959e-01
3.9526635742e+02	9.7077727318e-01	8.5552918911e-01	8.6070179939e-01
3.9568606567e+02	9.7057074308e-01	8.5479974747e-01	8.5964405537e-01
3.9610577393e+02	9.7036200762e-01	8.5490059853e-01	8.6073535681e-01
3.9652548218e+02	9.7015094757e-01	8.5406714678e-01	8.5953408480e-01
3.9694519043e+02	9.6993762255e-01	8.5357934237e-01	8.5932600498e-01
3.9736489868e+02	9.6972191334e-01	8.5377055407e-01	8.5866647959e-01
3.9778460693e+02	9.6950387955e-01	8.5279530287e-01	8.5688817501e-01
3.9820431519e+02	9.6928340197e-01	8.5244035721e-01	8.5641497374e-01
3.9862402344e+02	9.6906048059e-01	8.5225594044e-01	8.5616463423e-01
3.9904376221e+02	9.6883505583e-01	8.5217052698e-01	8.5577225685e-01
3.9946347046e+02	9.6860712767e-01	8.5139399767e-01	8.5672158003e-01
3.9988317871e+02	9.6837657690e-01	8.5261482000e-01	8.5550212860e-01
4.0030288696e+02	9.6814352274e-01	8.5139393806e-01	8.5572403669e-01
4.0072259521e+02	9.6790778637e-01	8.5179764032e-01	8.5431408882e-01
4.0114230347e+02	9.6766936779e-01	8.5267645121e-01	8.5404640436e-01
4.0156201172e+02	9.6742826700e-01	8.5182422400e-01	8.5510766506e-01
4.0198171997e+02	9.6718436480e-01	8.5159575939e-01	8.5388463736e-01
4.0240142822e+02	9.6693766117e-01	8.5130983591e-01	8.5525882244e-01
4.0282113647e+02	9.6668809652e-01	8.4954965115e-01	8.5455507040e-01
4.0324084473e+02	9.6643561125e-01	8.5145986080e-01	8.5413694382e-01
4.0366055298e+02	9.6618026495e-01	8.5189235210e-01	8.5479819775e-01
4.0408026123e+02	9.6592187881e-01	8.5157716274e-01	8.5479921103e-01
4.0449996948e+02	9.6566045284e-01	8.5206627846e-01	8.5501229763e-01
4.0491967773e+02	9.6539598703e-01	8.5207462311e-01	8.5591375828e-01
4.0533938599e+02	9.6512836218e-01	8.5193467140e-01	8.5416948795e-01
4.0575909424e+02	9.6485751867e-01	8.5116946697e-01	8.5553544760e-01
4.0617880249e+02	9.6458345652e-01	8.5263007879e-01	8.5444563627e-01
4.0659851074e+02	9.6430617571e-01	8.5292804241e-01	8.5431420803e-01
4.0701821899e+02	9.6402549744e-01	8.5149556398e-01	8.5419958830e-01
4.0743792725e+02	9.6374142170e-01	8.5258519650e-01	8.5462218523e-01
4.0785763550e+02	9.6345388889e-01	8.5144472122e-01	8.5504907370e-01
4.0827734375e+02	9.6316289902e-01	8.5290795565e-01	8.5464495420e-01
4.0869705200e+02	9.6286827326e-01	8.5444277525e-01	8.5522937775e-01
4.0911676025e+02	9.6257007122e-01	8.5253822803e-01	8.5471630096e-01
4.0953649902e+02	9.6226817369e-01	8.5310363770e-01	8.5465323925e-01
4.0995620728e+02	9.6196252108e-01	8.5461181402e-01	8.5441327095e-01
4.1037591553e+02	9.6165305376e-01	8.5523092747e-01	8.5485011339e-01
4.1079562378e+02	9.6133971214e-01	8.5627162457e-01	8.5455906391e-01
4.1121533203e+02	9.6102243662e-01	8.5558098555e-01	8.5468834639e-01
4.1163504028e+02	9.6070116758e-01	8.5615986586e-01	8.5441333055e-01
4.1205474854e+02	9.6037584543e-01	8.5696774721e-01	8.5470026731e-01
4.1247445679e+02	9.6004629135e-01	8.5733973980e-01	8.5584330559e-01
4.1289416504e+02	9.5971256495e-01	8.5631334782e-01	8.5624796152e-01
