candidate_index	condition_order_code	valid	candidate_spectrum_valid	candidate_spectrum_maximum_absolute_error_nm	candidate_spectrum_summed_absolute_error_nm	peak1_wavelength_nm	peak2_wavelength_nm	peak1_signed_error_nm	peak2_signed_error_nm	maximum_absolute_error_nm	summed_absolute_error_nm	mean_absolute_error_nm	peak1_transmittance	peak2_transmittance	worst_valley_transmittance	peak1_fwhm_nm	peak2_fwhm_nm	widest_fwhm_nm	peak1_prominence	peak2_prominence	minimum_prominence	valley_transmittance_imbalance	peak1_fwhm_to_ideal_ratio	peak2_fwhm_to_ideal_ratio	shape_gate_passed	shape_minimax_score	inside_position_window	selected
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.4230957031e+00	8.7593383789e+00	4.9557690430e+02	5.5391650391e+02	-4.4230957031e+00	3.9165039062e+00	4.4230957031e+00	8.3395996094e+00	4.1697998047e+00	1.9006492198e-01	1.6240088642e-01	1.9006492198e-01	1.9587679586e+01	2.5080608332e+01	2.5080608332e+01	6.2161569297e-01	7.3430056870e-01	6.2161569297e-01	2.7664035559e-02	1.0019689554e+00	7.4359261349e-01	1.0000000000e+00	9.5032460988e-01	1.0000000000e+00	0.0000000000e+00
1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.1756591797e+00	1.0018463135e+01	4.9557690430e+02	5.5391650391e+02	-4.4230957031e+00	3.9165039062e+00	4.4230957031e+00	8.3395996094e+00	4.1697998047e+00	2.1070994437e-01	1.8775044382e-01	2.1070994437e-01	1.9052802376e+01	2.3692626511e+01	2.3692626511e+01	6.1798106134e-01	7.1133835614e-01	6.1798106134e-01	2.2959500551e-02	9.7460837109e-01	7.0244157696e-01	1.0000000000e+00	1.0535497218e+00	1.0000000000e+00	0.0000000000e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	9.1790466309e+00	4.9389807129e+02	5.5391650391e+02	-6.1019287109e+00	3.9165039062e+00	6.1019287109e+00	1.0018432617e+01	5.0092163086e+00	1.3499306142e-01	1.1047399044e-01	1.3499306142e-01	2.1579430560e+01	2.7684800114e+01	2.7684800114e+01	6.5805847943e-01	7.8797858953e-01	6.5805847943e-01	2.4519070983e-02	1.1038530318e+00	8.2080197570e-01	1.0000000000e+00	7.5981089163e-01	0.0000000000e+00	0.0000000000e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	7.9198913574e+00	4.9515719604e+02	5.5307708740e+02	-4.8428039551e+00	3.0770874023e+00	4.8428039551e+00	7.9198913574e+00	3.9599456787e+00	1.2222320586e-01	9.9514819682e-02	1.2222320586e-01	2.2993604260e+01	3.0669685032e+01	3.0669685032e+01	6.2401174754e-01	7.9518844932e-01	6.2401174754e-01	2.2708386183e-02	1.1761922866e+00	9.0929816957e-01	1.0000000000e+00	8.0126696648e-01	1.0000000000e+00	0.0000000000e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3362426758e+00	8.3395996094e+00	4.9389807129e+02	5.5433624268e+02	-6.1019287109e+00	4.3362426758e+00	6.1019287109e+00	1.0438171387e+01	5.2190856934e+00	2.9777017236e-01	3.0873811245e-01	3.0873811245e-01	1.9041348834e+01	2.0511419050e+01	2.0511419050e+01	6.0438337922e-01	5.4334998131e-01	5.4334998131e-01	1.0967940092e-02	9.7402248786e-01	6.0812479092e-01	1.0000000000e+00	1.5436905622e+00	0.0000000000e+00	0.0000000000e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3362426758e+00	7.5001831055e+00	4.9641635132e+02	5.5223767090e+02	-3.5836486816e+00	2.2376708984e+00	3.5836486816e+00	5.8213195801e+00	2.9106597900e+00	4.6806659549e-02	3.7704825401e-02	4.6806659549e-02	2.7024112894e+01	5.1278456639e+01	5.1278456639e+01	4.3024120107e-01	8.5448670387e-01	4.3024120107e-01	9.1018341482e-03	1.3823649733e+00	1.5203092797e+00	0.0000000000e+00	1.4865979420e+00	1.0000000000e+00	0.0000000000e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	9.1790466309e+00	4.9515719604e+02	5.5391650391e+02	-4.8428039551e+00	3.9165039062e+00	4.8428039551e+00	8.7593078613e+00	4.3796539307e+00	1.8130224943e-01	1.5323680639e-01	1.8130224943e-01	1.9969668095e+01	2.5657089866e+01	2.5657089866e+01	6.2598079443e-01	7.4253612757e-01	6.2598079443e-01	2.8065443039e-02	1.0215088211e+00	7.6068420092e-01	1.0000000000e+00	9.0651124716e-01	1.0000000000e+00	0.0000000000e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.8428039551e+00	7.5002136230e+00	4.9431777954e+02	5.5391650391e+02	-5.6822204590e+00	3.9165039062e+00	5.6822204590e+00	9.5987243652e+00	4.7993621826e+00	3.2458148897e-02	2.6038352400e-02	3.2458148897e-02	2.7808251807e+01	4.4262377764e+01	4.4262377764e+01	5.9457848221e-01	8.7281834707e-01	5.9457848221e-01	6.4197964966e-03	1.4224760464e+00	1.3122958074e+00	1.0000000000e+00	1.2070744184e+00	1.0000000000e+00	0.0000000000e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3362426758e+00	7.5001831055e+00	4.9641635132e+02	5.5307708740e+02	-3.5836486816e+00	3.0770874023e+00	3.5836486816e+00	6.6607360840e+00	3.3303680420e+00	2.1761669219e-01	2.0308493078e-01	2.1761669219e-01	1.9729200456e+01	2.7803692232e+01	2.7803692232e+01	5.6652115285e-01	6.9478948414e-01	5.6652115285e-01	1.4531761408e-02	1.0092081753e+00	8.2432690220e-01	1.0000000000e+00	1.0880834609e+00	1.0000000000e+00	1.0000000000e+00
9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.3362426758e+00	7.5001831055e+00	4.9599664307e+02	5.5391650391e+02	-4.0033569336e+00	3.9165039062e+00	4.0033569336e+00	7.9198608398e+00	3.9599304199e+00	3.1741690636e-01	3.1334435940e-01	3.1741690636e-01	1.7844051145e+01	2.4771562073e+01	2.4771562073e+01	5.1467537880e-01	5.8976286650e-01	5.1467537880e-01	4.0725469589e-03	9.1277709581e-01	7.3442997625e-01	1.0000000000e+00	1.5870845318e+00	1.0000000000e+00	0.0000000000e+00
