wavelength_nm	final_network_transmittance	nearest_simulation_transmittance
5.7280345642e+02	9.5812427998e-01	9.5332338395e-01
5.7322316586e+02	9.5847219229e-01	9.5375528685e-01
5.7364287530e+02	9.5878583193e-01	9.5416982182e-01
5.7406258474e+02	9.5912247896e-01	9.5456762052e-01
5.7448229418e+02	9.5944684744e-01	9.5494911303e-01
5.7490200362e+02	9.5977002382e-01	9.5531472964e-01
5.7532171307e+02	9.6006762981e-01	9.5566490023e-01
5.7574142251e+02	9.6036052704e-01	9.5600005369e-01
5.7616113195e+02	9.6066451073e-01	9.5632061742e-01
5.7658084139e+02	9.6100312471e-01	9.5662701676e-01
5.7700055083e+02	9.6131813526e-01	9.5691967457e-01
5.7742026027e+02	9.6161586046e-01	9.5719901072e-01
5.7783996971e+02	9.6190798283e-01	9.5746544169e-01
5.7825967915e+02	9.6216613054e-01	9.5771826991e-01
5.7867938860e+02	9.6244996786e-01	9.5795884361e-01
5.7909909804e+02	9.6271359921e-01	9.5818781251e-01
5.7951880748e+02	9.6299290657e-01	9.5840557678e-01
5.7993851692e+02	9.6311360598e-01	9.5861253119e-01
5.8035822636e+02	9.6334189177e-01	9.5880906481e-01
5.8077793580e+02	9.6367305517e-01	9.5899556077e-01
5.8119764524e+02	9.6386903524e-01	9.5917239599e-01
5.8161735468e+02	9.6407204866e-01	9.5933994105e-01
5.8203706413e+02	9.6420705318e-01	9.5949855994e-01
5.8245677357e+02	9.6431434155e-01	9.5964796940e-01
5.8287648301e+02	9.6441465616e-01	9.5978878662e-01
5.8329619245e+02	9.6448361874e-01	9.5992181227e-01
5.8371590189e+02	9.6456694603e-01	9.6004738175e-01
5.8413561133e+02	9.6464437246e-01	9.6016582303e-01
5.8455532077e+02	9.6473395824e-01	9.6027745655e-01
5.8497503021e+02	9.6478056908e-01	9.6038259514e-01
5.8539473965e+02	9.6472990513e-01	9.6048154398e-01
5.8581444910e+02	9.6488988400e-01	9.6057460059e-01
5.8623415854e+02	9.6454960108e-01	9.6066164074e-01
5.8665386798e+02	9.6452808380e-01	9.6074304070e-01
5.8707357742e+02	9.6465235949e-01	9.6081947653e-01
5.8749328686e+02	9.6453577280e-01	9.6089121285e-01
5.8791299630e+02	9.6455782652e-01	9.6095850649e-01
5.8833270574e+02	9.6446299553e-01	9.6102160653e-01
5.8875241518e+02	9.6438872814e-01	9.6108075431e-01
5.8917212463e+02	9.6435743570e-01	9.6113618357e-01
5.8959183407e+02	9.6444725990e-01	9.6118797404e-01
5.9001154351e+02	9.6448349953e-01	9.6123613900e-01
5.9043125295e+02	9.6451222897e-01	9.6128131538e-01
5.9085096239e+02	9.6457678080e-01	9.6132370405e-01
5.9127067183e+02	9.6465164423e-01	9.6136349858e-01
5.9169038127e+02	9.6469247341e-01	9.6140088533e-01
5.9211009071e+02	9.6471524239e-01	9.6143604357e-01
5.9252980016e+02	9.6481812000e-01	9.6146914562e-01
5.9294950960e+02	9.6486681700e-01	9.6150015610e-01
5.9336921904e+02	9.6496081352e-01	9.6152937320e-01
5.9378892848e+02	9.6505630016e-01	9.6155707105e-01
5.9420863792e+02	9.6518099308e-01	9.6158339170e-01
5.9462834736e+02	9.6528339386e-01	9.6160847085e-01
5.9504805680e+02	9.6539425850e-01	9.6163243800e-01
5.9546776624e+02	9.6549427509e-01	9.6165541659e-01
5.9588747568e+02	9.6559202671e-01	9.6167745038e-01
5.9630718513e+02	9.6569031477e-01	9.6169868963e-01
5.9672689457e+02	9.6578937769e-01	9.6171932302e-01
5.9714660401e+02	9.6586233377e-01	9.6173944729e-01
5.9756631345e+02	9.6594107151e-01	9.6175915385e-01
5.9798602289e+02	9.6601927280e-01	9.6177852895e-01
5.9840573233e+02	9.6610116959e-01	9.6179765385e-01
5.9882544177e+02	9.6619105339e-01	9.6181659304e-01
5.9924515121e+02	9.6630322933e-01	9.6183545825e-01
5.9966486066e+02	9.6637892723e-01	9.6185432073e-01
6.0008457010e+02	9.6643817425e-01	9.6187323925e-01
6.0050427954e+02	9.6647769213e-01	9.6189226837e-01
6.0092398898e+02	9.6655434370e-01	9.6191145859e-01
6.0134369842e+02	9.6663093567e-01	9.6193087964e-01
6.0176340786e+02	9.6676933765e-01	9.6195060701e-01
6.0218311730e+02	9.6689045429e-01	9.6197064448e-01
6.0260282674e+02	9.6692442894e-01	9.6199102391e-01
6.0302253619e+02	9.6702462435e-01	9.6201177388e-01
6.0344224563e+02	9.6693009138e-01	9.6203291980e-01
6.0386195507e+02	9.6702778339e-01	9.6205451282e-01
6.0428166451e+02	9.6701550484e-01	9.6207663408e-01
6.0470137395e+02	9.6702075005e-01	9.6209921865e-01
6.0512108339e+02	9.6708852053e-01	9.6212227714e-01
6.0554079283e+02	9.6731168032e-01	9.6214581774e-01
6.0596050227e+02	9.6750032902e-01	9.6216984632e-01
6.0638021171e+02	9.6727776527e-01	9.6219441852e-01
6.0679992116e+02	9.6717715263e-01	9.6221956404e-01
6.0721963060e+02	9.6713489294e-01	9.6224520003e-01
6.0763934004e+02	9.6712094545e-01	9.6227132121e-01
6.0805904948e+02	9.6711671352e-01	9.6229792062e-01
6.0847875892e+02	9.6711403131e-01	9.6232498976e-01
6.0889846836e+02	9.6710246801e-01	9.6235261193e-01
6.0931817780e+02	9.6710354090e-01	9.6238070516e-01
6.0973788724e+02	9.6707814932e-01	9.6240922180e-01
6.1015759669e+02	9.6704548597e-01	9.6243814547e-01
6.1057730613e+02	9.6706879139e-01	9.6246745879e-01
6.1099701557e+02	9.6709376574e-01	9.6249717359e-01
6.1141672501e+02	9.6710950136e-01	9.6252730122e-01
6.1183643445e+02	9.6713691950e-01	9.6255774259e-01
6.1225614389e+02	9.6713131666e-01	9.6258847495e-01
6.1267585333e+02	9.6711993217e-01	9.6261947503e-01
6.1309556277e+02	9.6709275246e-01	9.6265072016e-01
6.1351527222e+02	9.6707624197e-01	9.6268223765e-01
6.1393498166e+02	9.6705585718e-01	9.6271392671e-01
6.1435469110e+02	9.6705764532e-01	9.6274576089e-01
6.1477440054e+02	9.6703243256e-01	9.6277771356e-01
6.1519410998e+02	9.6702086926e-01	9.6280975798e-01
6.1561381942e+02	9.6701169014e-01	9.6284187084e-01
6.1603352886e+02	9.6698397398e-01	9.6287399604e-01
6.1645323830e+02	9.6696275473e-01	9.6290610376e-01
6.1687294774e+02	9.6694707870e-01	9.6293816620e-01
6.1729265719e+02	9.6693336964e-01	9.6297015571e-01
6.1771236663e+02	9.6690815687e-01	9.6300199563e-01
6.1813207607e+02	9.6688932180e-01	9.6303367411e-01
6.1855178551e+02	9.6688473225e-01	9.6306516701e-01
6.1897149495e+02	9.6692752838e-01	9.6309644705e-01
6.1939120439e+02	9.6693670750e-01	9.6312748155e-01
6.1981091383e+02	9.6691471338e-01	9.6315813744e-01
6.2023062327e+02	9.6688455343e-01	9.6318846920e-01
6.2065033272e+02	9.6678382158e-01	9.6321845090e-01
6.2107004216e+02	9.6669030190e-01	9.6324805711e-01
6.2148975160e+02	9.6668678522e-01	9.6327720928e-01
6.2190946104e+02	9.6659743786e-01	9.6330580235e-01
6.2232917048e+02	9.6656966209e-01	9.6333391490e-01
6.2274887992e+02	9.6653926373e-01	9.6336152372e-01
6.2316858936e+02	9.6649086475e-01	9.6338860614e-01
6.2358829880e+02	9.6646666527e-01	9.6341497852e-01
6.2400800825e+02	9.6646332741e-01	9.6344068367e-01
6.2442771769e+02	9.6646225452e-01	9.6346576738e-01
6.2484742713e+02	9.6643537283e-01	9.6349020979e-01
6.2526713657e+02	9.6644061804e-01	9.6351394403e-01
6.2568684601e+02	9.6643275023e-01	9.6353674781e-01
6.2610655545e+02	9.6644532681e-01	9.6355882530e-01
6.2652626489e+02	9.6644198895e-01	9.6358015974e-01
6.2694597433e+02	9.6644443274e-01	9.6360073491e-01
6.2736568377e+02	9.6643149853e-01	9.6362028313e-01
6.2778539322e+02	9.6642327309e-01	9.6363892823e-01
6.2820510266e+02	9.6639645100e-01	9.6365674318e-01
6.2862481210e+02	9.6637481451e-01	9.6367371502e-01
6.2904452154e+02	9.6635335684e-01	9.6368968041e-01
6.2946423098e+02	9.6634835005e-01	9.6370452775e-01
6.2988394042e+02	9.6633183956e-01	9.6371847333e-01
6.3030364986e+02	9.6632170677e-01	9.6373150747e-01
6.3072335930e+02	9.6630138159e-01	9.6374356620e-01
6.3114306875e+02	9.6628767252e-01	9.6375431474e-01
6.3156277819e+02	9.6626353264e-01	9.6376410569e-01
6.3198248763e+02	9.6623265743e-01	9.6377293252e-01
6.3240219707e+02	9.6619004011e-01	9.6378078900e-01
6.3282190651e+02	9.6612274647e-01	9.6378722967e-01
6.3324161595e+02	9.6604728699e-01	9.6379264621e-01
6.3366132539e+02	9.6596968174e-01	9.6379706134e-01
6.3408103483e+02	9.6589994431e-01	9.6380047168e-01
6.3450074428e+02	9.6582382917e-01	9.6380246538e-01
6.3492045372e+02	9.6575355530e-01	9.6380335227e-01
6.3534016316e+02	9.6569132805e-01	9.6380321514e-01
6.3575987260e+02	9.6563529968e-01	9.6380205322e-01
6.3617958204e+02	9.6558505297e-01	9.6379946314e-01
6.3659929148e+02	9.6554338932e-01	9.6379572716e-01
6.3701900092e+02	9.6548759937e-01	9.6379095822e-01
6.3743871036e+02	9.6553146839e-01	9.6378515784e-01
6.3785841980e+02	9.6571797132e-01	9.6377790296e-01
6.3827812925e+02	9.6547424793e-01	9.6376950903e-01
6.3869783869e+02	9.6550422907e-01	9.6376008561e-01
6.3911754813e+02	9.6548491716e-01	9.6374963612e-01
6.3953725757e+02	9.6549445391e-01	9.6373768875e-01
6.3995696701e+02	9.6555012465e-01	9.6372465501e-01
6.4037667645e+02	9.6553283930e-01	9.6371060617e-01
6.4079638589e+02	9.6561586857e-01	9.6369553990e-01
6.4121609533e+02	9.6554189920e-01	9.6367892957e-01
6.4163580478e+02	9.6559202671e-01	9.6366132157e-01
6.4205551422e+02	9.6562618017e-01	9.6364272227e-01
6.4247522366e+02	9.6564471722e-01	9.6362302605e-01
6.4289493310e+02	9.6566230059e-01	9.6360191751e-01
6.4331464254e+02	9.6567231417e-01	9.6357984193e-01
6.4373435198e+02	9.6567219496e-01	9.6355680655e-01
6.4415406142e+02	9.6567499638e-01	9.6353257549e-01
6.4457377086e+02	9.6567440033e-01	9.6350710338e-01
6.4499348031e+02	9.6567940712e-01	9.6348070127e-01
6.4541318975e+02	9.6567106247e-01	9.6345337700e-01
6.4583289919e+02	9.6565997601e-01	9.6342474267e-01
6.4625260863e+02	9.6565550566e-01	9.6339507077e-01
6.4667231807e+02	9.6565127373e-01	9.6336451075e-01
6.4709202751e+02	9.6564906836e-01	9.6333302923e-01
6.4751173695e+02	9.6563816071e-01	9.6330019504e-01
6.4793144639e+02	9.6562993526e-01	9.6326650945e-01
6.4835115583e+02	9.6561872959e-01	9.6323198093e-01
6.4877086528e+02	9.6560353041e-01	9.6319637958e-01
6.4919057472e+02	9.6557784081e-01	9.6315968623e-01
6.4961028416e+02	9.6555125713e-01	9.6312218870e-01
6.5002999360e+02	9.6552091837e-01	9.6308389527e-01
6.5044970304e+02	9.6548378468e-01	9.6304437193e-01
6.5086941248e+02	9.6544593573e-01	9.6300402966e-01
6.5128912192e+02	9.6540844440e-01	9.6296293119e-01
6.5170883136e+02	9.6536213160e-01	9.6292090955e-01
6.5212854081e+02	9.6532171965e-01	9.6287784950e-01
6.5254825025e+02	9.6529757977e-01	9.6283407311e-01
6.5296795969e+02	9.6529173851e-01	9.6278958810e-01
6.5338766913e+02	9.6523785591e-01	9.6274399869e-01
6.5380737857e+02	9.6517342329e-01	9.6269767158e-01
6.5422708801e+02	9.6510535479e-01	9.6265067488e-01
6.5464679745e+02	9.6504473686e-01	9.6260282731e-01
6.5506650689e+02	9.6494781971e-01	9.6255407494e-01
6.5548621634e+02	9.6487236023e-01	9.6250469086e-01
6.5590592578e+02	9.6483606100e-01	9.6245468021e-01
6.5632563522e+02	9.6480667591e-01	9.6240362459e-01
6.5674534466e+02	9.6477001905e-01	9.6235197349e-01
6.5716505410e+02	9.6472668648e-01	9.6229973315e-01
6.5758476354e+02	9.6467727423e-01	9.6224665052e-01
6.5800447298e+02	9.6462917328e-01	9.6219284730e-01
6.5842418242e+02	9.6457523108e-01	9.6213848837e-01
6.5884389186e+02	9.6450114250e-01	9.6208346724e-01
6.5926360131e+02	9.6444612741e-01	9.6202761996e-01
6.5968331075e+02	9.6438449621e-01	9.6197124800e-01
6.6010302019e+02	9.6430844069e-01	9.6191435640e-01
6.6052272963e+02	9.6423983574e-01	9.6185657870e-01
6.6094243907e+02	9.6418052912e-01	9.6179829093e-01
6.6136214851e+02	9.6412736177e-01	9.6173951113e-01
6.6178185795e+02	9.6408635378e-01	9.6167998717e-01
6.6220156739e+02	9.6405345201e-01	9.6161987150e-01
6.6262127684e+02	9.6401691437e-01	9.6155928837e-01
6.6304098628e+02	9.6398609877e-01	9.6149808267e-01
6.6346069572e+02	9.6393281221e-01	9.6143621689e-01
6.6388040516e+02	9.6388274431e-01	9.6137390502e-01
6.6430011460e+02	9.6383881569e-01	9.6131107385e-01
6.6471982404e+02	9.6378272772e-01	9.6124752500e-01
6.6513953348e+02	9.6371364594e-01	9.6118354811e-01
6.6555924292e+02	9.6365010738e-01	9.6111913883e-01
6.6597895237e+02	9.6359121799e-01	9.6105396271e-01
6.6639866181e+02	9.6352303028e-01	9.6098837327e-01
6.6681837125e+02	9.6347492933e-01	9.6092237312e-01
6.6723808069e+02	9.6342468262e-01	9.6085566464e-01
6.6765779013e+02	9.6337723732e-01	9.6078850359e-01
6.6807749957e+02	9.6334183216e-01	9.6072094287e-01
6.6849720901e+02	9.6328461170e-01	9.6065273234e-01
6.6891691845e+02	9.6319669485e-01	9.6058402901e-01
6.6933662789e+02	9.6311849356e-01	9.6051493385e-01
6.6975633734e+02	9.6318018436e-01	9.6044523382e-01
6.7017604678e+02	9.6317422390e-01	9.6037500601e-01
6.7059575622e+02	9.6315175295e-01	9.6030439113e-01
6.7101546566e+02	9.6310722828e-01	9.6023320365e-01
6.7143517510e+02	9.6306842566e-01	9.6016145779e-01
6.7185488454e+02	9.6301645041e-01	9.6008932672e-01
6.7227459398e+02	9.6295952797e-01	9.6001664329e-01
6.7269430342e+02	9.6289628744e-01	9.5994337484e-01
6.7311401287e+02	9.6283018589e-01	9.5986972031e-01
6.7353372231e+02	9.6278434992e-01	9.5979552196e-01
6.7395343175e+02	9.6271950006e-01	9.5972071583e-01
6.7437314119e+02	9.6265906096e-01	9.5964552027e-01
6.7479285063e+02	9.6258765459e-01	9.5956977771e-01
6.7521256007e+02	9.6254336834e-01	9.5949340888e-01
6.7563226951e+02	9.6250122786e-01	9.5941664503e-01
6.7605197895e+02	9.6247226000e-01	9.5933931898e-01
6.7647168840e+02	9.6237576008e-01	9.5926135317e-01
6.7689139784e+02	9.6227240562e-01	9.5918298475e-01
6.7731110728e+02	9.6217244864e-01	9.5910402636e-01
6.7773081672e+02	9.6211558580e-01	9.5902442078e-01
6.7815052616e+02	9.6206718683e-01	9.5894440335e-01
6.7857023560e+02	9.6207398176e-01	9.5886375463e-01
6.7898994504e+02	9.6199280024e-01	9.5878245890e-01
6.7940965448e+02	9.6188867092e-01	9.5870074063e-01
6.7982936392e+02	9.6178591251e-01	9.5861833515e-01
6.8024907337e+02	9.6168828011e-01	9.5853529210e-01
6.8066878281e+02	9.6158558130e-01	9.5845181477e-01
6.8108849225e+02	9.6147435904e-01	9.5836757827e-01
6.8150820169e+02	9.6138322353e-01	9.5828272503e-01
6.8192791113e+02	9.6129465103e-01	9.5819742492e-01
6.8234762057e+02	9.6118360758e-01	9.5811127615e-01
6.8276733001e+02	9.6109586954e-01	9.5802454504e-01
6.8318703945e+02	9.6100193262e-01	9.5793735396e-01
6.8360674890e+02	9.6091318130e-01	9.5784920552e-01
6.8402645834e+02	9.6081483364e-01	9.5776052512e-01
6.8444616778e+02	9.6073698997e-01	9.5767134240e-01
6.8486587722e+02	9.6064215899e-01	9.5758113067e-01
6.8528558666e+02	9.6054315567e-01	9.5749042681e-01
6.8570529610e+02	9.6046000719e-01	9.5739910385e-01
6.8612500554e+02	9.6037209034e-01	9.5730680643e-01
6.8654471498e+02	9.6028512716e-01	9.5721400324e-01
6.8696442443e+02	9.6019285917e-01	9.5712044148e-01
6.8738413387e+02	9.6011477709e-01	9.5702598129e-01
6.8780384331e+02	9.6003693342e-01	9.5693100216e-01
6.8822355275e+02	9.5994961262e-01	9.5683510041e-01
6.8864326219e+02	9.5986753702e-01	9.5673840041e-01
6.8906297163e+02	9.5978003740e-01	9.5664116899e-01
6.8948268107e+02	9.5968616009e-01	9.5654282455e-01
6.8990239051e+02	9.5960128307e-01	9.5644380867e-01
6.9032209995e+02	9.5952546597e-01	9.5634420420e-01
6.9074180940e+02	9.5944553614e-01	9.5624335954e-01
6.9116151884e+02	9.5935916901e-01	9.5614195365e-01
6.9158122828e+02	9.5927155018e-01	9.5603975206e-01
6.9200093772e+02	9.5918852091e-01	9.5593645580e-01
6.9242064716e+02	9.5910286903e-01	9.5583258849e-01
6.9284035660e+02	9.5901423693e-01	9.5572768830e-01
6.9326006604e+02	9.5893049240e-01	9.5562187127e-01
6.9367977548e+02	9.5883589983e-01	9.5551547467e-01
6.9409948493e+02	9.5875757933e-01	9.5540777690e-01
6.9451919437e+02	9.5866543055e-01	9.5529937411e-01
6.9493890381e+02	9.5857065916e-01	9.5519024156e-01
6.9535861325e+02	9.5847457647e-01	9.5507979398e-01
6.9577832269e+02	9.5838665962e-01	9.5496874529e-01
6.9619803213e+02	9.5829820633e-01	9.5485667398e-01
6.9661774157e+02	9.5820283890e-01	9.5474353015e-01
6.9703745101e+02	9.5810425282e-01	9.5462978086e-01
6.9745716046e+02	9.5801454782e-01	9.5451468315e-01
6.9787686990e+02	9.5792710781e-01	9.5439879283e-01
6.9829657934e+02	9.5782887936e-01	9.5428215104e-01
6.9871628878e+02	9.5771253109e-01	9.5416408887e-01
6.9913599822e+02	9.5762825012e-01	9.5404540822e-01
6.9955570766e+02	9.5750552416e-01	9.5392562102e-01
6.9997541710e+02	9.5742279291e-01	9.5380473119e-01
7.0039512654e+02	9.5732003450e-01	9.5368322310e-01
7.0081483598e+02	9.5721977949e-01	9.5356022095e-01
7.0123454543e+02	9.5712804794e-01	9.5343647202e-01
7.0165425487e+02	9.5702373981e-01	9.5331183909e-01
7.0207396431e+02	9.5694142580e-01	9.5318582874e-01
7.0249367375e+02	9.5684188604e-01	9.5305919660e-01
7.0291338319e+02	9.5673918724e-01	9.5293126151e-01
7.0333309263e+02	9.5663607121e-01	9.5280234664e-01
7.0375280207e+02	9.5654302835e-01	9.5267274274e-01
7.0417251151e+02	9.5644813776e-01	9.5254153188e-01
7.0459222096e+02	9.5636570454e-01	9.5240970225e-01
7.0501193040e+02	9.5627510548e-01	9.5227673205e-01
7.0543163984e+02	9.5618259907e-01	9.5214259627e-01
7.0585134928e+02	9.5608198643e-01	9.5200784925e-01
7.0627105872e+02	9.5599132776e-01	9.5187148406e-01
7.0669076816e+02	9.5588326454e-01	9.5173442745e-01
7.0711047760e+02	9.5578438044e-01	9.5159635774e-01
7.0753018704e+02	9.5568072796e-01	9.5145699104e-01
7.0794989649e+02	9.5558446646e-01	9.5131702520e-01
7.0836960593e+02	9.5548653603e-01	9.5117554017e-01
7.0878931537e+02	9.5537877083e-01	9.5103327255e-01
7.0920902481e+02	9.5526719093e-01	9.5089007991e-01
7.0962873425e+02	9.5515251160e-01	9.5074551831e-01
7.1004844369e+02	9.5505237579e-01	9.5060037544e-01
7.1046815313e+02	9.5495259762e-01	9.5045377581e-01
7.1088786257e+02	9.5485085249e-01	9.5030635906e-01
7.1130757201e+02	9.5473432541e-01	9.5015806337e-01
7.1172728146e+02	9.5460230112e-01	9.5000838888e-01
7.1214699090e+02	9.5449924469e-01	9.4985815608e-01
7.1256670034e+02	9.5437145233e-01	9.4970649155e-01
7.1298640978e+02	9.5425039530e-01	9.4955403267e-01
7.1340611922e+02	9.5412760973e-01	9.4940069873e-01
7.1382582866e+02	9.5400828123e-01	9.4924603808e-01
7.1424553810e+02	9.5390290022e-01	9.4909084643e-01
7.1466524754e+02	9.5378524065e-01	9.4893421216e-01
7.1508495699e+02	9.5368200541e-01	9.4877686143e-01
7.1550466643e+02	9.5356404781e-01	9.4861859961e-01
7.1592437587e+02	9.5346802473e-01	9.4845912202e-01
7.1634408531e+02	9.5335221291e-01	9.4829914414e-01
7.1676379475e+02	9.5323944092e-01	9.4813768080e-01
7.1718350419e+02	9.5312070847e-01	9.4797562904e-01
7.1760321363e+02	9.5300537348e-01	9.4781259502e-01
7.1802292307e+02	9.5289367437e-01	9.4764850900e-01
7.1844263252e+02	9.5277744532e-01	9.4748392653e-01
7.1886234196e+02	9.5266425610e-01	9.4731784871e-01
7.1928205140e+02	9.5253598690e-01	9.4715132359e-01
7.1970176084e+02	9.5241689682e-01	9.4698371723e-01
7.2012147028e+02	9.5228791237e-01	9.4681526655e-01
7.2054117972e+02	9.5216405392e-01	9.4664618785e-01
7.2096088916e+02	9.5203232765e-01	9.4647586056e-01
7.2138059860e+02	9.5189821720e-01	9.4630512222e-01
7.2180030804e+02	9.5177048445e-01	9.4613318546e-01
7.2222001749e+02	9.5163488388e-01	9.4596064448e-01
7.2263972693e+02	9.5150870085e-01	9.4578732488e-01
7.2305943637e+02	9.5137959719e-01	9.4561303591e-01
7.2347914581e+02	9.5126634836e-01	9.4543836608e-01
7.2389885525e+02	9.5112299919e-01	9.4526238589e-01
7.2431856469e+02	9.5099121332e-01	9.4508605440e-01
7.2473827413e+02	9.5084691048e-01	9.4490878712e-01
7.2515798357e+02	9.5071595907e-01	9.4473084741e-01
7.2557769302e+02	9.5059734583e-01	9.4455233537e-01
7.2599740246e+02	9.5047098398e-01	9.4437284861e-01
7.2641711190e+02	9.5033627748e-01	9.4419304626e-01
7.2683682134e+02	9.5020580292e-01	9.4401215826e-01
7.2725653078e+02	9.5007896423e-01	9.4383089623e-01
7.2767624022e+02	9.4993317127e-01	9.4364887912e-01
7.2809594966e+02	9.4979763031e-01	9.4346622194e-01
7.2851565910e+02	9.4965130091e-01	9.4328311621e-01
7.2893536855e+02	9.4950395823e-01	9.4309912958e-01
7.2935507799e+02	9.4934648275e-01	9.4291488533e-01
7.2977478743e+02	9.4919675589e-01	9.4272972721e-01
7.3019449687e+02	9.4903802872e-01	9.4254424488e-01
7.3061420631e+02	9.4888484478e-01	9.4235812449e-01
7.3103391575e+02	9.4874030352e-01	9.4217147164e-01
7.3145362519e+02	9.4858020544e-01	9.4198443243e-01
7.3187333463e+02	9.4842946529e-01	9.4179667716e-01
7.3229304407e+02	9.4826817513e-01	9.4160871830e-01
7.3271275352e+02	9.4810718298e-01	9.4141997390e-01
7.3313246296e+02	9.4794887304e-01	9.4123100493e-01
7.3355217240e+02	9.4779044390e-01	9.4104147497e-01
7.3397188184e+02	9.4761484861e-01	9.4085156428e-01
7.3439159128e+02	9.4746953249e-01	9.4066129385e-01
7.3481130072e+02	9.4728976488e-01	9.4047050974e-01
7.3523101016e+02	9.4714272022e-01	9.4027954410e-01
7.3565071960e+02	9.4696605206e-01	9.4008795460e-01
7.3607042905e+02	9.4679015875e-01	9.3989623181e-01
7.3649013849e+02	9.4662326574e-01	9.3970401176e-01
7.3690984793e+02	9.4645708799e-01	9.3951157287e-01
7.3732955737e+02	9.4627171755e-01	9.3931879352e-01
7.3774926681e+02	9.4609999657e-01	9.3912570484e-01
7.3816897625e+02	9.4593274593e-01	9.3893241121e-01
7.3858868569e+02	9.4573599100e-01	9.3873873816e-01
7.3900839513e+02	9.4555944204e-01	9.3854497034e-01
7.3942810458e+02	9.4537574053e-01	9.3835078188e-01
7.3984781402e+02	9.4516813755e-01	9.3815651329e-01
7.4026752346e+02	9.4496774673e-01	9.3796194340e-01
7.4068723290e+02	9.4478678703e-01	9.3776723630e-01
7.4110694234e+02	9.4458687305e-01	9.3757232814e-01
7.4152665178e+02	9.4439762831e-01	9.3737724329e-01
7.4194636122e+02	9.4421315193e-01	9.3718203936e-01
7.4236607066e+02	9.4401735067e-01	9.3698663582e-01
7.4278578010e+02	9.4380420446e-01	9.3679117778e-01
7.4320548955e+02	9.4360268116e-01	9.3659551279e-01
7.4362519899e+02	9.4340240955e-01	9.3639981524e-01
7.4404490843e+02	9.4321602583e-01	9.3620397020e-01
7.4446461787e+02	9.4304078817e-01	9.3600808093e-01
7.4488432731e+02	9.4284778833e-01	9.3581210084e-01
7.4530403675e+02	9.4264680147e-01	9.3561607186e-01
7.4572374619e+02	9.4243782759e-01	9.3541999410e-01
7.4614345563e+02	9.4223552942e-01	9.3522387504e-01
7.4656316508e+02	9.4203948975e-01	9.3502773564e-01
7.4698287452e+02	9.4183140993e-01	9.3483157365e-01
7.4740258396e+02	9.4163274765e-01	9.3463540722e-01
7.4782229340e+02	9.4140893221e-01	9.3443924681e-01
7.4824200284e+02	9.4121164083e-01	9.3424309225e-01
7.4866171228e+02	9.4098401070e-01	9.3404696933e-01
7.4908142172e+02	9.4077485800e-01	9.3385086722e-01
7.4950113116e+02	9.4056820869e-01	9.3365481148e-01
7.4992084061e+02	9.4034659863e-01	9.3345879947e-01
7.5034055005e+02	9.4013863802e-01	9.3326283879e-01
7.5076025949e+02	9.3991899490e-01	9.3306695150e-01
7.5117996893e+02	9.3970370293e-01	9.3287111181e-01
7.5159967837e+02	9.3948638439e-01	9.3267538071e-01
7.5201938781e+02	9.3928378820e-01	9.3247968596e-01
7.5243909725e+02	9.3905955553e-01	9.3228413928e-01
7.5285880669e+02	9.3885189295e-01	9.3208861556e-01
7.5327851613e+02	9.3861901760e-01	9.3189327390e-01
7.5369822558e+02	9.3840438128e-01	9.3169796362e-01
7.5411793502e+02	9.3819373846e-01	9.3150282564e-01
7.5453764446e+02	9.3796843290e-01	9.3130774915e-01
7.5495735390e+02	9.3774580956e-01	9.3111282979e-01
7.5537706334e+02	9.3754070997e-01	9.3091800392e-01
7.5579677278e+02	9.3730866909e-01	9.3072331569e-01
7.5621648222e+02	9.3708813190e-01	9.3052875372e-01
7.5663619166e+02	9.3686920404e-01	9.3033430655e-01
7.5705590111e+02	9.3665641546e-01	9.3014001816e-01
7.5747561055e+02	9.3643623590e-01	9.2994581940e-01
7.5789531999e+02	9.3622106314e-01	9.2975181060e-01
7.5831502943e+02	9.3600791693e-01	9.2955786490e-01
7.5873473887e+02	9.3578910828e-01	9.2936413798e-01
7.5915444831e+02	9.3557554483e-01	9.2917044723e-01
7.5957415775e+02	9.3534708023e-01	9.2897700077e-01
7.5999386719e+02	9.3513792753e-01	9.2878357935e-01
7.6041357664e+02	9.3490946293e-01	9.2859039284e-01
7.6083328608e+02	9.3470299244e-01	9.2839724449e-01
7.6125299552e+02	9.3448591232e-01	9.2820430145e-01
7.6167270496e+02	9.3425649405e-01	9.2801141642e-01
7.6209241440e+02	9.3403440714e-01	9.2781870710e-01
7.6251212384e+02	9.3382096291e-01	9.2762607194e-01
7.6293183328e+02	9.3359178305e-01	9.2743358354e-01
7.6335154272e+02	9.3337637186e-01	9.2724118107e-01
7.6377125216e+02	9.3315351009e-01	9.2704889771e-01
7.6419096161e+02	9.3292075396e-01	9.2685670707e-01
7.6461067105e+02	9.3269318342e-01	9.2666460973e-01
7.6503038049e+02	9.3246716261e-01	9.2647260641e-01
7.6545008993e+02	9.3222147226e-01	9.2628067290e-01
7.6586979937e+02	9.3198937178e-01	9.2608882874e-01
7.6628950881e+02	9.3175387383e-01	9.2589703371e-01
7.6670921825e+02	9.3154776096e-01	9.2570531695e-01
7.6712892769e+02	9.3131649494e-01	9.2551363180e-01
7.6754863714e+02	9.3110406399e-01	9.2532200718e-01
