wavelength_nm	ideal_target_transmittance	cvae_target_transmittance	tandem_response_transmittance
3.7973712158e+02	9.9577432992e-01	8.5581922531e-01	8.5819244385e-01
3.8015682983e+02	9.9575894866e-01	8.5654670000e-01	8.5946494341e-01
3.8057653809e+02	9.9574348338e-01	8.5744917393e-01	8.5968530178e-01
3.8099624634e+02	9.9572793348e-01	8.5760676861e-01	8.6004066467e-01
3.8141595459e+02	9.9571229833e-01	8.5836070776e-01	8.6104971170e-01
3.8183566284e+02	9.9569657731e-01	8.5848844051e-01	8.6110794544e-01
3.8225537109e+02	9.9568076980e-01	8.5914450884e-01	8.6195844412e-01
3.8267507935e+02	9.9566487516e-01	8.5931342840e-01	8.6254000664e-01
3.8309478760e+02	9.9564889275e-01	8.5990279913e-01	8.6265277863e-01
3.8351449585e+02	9.9563282192e-01	8.6027526855e-01	8.6343997717e-01
3.8393420410e+02	9.9561666202e-01	8.6037516594e-01	8.6395812035e-01
3.8435391235e+02	9.9560041239e-01	8.6070287228e-01	8.6420226097e-01
3.8477362061e+02	9.9558407237e-01	8.6031162739e-01	8.6387205124e-01
3.8519332886e+02	9.9556764129e-01	8.6068528891e-01	8.6409342289e-01
3.8561303711e+02	9.9555111846e-01	8.6074721813e-01	8.6385500431e-01
3.8603274536e+02	9.9553450321e-01	8.6042052507e-01	8.6430686712e-01
3.8645245361e+02	9.9551779485e-01	8.6007136106e-01	8.6426019669e-01
3.8687216187e+02	9.9550099267e-01	8.6020904779e-01	8.6357563734e-01
3.8729187012e+02	9.9548409599e-01	8.5964924097e-01	8.6319702864e-01
3.8771157837e+02	9.9546710408e-01	8.5903662443e-01	8.6281049252e-01
3.8813131714e+02	9.9545001500e-01	8.5835796595e-01	8.6268693209e-01
3.8855102539e+02	9.9543283049e-01	8.5811465979e-01	8.6175817251e-01
3.8897073364e+02	9.9541554859e-01	8.5722172260e-01	8.6142396927e-01
3.8939044189e+02	9.9539816857e-01	8.5689413548e-01	8.6060863733e-01
3.8981015015e+02	9.9538068968e-01	8.5605788231e-01	8.5944080353e-01
3.9022985840e+02	9.9536311117e-01	8.5532581806e-01	8.5885995626e-01
3.9064956665e+02	9.9534543229e-01	8.5369026661e-01	8.5774517059e-01
3.9106927490e+02	9.9532765227e-01	8.5277074575e-01	8.5644644499e-01
3.9148898315e+02	9.9530977033e-01	8.5166645050e-01	8.5510957241e-01
3.9190869141e+02	9.9529178571e-01	8.5003978014e-01	8.5394638777e-01
3.9232839966e+02	9.9527369761e-01	8.4851229191e-01	8.5279774666e-01
3.9274810791e+02	9.9525550524e-01	8.4732478857e-01	8.5167950392e-01
3.9316781616e+02	9.9523720779e-01	8.4576475620e-01	8.4990060329e-01
3.9358752441e+02	9.9521880446e-01	8.4448736906e-01	8.4828740358e-01
3.9400723267e+02	9.9520029444e-01	8.4267777205e-01	8.4669023752e-01
3.9442694092e+02	9.9518167689e-01	8.4084814787e-01	8.4486502409e-01
3.9484664917e+02	9.9516295098e-01	8.3918768167e-01	8.4338504076e-01
3.9526635742e+02	9.9514411587e-01	8.3724147081e-01	8.4136426449e-01
3.9568606567e+02	9.9512517071e-01	8.3567154408e-01	8.3948957920e-01
3.9610577393e+02	9.9510611465e-01	8.3420503139e-01	8.3751398325e-01
3.9652548218e+02	9.9508694682e-01	8.3186310530e-01	8.3512979746e-01
3.9694519043e+02	9.9506766634e-01	8.3022636175e-01	8.3293068409e-01
3.9736489868e+02	9.9504827234e-01	8.2809865475e-01	8.3104604483e-01
3.9778460693e+02	9.9502876391e-01	8.2611060143e-01	8.2907342911e-01
3.9820431519e+02	9.9500914016e-01	8.2386106253e-01	8.2742071152e-01
3.9862402344e+02	9.9498940018e-01	8.2261544466e-01	8.2479792833e-01
3.9904376221e+02	9.9496954161e-01	8.2057231665e-01	8.2223820686e-01
3.9946347046e+02	9.9494956640e-01	8.1853699684e-01	8.1993192434e-01
3.9988317871e+02	9.9492947218e-01	8.1647557020e-01	8.1796801090e-01
4.0030288696e+02	9.9490925800e-01	8.1451457739e-01	8.1522363424e-01
4.0072259521e+02	9.9488892291e-01	8.1311702728e-01	8.1350362301e-01
4.0114230347e+02	9.9486846594e-01	8.1067490578e-01	8.1136232615e-01
4.0156201172e+02	9.9484788612e-01	8.0840760469e-01	8.0924028158e-01
4.0198171997e+02	9.9482718247e-01	8.0686479807e-01	8.0690449476e-01
4.0240142822e+02	9.9480635399e-01	8.0470353365e-01	8.0469691753e-01
4.0282113647e+02	9.9478539967e-01	8.0327677727e-01	8.0262738466e-01
4.0324084473e+02	9.9476431851e-01	8.0038839579e-01	8.0052638054e-01
4.0366055298e+02	9.9474310947e-01	7.9869967699e-01	7.9880213737e-01
4.0408026123e+02	9.9472177154e-01	7.9520392418e-01	7.9657220840e-01
4.0449996948e+02	9.9470030365e-01	7.9548901320e-01	7.9503607750e-01
4.0491967773e+02	9.9467870476e-01	7.9458856583e-01	7.9335516691e-01
4.0533938599e+02	9.9465697379e-01	7.8996390104e-01	7.9073852301e-01
4.0575909424e+02	9.9463510968e-01	7.8530091047e-01	7.8894561529e-01
4.0617880249e+02	9.9461311133e-01	7.8599280119e-01	7.8695797920e-01
4.0659851074e+02	9.9459097764e-01	7.8601652384e-01	7.8599429131e-01
4.0701821899e+02	9.9456870751e-01	7.8224343061e-01	7.8438991308e-01
4.0743792725e+02	9.9454629981e-01	7.8450149298e-01	7.8182154894e-01
4.0785763550e+02	9.9452375341e-01	7.8570133448e-01	7.8022050858e-01
4.0827734375e+02	9.9450106717e-01	7.7831000090e-01	7.7819329500e-01
4.0869705200e+02	9.9447823992e-01	7.7799355984e-01	7.7655023336e-01
4.0911676025e+02	9.9445527050e-01	7.7592098713e-01	7.7557641268e-01
4.0953649902e+02	9.9443215604e-01	7.7559989691e-01	7.7371758223e-01
4.0995620728e+02	9.9440889871e-01	7.7506852150e-01	7.7210795879e-01
4.1037591553e+02	9.9438549563e-01	7.7401465178e-01	7.7029556036e-01
4.1079562378e+02	9.9436194558e-01	7.6863211393e-01	7.6887178421e-01
4.1121533203e+02	9.9433824733e-01	7.7110838890e-01	7.6853269339e-01
4.1163504028e+02	9.9431439964e-01	7.7256798744e-01	7.6731455326e-01
4.1205474854e+02	9.9429040124e-01	7.7238208055e-01	7.6582360268e-01
4.1247445679e+02	9.9426625088e-01	7.7052074671e-01	7.6358669996e-01
4.1289416504e+02	9.9424194726e-01	7.6760095358e-01	7.6307672262e-01
4.1331387329e+02	9.9421748909e-01	7.6664912701e-01	7.6114374399e-01
4.1373358154e+02	9.9419287506e-01	7.6499360800e-01	7.6055109501e-01
4.1415328979e+02	9.9416810385e-01	7.6403713226e-01	7.6002264023e-01
4.1457299805e+02	9.9414317411e-01	7.6194852591e-01	7.5825840235e-01
4.1499270630e+02	9.9411808449e-01	7.6124310493e-01	7.5694960356e-01
4.1541241455e+02	9.9409283363e-01	7.6065301895e-01	7.5617623329e-01
4.1583212280e+02	9.9406742014e-01	7.5956046581e-01	7.5495666265e-01
4.1625183105e+02	9.9404184263e-01	7.5658929348e-01	7.5428700447e-01
4.1667153931e+02	9.9401609968e-01	7.5793105364e-01	7.5377857685e-01
4.1709124756e+02	9.9399018987e-01	7.5777900219e-01	7.5201129913e-01
4.1751095581e+02	9.9396411176e-01	7.5524717569e-01	7.5174880028e-01
4.1793066406e+02	9.9393786388e-01	7.5397413969e-01	7.5112587214e-01
4.1835037231e+02	9.9391144477e-01	7.5065273046e-01	7.5068068504e-01
4.1877008057e+02	9.9388485294e-01	7.5187462568e-01	7.4907141924e-01
4.1918978882e+02	9.9385808687e-01	7.5045180321e-01	7.4933135509e-01
4.1960949707e+02	9.9383114505e-01	7.5026565790e-01	7.4861603975e-01
4.2002920532e+02	9.9380402594e-01	7.5030481815e-01	7.4835640192e-01
4.2044894409e+02	9.9377672599e-01	7.4906110764e-01	7.4782961607e-01
4.2086865234e+02	9.9374924759e-01	7.4871319532e-01	7.4724078178e-01
4.2128836060e+02	9.9372158719e-01	7.4918860197e-01	7.4710106850e-01
4.2170806885e+02	9.9369374317e-01	7.4781250954e-01	7.4740642309e-01
4.2212777710e+02	9.9366571390e-01	7.4865210056e-01	7.4666512012e-01
4.2254748535e+02	9.9363749775e-01	7.4637973309e-01	7.4570000172e-01
4.2296719360e+02	9.9360909305e-01	7.4989145994e-01	7.4528902769e-01
4.2338690186e+02	9.9358049812e-01	7.4732851982e-01	7.4576342106e-01
4.2380661011e+02	9.9355171126e-01	7.4990779161e-01	7.4456280470e-01
4.2422631836e+02	9.9352273076e-01	7.4790871143e-01	7.4511528015e-01
4.2464602661e+02	9.9349355487e-01	7.4762713909e-01	7.4428218603e-01
4.2506573486e+02	9.9346418185e-01	7.4676668644e-01	7.4395644665e-01
4.2548544312e+02	9.9343460991e-01	7.4791163206e-01	7.4227231741e-01
4.2590515137e+02	9.9340483727e-01	7.4725341797e-01	7.4292773008e-01
4.2632485962e+02	9.9337486209e-01	7.4577182531e-01	7.4201691151e-01
4.2674456787e+02	9.9334468255e-01	7.4619203806e-01	7.4231696129e-01
4.2716427612e+02	9.9331429679e-01	7.4733680487e-01	7.4227547646e-01
4.2758398438e+02	9.9328370293e-01	7.4553066492e-01	7.4196088314e-01
4.2800369263e+02	9.9325289907e-01	7.4226826429e-01	7.4151325226e-01
4.2842340088e+02	9.9322188329e-01	7.4375319481e-01	7.4235314131e-01
4.2884310913e+02	9.9319065364e-01	7.4367767572e-01	7.4216282368e-01
4.2926281738e+02	9.9315920816e-01	7.4323773384e-01	7.4164479971e-01
4.2968252563e+02	9.9312754485e-01	7.4373120070e-01	7.4228090048e-01
4.3010223389e+02	9.9309566172e-01	7.4161034822e-01	7.4225980043e-01
4.3052194214e+02	9.9306355671e-01	7.3785638809e-01	7.4221944809e-01
4.3094165039e+02	9.9303122778e-01	7.4132001400e-01	7.4253094196e-01
4.3136138916e+02	9.9299867046e-01	7.4091964960e-01	7.4292546511e-01
4.3178109741e+02	9.9296588739e-01	7.4042880535e-01	7.4252092838e-01
4.3220080566e+02	9.9293287407e-01	7.4292093515e-01	7.4360972643e-01
4.3262051392e+02	9.9289962834e-01	7.4059367180e-01	7.4355399609e-01
4.3304022217e+02	9.9286614804e-01	7.4307936430e-01	7.4352234602e-01
4.3345993042e+02	9.9283243094e-01	7.4543535709e-01	7.4436187744e-01
4.3387963867e+02	9.9279847481e-01	7.4483942986e-01	7.4507778883e-01
4.3429934692e+02	9.9276427741e-01	7.4545788765e-01	7.4593025446e-01
4.3471905518e+02	9.9272983644e-01	7.4672454596e-01	7.4657356739e-01
4.3513876343e+02	9.9269514958e-01	7.4734562635e-01	7.4649053812e-01
4.3555847168e+02	9.9266021450e-01	7.4863594770e-01	7.4755543470e-01
4.3597817993e+02	9.9262502884e-01	7.5014799833e-01	7.4757534266e-01
4.3639788818e+02	9.9258959018e-01	7.5108277798e-01	7.4809879065e-01
4.3681759644e+02	9.9255389612e-01	7.5224167109e-01	7.4886953831e-01
4.3723730469e+02	9.9251794419e-01	7.5275099277e-01	7.4921870232e-01
4.3765701294e+02	9.9248173191e-01	7.6649498940e-01	7.4931383133e-01
4.3807672119e+02	9.9244525677e-01	7.4914062023e-01	7.5145339966e-01
4.3849642944e+02	9.9240851622e-01	7.5433272123e-01	7.5125426054e-01
4.3891613770e+02	9.9237150769e-01	7.5713777542e-01	7.5281208754e-01
4.3933584595e+02	9.9233422858e-01	7.5736910105e-01	7.5296455622e-01
4.3975555420e+02	9.9229667625e-01	7.5835001469e-01	7.5518947840e-01
4.4017526245e+02	9.9225884802e-01	7.5958633423e-01	7.5567954779e-01
4.4059497070e+02	9.9222074119e-01	7.6190418005e-01	7.5636661053e-01
4.4101467896e+02	9.9218235304e-01	7.6081472635e-01	7.5768214464e-01
4.4143438721e+02	9.9214368078e-01	7.6115566492e-01	7.5901657343e-01
4.4185412598e+02	9.9210471879e-01	7.6203876734e-01	7.5996702909e-01
4.4227383423e+02	9.9206546987e-01	7.6219362020e-01	7.6066946983e-01
4.4269354248e+02	9.9202592834e-01	7.6272565126e-01	7.6136767864e-01
4.4311325073e+02	9.9198609130e-01	7.6206642389e-01	7.6283371449e-01
4.4353295898e+02	9.9194595579e-01	7.6374101639e-01	7.6333248615e-01
4.4395266724e+02	9.9190551883e-01	7.6347523928e-01	7.6450234652e-01
4.4437237549e+02	9.9186477742e-01	7.6509737968e-01	7.6469939947e-01
4.4479208374e+02	9.9182372848e-01	7.6523494720e-01	7.6600664854e-01
4.4521179199e+02	9.9178236893e-01	7.6472610235e-01	7.6687878370e-01
4.4563150024e+02	9.9174069564e-01	7.6414746046e-01	7.6765394211e-01
4.4605120850e+02	9.9169870543e-01	7.6530438662e-01	7.6817762852e-01
4.4647091675e+02	9.9165639509e-01	7.5947797298e-01	7.6960813999e-01
4.4689062500e+02	9.9161376137e-01	7.6317107677e-01	7.7050250769e-01
4.4731033325e+02	9.9157080097e-01	7.6741892099e-01	7.7246773243e-01
4.4773004150e+02	9.9152751056e-01	7.6821053028e-01	7.7205163240e-01
4.4814974976e+02	9.9148388675e-01	7.6924157143e-01	7.7256608009e-01
4.4856945801e+02	9.9143992613e-01	7.7008044720e-01	7.7376174927e-01
4.4898916626e+02	9.9139562522e-01	7.7088946104e-01	7.7407234907e-01
4.4940887451e+02	9.9135098053e-01	7.6995146275e-01	7.7437943220e-01
4.4982858276e+02	9.9130598848e-01	7.7212309837e-01	7.7576881647e-01
4.5024829102e+02	9.9126064549e-01	7.7455371618e-01	7.7648562193e-01
4.5066799927e+02	9.9121494790e-01	7.7304220200e-01	7.7710604668e-01
4.5108770752e+02	9.9116889201e-01	7.7309989929e-01	7.7791589499e-01
4.5150741577e+02	9.9112247408e-01	7.7379572392e-01	7.7877497673e-01
4.5192712402e+02	9.9107569033e-01	7.7646541595e-01	7.7986943722e-01
4.5234683228e+02	9.9102853689e-01	7.7438491583e-01	7.7995514870e-01
4.5276657104e+02	9.9098100643e-01	7.7343964577e-01	7.8080397844e-01
4.5318627930e+02	9.9093310189e-01	7.7598977089e-01	7.8234744072e-01
4.5360598755e+02	9.9088481584e-01	7.7724975348e-01	7.8245764971e-01
4.5402569580e+02	9.9083614424e-01	7.7779364586e-01	7.8275501728e-01
4.5444540405e+02	9.9078708297e-01	7.7706682682e-01	7.8337031603e-01
4.5486511230e+02	9.9073762789e-01	7.7759838104e-01	7.8434467316e-01
4.5528482056e+02	9.9068777478e-01	7.8418171406e-01	7.8568875790e-01
4.5570452881e+02	9.9063751936e-01	7.8366535902e-01	7.8627067804e-01
4.5612423706e+02	9.9058685733e-01	7.8393328190e-01	7.8633862734e-01
4.5654394531e+02	9.9053578428e-01	7.8331559896e-01	7.8674823046e-01
4.5696365356e+02	9.9048429577e-01	7.8362435102e-01	7.8733313084e-01
4.5738336182e+02	9.9043238731e-01	7.8568691015e-01	7.8766411543e-01
4.5780307007e+02	9.9038005433e-01	7.8568571806e-01	7.8852897882e-01
4.5822277832e+02	9.9032729220e-01	7.8680485487e-01	7.8843361139e-01
4.5864248657e+02	9.9027409623e-01	7.8793901205e-01	7.8949522972e-01
4.5906219482e+02	9.9022046167e-01	7.8846895695e-01	7.8929847479e-01
4.5948190308e+02	9.9016638370e-01	7.8912746906e-01	7.8975212574e-01
4.5990161133e+02	9.9011185743e-01	7.8804045916e-01	7.9051142931e-01
4.6032131958e+02	9.9005687792e-01	7.8987187147e-01	7.9148459435e-01
4.6074102783e+02	9.9000144014e-01	7.8992146254e-01	7.9068988562e-01
4.6116073608e+02	9.8994553900e-01	7.8834033012e-01	7.9171699286e-01
4.6158044434e+02	9.8988916934e-01	7.9003876448e-01	7.9241317511e-01
4.6200015259e+02	9.8983232594e-01	7.8925538063e-01	7.9256564379e-01
4.6241986084e+02	9.8977500348e-01	7.9274749756e-01	7.9226028919e-01
4.6283956909e+02	9.8971719659e-01	7.9092228413e-01	7.9231810570e-01
4.6325927734e+02	9.8965889981e-01	7.9407954216e-01	7.9274618626e-01
4.6367901611e+02	9.8960010332e-01	7.9058831930e-01	7.9276275635e-01
4.6409872437e+02	9.8954081006e-01	7.9200619459e-01	7.9311788082e-01
4.6451843262e+02	9.8948101008e-01	7.9065430164e-01	7.9377424717e-01
4.6493814087e+02	9.8942069761e-01	7.9184842110e-01	7.9337036610e-01
4.6535784912e+02	9.8935986680e-01	7.8949147463e-01	7.9331427813e-01
