candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	3.3440031111e-03	8.8001886521e+01	6.0596051025e+02	-4.0394897461e+00	4.0394897461e+00	1.7898976803e-03	9.1815102100e-01	9.1636112332e-01	8.9239176657e+01	inf	inf	inf	8.1055842429e-02	7.1691720223e-05	5.6207432747e+00	2.7937598228e+00
1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	1.9318636041e-03	9.1904919500e+01	6.0763934326e+02	-2.3606567383e+00	2.3606567383e+00	1.7835524632e-03	9.0171819925e-01	8.9993464679e-01	9.3115516607e+01	inf	inf	inf	8.8527888043e-02	7.2097544034e-05	5.7997403145e+00	2.7950620651e+00
1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	1.9930633716e-03	9.4298855202e+01	6.0763934326e+02	-2.3606567383e+00	2.3606567383e+00	1.7064062413e-03	8.9173173904e-01	8.9002533280e-01	9.5025526900e+01	inf	inf	inf	9.2288011719e-02	8.5986750491e-05	5.8796644211e+00	2.7930362225e+00
1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	1.0733304545e-02	6.1770440542e+01	6.0596051025e+02	-4.0394897461e+00	4.0394897461e+00	8.0259367824e-03	9.5594811440e-01	9.4792217761e-01	6.0512679883e+01	inf	inf	inf	4.4297382416e-02	1.2976516155e-04	4.6050977707e+00	2.8061130047e+00
1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0889849854e+02	1.1015014648e+00	1.2316872180e-01	4.2109991694e+01	6.0512109375e+02	-4.8789062500e+00	4.8789062500e+00	8.7983779609e-02	9.7768378258e-01	8.8970000297e-01	3.8194109125e+01	inf	inf	inf	2.4630769865e-02	6.0325430240e-04	3.3619356155e+00	2.8225462437e+00
1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.0638018799e+02	3.6198120117e+00	4.0425523184e-04	1.0263897602e+02	6.0889849854e+02	-1.1015014648e+00	1.1015014648e+00	1.1375313625e-03	8.5764020681e-01	8.5650267545e-01	1.0248771210e+02	1.1375313625e-02	3.4162570700e+00	1.7138161918e+00	1.0801028199e-01	2.8690017643e-05	6.2035360336e+00	2.7962555885e+00
1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.0638018799e+02	3.6198120117e+00	6.3881021924e-04	1.1329888536e+02	6.0889849854e+02	-1.1015014648e+00	1.1015014648e+00	8.1491941819e-04	8.3385366201e-01	8.3303874260e-01	1.1052250989e+02	8.1491941819e-03	3.6840836631e+00	1.8461164286e+00	1.2317531390e-01	7.8685166955e-05	6.4806756973e+00	2.8008041382e+00
1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	3.2566410303e-01	3.2754846948e+01	6.0554077148e+02	-4.4592285156e+00	4.4592285156e+00	2.9788404703e-01	9.8278725147e-01	6.8490320444e-01	3.1689557480e+01	inf	inf	inf	2.5484699896e-02	2.0498746017e-04	2.5235049725e+00	2.7943906784e+00
1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	7.5321551412e-03	6.3797695186e+01	6.0596051025e+02	-4.0394897461e+00	4.0394897461e+00	5.9479526244e-03	9.5249009132e-01	9.4654213870e-01	6.3348166831e+01	inf	inf	inf	4.7669754799e-02	1.2396366219e-04	4.7313060760e+00	2.8040645123e+00
1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	9.0884855017e-03	6.2707590153e+01	6.0679992676e+02	-3.2000732422e+00	3.2000732422e+00	7.4276453815e-03	9.5373457670e-01	9.4630693132e-01	6.1566742980e+01	inf	inf	inf	4.5717561434e-02	2.3762752244e-04	4.6476092339e+00	2.8105697632e+00
