candidate_index	selected	final_notch_valid	final_wavelength_eligible	cvae_wavelength_eligible	jointly_eligible	cvae_min_wavelength_nm	cvae_abs_wavelength_error_nm	cvae_min_transmittance	cvae_fwhm_nm	final_min_wavelength_nm	final_wavelength_error_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_baseline_transmittance	final_notch_depth	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	ideal_to_final_mse	cvae_to_final_mse	R	n_host
0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	2.4384937715e-03	8.1000468671e+01	6.0679992676e+02	-3.2000732422e+00	3.2000732422e+00	1.8653033767e-03	9.2018043995e-01	9.1831513657e-01	8.0986701094e+01	inf	inf	inf	7.1188287343e-02	1.0729783389e-04	5.4228997231e+00	2.8048152924e+00
1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0889849854e+02	1.1015014648e+00	3.1796276569e-01	3.5228464701e+01	6.0638018799e+02	-3.6198120117e+00	3.6198120117e+00	3.0509176850e-01	9.8184132576e-01	6.7674955726e-01	3.3510514544e+01	inf	inf	inf	2.5471117052e-02	1.2062792666e-04	2.5516822338e+00	2.8072848320e+00
2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	2.3699989542e-03	9.3968280974e+01	6.0763934326e+02	-2.3606567383e+00	2.3606567383e+00	1.7331762938e-03	8.9450079203e-01	8.9276761573e-01	9.4365647346e+01	inf	inf	inf	9.1116366867e-02	8.6070438556e-05	5.8546714783e+00	2.7942194939e+00
3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	6.6880822182e-02	4.6788747575e+01	6.0512109375e+02	-4.8789062500e+00	4.8789062500e+00	4.9001969397e-02	9.7447884083e-01	9.2547687143e-01	4.4229452635e+01	inf	inf	inf	2.7821800629e-02	3.9717581240e-04	3.7060089111e+00	2.8168897629e+00
4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	2.0148999989e-02	5.5023156473e+01	6.0512109375e+02	-4.8789062500e+00	4.8789062500e+00	1.5001030639e-02	9.6472024918e-01	9.4971921854e-01	5.3550083676e+01	inf	inf	inf	3.7278805236e-02	2.2863336198e-04	4.2667112350e+00	2.8104405403e+00
5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	3.6532799713e-03	8.3738820835e+01	6.0679992676e+02	-3.2000732422e+00	3.2000732422e+00	1.8409375334e-03	9.1971880198e-01	9.1787786444e-01	8.4160292748e+01	inf	inf	inf	7.5110571248e-02	9.1034598881e-05	5.4920854568e+00	2.8033275604e+00
6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	4.7926600091e-03	6.8602707551e+01	6.0679992676e+02	-3.2000732422e+00	3.2000732422e+00	3.9306716062e-03	9.4416844845e-01	9.4023777684e-01	6.8056156410e+01	inf	inf	inf	5.3795695725e-02	9.2107831733e-05	4.9528617859e+00	2.8043208122e+00
7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	1.0338436812e-02	6.2797181995e+01	6.0596051025e+02	-4.0394897461e+00	4.0394897461e+00	7.0511274971e-03	9.5462656021e-01	9.4757543271e-01	6.1839602603e+01	inf	inf	inf	4.5756738417e-02	1.6396351566e-04	4.6563282013e+00	2.8071794510e+00
8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	0.0000000000e+00	6.0638018799e+02	3.6198120117e+00	4.9622594379e-03	8.0304502196e+01	6.0679992676e+02	-3.2000732422e+00	3.2000732422e+00	1.8930330407e-03	9.2065995932e-01	9.1876692628e-01	7.9521292644e+01	inf	inf	inf	6.8874146906e-02	9.4805800472e-05	5.3804216385e+00	2.8019366264e+00
9.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	1.0000000000e+00	6.0638018799e+02	3.6198120117e+00	7.0943064988e-02	4.6257172719e+01	6.0889849854e+02	-1.1015014648e+00	1.1015014648e+00	6.4952492714e-02	9.7131079435e-01	9.0635830164e-01	4.4808877917e+01	6.4952492714e-01	1.4936292639e+00	1.0715770955e+00	2.8305435314e-02	1.1498689128e-04	3.6668295860e+00	2.8222250938e+00
