wavelength_nm	ideal_target_transmittance	tandem_response_transmittance
3.7973711347e+02	7.3560231924e-01	8.5759353638e-01
3.8015682291e+02	7.2911179066e-01	8.5998439789e-01
3.8057653235e+02	7.2240662575e-01	8.6227273941e-01
3.8099624179e+02	7.1547907591e-01	8.6399179697e-01
3.8141595123e+02	7.0832115412e-01	8.6462926865e-01
3.8183566067e+02	7.0092463493e-01	8.6485320330e-01
3.8225537011e+02	6.9328111410e-01	8.6449754238e-01
3.8267507956e+02	6.8538200855e-01	8.6347019672e-01
3.8309478900e+02	6.7721849680e-01	8.6195904016e-01
3.8351449844e+02	6.6878175735e-01	8.5958266258e-01
3.8393420788e+02	6.6006278992e-01	8.5630643368e-01
3.8435391732e+02	6.5105241537e-01	8.5301619768e-01
3.8477362676e+02	6.4174157381e-01	8.4872311354e-01
3.8519333620e+02	6.3212108612e-01	8.4326189756e-01
3.8561304564e+02	6.2218183279e-01	8.3729696274e-01
3.8603275508e+02	6.1191493273e-01	8.2991588116e-01
3.8645246453e+02	6.0131162405e-01	8.2221496105e-01
3.8687217397e+02	5.9036332369e-01	8.1273335218e-01
3.8729188341e+02	5.7906198502e-01	8.0278754234e-01
3.8771159285e+02	5.6739991903e-01	7.9146903753e-01
3.8813130229e+02	5.5537009239e-01	7.7886080742e-01
3.8855101173e+02	5.4296624660e-01	7.6572507620e-01
3.8897072117e+02	5.3018295765e-01	7.5159436464e-01
3.8939043061e+02	5.1701587439e-01	7.3678362370e-01
3.8981014006e+02	5.0346201658e-01	7.1999967098e-01
3.9022984950e+02	4.8951977491e-01	7.0339626074e-01
3.9064955894e+02	4.7518929839e-01	6.8609285355e-01
3.9106926838e+02	4.6047273278e-01	6.6632890701e-01
3.9148897782e+02	4.4537445903e-01	6.4657229185e-01
3.9190868726e+02	4.2990139127e-01	6.2669038773e-01
3.9232839670e+02	4.1406336427e-01	6.0410088301e-01
3.9274810614e+02	3.9787337184e-01	5.8386671543e-01
3.9316781559e+02	3.8134795427e-01	5.6148350239e-01
3.9358752503e+02	3.6450761557e-01	5.3786396980e-01
3.9400723447e+02	3.4737709165e-01	5.1497310400e-01
3.9442694391e+02	3.2998579741e-01	4.9150061607e-01
3.9484665335e+02	3.1236806512e-01	4.6647283435e-01
3.9526636279e+02	2.9456362128e-01	4.4107615948e-01
3.9568607223e+02	2.7661773562e-01	4.1627711058e-01
3.9610578167e+02	2.5858154893e-01	3.9186909795e-01
3.9652549111e+02	2.4051225185e-01	3.6638912559e-01
3.9694520056e+02	2.2247312963e-01	3.4171754122e-01
3.9736491000e+02	2.0453362167e-01	3.1732636690e-01
3.9778461944e+02	1.8676917255e-01	2.9312288761e-01
3.9820432888e+02	1.6926100850e-01	2.6959112287e-01
3.9862403832e+02	1.5209572017e-01	2.4654152989e-01
3.9904374776e+02	1.3536466658e-01	2.2397007048e-01
3.9946345720e+02	1.1916332692e-01	2.0259499550e-01
3.9988316664e+02	1.0359026492e-01	1.8231835961e-01
4.0030287609e+02	8.8746115565e-02	1.6326686740e-01
4.0072258553e+02	7.4732273817e-02	1.4576265216e-01
4.0114229497e+02	6.1649493873e-02	1.2903645635e-01
